positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"با سلام . ضمن تبریک بابت خرید این گوشی یعنی اچ تی سی 10 باید خدمت شما عرض کنم اکثریت خریداران این اسمارت فون از خرید خودشون بسیار راضی و خوشحالن و تجربه من بعد از حدود یک سال استفاده این موبایل هیچ کم و کاستی نسبت به موبایل های جدید تر از خودش نداره و کمبود جدی و خاصی تا بحال گزارش نشده نور صفحه این گوشی عالیه چه در شرایط زیر نور خورشید و چه در محیط‌ های بسته مانند خانه کاملا رضایت بخشه ، این گوشی در شرایط بسیار سنگین کاری مانند وبگردی فیلترشکن دانلود و بازی و شارژ شدن ( همه اینها باهم ) ممکنه کمی داغ کنه که کاملا طبیعیه اما پیشنهاد میشه موقع شارژ شدن از گوشی استفاده نکنید و در اخر کیفیت این موبایل و بقیه تولیدات اچ تی سی به قدری بالاست که معمولا با اپل برابری میکنه و سامسونگ هرگز نمیتونه در صدد رقابت با اچ تی سی و اپل بر بیاد . با ارزوی موفقیت برای همه دوستداران اچ تی سی",7,1,5,5,5,5,5,5
کامل,,"من z2 داشتم و بعد از کلی تحقیق این گوشیو گرفتم همه موبایلی ها میگفتن سامسونگ بگیر که واقعاً همه گوشی هاش شبیه هم هستند ولی اخر کار خودم کردم و htc گرفتم
داغ کردن گوشی وقتی اتفاق میفته که برنامه سنگین باز کنید که طبیعیه و تازه اونقدری نیست که اذیت کننده باشه
اینترنت خط قطع و وصل میشد که علتش تنظیمات apn بود و درست شد
اصدا سپیکرش تیز نیست هدفون حرفه ای دوربین عالی رم 4
تو نظر سنجی اشتباهی ارزش خرید کم زدم حتما پیشنهاد میکنم بخرید",5,0,3,5,4,5,5,4
"سيستم سخت افزاري قوي
طراحي زيبا مخصوصا رنگ مشکيش که فوق العادست
انتن دهي عالي
تو جاهايي که اميدي به 3g بودن ندارين . يهو ميبيند که نت دارين
دوربين جلوي با کيفيت","باطري ..","من الان یک ماهی میشه این گوشی رو دارم ... و کلا یک ادمی هستم که متاسفانه یا خوشبختانه رس گوشیو میکشم و کلا توقعم ازش بالاست :) و کلا تو خانواده اگه من از یه چیزی راضی باشم یا دستم دووم بیاره همه میرن اونو میخرن .. و تا الان ازش راضی بودم گفتنی هارو دوستان گفتن فقط لپ کلامو بهتون بگم ..از پولی که باباتش میدین پشیمون نمیشین ... و شاید گوشی با همین سیستم سخت افزاری تو یک برند دیگه گرون تر باشه ...
دوستان از ضعف های نرم افزاری گفتن که باید بگم مشکل از اندروید مارشمالو هستش نه گوشی و متاسفانه اپدیت هم چاره ساز نیستش ..مشکل کاهش عمر باطری هم از همین مارشمالو هستش که بشدت باطری میخوره ..و اندروید هفتم بدتر از اندروید 6 و واقعا نمیدونم دلیلش چیه جدیدا هر چی اپدیت میشه بد تر میشه البته اینم بگم اندروید هفت رو یکسری گوشی های محدودی جواب داده ...",2,0,5,4,4,4,5,4
"حسگر اثر انگشت فوق العاده قوي،صداي عالي و قوي","با استفاده زياد داغ مي کنه نور صفحه اش در بيشترين حالت ممکن مثل کم ترين حالت نور صفحه گوشي هاي سامسونگه...","کلا گوشیه خوبیه،به نسبت پولی که میدید ولی خب نور صفحه نمایشش آدم رو کلافه و نا امید می کنه... ای کاش صبر میکردم گلکسی اس 8 رو میخریدم...",5,31,4,4,3,4,2,2
عاليه,نداره,"از همه نظر خوب جواب میده فقط باطریش بیشتر 10ساعت پیاپی جواب نمیده
یعنی صبح ساعت 9 بزنی تو شارژ ساعت 9:45پر میشه بعد تا اخر شب 30درصد میمونه میخوابی باز صبح میزنی
ولی اگه کلا دستت باشه ساعت 8تموم میکنه
من منتظر htc 11هستم و هر پرچمداری میاد فقط بهش پوز خند میزنم
و متعهد به htc هستم از وقتی که دستم گرفتم",18,4,5,5,5,5,5,5
"کيفيت ساخت بالا","ميتونست پنل نمايشگر امولد باشه به جاي ال سي دي","گوشی فوق‌العاده ای هست من اول فکر میکردم اس7 بگیرم بهتر باشه ولی این و از نزدیک دیدم ترجیح htc بگیرم",19,0,5,5,4,5,5,4
"سخت افزار قوي
رابط کاربري ساده و روان
طراحي شيک و خاص","فعلا نديدم","از لحظه ای که بگیرید تو دستتون عاشقش میشید. اچ تی سی بازا فقط میفهن این گوشی چیه",22,0,5,5,4,5,4,4
,,"من دیروز بعد از مدت ها بررسی این گوشی رو خریدم و قبلش سونی z1 compact داشتم .
به اندروید 7 اپدیت کردم و هیچ گونه مشکلی هم نداشتم و ندارم .
کیفیت ساخت ، صفحه نمایش ، دوربین اصلی ، سرعت و هدفون عالی هستش .
کیفیت صدای اسپیکرها و دوربین سلفی خوب و کاملا راضی کننده .
از نظر اینترفیس و یوزر فرندلی بودن هم بسیار خوب هستش اما من سونی رو قوی تر میدونم در این زمینه ولی خیالتون راحت که اگر با سنس اچ تی سی کار نکردید به هیچ مشکل و پیچیدگی ایی بر نخواهید خورد ،بسیار طراحی خوب و نزدیک به اندروید خام رو داره .
فینگر پرینت سرعت خیلی خوبی داره ، گوشی به فرامین خیلی سریع و بدون لگ واکنش نشون میده و هرچی که از یه گوشی با کیفیت و پرچم دار انتظار دارید رو برآورده میکنه.
اگر برای خریدش شک دارید اصلا دو دل نباشید ، من این گوشی رو بین تمام رقبای خودش در نظر گرفتم و از نزدیک دیدمشون و خریدمش، مثل dtek 60 بلک بری ، سونی xz ، ال جی g5 , v20 و ....
سامسونگ های سری 7 هم دیدم به جز بخش سلیقه و ظاهر که شخصی هستش من برتری خیلی خاصی ندیدم به این گوشی که بخوام بابتش هزینه بیشتر بدم ، ارزش خرید این گوشی نسبت به محصولات مشابه خیلی بالاتر هست و من پیشنهادش میکنم .
موفق و شاد باشید همگی",22,1,5,5,5,5,5,5
"تاچ ايدي بسيار سريع دوربين خوب با امتياز بالا در dxo جنس بدنه عالي هدفون و صداي عالي کوييک شارژ 3","ضخامت زياد بازار عجيب که با تغيير software version گوشي رو به جاي 401 بت ميفروشن.","من هم تجربه ایفون دارم هم سامسونگ اس 6 و 7...
از سامسونگ راضی بودم ولی خسته کننده شده بود برام...دوربینش خوب بود ولی در حد ایفون نبود و بزرگترین ایرادش اینه که با گوشی ارزون سامسونگ وقتی تو دست یکی میبینیش تفاوت ظاهر انچنانی نمیبینی...
ایفون رو خیلی قبول دارم چون واقعا گوشی رو وقتی دستت میگیری لذت میبری ولی خب من با محدودیت ios مشکل دارم.
ولی حالا htc 10 ...همون حس جنس مرغوب فلز برس خورده ایفون رو بهت میده بدون محدودیت ios...دوربین خوب ولی بازم پایین تر ایفون و صفحه نمایش دلچسب پخش عالی هدفون عالی اندروید ناب 7 از همه مهمتر دست همه نمیبینیش...
در کل تجربه خوبیه اگه htc رو امتحان نکردین.",22,3,3,3,3,3,3,3
"دوربين
کيفيت صفحه نمايش
سخت افزار عالي
باتري بسيار عالي
کيفيت ساخت عالي","نور کم صفحه نمايش در حالت power saving","از خیلی از گوشی های پرچمدار که فقط تبلیغات دارند بهتره",21,0,5,5,5,5,5,4
,,"ترجیح دادم بجای گزینه ای کردن تقاط ضعف و قوت کلی راجع بهش نظر بدم...من اصولا هر وسیله ی دیجیتالی که میخوام بخرم دلو رودشو در میارم تا بخرمش ... در رابطه با نقاط قوت زیاده گویی نمیکنم چون دوستان همه ازش به اندازه کافی گفتن .. فقط در رابطه با نقاط ضعفش و نظر هایی که بعضی دوستان گفتن لازم دونستم توضیحاتی بدم .. اولین نقاط ضعفش رو میشه تو بخش نرم افزارییش میشه دید و این مربوط میشه به اندروید مارشمالو 6.01 و برین تو نت سرچ کنید راه کار هایی داره که میتونید به خداقل برسونید مشکلات رو ..حتما اپدیت اولیه شرکت رو که حدود 60 مگ هستش رو دانلود کنید...مشکل دیگم که البته نمیشه اسمش رو مشکل گذاشت ... کم بودن لوازم جانبی...که البته تو ایران کمه ...ولی کلا بخوام بگم ..من طردار سر سخت سونی هستم ولی این پرچم دار اچ تی سی کاری کرد که بیخیال سونی بشم",14,0,5,4,4,4,5,4
"سرعت بالا
شارژ سريع
کيفيت صفحه نمايش","داغ کردن هنگام شارژ
کيفيت پايين صداي اسپيکر
دوربين متوسط","من یک هفته است که اینو دارم با این قیمت گوشی های با کیفیت تری میشه خرید",1,55,2,4,4,3,2,2
"همه چي عالي","ضعفي نداره","اچ تی سی همه گوشیاش عالیه هیچ ضعفی توش وجود نداره ام ناین پلاس دارم خودم منتظر 11 هستم که بیاد فقط
اچ تی سی گوشیای میان ردش عالیه چه برسه پرچم داراش خودم البته فقط پرچم داراشو میخرم",23,3,3,3,3,3,3,3
"دوربين جلوي عالي
خروجي صدا و هدفون عالي
خوش دست بودن و زيباييش. نسبت به عکساش خيلي زيباتره از نزديک
باتري و سرعت فوق العاده گوشي
حسگر اثرانگشت سريع","حداکثر نور صفحه نمايش بايد بيشتر ميشد
دوربين اصلي ميتونست بهتر باشه ولي راضي کنندست","از لحاظ قیمت که از همه پرچمدارا ارزون تره با اینکه قیمتش با S7 خارج کشور برابره. کیفیت ساختش از S7 خیلی خیلی بیشتره شک نکنید. به هیچ وجه کندی و لگ توش نمیبینید. فقط کاش نور صفحه ش یه ذره بیشتر بود ولی بازم خوبه. تو خریدش شک نکنید",24,3,5,5,4,3,5,3
