positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"داشتن سنسور اثر انگشت","ندارد به نظر من","عالیه نظیر نداره تو گوشی های میان رده ای",0,0,5,5,5,5,5,5
"اثراگشت
صفحهFHD
کيفيت ساخت خوب",,"این گوشی امروز رسید دستم
واقعا زیباست منکه واقعا راضیم
قبلا چند وقت باهاش کار کرده بودم راضی بودم خریدم ولی سفید بود
مشکیش واقعا خوشگل تره
تشکر ویژه از دیجیکالا بخاطر اینکه سریع موجودش کرد
قیمتش هم با گارانتی ماکروتل برا من 70 تومن از بدون گارانتیش کمتر شد. البته مغازه دار ها گرون فروشن
به هرحال اگه با این بودجه قصد خرید دارین نباید شک کنین
بهترین انتخابه
بخصوص مشکیش",0,0,4,4,3,3,4,3
"همه چي تموم...","باطري...اونم زياد به چشم نمياد","حرف حساب عالییی",3,0,5,4,5,5,4,4
"حسگر اثر انگشت.بدنه باکيفيت دوربين و لنز خوب تراکم پيکسلي و صفحه نمايش با کيفيت","باتري با عملکرد نسبتا ضعيف","گوشی خوب با امکانات رو ب بالا البته باتری دوام چندانی نداره اندروید7 دریافت کنه شاید بهترشه.در کل پیشنهاد میشه ممنون وقت گذاشتید",4,2,5,5,5,5,3,5
"سنسور اثر انگشت قوي و سريع
ظاهر زيبا
باتري راضي کننده
خوش دست
محيط کاربري خوب با اندرويد 6 پيش فرض","دوربينش ميتونست بهتر باشه","از هر نظر گوشی تکمیلیه جز دوربینش که تو شب نویز داره و عملکرد چندان خوبی نداره. من آنر 6x رو بهش ترجیح میدم.",7,3,5,5,5,5,5,4
,,"عالیه تو خریدش شک نکنید",4,0,5,5,5,5,5,5
,"عدم پشتيباني از OTG
پوسته پلاستيکي
به اندازه honor6 خوشدست نيس","من گوشی قبلیم honor 6 بود...
به نظرم اگه با ابعاد مشکلی ندارید گوشی خوبیه براتون...
شاید من بد عادت شدم، چون honor6 خیلی خوش دست بود..
البته جای اثر انگشتش هم حس میکنم بد جاییه...",5,5,4,3,3,4,4,4
"سخت افزار خوب","نرم افزار کمي نقص داره","نمیدونم چطور بعضی دوستان میگن در بازی ها هیچ لگی نداره این گوشی عالیه ولی تو بعضی بازی ها بعضی جاها لگ داره شاید از نظر بعضی افراد مهم نباشه ولی برای من که گیمرم خیلی مهمه این موضوع البته با این قیمت بهترین و به نظرم باید تو تاریخ جهانی موبایل ثبت شه چون از بعضی گوشی های قیمت بالای شرکت های دیگه قوی تره.",4,5,4,4,4,4,4,4
,,"یه 2 ماهی میشه خریدمش البته نه از دیجی کالا
ولی تا حالا ازش راضی بودم و تمام نیازامو برطرف کرده
البته بگم من از اون ادمایی نیستم که با گوشی خیلی کار میکنن ولی فکر کنم کارای سنگینو راحت واستون جواب بده",9,0,5,5,4,4,5,5
,,"واقعا از هر نظر عالیه و کارایی لازم و داره.",9,0,5,5,5,5,4,3
