positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"قيمت واقعا مناسب
کيفيت دوربين و امکانات تصوير برداري
خوش دست بودن نسبت به سايز بزرگش
کيفيت عالي","دير شارژ شدن.سه ساعت برا شارژ کامل نياز داره
روشن نشدن چراغ لمسي جلو گوشي که اوايل واقعا با مشکل روبرو ميشه ادم تا عادت کنه","یه ماهه این گوشیو از دیجی کالا خریدم و واقعا گوشی خیلی خیلی عالی نسبت به این قیمت واقعا ارزششو داره.شک نکنید.تنها مشکلی که بهش خوردم تو این گوشی همون اول موقع باز کردن قاب پشتی گوشی بود که خیلی چفته به بدنه باز کردنش واقعا مشکله برا سیم کارت انداختن.مشکله دیگه ای خدارو شکر نداشته تا حالا",1,0,5,5,5,5,5,5
"دوربين. باتري. طراحي و...",,"سلام یه مدت هس که این گوشیم دارم طراحی زیبایی داره. دوربین اصلی خیلی شفاف و دید در شب داره. دوربین سلفی هم خوبه. باتری خیلی خوبی داره. یه نکته از طراحی اینه که برای قفل صفحه دو بار روی صفحه لمس بشه قفل میشه. کلیدهای صدا هم درپشت گوشی زیر دوربین قرار دادن. در کل با این قیمت خیلی گوشی خوبیه. حتی نسبت به گوشی هایی که 700یا800قیمت دارن. حتما پیش نهاد میکنم",7,0,5,4,4,4,5,5
"سرعت بالا
باتري خوب
رابط کاربري عالي
امکان شخصي سازي تقريبا در همه موارد
قيمت مناسب","کمبود لوازم جانبي","دوستان، من مدل ZE551ML چند ماهه دارم و خیلی ازش راضیم الان این مدلشو برای خانمم خریدم این گوشی نسبت به قیمت و کارایی که داره از همه برند های دیگه خیلی بهتره حتما بخرید ضرر نمیکنید.
تمام سخت افزارها متناسب باهم هستند که باعث میشه سرعت بالایی داشته باشه اینکه فقط رم بالا باشه یا CPU تو خرید گوشی مهم نیست مهم اینه که این قطعات با هم سازگار باشند که تو این گوشی میتونید حسش کنید.",5,0,5,4,5,5,5,4
"دوربين عالي کيفيت مناسب قيمت مناسب","کماياب بودن لوازم جانبي گلس وکاور","کلا گوشی خوبه در این قیمت",2,0,5,4,5,5,4,4
"دوربين خوب
رزولشن عالي
بلندگوي خوب
خوش دست
زيبا","قاب بسيار کمياب","بهترین بهترین گوشیه که دیدم بین همه مقایسه کردم واین بهتر بود دوربین عالی وضوح عالی و...
بدیش فقط بخاطر بسیار ناشناس بودنش هیچ جا قابشو ندارن و فقط توی نمایندگی ایسوس به ندرت پیدا می شه.",1,0,5,5,5,5,4,4
,,"الان گوشی به دستم رسید، ظاهرش بد نبود
ولی اولین موردی که توجه مو جلب کرد نبود دکمه صدا هستش، و اینکه چجوری باید صداشو کم و زیاد کنم...",0,2,3,4,2,3,3,3
عاليه,ندارد,"تو این رنج قیمت عالیه، اندرویدش به ورژن 6 آپدیت میشه، لوازم جانبی اش هم تو بازار پیدا میشه، با این قیمت گوشی بهتری پیدا نمی کنید",1,0,5,5,5,5,5,5
"باتري 4g دارد صفحه بزرگ تاچ عالي کار کردن آسان و من تا اندرود 7 اپديت کرم 2 سيم کارت که همزمان ميشه رم هم بهش زد برعکس خيلي از گوشي ها","cpu 4 هسته اي که زياد مهم نيست","من این گوشی رو 10 روز خریدم اول فکر میکرم چون ارزونه بدرد نمیخوره ولی بع از این که بدستم رسید واقعا شکه شم از همه نظر نصبت به پولی که میدین سره در حالی که ما آیفون 4اس خودمو کمتر سراغش میرم و همه کارای اینترنتم با اینه تنها ایرادی که داره 4 هسته ای بودن cpu شه وگرنه از همه برند های اندروید سره به نظر من یا آدم پول بخواد بده آیفون وگرنه نه سامسونگ و بقیه ارزش پول دادن ندارن وقتی میتونی با این قیمت همه اونارو داشته باشی در یک کلام این گوشی فوق العاده است",11,4,5,4,3,4,4,2
,,"من این گوشیو گرفتم از همه لحاظ عالیه زیبایی سخت افزار نرم افزار دوربین در حد حرفه ای واقعا شک در خریدش نکنید.",5,1,3,5,4,5,5,5
"ظاهر شيک
User Interface عالي
دوربين قوي
پردازش خوب",,"UI یا همون رابط کاربری این گوشی خیلی جذاب طراحی شده. رنگ‌بندی گوشی حرف نداره. تاچش هم خوبه. دوربینش قوی و قابلیت فوکوس داره
خیلی در حد دوربین‌های حرفه‌ای نیست، اما برای گرفتن عکسای با کیفیت عالیه. سلفیش هم عالیه.
تعجب می‌کنم گوشی به این خوبی اما این قدر گم‌نام و ناشناس؟!",8,2,5,5,5,5,5,5
,,"عاااالیه یک هفته هست خریدم از دیجی واقعا همه جوره عالی بخصوص دوربین سلفیش و باتریش به نسبت قیمت واقعا می ارزه",12,1,5,4,4,4,4,4
,,"سلام.من این گوشی رو یک ماهه دارم.همه چیزش خوبه.فقط یه نکته:من گلس نگرفتم برای این گوشیم.و چون در مشخصاتش اومده که خودش داره اکتفا کردم و گوشیم افتاد شکست ولی بازم ال سیدیش شکست.پیشنهاد میکنم حتما یه گلس بندازید",6,1,5,5,5,5,5,5
,,"سلام ارزش خرید داره بگیرید",5,2,3,3,3,3,3,3
"دوربين ، رابط کاربري ، سخت افزار و سرعت خوب ، باتري قوي ،","هنوز هيچي","سه روز پیش این گوشی رو گرفتم و فوق العاده بوده و حتی بیشتر از حد انتظار ، ایسوس ثابت کرده هر محصولی که میسازه به همه چیش فکر میکنه و برای یوزرش احترام قائل هست ، به همه دوستان که با این بودجه دنبال گوشی میگردند پیشنهاد میکنم .",6,1,5,4,5,4,4,4
همه,هيچ,"تخصصی ترین برند در حوزه آی تی واقعا یه شاهکاره بی نقصه",6,0,5,5,5,5,5,5
,,"خیلی شیکه دوربینشم خوبه",6,0,3,3,3,3,3,3
,,"من برای یکی از اقوام گرفتم.روز دوم افتاد ضربه خورد از چندجا شکست اما کیفیت دوربین و کیفیت لمس بالایی داره",0,1,3,3,3,3,3,3
"باتري و به روز بودن و قيمت","باز کردن درش برام سخت بود","3 روزه خریدم شارژ نکردم تا فردا شب هم مطمینم شارژ داره. اپلیکیشنهای خوبی داره . قیمتش عالی . همین سخت افزار اگه سامسونگ باشه 800 تومنه. به محض روشن کردن firmware و اندرویدش اپدیت میشه . تا اینجا همه چیش عالی بوده . کیفیت دوربینش تو این قیمت عالی بود .",6,0,5,4,5,4,4,5
"کيفيت ساخت کيفيت دوربين کيفيت خوب صفحه نمايش ارزش خريد در برابر امکانات استحکام دوام باطري خوب پشتيباني از otg براي من سورپرايز بود چون ديجيکالا تو مشخصات فني به اين قابليت اشاره نکرده بود قفل صفحه نمايش با دوضربه ريز روي صفحه","منوي فارسي ناقص لوازم جانبي کمياب و گرانتر ضعيف بودن صدا کليد پاور در بالاي گوشي است شارژر استاندارد 1 آمپر (شارژ سه ساعته)","با کیفیت و بی هیاهو با قیمت مناسب در حد پرچمداران پر ادعای گرانقیمت
بی اقرار گوشی خوبی تو این رنج قیمتی هستش",0,2,5,5,4,3,4,3
"سخت افزار خوانا با نرم افزار
برنامه هاي کابردي و سيستم عامل بسيار پيشرفته
شاخ تر از گوشي هايي اعم از گلکسي j7 و ...",هيچيييي,"با سلام خدمت کاربران و دیجیکالایی ها من این گوشیو سفارش دادم ولی هنوز دستم نرسیده. اما یکی از دوستان همین مدل رو داره و من دو سه روز امانت گرفتم ازش استفاده کردم واقعا شاخه واسه خودش حتی از گلکسی j7 هم شاختره هم به نظره قیمت هم به نظر سخت افزار و اصلی ترین موضوع رابط و کاربری و برنامه های خود گوشی هستش که به شاخ بودنش اظافه کرده. دیجیکالا هم تخفیف ویژه گزاشته. این فرصت رو از دست ندید و این گوشی شاخ رو بخرید من پیشنهاد میکنم. یاعلی",7,6,5,4,5,5,5,5
,,"در مقایسه با برندهایی مثل سامسونگ دراین محدوده قیمتی بسیار قوی تر و دارای قابلیتهایی بیشتری است.بسیار شیک و خوش ساخته .",20,2,5,5,4,4,5,4
"همه چي نسبت به قيمتش","نقطه ضعفه خاصي نديدم نسبت به قيمتش","گوشیو از دیجی کالا گرفتم
دو مدل داره 4 هسته ایی و8 هسته ایی.چون من زیاد اهل برنامه و بازی نیستم 4 هسته ای شو خریدم.
واقعا نسبت به پولی که میدین گوشی خوبی تحویل میگیرین.
نقطه ضعفی ندیدم که بگم .من راضیم وتو این رنج قیمت اگه برند ایسوس رو دوست دارین حتما پیشنهاد میکنم بگیریدش",16,0,4,4,5,4,3,4
,,"اسپیکر در حد نوکیا ساده ولی اگر این مهم نیست براتون!!! .باید بگم که انتن دهی عالی ،سخت افزار قوی، باتری خوب مخصوصا تو اسنپ 410.ویه چیزی ؛من با هر دو مدل لیزر کار کردم ،هر دو با توجه تفاوت در cpu کارکرد وکیفیت امکانات تقریبا یکسان دارد.به نظر من حتی اسنپ 410 از لحاظ مصرف باتری 40% نسبت به اسنپ 615 بهتره . اینی که میگم به لحاظ تجربی خودم رسیدم بهش.قابلیت اتصال از طریق wifi(یاهمونDLNA) به تلویزیون داره هم.....",11,7,3,3,3,3,3,3
"قيمت مناسب،ظاهر مناسب،پردازنده قوي،","سنگين ميباشد","کارایی و قیمت مناسب نسبت به محصولات موجود در بازار",8,0,3,3,3,3,3,3
,,"مشخضاتش با توجه به قیمتش حرف نداره. فقط باید ببینیم در عمل چجوریه",15,0,5,5,4,5,5,4
,,"سلام.من این گوشی رو یک ماهه دارم.همه چیزش خوبه.فقط یه نکته:من گلس نگرفتم برای این گوشیم.و چون در مشخصاتش اومده که خودش داره اکتفا کردم و گوشیم افتاد شکست ولی بازم ال سیدیش شکست.پیشنهاد میکنم حتما یه گلس بندازید",6,1,5,5,5,5,5,5
,,"سلام ارزش خرید داره بگیرید",5,2,3,3,3,3,3,3
"دوربين ، رابط کاربري ، سخت افزار و سرعت خوب ، باتري قوي ،","هنوز هيچي","سه روز پیش این گوشی رو گرفتم و فوق العاده بوده و حتی بیشتر از حد انتظار ، ایسوس ثابت کرده هر محصولی که میسازه به همه چیش فکر میکنه و برای یوزرش احترام قائل هست ، به همه دوستان که با این بودجه دنبال گوشی میگردند پیشنهاد میکنم .",6,1,5,4,5,4,4,4
