positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"هم موجود کنید و هم شگفت انگیز بزاریدش
راستی خودتون صریحا بگید ساخت کجاست تا خیالمون راحت بشه
آخه نسخه های چینی آی سی و سنسور های خیلی ضعیفی دارن و راحت میسوزن و انا لله و انا الیه راجعون",1,0,5,4,4,4,5,4
,,"باسلام خدمت دیجیکالا عزیز _این گوشی خیلی روی من تاثیر گذاشت و من مجبور شدم گوشیم رو عوض کنم گوشی تو این رنج قیمت خیلی خوبه من پیشنهاد میکنم که نسخه پلاس رو خریداری کنید cpu پلاس قویه در کل گوشی خیل خوبیه من یکی برا داداش خودم هم خریدم
مرسی از دیجبکالا البته من دیجی کالا نخریدم",1,0,5,5,5,5,5,5
,,"لطفن موجود کنید سفیدش رو .",0,0,0,0,0,0,0,0
,,"لطفا رنگ مشکی را موجود کنید",2,0,0,0,0,0,0,0
,,"رنگ مشکی رو موجود کنین",4,0,0,0,0,0,0,0
,,"من تا اومدم کارهای خریدش رو تموم کنم موجودی تموم شد :(
باز هم میارید؟ اون ""به من اطلاع بده"" هم که برا خوشکلیه انگار، کار نمیکنه!",1,0,0,0,0,0,0,0
,,"اگه پیشنهاد ویژه بزارید حتما میخرم",2,0,0,0,0,0,0,0
,,"سلام خواهشا رنگ مشکیشو موجود کنین میخوام سفارش بدم
ممنونم دیجی",1,0,4,4,4,3,3,4
,,"لطفا نقدو بررسی کارشناس های موبایل رو بزارید و همچنین تاریخ عرضه گوشی به بازار",3,0,5,5,5,5,5,5
,,"خانوم معصومه جمالی :
تفاوتشون توی سخت افزار خیلی زیاده تقریبا ! البته در این رنج قیمت ! هم gpu قوی تر شده توی پلاس و هم کلاک و فرکانس cpu ! تعداد هسته ها هم در نسخه پلاس 8 هسته و در نسخه معمولی 4 هسته است ! سخت افزار به کار رفته در نسخه معمولی تقریبا قدیمی شده !
در واقع نسخه پلاس ، نسخه بهبود یافته نسخه معمولی است !! با توجه به قیمت تقریبا برابر هردو ، خرید نسخه پلاس پیشنهاد میشه که پیشرفته تر از نسخه معمولیش است !
طبق حدس هایی که میزنم بنچمارک نسخه پلاس ( نرم افزار انتوتو )در حدود 33 هزار و نسخه معمولی در حدود 20 هزار پس کاملا مشخص هست که نسخه پلاس بهتره
در مورد رنگ هم نمیدونم ! ولی باید دور آبی باشه ! من توی سایت ها که هرچی دیدم مشکی بود یا سفید دور آبی ! ولی میتونی از کارشناسان دیجیکالا بپرسی که کدوم رنگ است که مطمئن بشی
امیر عزیزی :
گوشی های htc روشون یا چین نوشته یا تایوان ! تایوان هم که همون چین به حساب میاد ! ولی تایوان رو بیشتر پیشنهاد میدن کاربر ها ! به نظر من که فرقی بین ساخت تایوان و چین وجود نداره
حالا این گوشی که دیجیکالا میفروشه ، روش چین نوشته یا تایوان نمیدونم ! میتونین از کارشناسان دیجیکالا بپرسین
طبق جمله خوده دیجیکالا : کلیه کالاهایی که در دیجی کالا عرضه می شوند اصلی بوده و هیچ گونه کالای کارکرده و غیر اصلی در دیجی کالا به فروش نمی رسد.
خوده بنده هر کالایی که از دیجی خریدم اصل بود و کاملا ازش رضایت داشتم
امیدوارم کمکی کرده باشم
اگه رضایت بخش بود لایک کنین",6,0,0,0,0,0,0,0
,,"رنگ مشکی لطفا...",4,0,0,0,0,0,0,0
,,"لطفا بگید که کیفیت دوربین درروزوشب چه طوره؟
آیاصفحه درنورآفتاب دیده می شه؟
کیفیت تصویروباتری چه طوره؟
ممنون می شم کسایی که این گوشی رودارن جواب بدن
خودم تبلت سامسونگ دارم به عنوان گوشی دوم چه طوره؟چون galaxy tab3خیلی خوبه ولی نه دوربین سلفی داره ونه فلش دوربینشم 2 من فقط کارای مدرسه روباهاش انجام می دم که خیلی خوبه لطفاجواب بدید",0,0,0,0,0,0,0,0
,,"سلام
خواستم بدونم این گوشی اصله یا چینه؟ یا همشون از کشور چین هستش. دی جی کالا جنسش اصله یا خیر؟",0,0,0,0,0,0,0,0
