positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"همه چي",هيچي,"بهترین گوشی",0,0,5,5,5,5,5,5
"رم 4 حافظه داخلي 64 صفحه نمايش 4K داراي Cpu فوق قدرتمند حسگر اثر انگشت باتري قوي","ميتونست دوربين بهتري داشته باشه","با ورودش به بازار بدون شک بهترین خواهد بود ...",2,0,5,5,5,3,3,5
"همه چيز","فک نکنم بشه به اين دستگاه خرده گرفت","در یک کلام عالیه و حرف نداره از نظر اپدیت خیالت راحته اندروید 8 هم بیاد میگیره",2,0,5,5,5,5,5,5
,,"پسوندی که این خانواده از گوشیها داره که همون Note باشه خودش کارایی اصلی این نوع از گوشیها رو که همون راحتی بیشتر در نت برداری و مطالعه باشه رو نشون میده. جای تعجب داره که دوستان فقط گیم این گوشی رو مورد توجه قرار میدند",11,2,4,5,4,3,4,4
خيلي,ندارد,"با سلام خدمت دوستان
می خواستم بگم وقتی اندازه گوشی از 6 اینچ بالاتر میزه اون گوشی فبلته نه گوشی نه تبلت تازه این که 6.6 اینچه پس الکل اندازه این فبلت رو زیر سوال نبرید و اگه هر کدوم از شما حداقل یک با فبلت دستتون گرفته باشید هم اندازه رو میدونید و هم الکی وزن رو نقطه ضعف نمیدونید این فبلت هواوی خیلی خیلی خوبه
موفق باشید",15,1,5,5,5,5,3,5
"کلاس داشتن","همه چي","این گوشی همومن گوشی نوت5 هست که امکانتاش بیشتر شده و ادم نمیاد پول بالای2 تومان بده و گوشی که اتش میگیره بخره یکم چشماتون رو روی حقیقت باز کنید و اینقدر دنبال کلاس نباشید برید ال جی بخرید کلاس نداره ولی عالیه هر کی موافقه. بگه",11,48,0,0,4,4,3,0
"صفحه نمايش بزرگ و در عين حال با کيفيت و کارآمد و استفاده ي آسان
سيستم پردازشي بسيار قدرتمند در حد انجام انکدينگ
طراحي فوق العاده زيبا و کم نظير","فقط باطري کم ظرفيت نسبت به سايز صفحه نمايش","با این که من طرفدار سامسونگ هستم و خیلی بهش اهمیت می دم اما نمی تونم چشم رو روی حقیقت ببندم و این محصول هواوی رو نادیده بگیرم.هواوی یه چند وقتی که گوشی های بی نظیری می زنه و از همه مهمتر برای من اندازه ی بزرگشون هست من واقعا عاشق گوشی های بزرگ یا یه اصطلاح خودم عاشق گوشی های« هلوتور» هستم.و کلا وقتی اسم فبلت می آید وسط یعنی صفحه نمایش 6 اینچ به بالا تا 7 اینچ که هواوی این رو به خوبی درک کرده.اما سامسونگ بعد از گلکسی مگا 6.3اینچی دیگه گوشی بالای 6 اینچ نزده خدا کنه سامسونگ هم مثل هواوی معنی واقعی فبت رو بفهمه.",29,1,3,5,3,4,5,4
"نه گوشي نه تبلت. فقط فبلت",,"مختصر و مفید بگم: دارم لحظه شماری میکنم تا بیاد. میخرمش.",18,0,5,5,3,3,5,3
,,"خیلی بزرگه. دیگه گوشی نیست",3,13,3,2,4,5,3,2
وبگردي،کتابخواني,جابجايي,"لنوو از 6.98 رفت 6.8 و قراره جدیدترین فبلتش را با 6.4 بسازه(دوربین سه بعدی با تشخیص عمق و حرکت و پروژه تانگو)
هوآوی 6.6 زده تازه خیلی ها از مدیاپد 7 اینچی دارن به عنوان گوشی استفاده می کنن.
احتمالا سامسونگ با لبه های خمیده 6.75 خواهد زد!",5,12,3,5,4,3,5,4
[],[],"این گوشی واقعا عالیه از هر نظر حرف نداره",9,2,5,5,5,5,5,5
"[""دوربين کم نظير .\nبرخورداري از قوي ترين پردازنده هوآوي .\nاستفاده از صفحه نمايش سوپر امولد .\nبرخورداري از اولين صفحه نمايش اولترا اچ دي هوآوي.\nباتري فوق قوي با 4500ميلي آمپر ظرفيت.\nنسبت ضخامت عالي نسبت ب امکانات\n""]","[""وزن زياد \nاندازه بسيار بزرگ .\nخوش دست نبودن .\nدسترسي مشکل ب حسگر اثر انگشت در قاب پشت.\nبرخورداري از تراکم پيکسلي نسبتا کم در مقايسه با ساير رده بالاها مةل اس هفت اج""]","این گوشی را میتوان با توجه ب امکانات بالا و عیب های برطرف شده نسبت ب میت هشت بهترین گوشی هوآوی در نظر گرفت باتری 4500میلی آمپر ب طور عادی پاسگوی سه روز استفاده است دوربین کم نظیر با امکانات فوق باریکی و ظریفی بسیار خوب نسبت ب امکانات و اگر اندازه بزرگ تراکم پیمسلی کم را در نظر نگیریم این غول چینی عالیترین قویترین گوشیه هوآوی است",11,6,5,5,5,5,3,4
"[""پردازنده فوق قوي صفحه نمايش فول اچ دي با فناوري اولترا اچ دي باتري فوقالعاده قوي دوربين کم نظير ""]","[""تراکم پيکسلي کم نسبت ب اس هفت و ساير بالارده ها.\nاندازه بزرگ و مشکل دسترسي ب حسگر اثر انگشت ""]","این گوشی در مقایسه با بالارده های هوآوی مةل پی ناین و میت هشت",5,3,5,5,5,5,3,4
"[""صفحه نمايش"",""باطري"",""سي پي يو"",""دوربين"",""حسگر اثر انگشت""]","[""اندازه صفحه نمايش"",""وزن نسبتا زياد"",""ظاهر تکراري""]","سلام دوستان
اولین چیزی که یکم تو ذوق میزنه همون اول وزن زیاد گوشی هستش. بهتره بگیم فبلت تا گوشی !!!
دومین موردی که دوباره تو ذوق میزنه اندازه بزرگ اون هستش که فکر میکنم کاربر مجبور میشه با 2دست کار کنه.
سومین مورد هم اینه که هوآوی هم مثه سامسونگ داره مدل های تکراری میزنه یواش یواش. باید به فکر نوآوری بیشتر باشه
دربقیه چیزا که بسیار عالی هستش مخصوصا صفحه نمایش و سی پی یو
بقیه موارد هم مثه قبل کار کرده و تغیبراتی نداده
درکل فکر میکنم خوب باشه البته قیمتش باید دید چقد میشه
ممنون",2,12,3,5,4,2,2,4
"[""نرم افزار و سخت افزار/باتري/تراکم پيکسلي بالا ب لطف صفحه امولد""]","[""صفحه نمايش فاقد هيچگونه محافظ/دوربين متوسط""]","گوشی از لحاظ نرم افزاری کامله.....بعد از هواوی میت اس این دومین گوشی هواوی با صفحه آمولده ک اینم خیلی خوبه..واسه ی گوشی 6.6اینجی تراکم 443عالیه...باتریش اگر در عملکردم مثل عددش باشه ک بی نظیره...ولی دوتا چیز هس ک یکم تو ذوق میزنه...اول صفحه نمایش ک فاقد محافظته و گوریلا گلس نیس..ینی از دستت افتاد تماااام!بدلیل بزرگ بودن و خاص بودنم ک صد در صد گرونه و بخوای تعویض کنی نمیصرفه و بد ضرر میکنی...یکی هم دوربین...توی هانر تا الان دوربینای فوق العاده ای بوده ولی این گوشی با این عظمت دوربین 13مگاپیکسلی با دریچه دیافراگ2یکم دلو میزنه",5,5,3,3,3,3,3,3
,,"این گوشی فوق العاده بزرگه و 6/5 اینچ هست ، با یه تبلت فقط نیم اینچ فاصله داره ، به نظر من اندازه بزرگش میتونه دردسر ساز باشه و احتمال این که وقتی باهاش میرید بیرون از دستتون بیوفته یا گم بشه خیلی زیاده ، من شخصا عقیده دارم گوشی بزرگتر از 5/7 اینچ خوب نیست",0,12,3,3,3,3,3,3
,,"هوایی مغرور بوده note 7 سامسونگ آمد اسمشو گذاشت note 8 این فبلت قدرتمند 100% برای بازی عالیه چون خوش دست بنظر میاد ولی باید حسگر اثر انگشت رو جای دیگه میذاشت",13,6,5,4,5,5,3,3
,,"هیچ موبایلی تا حالا با وزن 220ندیدم.حتی اگر بهترین و ارزون ترین گوشی دنیا هم باشه بدید نمیخوره.چیز اضافه ای هم نداره",1,32,3,3,3,3,3,3
,,"اولین صفحه QHD هواوی",16,4,4,5,5,5,5,5
"نمايشگر بزرگ و با کيفيت
باتري بزرگ و سخت افزار عالي
دوربين باکيفيت
بزرگترين موبايل حال حاظر
پردازنده ي 8 هسته اي","نداشتن محافظ صفحه نمايش","گوشی خیلی خوبیه یه جورایی وقتی به مشخصاتش نگاه می کنم یاد میت 8 می افتم.",23,0,5,4,4,4,4,5
"[""باتري قوي با ظرفيت زياد-سرعت CPU زياد-صفحه نمايش عالي AMOLED و ...""]","[""دسترسي مشکل به سنسور حسر انگشت در پشت گوشي""]","یه فبلت کم نظیر با ویژگی های بالا. این فبلت نسبت به هواوی P8 MAX خیلی بهبود یافته و استفاده از صفحه نمایش SUPER AMOLED هم که گوشی رو عالیتر میکنه باتری 4500 میلی امپر ساعتی هم که فوق العادهست.هواوی تا یه سال دیگه از سونی و اچ تی سی پیشی میگره و بعد از سامسونگ قرار میگیره. منتظر ورود این فبلت خوش ساخت و قوی به بازار هستم.به نظرم عالیه شماهم بخرین",13,6,3,3,3,3,3,3
"[""همه چي عاليه""]","[""هيچييييي""]","سلام هوآوی گل کاشت واقعا تنها مشکل هوآوی صفحه نمایش نسبتا با رزولوشن کم بود که تو این گوشی برطرف شده این گوشی فوق العدس لطفا از مقایسه با گوشیای سامسونگ جدا خودداری کنید.",20,4,5,5,5,5,5,5
"نمايشگر بزرگ آمولد
چيپ قدرتمند و کم مصرف
طراحي زيبا(شباهت زياد به سري ميت)","شايد قيمتش کمي زياد باشه","سلام
تقریبا میشه گفت این گوشی بیشتر همون میت 8 که فقط بزرگتر شده وهمچنین نمایشگر بزرگتر واز نوع سوپر آمولد داره.والبته طراحیشم خوبه مخصوصا با فلزی بودنش حس خوب و جالبی دست میده به آدم.اگه اسمش بجای آنر >میت می بودفکر کنم بهتر میشد.
در کل عالیه گوشی های هوآوی نسبت به قیمتش
البته خب نا گفته نمونه بعضیا فقط بخاطر برند گوشی میخرن که بدرد اونا نمیخوره اصلا مثل خودم ..)
حد اقل باید یه قلم همراش داشت که اسم نوت زیر سوال نره
فبلت های سری نوت سامسونگ درسته قیمت بالایی دارن ولی انصافا کارایی بالایی هم دارن بهمراه کیفت عالی در ساختار بدنه حسگر های فوق العاده و کارآمد .نظیر ضربان قلب سنجش UV اینفرارد و و و
نظر کاملا شخصی بود",12,4,4,5,4,4,5,3
,,"با سلام.به نظر من این گوشی بهترین گوشی تولید شده توسط هواوی تا به امروز است و بسیار بسیار فوق العاده هست .",11,5,5,5,5,5,5,5
"صفحه نمايش با کيفيت
باطري باظرفيت مناسب","ابعاد بزرگ
دوربين ضعيف","هواوی نوت هم زد ولی خیلی بزرگه",4,5,3,4,2,1,2,2
,,"هیچ نواوری و...نداره...",2,25,0,0,0,0,0,0
"همه چي",هيچي,"عالیه ، اگه بیاد حتما میگیریمش..",18,1,5,5,5,5,5,5
"[""گوشي فوق العاده ايه هرکي موافقه لايک کنه""]","[""هيچي نقاط ضعف نداره به جر دوربينش که 13 مگاپيکسليه به نظرم بايد 16 ميبود""]","در کل گوشی عالیه برای بازی کردن هرکی موافقه بزنه لایکو",27,7,5,5,5,5,5,5
