positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
همه,نداره,"شک نکن عالیه این دیوایس",0,0,5,5,4,5,4,3
"داراي وزن بسيار کم و خوشدست بودن","نداشتن فلش LEDبراي دوربين سلفي","اگر میخواهید بخرید دریغ نکنید واقعا گوشی عالی ای هست",2,1,4,4,5,4,5,4
"سخت افزار مناسب نسبت به قيمت
دوربين سلفي Wide (120°)
اندرويد 7
خميده بودن صفحه نمايش","نداشتن حسگر اثر انگشت","این گوشی رو من حدود دو هفته است دارم و واقعا ازش راضیم...
من بازی های مختلفی رو هم روش تست کردم و همه رو روی گرافیک High راحت اجرا کرد.
در این رنج قیمت , واقعا گوشی خوبیه!",4,1,4,5,4,5,4,3
"اندرويد 7 زيبايي کارايي اسان بدون هنگ از همه لحاظ نسبت به قيمتش عالي",,"تو این رنج قیمتی ب نظر من بهترین انتخابتون این گوشی میتونه باشه . من خودم.هم هواوی داشتم هم سامسونگ . خداییش حرف نداره . در ضمن گول نوشته های هواویو نخورین منم داشتم میخریدمش همه چیزش بالا و خوب بود ولی وقتی میگیرینش میزنه تو ذوقتونو مشخص میشه ک همش الکیه .من این گوشیو پیشنهاد میکنم",4,2,3,5,5,5,5,5
,,"این مطلب رو واسه کسایی تایپ که این گوشی دارن و همه اونایی که دارن میگن حسگر اثر انگشت نداره و ال جی تبعیض قائل شده واسه کاربرا ایرانی حرفشون یقینا درسته ولی شما میتونید رام گوشیتونو به رام یکی از کشورهای اروپایی تغییر بدید تا حسگر اثر انگشت گوشیتون فعال بشه و با خیال راحت میتونید از اثر انگشت استفاده کنید",0,5,3,3,3,3,3,3
"همه چيزش","اثر انگشت جذب ميکنه","از همه لحاظ مناسبه از k10 معمولی خیلی خیلی بهتره",4,1,3,4,4,5,5,5
"تقريبا همچي",هيچي,"تو این قیمت عالی",5,1,5,5,5,5,5,5
,"دوربين ضعيف","اصلا دوربین خوبی نداره کسی که دوربین گوشی براش مهمه سمت این گوشی نیاد",1,7,3,3,3,3,3,3
"اندرويد 7","نداشتن اثر انگشت زود داغ کردن بدنه پلاستيکي","به نظر من خیلی گوشی های موبایل دیگه تو این رنج قیمت هستن که از این موبایل خیلی بهتر هستن مثل honor 5x همه چیزش بهتره حتی اثر انگشت هم داره بدنه اشم الومینیومه یا گوشی huawei p9 lite",2,8,3,3,3,3,3,3
,,"p9 lite خیلی بهتر از اینه",5,16,0,1,0,1,0,2
"اندرويد نوقا
قيمت مناسب نسبت امکانات","دوربين ميتونست بهتر باشه","تو این رنج قیمت بهترین انتخابه، شک نکنین .....",13,2,5,5,4,5,4,4
"فقط اندرويد 7 و cat 6","همين که چيزه جديدي نداره خودش کلي ضعفه","سلام دوستان من خودم کا ده قدیمی رو دارم و هر طور که نگاه میکنم چیز جدیدی به جز اندرویدش توش نمیبینم و اگه تبلیغ این محصول رو نگاه کنید فقط از دوربین جلوش حرف زده که عریضه!به نظر من برید سراغ x power یا شیائومی.",7,15,2,3,3,3,2,2
"cat 6
سنسورهاي قوي
کم استهلاک و ساخت کره",,"گوشی از همه لحاظ عالیه .فقط سنسور اثر انگشت نداره که اونم زیاد مهم نیست.",18,5,3,3,4,4,4,4
,,"از این گوشی خیلی بهتر هانر 5xهست
گزینه دو هم شیائومی نوت 3پرو
و از الجی برندهای هواوی و شیائومی بهتره",14,27,3,0,0,0,0,0
,,"قطعا در این رنج قیمت هواوی GT3 بهتره از لحاظ
در قسمت مقایسه کالا مشاهده کنید",16,18,3,3,3,3,3,3
هيچي,"کيفيت ساخت بنده پايين","این گوشی هیچی نداره
نه پردازنده قوی / نه دوربین ( یه چیزی در حد vga ) / نه اثر انگشت ( من فکر می کردم که داره و گرفتم ) / فقط وزنشه که خیلی خوبه
همچنان تاکید می کنم که توی این قیمت سر به ایسوز بزنید و لنوو
فقط میشه تاسف خورد به حال ال جی با ساخت این گوشی",15,34,2,2,2,2,5,2
"همه چيز خوب","زود داغ ميکنه","اینکه زود داغ میکنه و حسگر اثرانگشت نداره خیلی مهم نیست در کل گوشیه خوبیه پیشنهاد من تو این رنج قیمت همینه",21,18,4,2,2,4,4,3
"طراحي زيبا","دوربيناش خوب نيست","سلام پدرم حدودا سه هفته پیش خریدش . اولش خیلی از قیافش خوشم اومد اما زیاد خریدنش به صرفه نیست.من خودم گلکسی A5 2015 رو دارم که دوربینش نسبت به k10 خیلی بهتره .صفحه نمایش k10 رو ازش خوشم نیمد به نظرم صفحه نمایش سوپر امولد خیلی بهتره .در ضمن تو ایران نه حسگر اثر انگشت داره و نه پردازنه ای که حرفشو میزنن. خردیدن مدل 2016 ش به صرفه تره.",18,8,2,2,2,3,4,3
"شارژ دهي عالي
کيفيت صدا عالي مخصوصا با هدست
با فعال کردن امکان قفل هوشمند تا زماني که گوشي در نزديکي شما باشد گوشي قفل نخواهد شد
محيط کاربري زيبا
طراحي زيبا","دروبين ضعيف که با اين قيمت منطقي هست","K10 2017
به عنوان یک گوشی زیر یک میلیون تومان فوق العاده هست و صد در صد ارزش خرید دارد.....
من واقعا از خرید این گوشی زیبا راضی هستم",8,14,5,3,4,3,4,4
,,"من بعد چند روز گشت و گذار در اینترنت و تحقیقات بین چند مدل گوشی سامسونگ j7 و j5 مدل 2017 و این گوشی و مدل x cam الجی با توجه به قیمت و سخت افزارشون... امروز رفتم پاساژ چهارسو و از نزدیک این 4 مدل رو باهم بررسی کردم از نزدیک که در زیر بیان خواهم کرد:
قبل از هرچیز باید بگم قیمت دیجیکالا اختلاف بسیار مناسبی با قیمت های نمایندگی داره. تو نمایندگی ها این اختلاف رو با هدیه دادن کیف هوشمند مثلا میخوان جبران کنند به مشتری. ولی من خودم به شخصه از خریدن در نمایندگی منصرف شدم و منتظرم رنگ بژ مدل K10 موحود بشود تا سفارش بدهم به دیجیکالا. و اما تفاوت ها...
1. در قسمت مقایسه میتونید خیلی راحت از نظر اعداد و ارقام کانفیگ های اون 4 مدل گوشی رو کنارهم مقایسه کنید. ولی چیزی که در واقعیت وجود داره رو براتون عرض میکنم. از نظر قیمت گوشی جی 5 سامسونگ با کا 10 مدل 2017 برابر هستند ولی از همه نظر گوشی کا 10سرتر هست. مخصوصا باطری... پردازنده..... و صفحه نمایش بزرگتر و با کیفیت تر. فقط وجود سنسور اثر انگشت و بدنه فلزی امتیاز برای سامسونگ در این مدل محسوب میشود. که البته با وجود استفاده 90% مردم از قاب و کاور برای گوشی ها بدنه پلاستیکی یا فلزی هیچ تفاوتی نخواهد داشت. حتی دو عیب هم ایجاد میکند بدنه های فلزی.
اول اینکه گرما رو بیشتر منتقل میکنند به کف دست و دوم وزن بیشتر موبایل.
2. کیفیت عکاسی هر 4 مدل از گوشی هارو بررسی کردم. متاسفانه یا خوشبختانه گوشی xcam الجی هیچ برتری خاصی با توجه به قیمت و مدل اختصاصی اش نسبت به مدل j7 سامسونگ نداره. حتی میتونم بگم سامسونگ j7 یکم دوربینش بهتر بود و کمتر حالت آبرنگی داشتن عکس ها در زوم. ولی دوربین های اصلی و سلفی j5 و k10 کاملا معمولی بودن که با توجه به قیمتشون منطقی است.
3. وضعیت باتری گوشی xcam بخاطر صفحه نمایش بسیار با کیفیتش خیلی ضعیف هست. بعد از آن گوشی j5 سامسونگ باطری ضعیفی داره",11,2,3,3,4,5,3,3
"خيييييلي زيبا و شيکه
خوش دسته
رابط کاربري خوب
دوربين جلوي زاويه باز
صفحه نمايش 2.5D","صفحه نمايش HD
يکم استفاده ازش سخته","من این گوشیو یه ماه پیش حدودا گرفتم.اولا بگم که فوق العاده زیباست(البته تو این رنج قیمت)و آدم از تو دست گرفتنش لذت میبره واقعا.ولی یه چیزی که توذوقم خورد این بود که فکر میکردم دگمه پشتش حسگر اثر انگشته.ولی نیست.فقط دگمه روشن خاموشه.
بقیه چیزاش خوبه و این قیمت میارزه
البته خیلی با مدل قدیمی ترش فرق نداره و اگه تفاوتهای کمش براتون مهم نیست به نظرم بهتره قدیمی ترشو بگیرین که خیلی ارزون تره",7,1,4,4,3,2,5,4
"فقط زيبايي ظاهري اونم نه خيلي","دوربين ضعيف و باتري و صفحه نمايش بد","تو این رنج قیمت 5 ایکس هواوی یا مثلا شیاومی یا یکی دوتا گوشی دیگه هستن که از این بهترن. کلا یادتون باشه که انتظار نداشته باشید گوشی همه چی تمومی باشه",13,14,2,1,2,4,4,2
"اندرويد ورژن 7","قيمت بالا نسبت به امکانات، دوربين ضعيف، صفحه تقريبا ضعيف","نسبت به پولی که میدید امکانات زیادی نداره ، با این پول گزینه خیلی بهتری در بازار هست. شرکت ال جی اگر میخواد بازار ایران داشته باشه تبعیض کنار بذاره و قیمتهاش معقول تر بکند",8,9,3,3,1,2,3,2
"نقاط قوت خاصي ندارد","نبود حسگر اثر انگشت
دوربين ها درفضاي بستع بشدت ضعيف عمل ميکنند","سلام دوستان
بشدت این گوشی رو تحریم میکنم شخصا
چون اصلا درست نیست که نمونه ناقص وارد کشور بشه.
نبود حسگر اثر انگشت که توی این مدلی که برای ایران در نظر گرفتن خیلی برای من یکی مهمه.و واقعا از الجی متنفر شدم که تبعیض قائل شده.
دیجی جان ای کاش وارد نمیکردی این مدل ناقص رو.منم از کاربرای قدیمیتما.دل مارو شکوندی",13,11,3,2,2,4,2,3
"LTE CAT6","نداشتن حسگر اثر انگشت کيفيت پايين صفحه نمايش بدنه پلاستيکي بي کيفيت","سلام قبل از خرید این گوشی یه نگاهی بهGT3بندازید سی پی یو قویتر ه حسگر اثر انگشت داره LTE CAT 6داره صفحه نمایش FULL HDفوقلعاده داره باطری3000میلی امپر بدنه تمام فلزه پس عجله نکنید و گول برند رو نخورید K10کار راه انداز هست ولی با کیفیت نیست با همین مبلغ حتی کمتر GT3بگیرید در ضمن GT3حتی داخل جعبه محافظ صفحه نمایش و قاب ژله ای رو رایگان داخلش داره",7,6,3,0,0,0,0,0
,,"دیافراگم هردو دوربین گوشی مناسب عکاسی در فضای کم نور نیست. در این بازه قیمت دیافراگم 2 مناسب هست. یا 2.2",6,16,3,3,3,3,3,3
"کيفيت ساخت بالا","دوربين ها بسيار بد هستند","دوربین ها اصلا خوب نیستند و شما را ناامید خواهند کرد.
حسگر اثر انگشت هم ندارد.
سامسونگ جی 5 پرایم گزینه بهتری است.",12,35,2,4,3,3,3,2
,,"در نگاه اول میشه فهمید ال جی برای ایران تبعیذ قاعل شده و نسخه بدون حسگر اثر انگشت برا ایران در نظر گرفته ولی شما در تصاویر خود دیجی کالا حسگر اثر انگشت را میبینید که مال نسخه اصلی و با همین قیمت در کشور های دیگه به فروش میرسه الجی قبلا توی صفحه نمایش های جی 5 و همچنین نسخه اصلی 6 گیگ رم وی بیست رو برا ایران در نظر نگرفت و نسخه معمولیرو فرستادو تنها دلیل و بهانشون اینکه به اب و هوای ایران میخوره !!
با این قیمت شما میتونین گوشی های با کیفیت سامسونگ و بصرفه هواوی رو خرید کنیید
این گوشی مثل گوشی سونی ا میمونه که نسبت به قیمتش امکانات کمی رو دارا هست بهتره کمی تحقیق کنیید بعد بخرید",26,38,3,3,0,0,0,0
"همه چي","سنسور اثر انگشت و يکم باطري ضعيف کاش حداقل 3000 ميشد","دوستان من میخوام بخرمش


فقط موندم بعضی دوستان میگن ما خریدیم سنسور داره و بعضی میگن نداره بیزحمت اگر کسی خریده و سنسور داره خبر بده",13,6,5,4,3,4,3,5
"otg و lte cat6",,"شاید در ظاهر فکر کنید نسبت به نسخه قبلی تفاوتی نداشته، اما اینطور نیست. اضافه شدن otg و مودم lte cat6 خیلی مهم هستن. نسل قبلی مودم کت4 داشت و از شبکه 4g پشتیبانی میکرد که سرعت زیادی نداشت، اما این مدل از شبکه 4.5 پشتیبانی میکنه و سرعتش به شدت بالاتره. فقط ای کاش نمونه دارای سنسور اثر انگشتش وارد ایران میشد. اون خیلی کامل تره.",17,7,3,3,3,3,3,3
"طراحي شيک و جم و جور شارژ دهي مناسب باطري و عملکرد سخت افزاري عالي . آخرين نسخه اندرويد",,"دوستان عزیزم سلام
این گوشی نسبت به قیمتش بسیار کار آمد و بهینه هستش و طراحی فوق العاده ای هم داره 1%شک نکنید در خریدش",13,3,5,5,5,5,5,5
,,"سلام یه سوال از اونهایی که این گوشی رو خریدن داشتم این گوشی دو سیمکارت همراه با مموری هست یا نه شیار سیمکارت دوم و حافظه جانبی مشترکه...؟؟ ممنون میشم اگه جواب بدید",4,0,3,3,3,3,3,3
"طراحي تصوير.نرم افزارخوب دوربين خيلي خوب درحدقيمتش","کيفيت ساخت وصداتاحدودي","چرااز23اسفندبه بعدنظری ثبت نمیشه تعطیل شده؟این گوشی روگرفتم.ایکس پاورم دارم وخیلی گوشی زیریک میلیون داشتم.نسبت به قیمتش همه چیزش خوبه.",6,0,3,3,3,3,3,3
,"نداشتن حسگر اثر انگشت","سلام. برای من جای سوال داره درحالی که در ایران گوشیها انلاک هستن و ما ایرانی ها مقدار زیادی پول بابت گوشی میدهیم، چرا شرکت وارد کننده به مصرف‌کننده ایرانی احترام نزاشته و مدل با حسگر اثر انگشت رو وارد نکرده... به نظر من این یه بی احترامیه، اصلا ارزش خرید نداره، باهمین قیمت مارکهای دیگه باحسگر اثر انگشت که خیلی هم کاربردیه ارائه میدن.",10,1,3,3,3,3,3,3
"زياد نيست نقاز مثبتش","داغ ميکنه. کيفيت تصوير و دوربين پايين","من امروز دستم رسید . الان پشیمونم که چرا سامسونگ جی 5 پریم نخریدم . واقعا سامسونگ یه چیز دیگس .
این گوشی هنوز هیچی نشده داغ کرد . کیفیت دوربین و تصویر اصلا در حد 13 نیست .",8,26,3,3,3,3,3,3
"ظاهر زيبا صفحه نمايش عالي دوسيم کارت و مموري همزمان otg باتري قابل تعويض اينترنت cat 6 فورجي پلاس اندرويد 7 هندزفري با کيفيت و فيليپ کاور اورجينال باتري خوب","نبود چراغ اعلان","سلام گوشی رو من از بیرون گرفتم
گوشی قبلی من j7 2016 بود که میخام مقایسه شون کنم
از صفحه نمایش الجی راضیم چون چشم رو اصلا اذیت نمیکنه
دوربین j7 با اختلاف کم بهتر بود
رابط کاربری الجی بهتره و سرعتشم بیشتره
اینترنت الجی قویتره چون cat6 هست ولی سامسونگ cat4
ازهمه مهتر وزن الجی کمتر و دست گرفتنش خیلی راحت تر هس
خیلی راضیم",9,2,3,4,3,5,4,3
,,"تنها نسخه ای که دارای حسگر اثر انگشت و NFC هستش m250 هست که وارد روسیه شده بقیه مدل ها فاقد این امکانات میباشند",4,1,5,3,5,5,5,5
,,"سلام دوستان این گوشی اثر انگشت دارد ولی این نقطه ضعف دیجی کالاست که ننوشته است که این موبایل حسگر اثر انگشت دارد",0,6,3,3,3,3,3,3
,,"با توجه به اینکه LTE این گوشی به CAT6 ارتقاء یافته بنظر میرسه سرعت دانلود این گوشی باید 300 باشد نه 150",2,0,3,3,3,3,3,3
"2 سيم و کارت حافظه همزمان
ساخت کره
طراحي زيبا
اندرويد 7
کارايي روان و سريع و دوربين مناسب","بدنه پلاستيکي
نداشتن سنسور انگشت
روشنايي و زاويه ديد نسبتا پايين صفحه نمايش","در کل گوشیه خوبیه
بازیهای نسبتا سنگین رو هم راحت بالا میاره
هنگ ندیدم تا حالا
سرعت نتش عالیه
دوربینش خوبه
بدنه ش بنظر ضعیف میاد
اگه ورژن 3 گیگ رم و 32 با سنسور انگشت میبود خیلی عالی میشد",3,0,3,3,3,3,4,3
"5.3بودن صفحه. داشتن اندرويد7","اثر انگشت نداره برخلاف چيز هايي که درباره گوشي نوشته شده من ميخواست p9 liteبگيرم ولي فروشنده اينو پيشنهاد داد گرفتم اين اشتباه رو نکنيد p9liteهم قيمت k10هست و امکاناتش بهتره اثر انگشت هم داره.","اثر انگشت نداره برخلاف چیز هایی که درباره گوشی نوشته شده من میخواست p9 liteبگیرم ولی فروشنده اینو پیشنهاد داد گرفتم این اشتباه رو نکنید p9liteهم قیمت k10هست و امکاناتش بهتره اثر انگشت هم داره.",4,7,4,4,4,3,3,3
"طراحي عالي با فريم فلزي
رابطه کاربري زيبا سبک نرم و روان
اندرويد 7
باطري بي نظير که گاهي تا 3 روز هم در يک استفاده معمولي کم نمياره","عدم وجود حسگر اثر انگشت
دوربين متوسط و ضعيف در محيط هاي کم نور
زمان شارژ طولاني دو ساعت نيم","نزدیک به دو هفته با این گوشی کار کردم باطری فوق العاده ای داره طراحی فوق العاده عالی ، رابط کاربری فوق العاده زیبا و روان ،که حس کارکردن با گوشی های پرچمدار را به شما می دهد طبیعی است که نباید از این گوشی توقع گوشی های پرچمدار داشت اما نقطه ضعف این گوشی عکاسی در محیط های کم نور البته در مقایسه ای که با دوربین کا 10 2016 داشتم دوربین بهبود یافته اما باز هم در محیط کم نور ضعیف عمل میکنه",2,0,3,3,4,4,5,3
,,"p9 lite بگیرید هم قشنگتره هم صفحه با کیفیتی داره nfc هم داره . اندرویدش هم که ب 7 آپدیت میشه . من پی 9 لایت دارم عالیه مطمئنا از خریدش پشیمون نمیشید",5,3,3,3,4,4,2,2
,,"این نسخه که در دیجی کالا عرضه میشه بدون nfc و اثرانگشته نسخه دیگرش رو من خریداری کردم خیلی هم راضیم",3,1,5,5,5,5,5,5
,,"من تازه از دیجی گرفتم گوشی خوبیه ولی با اثر انگشت کامل تر میشد که متاسفانه نداره",4,1,4,2,4,4,3,3
,,"این گوشی کا 10 در دو مدل مجزا به نامهای m250 و x400 به بازار عرضه شده که فقط مدل x400 مجهز به حسگر اثر انگشت میباشد. ولی تو بازار ایران مدل m250 هست که فاقد سنسور اثرانگشت هست. البته x400 قیمت بیشتری هم دارد",3,0,3,3,3,3,3,3
"همه چي","چرا حسگر ندارههههههه؟؟؟؟؟","حسگررررشششس کوووو؟؟؟؟",0,0,3,5,3,5,3,4
,,"دوستان یعنی چی که اثر انگشت نداره ؟ تو نقد و برسی نوشته دااره ؟ من که بیرون تست کردم داشت ؟؟؟؟؟؟؟؟؟",0,0,4,4,3,5,5,4
,,"من فکر میکنم j5 2016 از این بهتر باشه تنخا برتری این گوشی اندرویدش هست وگرنه با نسخه قبلی تفاوت چشم گیری نداشته باتری مدل قبلی اینقدر ضعیف بوده همه فکر میکنن باطریش خیلی خوبه در حالی که j5باطری ش 3000 هیت",3,8,3,3,3,3,3,3
"اندرويد 7","نداشتن سنسور اثر انگشت","گوشی خوبیه از بعضی نظرات قوی و از بعضی نظرات ضعیف اما بزرگترین بدیش نداشتن اثر انگشت هست.درکل با این قیمت گوشیه خوبیه",0,0,4,4,5,4,5,4
