positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"عالي
فورجي پلاس کت 7
هنوز خيلي از مودم هاي اي دي اس ال و لپتاپ ها باند فرکانس 5GHZ رو ساپورت نميکنن که ما بخواييم نگران تک بانده بودن اين گوشي باشيم . واي فاي اين گوشي هيچ گونه ضعفي ندارد .
حالت منو در اندرويد 7 و بسيار کاربردي تر و حرفه اي",هيچي,"دوستان امشب 25 فروردین به اندروید 7 اپدیت شد و بسیار زیبا سریع تر و حرفه ای تر شده . این گوشی هیچ گونه ایرادی نداره این گوشی . زمان شارز شدن دوساعت استفاده متوسط روبه زیاد دوروز دوام . استفاده معمولی سه روز .",2,0,3,3,3,3,3,3
ندارد,"بي مصرف","چهارشنبه گوشیو تحویل گرفتم.سیم کارتو جا زدم ولی متاسفانه دیگه در نیومد.بردم دیجیکالا فرستاد گارانتی. هنوز گوشی دستم نرسیده.جنس چینی بهتر از این نمیشه.",3,7,5,5,5,5,5,5
"سخت افزار
دوربين
باطري",ندارد,"من این دومین گوشی نوا هست که ظرف دوهفته میخرم. توو خریدش شک نکنید.عالی و خوش دست و پرقدرت",2,1,4,4,4,4,4,5
"ارزش خريد بالا نصبت به قيمت طراحي خوب و خوش دست بودن کيفت خوب ساخت باتري عالي از زمان بروز رساني به اندرويد 7","نداشتن لرزش گير روى دوربين","سلام.
من این گوشی رو حدود یک هفته از دیجی کالا گرفتم خیلی ازش راضی هستم تو رنج قیمتى زیر یک خیلى عالیه.واقعا ارزش داره با سامسونگ j7 praim مقایسه کردم این سرتر بوده. تو شارژ هم اصلا تاچش ضعیف نمیشه. البته من از خود دیجی کالاگرفتم.",4,0,5,4,4,4,4,4
"مشخصات خوبه.سايزش عالي.کاش 5.2 بود.اميدوارم شارژ سريعش واقعي باشه","واي فاي تک بانده.دوربين در شب که انتظاري هم نيست از اين قيمت","ببخشید اما کو لوازم جانبیش جماعت میبینن هیچی براش نیس بیخیال خرید میشن خب.چون خودش هم که محافظ گوریلار گلس نداره",3,1,3,3,3,3,3,3
"داراي سنسور ژيروسکوپ صبت به nova plus
قدرتمند
خوش دست و باريک","فاقد محافظ صفحه نمايش gorilla glass 4
نوار باريک مشکي در پشت گوشي
پيدا نشدن گلس 3D
USB Tyoe C","چون nova plus 5.5inch سنسور ژیروسکوپ نداره به همین دلیل قیمتش تفاوت زیادی با nova 5 inch نداره.
به دلیل نداشتن محافظ صفحه نمایش gorilla glass 4 میترسم از دستم پرت شه بشکنه یا خش بخوره
نوار باریک مشکی در پشت گوشی هم ظاهرش رو بهم ریخته
پیدا نشدن گلس 3D هم داستانی داره واسه خودش چون صفحه نمایش خودش گلس 2.5D داره، گوشه های گلس های معمولی خوب نمیچسبه بهش",3,4,5,2,5,3,4,2
"کيفيت ساخت
امکانات
قيمت
و همه چي","چيزي مشاهده نکردم تو اين مدت","سلام
یک هفته هست که این گوشی رو خریدم
قبلش هم هواوی داشتم و چون راضی بودم دوباره هواوی خریدم
بین این گوشی و سامسونگ a3 و a5 مدل (2016) شک داشتم که بررسی کردم و این خیلی بهتر بود.
باطری یک رو کامل برای استفاده نسبتا زیاد جواب میده
و اگر مصرف پایین باشین بیشتر
حسگر اثر انگشت بسیار عالی و بدون مکث عمل میکنه
و در همه حال فعال هستش و آماده به کار
و مکانش هم خیلی خیلی از سامسونگ و اپل کاربردی تر و راحت تره...
دوستانی که این گوشی رو دارن
لطفا یک تست بکنن و جواب بدن من در این مدت فقط یک مشکل عجیب داشتم
زمانی که گوشی به شارژ هست
تاچ گوشی به شدت دچار افت میشه و تقریبا خیلی سخت میشه باهاش کارکرد و کلا مختل میشه !!
و باز از شارژ که جدامیکنم عالی میشه!!",5,1,5,4,5,4,5,3
,,"نمیدونم این گوشی را بخرم یا انر سون",14,2,5,4,5,4,5,4
همچي,هيچي,"گوشی خوبی ولی نوا پلاس بهتره",6,13,3,3,3,3,3,3
"همه چي",هيچي,"هممممممم !!! میخرمت",19,5,3,5,5,3,5,3
"رم 3
طراحي زيبا
پردازنده قوي
شارژ سريع
صداي بلند",دوربين,"من چند وقتی میشه دارمش گوشی خوبیه . در واقع میشه گفت ظاهری مثلiphone داره البته فقط یکطرفش طرف دیگشم قسمت نوار مشکیش به نظر من از ال جی با کمی تغیر کوچک کپی شده حواستون باشه در هنگام خرید کاورش حتما تو جعبه باشه.امپر شارژرش نسبت به مدل های قدیمی دوبرابر شده و شما شارژ سریعی رو از این شارژ خواهید داشت.و واقعا سریع هست.برای من که تا حالا هنگ نکرده. برای کسانی که صفحه نمایش کوچکتر میپسندند توصیه میکنم.نوا پلاس صفحش بزرگه . فقط تنها گلایه ای که میشه کرد دوربینشه اگه یه کم بهتر بود عالی بود.",12,4,5,5,4,5,5,5
"زيبا. باريک. قدرتمند",ندارد,"واقعا در حد یه پرچمداره. درگاه ارتباطیش تایپ c هست",7,3,5,5,5,5,5,5
"باتري
فيلمبرداري 4k
خوش دست
طراحي زيبا(شبيه آيفون)","دوربين 12 اما نوا پلاس 16","گوشی خوبیه اما اگه دوربین نوا پلاس رو می داشت دیگه تو میان رده‌ها نظیر نداشت",10,0,3,5,5,5,5,5
"کيفيت فيلم برداري 4k","رم و cpu ميتوانست بهتر باشد ولي بد هم نيست","در خریدش شک نکنید",5,2,5,5,5,5,5,5
"باتري قوي
کيفيت تصوير بسيار خوب
دوربين عالي در نور کافي
دوربين سلفي خوب
اندرويد 7","کيفيت عکس در شب متوسط است","من رنگ تمام مشکی این گوشی را (که در ایران موجود نیست) گرفتم. باید بگم بسیار شیک و خوش دست است.باتری فوق العاده قوی ای دارد و کیفیت صفحه نمایش اش با وجود IPS بودن بسیار شفاف و چشم نواز هست. دوربین اش در نور کافی بسیار عالی و در نور کم در حد متوسط است. دوربین جلو با برنامه سلفی هماهنگ شده است که به نظرم بسیار مورد توجه دوستان علاقمند به سلفی خواهد بود. کیفیت اسپیکر خوب است ولی نه به خوبی یک پرچمدار. اما کیفیت صدا هدفون با استفاده از برنامه داخلی DTS بسیار خوب است. جدیدا هم به اندروید 7 آپدیت شده و رابط کاربری آن به ورژن 5 ارتقا پیدا کرده.
من خیلی اهل گوشی چینی نیستم ولی این گوشی بسیار بسیار چشمگیر است.",8,0,3,5,4,3,5,3
"خيلي خوش دسته",,"با سلام دوستان کسی این گوشی رو تهیه کرده؟؟؟من فقط خاموششو دیدم خیلی زیبا و خوش دسته
اگر کسی این گوشی رو تهیه کرده حتما تو بخش نظرات برامون بگه چطور گوشیه و اینکه لوازم جانبی مثل گلس و کاور و ... براش پیدا میشه؟؟",3,0,4,4,4,4,4,3
"واقعا زيبا.باريک.سخت افزارعالي",نداره,"مسیحا هستم از مشهد.گوشی عالی هست بهتون پیشنهاد میکنم بخرین .من ک خیلی دوس دارم داشته باشمش ولی پول نیست هووووف.شما ک پولدارین بخرین حتما",10,3,3,4,4,4,5,5
"سخت افزار
حافظه داخلي",ندارد,"از همه نظر عالی.گوشی خوش دست جدید و قوی هستش",5,0,4,4,4,4,4,5
همچي,"USB type c","اگه یزره پول بذارید می توانید نوا پلاس بگیرید خیلی بهتره",6,3,3,3,3,3,3,3
,,"گوشی خوبیه",7,1,4,4,3,4,4,3
"باطري خوب
داشتن حسگر ژيروسکوپ بر خلاف نوا پلاس
اندازه ي استاندارد صفحه نمايش
قابليت دريافت 10لمس همزمان","نداشتن محافظ گلس","این گوشی در مقایسه با نوا پلاس ضعف زیادی نداره هردو گوشی از یک تراشه و پردازنده استفاده میکنن نور صفحه ی هر دو گوشی یکسان است گوشی نوا بر خلاف نوا دلاس دارای حسگر ژیروسکوپ است دوربین جلوی این گوشی ها 8مگاپیکسل هست که در دوربین نوا از فناوری های بهتری استفاده شده دوربین عقب نوا پلاس16مگاپیکسل دارای لرزشگیر اپتیکال ودوربین عقب گوشی نوا 12مگاپیکسل دارای لرزشگیر نرم افزاری که دوربین نوا ازپیکسل هایی بزرگ تر نسبت به نوا پلاس استفاده میکنه همچنین در نور کم تصاویر بهتری سبت میکنه و رنگ هارو گرم تر نشون میده در مقابل نوا پلاس جزئیات بیشتری درذتصاویر سبت میکنه . همچنین شما میتوانید با یک دست بر خلاف گوشی نوا پلاس از گوشی نوا استفاده کنید",9,1,4,4,3,4,4,3
,,"ممنون از دی جی که قیمتو واقعا عالی گذاشته تا بیرون،اینم تازه با گارانتی...فقط لطفا دوستان بگن OTG ساپورت میکنه یا نه..ممنون از همگی.عیدهم به همه مبارک:)",9,0,3,5,5,5,5,5
"دوربين. بدنه. اندازه.باتري.صفحه نمايش. زيبايي","خدايي نقطه ضعف نداره","این گوشی عالیه نا امیدتون نمیکنه.. این گوشی با این قیمت بدون نقطه ضعف واقعا",5,0,3,3,3,3,3,3
"همه چي",هيچي,"محشره خیلییی عالیه. دوربین خوبی هم داره",5,0,4,4,4,4,4,4
,,"گوشی خوبی بنظر میرسه
در قسمت پردازنده گرافیکی ترکونده
ولی ظاهرش زیاد جالب نیست
در هر صورت پیشنهاد میشه",3,3,4,5,5,3,1,2
"همه چيزش قوت",نداره,"این گوشی عالیه هر کسی داره میخره خیالش راحت باشه",6,0,3,3,3,3,3,3
,,"گوشی فوق العاده. ارزش خرید داره",6,0,3,5,5,5,5,3
"کيفيت فيلم برداري 4k","رم و cpu ميتوانست بهتر باشد ولي بد هم نيست","در خریدش شک نکنید",5,2,5,5,5,5,5,5
