positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"دوربين و امکانات ديگه",تاچ,"دوستان من از 2سال قبل در نظر داشتم از سری میت استفاده کنم ولی نشده
بود الان 3 روزه میت 9 رو گرفتم به نظرم فقط یک مشکل داره..
تاچ این گوشی کمی ضعیفه...
قبلا گوشی گلکسی a3 2016 و هوایی g610 داشتم..... هردوتاشون از این بهتره...",2,15,3,5,3,5,5,5
"باطري فوق العاده(البته بستگي به چگونگي وشرايط استفاده داره)
مقاومت نسبتاعالي درمقابل گرما وضربه وفشار","وزن190گرمي به خاطربدنه تمام فلزوباطري غولش","باسلام.میت9یک فبلت هست پس نمیشودگفت که بزرگی اندازه نقطه ضعف حساب میشه.ویه چیز دیگه درموردباطریش اینه که واقعاباطری غولیه . واقعا درهیچ حالتی نمیشود به باطری این فبلت ایرادی گرفت.بعضی هایک نقطه ضعف دیگر هم ازاین فبلت قدرتمند میگیرند ومیگویند کهدقت صفحه نمایش میتوانستqhdباشدیاکواداچ دی.درجواب این عزیزان میشود گفت که اگر هم صفحه نمایش ازفول اچ دی به کواد اچ دی تغییر میکرد مصرف باطری هم بالامیرفت .پس مشکل صفحه نمایش هم حل شد.بایدگفت که صفحه نمایش میت 9واقعا عالیست.نورخیلی زنده وعالی.رنگ ها باعمق عالی وسرزنده هستند وحتیپیکسل های گوشی قابل روءیت نیستند.کسانهی که بااین گوشی کارکرده اند میدانندکه این گوشی صفحه نمایش عالی داردوبهترین صفحه نمایش ال سی دی بازاراست.ویه چیز دیگه درباره دوربینش.دوربینش واقعاکارکردعالی توروزداره ولی توی شب کمی افت میکنه ولی بازم خوبه اخه توشب وقتی که نور خیلی کم باشه چشم ادم هم نمی بینه چه برسه به این فبلت بیچاره که انتظاربیش ازحدازش دارن",12,3,5,5,5,5,5,5
"کيفيت بسيار عالي صدا
فيلم برداري بسيار عالي
خوش دست بودن","قيمت بسيار بالا","واقعا گوشی خوبیه.ولی چیزی که خیلی عجیبه کیفیت صدای بی نظیرشه که واقعا رقیب نداره.باتری هم خوب جواب میده. و فیلم برداری بسیار خوبه.
ولی چیزی که توذوق میزنه کیفیت عکس برداریشه که در حد یه گوشی متوسط است.
در کل گوشی خوبیه",7,2,3,5,5,5,5,5
"همه چيش عاليه ولي دوربينش به پايه سامسونگ نميرسه ماله من بلندوش ويز ويز ميکنه نميدونم چرا","اسپيگرش ويز ويز ميکنه","من تازه خریدمش از همه چیش راضیم فقط نمیدونم چرا بلندگوهاش نویز داره ویز ویز میکنه",2,12,3,5,5,5,5,5
"سرعت پردازش قشنگي دوربين اثر انگشت","هنوز نتونستم کاور و طلق ضد خش و ضربه زيبا و مطمئن واسش پيدا کنم","خیلی راضی هستم ممنون هوآوی من میت9 را دو هفته پیش از همین دیجی کالا خریدم راضی ام و ممنون از شرکت هوآوی",9,2,3,5,5,5,5,5
"همه ايتم ها",ندارد,"گوشی یعنی این اگر هواوی با همین قدرت بره جلو فکر کنم تا چندی دیگر بقیه فکر دیگری کنند رتبه اول را میگیره تو دنیا",12,3,3,5,5,5,5,5
"Perfect smartphone","موزيک پلير اختصاصي خيلي سادست ديگه هيچ ضعفي نديدم","عالی، محشر، با همه گوشی های پرچم دار تو سرعت در شرایط یکسان مقایسه کردم همشون کم آوردن این دیگه چی بود اگه بهم میگفتم این فبلت واسه مهندسین ناسا طراحی کردن باورم میشد در بد شرایط استرس تستش کردم عالی بود منو از خرید لپتاپ و دوربین دیجیتال بی نیاز کرد واقعا از خریدم راضی ام.",10,9,3,3,3,3,3,3
"همه چيش توپه","هيچي تا الان","تو این یه ماهی ک گوشیو خریدممم هیچ کندی یا مشکلی ازش ندیدم
اگ پولتون میرسه حتما پیشنهاد میکنم بخرید پشیمون نمیشید تمامه نیازاتونو برطرف میکنه",14,6,4,4,5,5,4,4
"رابط کاربري منحصر بفرد EMUI5
سرعت اثر انگشت بي نظير
باتري فوق العاده قوي
کيفيت عالي صفحه نمايش
سرعت بينظير در روان اجرا کردن برنامه ها و بازي ها","نديدم (نداره)","سلام من تقریبا شش هفت سال DESIRE HD داشتم دیگه بعد از کلی عوض کردن رام تو این چند سال بیچاره کلا نابود شد ؛ اصولا کسی نیستم که چشم و گوش بسته دست بزارم روی یک گوشی یا هرچی، قبلش کلی تحقیق میکنم مقایسه میکنم و ... والا نمیدونم چی شد که اصلا این گوشی چشممو گرفت خودم به شخصه کاری به برند و حرف بقیه ندارم کارایی و مفید بودن اون وسیله بیشتر برام مهمه من خودم اصلا هم طرفدار برند هواوی نبودم و یکی از دلایلش هم این بود که منوی کشویی برنامه نداشت و همشون روی صفحه اصلی بودن که با یه لانچر مشکل حل میشد ولی تو دلم نبود کلا غیر ازون گرافیک خوبی نداشت باهاش کار کرده بودم احساس خوبی نداشتم و ... که توی این مدل اولین باره که app drawer رو هو آوی اورده که منوی کشویی فوق العاده ایه
باید بگم هواوی واقعا شاهکارش رو روکرده هرچی که داشته توی این گوشی گذاشته اصلا نمیتونین اینو با بقیه مقایسه کنین انگار که یک گوشی کاملا مجزا از بقیه تولید کرده با گرافیک خیره کننده، تم های بینظیر، منوی شبیه به آیفون و هرچی بگم کم گفتم حتما باید با این مدل کار کنین تا متوجه منظورم بشید از سرعتش بگم که هیچ جوری کم نمیاره هرجور تستی بگید انجام دادمو بدون هیچ لگی خیلی روون همرو اجرا کرده ، از باتریش بگم که روز اولی که بدستم رسید 40 درصد شارژ داشت نیم ساعت زدم به شار که کامل شارژ شدبعد حدود 13 ساعت کامل یکسره باهاش کار کردم نصفشم بازی میکردم که بعد از این همه ساعت 30 درصد هنوز شارژ داشت دیگه خودتون تصمیم بگیرید که باتریش چجوریه و سرعت اثر انگشتش بگم که خیلی سریعتر از آیفون باز میکنه اینو کسایی بهم گفتن که خودشون آیفون داشتن و حتی میتونید تستش رو توی یوتوب نگاه کنید و در آخر هم از گرافیک خیره کنندش و رابط کاربریش بگم که توجه شمارا جلب میکنه و محوش میشید من رنگ space gray یعنی خاکستریش رو سفارش دادم که خیلی شیک و زیباست در کل میتونم بگم بهترین گوشی اندرویدی تولید شدست تا به الان امیدوارم تونسته باشم توی خریدتون کمکتون کنم",27,2,4,5,5,5,5,5
"کيفيت ساخت بالا
دوربين مخصوص حرفه اي ها
پشتيباني فوق العاده هواوي
تاچ و اثر انگشت عالي","نقطه ضعف نيست، اما چون قبلا HTC داشتم انتظارم از اسپيکر بيشتر بود","به صورت کلی کاری نیست که نتونه به عنوان یه گوشی پرچمدار 2017 نتونه به بهترین شکل انجام بده.
علارغم انتظارم از رابط کاربریش تو 5 - 6 ساعت همه چیزش میاد دستتون و اینکه همه امکانات دمه دستتونه (شاید به خاطر اندروید 7 باشه)
به کمترین برنامه هایی جانبی نیاز دارید برای امور روزمزه چون هواوی خوب پشتیبانی می کنه و اکثر درخواست ها را با آپدیت های زیاد برآورده کرده.
در حال حاضر فقط با V20 , S7p مقایسه میشه که مقایسه هاش زیاد هست می تونید ببینید اما ارزش خریدMATE 9 از هر 2 تا بیشتره.(از شیاومی mi5s p هم بد نیست که هیچگونه پشتیبانی نداره تو ایران)
برای باتری هم با 9 ساعت استفاده سبک (مکالمه، پیامک، دوربین) 12% از باتریش کم شد.
روی رنگ های روشنش هم اصلا اثر انگشت نمی مونه.
امیدوارم کمکی کرده باشم.",15,3,5,5,5,5,4,4
