positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"سامسونگ اعلام کرده که سال اینده نوت 8رو حتما میزنه تو گوگل هم هست و دست ازنوت برنخواهد داشت",8,10,0,5,5,5,5,5
"واقعا همه چيز","قيمت نسبتا بالا
انفجار باطري
نبود اينفرارد","واقعا تاسف خوردم، الان تقریبا چهارساله که نوت 2 دارم، تو این مدت هر گوشی که میومد تو بازار، هرچی پیش خودم حساب کردم دیدم واقعا هیچ چیزی وجود نداره که نوت 2 با وجود قدیمی شدنش انجام نده. هیچ نیازی به گرفتن گوشی جدید نداشتم. ولی متاسفانه یهو اجل گوشیم رسید و سوخت. بیست روزه نتونستم خودمو راضی کنم جز نوت چیزی دستم بگیرم و گوشی نخریدم، اگه این افتضاح باطری پیش نیومده بود،‌تا الان صد باره نوت 7 خریده بودم. اینقدر این سری نوت محشر و عالی و همه چیز تمومه که اگه بدونم تا عید 96 ، نوت 8 یا هر چیز دیگه ای که قراره جایگزینش بشه به بازار میاد، صبر میکنم و گوشی نمیخرم. پولمو واسه نوت 5 هم دلم نمیاد هزینه کنم، بالاخره سامسونگ واسه اعاده حیثیتم که شده و پاک کردن خاطره ی نوت 7 گوشی جایگزینش رو باید یه محشر به تمام معنا بزنه. حیف پوله که ادم خرج سری قدیمی تر بکنه.
سامسونگ اگه جز معرفی جایگزین معرکه راهی در نظر بگیره حماقت کرده، با توقف تولید سری نوت صورت مسئله رو پاک میکنه و خاطره ی سری معرکه ی نوت رو از خاطره ها پاک میکنه. کاش مثه اپل و جریان انتن دهی ایفون 4، به فکر اصلاح و بازگشت قدرتمند میبود نه فرار...",12,5,3,0,5,4,4,5
,,"دیگه اصلاح شدشو نمیده و اسم نوت خراب شده که نو 2017 فقظ s8 میاد",1,5,5,5,5,5,5,5
"واقعا همه چيز","حيف که منفجر ميشه","سلام
من طرفدار اپل هستم و واقعا از سامسونگ بدم میومد
ولی وقتی این گوشی معرفی شد میدونستم که میتونه اپل رو نابود کنه ولی این رو هم میدونستم این تمام ماجرا نبود
وقتی که تصمیم گرفتم که این گوشی رو بخرم فهمیدم که منفجر میشه و خریدم رو به تاخیر انداختم و کم کم فهمیدم که واقعا باید از خرید این گوشی دست بکشم
شما رو نمیدونم ولی من به عنوان یکی از طرفداران اپل باید بگم این گوشی اگر منفجر نمیشد عالی بود
امیدوارم که سامسونگ از این کارش درس گرفته باشه تا دیگه از اپل کپی برداری نکنه
موفق باشین",10,21,3,3,3,3,3,3
,,"دوستانی که منتظر خرید این گوشی بودن از جمله خودم متاسفم این اشتباه بزرگی بود ولی اونهایی که نیاز به گوشی دارن اس7 عالیه سخت افزاری هیچ فرقی با نوت 7 نداشت من منتظرم اس 8 هستم که حتما یه شاهکار باید باشه",5,4,3,3,4,3,4,4
,,"کسانی که این گوشی رو گرفتن خیلی خوش شانس هستند
الان میتونند از سامسونگ یک آیفون 7 256گیگ بگیرند به همراه پول که آیفون واقعا قیمت بالاتری داره",5,11,5,5,5,5,3,5
"اسکنر عنبيه چشم قلم با کارايي فوقالعاده ضد آب دوربين با کيفيت عالي",انفجار,"من به جرعت میتونم بگم که این گوشی تمام گوشی های اندرویدی رو تو جیبش میکرد ولی حیف که توقف تولید شد حیییف",16,4,4,5,5,5,5,5
"همه چيز","منفجر شدن باطري!!!","من همه عمرم منتظر یک گوشی بودم که قابلیتهاش همه چیزای که مد نظر من هست باشه وقتی نوت 7 اومد گفتم این همونه ولی وقتی فیلم منفجر شدنهاش رو دیدم نا امید شدم واقعا حیف شدکه یک گوشی پرچمدار خوب رو متوقف کردن سامسونگ باید صبر میکرد وتست های زیادی روی گوشی انجام میداد ولی گوشی رو تست نکرد و وارد بازار کرد خدا نوت هفت رو رحمت کنه",11,3,4,5,5,4,4,5
هيچي,باتريش,"این گوشی نوت 7 بد ترین گوشی سامسونگ بود s5از این گوشی بهتر بود ولی اونایی که خریدن مواظب خودشون باشن",4,11,0,0,0,0,0,0
"چي بگم","بازم چي بگم","این گوشی واقعا هم خودش نابود شد هم بقیه رو نابود کرد هم کلی به کمپانی سازندش ضرر زد فعلا سامسونگ اس سون رو جاگزینش اعلام کرده و مدیرش گفته یه سورپرایز داره و میخواد جبران کنه مثل گلکسی آلفا به خاطر اس5",4,3,5,5,5,5,2,3
