positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
باتري,"دوربين ضعيف","رنگ سفیدش را چون اعداد زیر نور پیدا نیست به هیچ عنوان نخرید صددرصد پشیمان می شید در مجموع با این قیمت گوشی خوبیه مخصوصا باتری با ظریفت بالا",2,0,4,4,1,3,3,3
"پشتيباني از 8 گيگ مموري
صداي خوب براي پخش موزيک نسبت به قيمت","باتري ضعيف
افتضاح براي اس ام اس دادنبه زبان فارسي","این گوشی باتری ضعیف مخصوصا هنگام مکالمه داره و موقع اس ام اس دادن هم مثل دفتر مشق خط کشی داره بین ب پ میمونی کدوم رو زدی چون نقطه ها با خط یکی میشن ....
کلمه فارسی تند تند تایپ کنی دستگاه کم میاره نوشته هات میمونه",0,2,4,4,2,2,3,2
"داراي پاور بانک در مواقع ضروري
قابليت حالت پرواز سيم کارت تکي","صحفه کليد فارسي گيج کننده
صداي اسپيکر هنگام مکالمه واضح نميباشد
رنگ سفيدش هنگام تايپ زير نور لامپ حروفات معلوم نيستش
زنگهاي پيش فرض خوبي ندارد
otg اصلا کار نميکنه در دو تا ff241 گوشي امتحان کرديم","نسبت به قیمت و سایر گوشهای هم تراز دارای مثل نوکیا و سامسونگ دارای قابلیت کمتری میباشد توصیه من نوکیا میباشد",3,1,1,2,1,1,4,0
باتري,"صفحه کم کيفيت","سلام . من امید مختاری نژاد هستم اگر پایین رو نگاه کنید این محصول 11 شهریود به دست من رسید من یکبار زدم شارژ اولیه الان که 9 مهر ماه هستش یه خونه کم کرده استفاده من ازش گوشی دوم بود و هر روز روشنش میکردم و میبردمش مدرسه . باتریش فوقلعادست",3,0,5,4,5,5,3,5
باتري,"کيفيت صدا","دومین باره میخرم خیلی عالیه مخصوصا باتریش",1,1,5,5,5,5,5,5
"نزديک 10 روز شارژدهي واقعي و 7 روز شارژدهي کاربردي
کيفيت صداي مطلوب حين پخش فايل صوتي
ميشه گفت شيکه- ضمنا خوش دست است
باعث شده ديگه گوشي اصليم زنگ نخوره و همه جا راحت باشم
گوشي هوواوي رو شارژ کرد!","بدترين، بدکاربرد ترين و عقب افتاده ترين رابط کاربري که تاحالا ديده ام
عدم واقي بودن پاوربانک و نبود هيچ گزينه هشدار و راهنما
صداي درهم و برهم دو طرفه و بسيار آزاردهنده و شرمنده کننده
حروف فارسي روي صفحه کليد به سبک توهين علني به کاربر
بي حوصلگي و بي اعصابي سازندگان و نفهميدم اصل مشتري مداري","سلام دوست من
عظیمی هستم. سید ایمان عظیمی. کارمند، مدرس و پژوهشگر
* ماه هاست که کلنجار میرم که گوشی هوشمندم رو به یک دو سیمکارته با رم4 و حافظه 64 ارتقا بدم(که به جز ASUS 2 DELUXE فعلا پیدا نکرده ام) با این شرط که دوبین فوق العاده داشته باشه(البته کیفیت عکس در نور شب ایسوس زیاد چنگی به دل نزد) و هم موردی که خیلی به درد کار من در تدریس می خوره ولی متاسفانه در هیچ نقدی جای نداشته، یعنی کیفیت عالی ضبط صدا- در اون مطلوب باشه.
*
کیفیت دوربین و ضبط و در کل همه چیز سامسونگ نوت 5 برای کار من عالی است اما متاسفانه 64 گیگیابایتش تک سیم است و دوسیمکارتش هم 32 گیگ است. این مشکل در تمام گوشی های پرچم دار سامسونگ و ال جی G5 وجود دارد.
*
یا باید قید دو سیم را بزنم یا گوشی هوشمند نخرم چون همین حالا هوواوی G750 دارم که عالی کار میکنه فقط هنگ کردنش روی اعصابه حتی موقع اس ام اس! و دوربین و ضبطش هم قابل قبوله ولی فقط قابل قبول.
*
و اما بعد...
با دیدن تبلیغات گوشی FLY FF241 به یکباره ایده ی بهتری به ذهنم رسید.
من که می خواستم یک پاوربانک تک نفره به قیمت 55 هزار تومان بخرم خوب این گوشی دوسیمکارت خودش پاوربانک است!!!
اما، اما...
*
موارد مثبت رو در قسمت نقات مثبت نوشته ام اما اینجا از نارضایتی هام میگم. نمی دونم از دیجی کالا دلخور باشم که با اون آب و تاب از گوشی تعریف کرد یا اینکه دیجی کالا بیچاره بی گناهه.
در هر صورت متاسفم برای FLY
در خصوص رابط کاربری به قدری توهین آمیز و اصل حجری طراحی شده که بعد از 2 دقیقه کار با گوشی می خواهید با تمام خشم، گوشی رو به جای سفتی بکوبید تا اثری ازش دیده نشه.
برای مثال برای رفتن به یک منو از کارت حافظه نزدیک 10 بار سوال و جواب می کنه که برم یا نرم!؟ و حروف فارسی به قدری بد روی دکمه ها قرار گرفته که اگر یک بار گوشی لمسی، لمسی هم نه، گوشی های صفححه کلید دار نوکیا کار کرده باشید، از عصبانیت به تمسخر گرفته شدنتون توسط طراحان این گوشی منفجر میشید، حدود 6 حرف روی هر کلید! اون هم به ترتیب بسیار نامناسب. خلاصه قید اس ام اس و اینا رو خواهید زد.
*
پاور بانک؟ کدام پاور بانک!؟
اولا کابل دو سر میکرو USB که پیدا نمیشه و باید تبدیل براش بگیرید 10 هزار تومان. از این بگذریم فقط تونست دو تا گوشی هوواوی رو شناسایی و شارژ کنه و ال جی و سامسونگ رو نشناخت.
خیلی جالبه که OTG این جناب هم کار نمی کنه و از اون جالب تر هیچ گزینه و منویی برای بررسی این مورد نیست که حداقل بری تو تنظیماتش و دردت رو بهش بگی!!!
در قسمت پخش صوتی که ماشاء الله کارت حافظه رو به رسمیت نمی شناسه و امکان تولید لیست جدید هم نداره. در این بخش، هیچ تنظیمی برای ذخیره مکان فایل صوتی که داره پخش میشه نیست و شما نمی تونی بقیه فایل رو بعدا گوش کنی، ضمنا دکمه جلو و عقب نداره. در حالی که گوشی های 5 سال پیش نوکیا- خدا بیامرزدش- مثل X2 چه زیبا با شما ارتباط برقرار می کردن. فضیحت این مساله رو وقتی مفهمی که بعد از نیمساعت گوش دادن به فایل صوتی، گوشی زنگ میخوره و کلا از پخش صوتی خارج میشه، حالا خر بیار و باقالی بار کن! بر میگرده به اول فایل!!!
*
خلاصه خیلی دلم ازش پره
ای کاش برای تست باطریش 7 روز صبر نمی کردم تا بتونم عودت بدم به دیجی کالا. خیلی ناراضی ام
الان فقط یک گوشی دوسیم دارم که خیلی عالی تا 7 الی 10 روز شارژ نگه می داره و گوشی اصلی ام دیگه زنگ نمی خوره و اعصابم راحت تر شده. ولی این با یک گوشی 50 هزار تومنی هم انجام میشد و نیاز به این مانکن پاوربانک نبود که برای شارژ باطریش 3 ساعت زمان می بره!!!
این مزیت آخری باعث شده نگم به هیچ عنوان پیشنهاد نمی کنم. مونده به خودتون. با احترام. عظیمی",11,5,2,2,1,0,4,1
"قيمت مناسب
اسپيکر هاي با کيفيت
بدنه مناسب
باتري قوي","کيفيت بسيار پايين هدفون همراه گوشي","سلام . چون خودم هر چیزی میخوام بخرم خیلی به نظر ها توجه میکنم ، امیدوارم این نظر براتون مفید باشه.
من قبلاً یه گوشی نوکیا به عنوان گوشی دوّم داشتم ولی خیلی خیلی از لحاظ مکالمه بد بود، مثلا تو خیابون اگه میخواستی باهاش تماس بگیری قطعا هیچ صدایی به گوشت نمیرسید(کیفیت بسار پایین اسپیکر)
این گوشی خیلی خوش دست و خوش قیافه هست،روی کارتن اش نوشته انگلیسی هست.
باطریش عالیه
هدفون اش اونقدر ظعیف هست که من حتی یک بارم ازش استفاده نکردم(قیافشو ببینید میفهمید)البته نباید انتظار یه air pod همراه با این گوشی با این قیمت داشته باشید.
کیفیت اسپیکر ها هم عالیه.
باتری اش انگار مال خودش نیست(یکم با زور جا میره)که البته هیچ مشکل خاصی نیست و ایراد محسوب نمیشه.
در خرید این گوشی شک نکنید.",2,1,5,5,5,5,5,5
"کيفيت ساخت خوب
باطري عالي
قابليت پاوربانک
امکانات خوب(ضبط مکالمه و راديو بي هنذفري و ليست سياه و...)","وزن بالا و ابعاد بزرگ
محدوديت براي ذخيره پيام و مخاطب
براي فارسي تايپ کردن مناسب نيست","ارزش خرید دارد با توجه به کیفیت ساخت خوبش",2,1,5,4,5,4,4,5
,,"پشتیبانی نکردن پاوربانک و خراب بودن کابل otg
دوهفته پیش این گوشی خریدم چند روز پیش کابل otgبهش زدم وصل کردم به گوشی هواوی هیچ خبری نشد
دوتا کابل دیگه هم عوض کردم ولی خبری نشد
کابل خودشم امتحان کردم اونم خراب بود
رو پاوربانکش حساب نکنید
ولی یاطریش خوبه زود به زود تموم نمیشه",2,4,3,3,3,3,3,3
,,"تنها نقطه قوت این گوشی باطریشه فقط امیدوارم مثل گوشیهایه چینی نباشه که باتریشون چندماه بیشتر کار نمیده
بلندگو ضعیف
صفحه نمایش کیفیت متوسط و میزان شارژ به سختی قابل مشاهده
رادیو کیفیت خوبی داره حداقل نیاز به سیم نداره
بیش از 100 آهنگ بیشتر پشتیبانی نمیکنه برا پخش موزیک
از دوربین انتظار زیاد نداشته باشید نور فلاش ضعیف هست
در کل اگه بخرید از دست شارژ کردن راحت هستید نصبت به قیمتش وتخفیف یا پیشنهاد ویژه دیجی خرید خوبیه",3,0,4,3,3,4,3,3
