positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"نسبت به قیمت و امکاناتی که عرضه میکنه گوشیهای بهتری هم هستند",0,0,0,1,1,1,2,0
,,"تبدیل نداره شارژرش",1,0,3,3,3,3,3,3
"کيفيت خوب نمايشگر
اينترفيس جذاب هواوي با گرافيک عالي
قيمت بسيار عالي به نسبت مزاياي گوشي
پشتيباني از شبکه 4جي","کيفيت دوربين
رم يک گيگ","سلام با تشکر از دیجی کالا برای ارسال به موقع و بسته بندی مناسب طبق معمول. و البته با زحمات زیاد شرکت پست گوشی رو که شنبه سفارش دادم چهارشنبه به دستم رسید که واقعا جای تشکر داره. واقعا زحمت میکشن. در ضمن بنده اطراف تهران هستم.بماند..
گوشی بسیار خوبی هست و من کاملا راضی هستم ازش. البته نواقصی که داره با در نظر گرفتن قیمت گوشی کاملا عادی هست و نقص به حساب نمیاد..",1,2,5,4,3,5,5,3
"ارزش خريد بالا نسبت به قيمت
رابط کاربري جذاب
کيفيت ساخت، سادگي و خوش دستي
کيفيت خوب صفحه نمايش با تراکم پيکسلي مناسب
Easy Key","مقدار RAM کم
بلندگوي ضعيف
دوربين","یه ضرب المثل قدیمی هست که میگه: هر چه قدر پول بدی اونقدر آش میخوری.
داستان این گوشی هم همینه.
من این گوشی رو تو پیشنهاد ویژه از دیجی کالا با قیمت مناسبی گرفتم.
طراحی ظاهری ساده و خوبی داره و کیفیت ساختش هم خوبه و رابط کاربریش جذاب و راحته، کیفیت صفحه نمایش نسبت به قیمتش خوبه و تاچش روونه، من اهل بازی نیستم ولی توی این چند روز که ازش استفاده کردم هیچ افت سرعتی حس نکردم، آنتن دهی و کیفیت صدای مکالمه خوب و راضی کنندس، 4G هم ساپورت میکنه
به نظرم مقدار RAM کم یکی از ایراد های این گوشیه حس میکنم 1 گیگ RAM ممکن آزاردهنده باشه، صدای بلندگو گوشی تعریفی نداره و واضح نیست
دوربین گوشی فقط با نسبت 4:3 میتونه عکس 8 مگاپیکسلی بگیره و اگر میخواین با نسبت 16:9 عکس بگیرید باید روی 6 مگاپیکسل تنظیمش کنید( این مورد خیلی توی ذوقم خورد ولی میشه باهاش کنار اومد)
در کل نسبت به قیمتش گوشی خوبیه و با این قیمت میارزه، اگر دنبال یه گوشی برای استفاده روزمره با قیمت کم هستید میتونه بهترین انتخاب باشه",1,0,4,3,3,4,4,3
,,"در مقابل y6pro حرفی واس گفتن نداره
40-50بیشتر بدی y6proبخری یا lg k8ارزشش خیلی بیشتره و سخت افزارش و باتری و ...",2,5,3,2,3,3,1,1
"4G و دوسيم کارت","خالي کردن شارژ باطري","من این گوشی را یک هفته هست که تو طرح شگفت انگیز خریدم ... ولی یه مشکل بزرگ داره و اونم خیلی زود شارژ تموم میکنه و بدتر از اون خیلی دیر شارژ میشه ... بعضی از تماس های تصویری مثل ایمو تا گوشی در حال فعالیت نباشه ارتباط برقرار نمیشه ... در هر صورت برا یه کاربر مبتدی خوبه !",3,7,3,3,3,3,3,3
"دوربين 8 مگاپيکسلي
فلاش سلفي
ليبل و قاب
دکمه easy key","حافظه کم(با يه رم عالي ميشه)
محافظ صفحه گلس نيست و نصب آسان ندارد","این گوشی رو دیروز تحویل گرفتم
جعبه خیلی شیک
محافظ صفحه هنگام نصب کلی حباب افتاد
قاب خیلی خوب
این گوشی چه نیم ساعت چه 30 ساعت باهاش کار کنی یه دمای خیلی کمی داره
دوربین فوکوس اتوماتیک قوی
بجای galaxy j2 اینو بخرید
4جی بسیار عالی
در کل نقطه ضعفی نداره",3,3,3,5,5,4,5,5
"کارايي راحت سخت افزار خوب",دوربين,"سلام دوستان
اگه قصد خرید این گوشی رو دارین باید بهتون بگم که گوشی خوبیه از همه نظر
فقط تنها مشکلش اینه که دوربینش زیاد راضی کننده نیس ولی میشه باهاش کنار اومد
بقیه چیزاش عالیه
پولی که میدین برا خریدش واقعا میارزه",1,3,5,5,4,5,5,4
"همه چي عالي!انتن دهي عالي.باتري خوب من هماز اينترنت استفاده ميکنم هم بازي،يک روز کامل دوام داره.نمايشگرعالي.حتما انتخاب کنيد .پشيمون نميشين. بعضيا دغدغه باتري دارن؛راز باتري خوب اينه که تاوقتي باتري کاملا تمام نشده نزنينش به شارژ و در زمانيکه به شارژ هست ازش استفاده نکنيد",هيچي,"ازهمه نظر عالی
من راضی ام",2,2,3,3,3,3,3,3
"قيمت مناسب، کيفيت خوب
کيفيت صدا نسبتا ضعيف","امکانات بالا","چند روزی میشه خریدم این گوشی رو، خیلی راضی هستم، به جز کیفیت صداهای هشدار مثل صدای روشن شدن گوشی که یه کم کیفیت پایینه، بقیه امکاناتش عالین نسبت به قیمتش واقعا ارزش خرید داره ار دیجی کالا بخرید! هم جنسش اصلیه و قاچاق نیست، هم اشانتیون هم داره!",2,4,5,5,5,5,4,3
"چراغ قوه قوي
صفحه نمايش باکيفيت
سرعت بالاي دستگاه
4Gبودن
اندرويد 5","دوربين کمي ضعيف","یهترین گوشی توی این رنج قیمت عالییه من کاملا ازش راضیم",1,3,5,4,4,4,5,4
همش,هيچي,"گوشی خیلیی خیلی عالی هستم اصلا فکر نکن همینو بخر",5,3,3,5,5,5,5,5
,,"گوششی خوب خوش دستیه و ارزش خریدن داره و کیفیت خوبیم داره
فکر کنمم از y6 4g بهتر باشه",9,5,5,5,5,5,5,5
,,"نسبت به پولی که میدید حرف نداره",7,5,3,5,5,5,3,5
