positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"ساخت شرکت موتورولا","دوربين پشت آن","از حق نگذریم خیلی شیک و باریک است. اما یک نقص اصلی که داره دوربین پشت آن که دایم در جیبم و با دستم گیر می کند. یک قوز است.
اما این که به آن دوربین وصل می شود زیاد کاربردی نیست چون من با آن دوربین کار کردم هر چند ساخت سرکت سویدی هسل است که تا الان کالایی به این ارزانی عرضه نکرده ولی به قیمتش نمی ارزد چون با قیمت دوربینش می توان یک دوربینSLR تقریبا خوب گرفت چون هر دوربینش چندان کوچک نیست. اما اگر از باطری همراهش استفاده کنی خوب است ولی با 400 هزار تومان قیمتش می توانی بهترین پاوربانگ بگیری.
من اون را خریدم چون از این برند خوشم می اید ولی لازم به ذکر است که کلا موتورلا پرچم دار نمی زند همیشه از بقیه ضعیف تر هست بستگی دارد چه بخواهید. البته به قیمتش نمی ارزد چون دوستم oneplas3 گرفته واقعا محشره که متاسفانه ایران نمی اید.",1,1,2,4,2,3,3,4
"دوربين و سي پي يو",هيچي,"بیسته ولی امیدوارم دیجی کالا بایک قیمت خوب وبه زودی اراهٔه کنه",1,0,3,3,3,3,3,3
,,"هیچ نقصی نداره و فوق العادست.
فقط اینکه در ایران قیمتش بالاست.
شرکت هماتلکام نمایندگی موتورولا و لنوو رو گرفته. گوشی موتو زد رو میفروشه 2 میلیونو 300
حتما میخواد اینو 3 میلیون بفروشه!!!!
با اینکه خیلی دوستش دارم ولی اگر قیمتش بالا باشه نمیخرم.
هماتلکام مثل اینکه نمایندگی رو برعهده داره تا منحصرا خودش گرونفروشی کنه!!!!!
حیفه اگر این گوشی با قیمت معقول در اختیار عموم قرار نگیره",2,0,5,5,5,5,5,5
,,"من نمیدونم چرا اینقدر این گوشی رو دوست دارم!
اصلا یه چیز قوی و خاص و عالیه
حتما گوشی بعدیه منه وقعا فوق‌العادس!",4,0,5,5,5,5,3,5
,ندارد,"نقاط قوتش معلومه.
بسیار هم زیباست
با کلید هوک فوق العاده شیک (برخی میگن کلید هومش زشته و از روی عکس قضاوت میکنند)
واقعا بسیار زیباست
از لحاظ سخت افزار هم الان گوشیهایی که 1600 مگاهرتز با رم 2 گیگ هستند همه چی رو روون اجرا میکنند
دیگه این گوشی با رم 4 و سی پی یو 2200 گیگاهرت جای هیچ حرف و حدیثی باقی نگذاشته
نمیدونم از صفحه نمایش AMOLED و با پیکسل های بسیار بالاش بگم از ماژولهای بسیار بسیار کاربردیش بگم(که البته در ایران گرونه اگر بخوایم بخریم) نمیدونم از جنس بدنه بسیار محکمش بگم یا دوربین بسیار با کیفیتش؟؟؟
بعضی دوربینها الکی مینویسند 20 مگا پیکسل ولی کیفیتشون در حد 12 مگاپیکسل هم نیست
اما این گوشی با دوربین 21 مگاپیکسلیش از امتیاز 89 ممکن بین گوشیها در حال حاضر ؛ امتیاز فوق العاده 87 رو بدست آورده",5,0,5,5,5,5,5,5
"دوربين
نمايشگر عالي
بدنه آلومينيومي
نازک و زيبا
چيپست قدرتمند","کليد هوم
تک سيم","سلام گوشی بسیار عالی و خوش ساخت و قدرتمندیه وتقریبا میشه گفت چیزی کم و کسر نداره ولی تنها مشکل این وسط اینه که فقط واس آمریکای شمالی و اپراتور ورایزن و درصد کمی هم برای اپراتور ایریدیوم کامیونیکیشنز تولید میشه
گوشیهای آمریکایی واقعا عالین از همه نظر بجز: قیمتشون !! وگرنه هیچ ایرادی نمیشه ازشون گرفت",8,2,5,5,5,5,3,4
"دوربين عالي
باتري عالي
صفحه نمايش ال اي دي عالي
ظاهر و طراحي عالي و دکمه هوم بسيار زيبا
ماژولار بودن بدون اينکه بخواهيم باتري رو در بياريم",,"گوشیهای موتورو لا و بلکبری خیلی خاص هستند
افراد خاص هم این گوشیهای با کلاس و شیک رو دستشون میگیرند جنس فلزی که در این گوشی استفاده شده، شرکت ناسا در صنعت هوافضا بکار میبره. مقاوم ترین گوشی هوشمند تاریخ تابحال هستش مشخصات و قدرت و زیباییش هم جای حرف و حدیث باقی نگذاشته. شرکت لنووو امتیاز موتورولا رو خریده اما کماکان آمریکا این گوشی رو تولید میکنه و کیفیتش همونه حتی بهتر هم شده",6,4,5,5,5,5,5,5
"طراحي بسيار زيبا
ماژولار بودن و ضد ضربه بودن گوشي
دوربين بسيار قدرتمند و با کيفيت
باتري 3500 ميلي آمپري قوي
صفحه نمايش LED 2k با رزولوشن بسيار عالي","قاطعانه عرض ميکنم که ندارد","دوربین این گوشی در وبسایت معتبر dxomark رتبه دوم برترین دوربین رو با امتیاز 87 بدست آورده
خوشبختانه شرکت هماتلکام نمایندگی رسمی موتورولا رو در ایران گرفته و از مهرماه این گوشی به بازار ایران میاد.",9,1,5,5,5,5,5,5
,,"با توجه به رام بالا دوربین عالی باتری و مد های کاربردی و دیگر مشخصات گوشی فوق‌العادهای هست با اومدنش به بازار خیلی از گوشی های قدرتمند رو میزنه کنار گوشی‌هایی نزیر الجی جی 5 سامسونگ 7 اچ تی سی 10 و... وباید بدونید که تو بنچ مارک امتیاز 155000 رو آورده که هیچ گوشی نتونسته بالا تر از این رو بیاره",8,0,5,5,5,5,5,5
,,"با نقد و بررسی هایی که دیدم این گوشی گوشیه فوق العاده ایه
و همونطور که یکی از کاربران گفته بودند دکمه ی هوم رو خیلی خوب طراحی نکردند و میتونستند زیبا تر طراحی کنند .
میخواستم بگم که ماژولار های آن رو باید جداگانه تهیه کرد.
ولی در جعبه ی آن یه قاب با طرح چوب گذاشته شده.",4,0,4,5,5,5,3,5
"باتري قوي سخت افرار پشتيباني کارت حافظه صفحه نمايش سوپر امولد","موجود نيست","این گوشی حرف نداره فقط قیمتش میمونه",4,0,3,5,5,5,5,5
