positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"اندازه و وزن و باتري مناسب","رابط کاربري اصلا جالب نيست ، هنگ ميکند، امکانات نرم افزاري کم، دوربين ضعيف
کليدهاي لمسي home و back.واون يکي (اسمشو نميدونم) حتي در روز هم به سختي ديده ميشود .","یک سال پیش خریدم و اصلا راضی نیستم.",0,0,1,1,1,0,1,0
,"هنگ کردن","من این گوشی را 5 ماهه خریده ام ولی اصلا راضی نیستم همش هنگ میکنه و تو شهر ما زنجان نمایندگی نداره وسایل جانبی اش پیدا نمیشه",3,0,3,3,3,3,3,3
"اولش خوبه","خييييلي هنگ ميکنه","به نظر من نگیرید اینو واقعا بده",3,1,1,0,2,3,3,1
"نمايشگر عالي
ظاهر زيبا و خواص
سخت افزار قوي نسبت به قيمت","عمر باطري نه چندان زياد
بدنه پلاستيکي(با توجه به رده گوشي بد نيست )","سلام
تجربه 3 ماه کار با گوشی .
نسبت به قیمت عالیه . مشکل خاصی مشاهده نشده . باطری می تونست بهتر باشه ( حد اقل 3000mah )
کیفیت دوربین بالا نیست .",1,0,5,3,5,5,3,3
,هيچي,"دوستان بایه کم‌پول‌ بیشترمدلA7000بخریذ",2,0,3,3,3,3,3,3
"[""کيفيت بالا صفحه نمايش"",""کيفيت ساخت مناسب"",""قابل ارتقا به اندرويد5.0.2"",""کيفيت دوربين عالي"",""باطري بسيار قوي""]",,"این برند اینقدر خوب هست که اکثر چینی ها از این برند معتبر استفاده میکنند درست مثل برند هیتاچی در کشور ژاپن با این تفاوت که هدف هیتاچی صادرات نبود اما اهداف لنوو اهداف جهانیست.
در خرید برند لنوو شک نکنید مهم نیست چقدر میخواید برای گوشی با تبلت با لپ تابتون هزینه نکنید مهم اینه که لنوو باشه حالا هر مدلی که توان خربدش رو دارید",2,5,5,5,5,5,5,5
"[""هيچي""]","[""همه چي""]","اصلا ارزش نداره برین یه نگاه به گوشی های اسمارت بندازین",3,2,0,0,0,0,0,0
"[""به درد کسايي ميخوره که موبايل خوبي مثل آيفون دارن و اينو براي بيرون رفتن و اين چيزا بخرن""]","[""کيفيت کم هنگ کردم حجم کم 4gبه درد نخور کيفيت پايين دوربين داغ کردن زياد شارژ کم""]","یکی دو ماه اول خوبه ولی بعد با هنگ هاش 4gخرابش که قطع میشه داغ کردنش به خصوص حجم کم و شارژ کم به وسیله ای برای شکنجه دادن شما تبدیل میشه",1,3,4,2,2,2,4,2
,,"خیلی عالیه",2,1,5,5,5,5,3,5
"قيمت خوب
سخت افزار مناسب مانند پردازنده 64 بيتي
آپديت به اندرويد 5
باتري مناسب","گاهي مشکل فوکوس دوربين دارد
سويچ هاي روي استاتوس بار بالا قابل تغيير نيس","اگه مثل من 1000 تا برنامه روی گوشی نصب نمی کنین و دوربین هم خیلی براتون مهم نیست، یکی از بهترین گزینه ها این گوشیه.
کند نمیشه، فقط گاهی یه ذره دیر آنلاک میشه صفحه اش ولی حین کار مشکل کندی نداره.
باتریش با استفاده معمولی در حد روزی 20-25 دقیقه مکالمه و 40-45 دقیقه اینترنت، حدود 2 روز شارژ نگه میداره.
توی اندروید 4 امکان sound profile داره که خیلی خوبه ولی توی اندروید 5 این امکان از بین رفته.
در فاصله زیر 50 سانت ممکنه دوربین نتونه فوکوس کنه.
سویچ های روی استاتوس بار بالا مثل قطع و وصل وای فای، جی پی اس و... قابل تغییر نیس.
من گاهی باهاش فیلم هم میبینم. بدون گیر کردن پخش می کنه.
در کل بین گوشی های زیر 500 تومن، گوشی با این رزولوشن و این سی پی یو و رم و حافظه داخلی پیدا نمیکنید. ولی اگه به جای اینا دوربین مهمه براتون شاید گزینه های مناسب تری هم پیدا کنید.من برنامه زیاد نصب نمی کنم ولی اگه برنامه زیاد نصب میکنید مثلاً 10 تا برنامه پیام رسان، گوشی زیر 500 نخرید کلاااا!
بعضی دوستان به کندی یا داغ کردن اشاره کردن. من بازی نکردم با گوشی ولی با فیلم دیدن 1.5 ساعتی که اصلا داغ نمیکنه کندم نمیشه.",6,0,5,3,4,3,4,3
"[""صفحه قابل قبول ""]","[""رم پايين \nدوربين تار ""]","به هیچ عنوان پیشنهادش نمیکنم
از خریدنش پشیمون میشید",2,6,2,2,3,3,3,4
,,"دوستان به آندروید 5 آپدیت نکنید چون گوشی من ترکید ( هنگ - داغ - مرخص )",5,3,5,5,3,3,4,3
"صفحه نمايش بزرگ
تاچ خوب
کاربري اسان","دوربين ضعيف است","من برای نرم افزارهایی مثل تلکرام و واتس اپ و اینستا اینو گرفتم به عنوان گوشی دوم و گوشی کاری. اگر ایفون دستتون میگیرین یا امثال اون خب ممکنه در وحله اول کیفیت تو ذوقتون بزنه. دوربین 5 م پیکسلیً ایفون 5 به مراتب خیلی قوی تر از 8 م پ لنوو هست. به عنوان گوشی که مرتب و مدام بخواهین ازش استفاده کنید من پیشنهاد نمیدم، اما برای مصارف کم و گوشی دوم خیلی خوبه، یا اینکه برای افرادی که خیلی با گوشیشون بازی نمیکنن، باتری خوبی داره، یه کم زمانبره شارژش. از 100 امتیاز بهش 60 میدم",4,4,3,3,3,3,3,3
"[""سخت افزار وسرعت مناسب\nاينچ صفحه وکيفيت نمايش عالي \nاندرويد 4.4\nجفت اسپيکر\n""]","[""ندارد,تبليغات وپشتيباني بيشترلازم داره ""]","سلام خلاصه ازدیجی کالا خریدم,با این حال شهرستان بودم خیلی عالی پشتیبانی و به موقع دستم رسید, دوستان زیاد بین برندهای مختلف ورده قیمتی خودش تحقیق کردم به جز هوآوی که دوست نداشتم, بااین قیمت جز میان رده موردی یافت نکردم.من خیلی راضیم هم امکاناتش وهم ظاهری زیبا البته ظریف که باید مواظب باشید,دارد.خریدش توصیه میکنم موفق باشید.",4,1,3,3,3,3,3,3
[],[],"سلام من این گوشیرو تا چند روز دیگه لارم دارم لطفا موجودش کنید خیلی ممنونِ",0,1,3,3,3,3,3,3
,,"لطفا موجودش کنید",0,0,3,3,3,3,3,3
"قيمت بسيار مناسب",,"دیجی جان لطفا تا قبل از 18 اسفند به صورت شگفت انگیز موجودش کن.....
مرسی.....",2,1,5,4,2,3,3,2
"قيمت مناسب","دکمه هاي پايين چراغ نداره","دکمه های پایین چراغ نداره
کار کردن در تاریکی را سخت میکند",1,3,3,3,0,3,3,3
"صفحه نمايش
وزن
دوربين
طراحي مناسب
شارژدهي مناسب باتري","با توجه به قيمت ضعفي ندارد","گوشی بسیار سبک و خوشدستی است و هنگ و لگ در کارهای روتین کم دارد. از سیم کارت 4G پشتیبانی میکند ولی گاهی اوقات سیم کارت را گم میکند و باید گوشی خاموش و روشن شود.... اپدیت اندروید 5 چند ماه است که آمده ولی به نسبت 4.4.4 گوشی را کند میکند و من از اینکه گوشی را آپدیت کردم پشیمانم.",4,0,5,4,4,3,4,3
"معماري قوي سيستم پردازنده ها
صفحه مايش عالي","اندزويد 4.4.4. که خدا کنه آپ 5 براش بياد","با سلام از دیجی کالا میخوام که این محصولو برای عید تخفیف ویژه بزنه یه چیز در حدود یلدای شگفت انگیز بشه خیلی ممنون از سایت خوبتون",3,0,5,5,5,5,5,5
"همش نقاط قوت خصوصا کيفيت صفحه و دوربين وفلاش","به نظرم توي اين قيمت هيچ ضعفي نداره","ممنون از DigiKala و Lenovo واقعا کارشون عالیه",3,0,5,5,5,5,5,5
