positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"نمره 18","داغ ميکنه، البته نه اينقدر که ميگن من سوني v داشتم شايد يکم بيشتر از v گرم ميشه دوربينش تو عکس در حد 23 نيست ولي فيلم برداري 19","عالیه
گوش نکنید خیلی داغ نمیکنه",0,0,4,4,4,4,3,4
"صفحه نمايش يا کيفيت
دوربين عالي
حسگر اثر انگشت سريع ودقيق
سرعت بالا
تاچ عالي","گرم شدن که تو تمام گوشي ها وجود دارد","من این گوشی رو دو هفته است خریدم واقعا گوشی خوبیه از همه لحاظ تنها مشکلش گرم شدن که تونم تو اندروید 6.0.1 خیلی کم میشه",7,0,5,5,5,5,3,3
"همه چي","داغ کردن که سازنده هم ميگه طبيعيه.در ضمن موقعي که داغ ميشه در عملکردش هيچ تاثير محسوسي نميزاره.","من 5 ماهه که این گوشی رو دارم.باید بگم واقعا گوشی خوبی هست.به کسانی که میخوان بخرن ولی تردید دارن باید بگم که با خیال راحت بخرن.",6,0,5,5,5,5,5,5
,,"باسلام
من این گوش رو 1 هفته هست خریدم واقعا نمیدونم بعضی ها دنبال چی هستن
تمام وسایل جانبی این گوشی درجه 1 هست",5,0,4,4,4,4,5,4
"طراحي منحصر به فرد
جنس بدنه فوق العاده
اسپيکر با کيفيت
قابليت روشن و خاموش شدن صفحه با 2 بار ضربه
حسگر اثر انگشت سريع",,"با سلام خدمت دوستان عزیز
این گوشی از تمام جهات بی نظیره.عیبی نمیتونید ازش بگیرید، شما رنگ مشکی رو تو دست بگیرید، ببینید چه حسی بهتون دست میده. طراحی فوق العاده این گوشی همه رو متحیر میکنه. صدای این گوشی بسیار بلند و با کیفیته. تو اندروید 6.0.1 صداش بهتر شده. صفحه این گوشی رو برید با s7 و g5 مقایسه کنید تا متوجه بشید چقدر با کیفیته. نور صفحه بسیار زیاده و زیر آفتاب خوب عمل میکنید. آپدیت هم همیشه براش میاد، تا 2 سال دیگه آپدیت میده شک نکنید. تو 2 ساعت فول شارژ میشه. با نور 50 درصد 5 ساعت اسکرین میده، نیازی به نور 50 درصد ندارید، با 20 درصد هم قشنگ میتونید کار کنید و 7 ساعت اسکرین بگیرید. دوربین گوشی هم خیلی با کیفیته ، رابط کاربری دوربین تو اندروید 6 زیبا شده. 45 دقیقه راحت 4k میتونید بگیرید. گرمای این گوشی تحت استرس زیاد 39.4 درجه در قسمت پشت و 40 درجه در قسمت جلوی گوشی می باشد ، برای s6 edge میزان گرما تحت استرس زیاد 37.9 در قسمت پشت و 38.9 برای قسمت جلو می باشد(منبع تست گرما : نوت بوک چک). قابلیت و امکانات دیگر گوشی رو خودتون میدونید. موفق باشید.",16,0,5,5,5,5,5,5
"دوربين عالي
بلندگو استريو
اپديت هاي عالي سوني
صفحه نمايش
طراحي","باطري ميتوانست بهتر باشد
اضافه هاي فريم هنگام در دست گرفتن اذيت ميکنه","با سلام
یک گوشی عالی هست،من رنگ سبز رو خریدم البته از بازار،سرعت اجرای برنامه ها بعد از اپدیت به بیلد305 فوق العاده شده،من تو بیلد 224 حدود 7:45 دقیقه اسکرین آن گرفتم ولی بعد از بیلد 253 و 305 تا 6_7 پایین اومد.
کیفیت صداش فوقالعادس
صفحشم عالیه،میتونید با رقبا (نوت5 و اس6) کل بندازید و به خاطر زرد بودن صفحه اونا رو مسخره کنید،
وزنشم بدون گارد و گلس خیلی پایینه.
دوربین عقب فوقالعادس فقط باید به تنظیمات وارد باشید تا عکس هایی در سطح دوربین های کامپکت و حرفه ای بگیرید.
تو اپدیت آخر سافت شارژینگ هم اضافه شده که خیلی تو عمر بلند مدت باطری تاثیر داره،مثلا یک سال شب تا صبح شارژ کنید خراب نمیشه.",17,1,5,5,4,3,3,3
"همه چي","فقط گرماش که البته به خاطر مدل پردازنده هستش سوني کارش حرف نداره","گوشی واقعا قویی هست کیفیت دوربینش توی روز واقعا حرف نداره تو شبم با عکس برداری HDR عکس های روشن و خوبی میگیره ولی تو شب به ال جی جی4 نمیرسه. ضد اب بودنشم بگم که لیوان پر شربت روش خالی شد کلش رو گرفت و بردم زیر اب شستمش هیچ مشکلی پیدا نکرد",11,0,5,5,5,5,5,5
"طراحي و کيفيت ساخت
عکاسي لذت بخش با رنگ هاي واقعي و به دور از اغراق","دماي بالاي گوشي","نمیدونم تویی که داری اینو میخونی متوجهی اومدی سراغ چه گوشیی؟ یا نه؟! حد الامکان میخوام از سر و تهِ تعریف کردن از گوشی بزنم
گوشی رو اوایل مهر 95 رنگ مشکی دو سیم بدون هر گونه گارانتی از بازار موبایل خریدم طبقه دوم!
-طراحی و ساخت این گوشی عالیه
-سنسور اثر انگشت هم که کاملا رضایت بخشه و میتونین تا پنج انگشت رو بهش معرفی کنین
-درباره دوربین
وقتی تصمیم به خرید این گوشی گرفتم هیچ ذهنیت مثبتی نسبت به دوربینش نداشتم
اما الان منو راضی کرده
البته دوربین جلو نویز داره ولی عالیه ! دوربین اصلی هم تو شرایط نوری نا مناسب نتجه شگفت آوری تحویل شما نمیده
یه نمونه از عکسی که گرفتم رو براتون میذارم که تو شرایط نوری مناسبِ با تظیمات خود کار و 8 مگاپیکسل
-مورد بعدی درباره دمای گوشیِ اندروید گوشی من پنجِ ، اینو گفتم چون بعضی جاها خوندم با آپدیت شرایط درباره دمای گوشی تغییر کرده
اگه قبل از خرید این گوشی گوشی رده بالا داشتین مثلا اس فور سامسونگ
داغ کردن این گوشی براتون کاملا عادی جلوه میکنه /اما من یه اکسپریا یو داشتم که طبیعتا اصلا داغ نمیشد واس همین موقع کار با این گوشی اذیت شدم
قسمت بالای گوشی کنار دوربین داغ میشه، آقا واقعا داغ میشه گرم میشه ولرم میشه نه! داغ میشه
اما الان اونم عادی شده برام و اصلا دلیل نمیشه که این گوشی رو به کسی پیشنهاد نکنم
اگه میخواید اذیت نشین، وقتی گوشی تو شارژ اصلا سمتش نرین
درباره فست شارژ هم بگم که تو نیم ساعت پنجاه درصد پر میشه و باطری با استفاده روزمره و اتصال به وای فای و مقدار کمی گیمِ آنلاین، روزی یک بار حداقل باید شارژ بشه
از هندزفری که همراه گوشی بهم دادن هم راضی نبودم
به حدی که تو اتوبوس جا گذاشتمش
اسپیکرای خود گوشی همونطور که میدونین دو تاست و واقعا صدای فوق العاده ای داره اما به اس سیکس سامسونگ نمیرسه به هیچ وجه!
تو تنظیمات صدای بخش موزیک پلیر پیش فرض گوشی هم کلی امکانات گذاشتن با اسامی اختصاری عجیب وغریب گه وقتی فعال کنید صدا بلند میشه
من واقعا متوجه تفاوت اون چند تا گزینه نشدم همش یه کار رو انجام میداد
و در یک کلام
این گوشی زیباست و کارا
در خرید این گوشی جای هیچ تعللی نیست حتی داغ کردنش نمیتونه دلیل قانع کننده ای باشه",22,1,4,5,4,4,5,4
"ميتونم بگم همه چيزش که دروغ هم نيست","شايد شايد شايد يه نمه گرم شدن","این یه گوشیه فوق العاده است
هرچیزی که از یه گوشی انتظار دارین رو این گوشی حدودا تا 2020 قدرتش رو داره
یعنی واقعا همه فن حریف
من خودم اولین زد سونی رو دارم [ Sony Xperia Z ]
و اینم بگم که گوشی رو هر روز در حد ساواک شکنجه کردم اما جیککش در نیومده
واقعا باید به سونی گف LIKE
اینم بگم وقتی میرین این گوشی رو بخرین حدود 90 درصد فروشنده ها میگن j7 سال 2016 از این بهتره اونو بخر. چرا اینو میگن چون از سونی واسشون سودی بدست نمیاد
اما بهترین جواب واسه اونا اینه که ( ما اصالت و کیفیت رو ترجیح میدیم )
ممنون",21,5,4,5,5,5,5,4
"صفحه نمايش عالي
رابط کاربري دلنشين روان و سريع بدون لگ يا هنگ
طراحي زيبا و دوست داشتني ( البته سليقه افراد فرق داره)
حس گر اثر انگشت سريع و کار آمد
قدرت پردازشي فوق العاده + قدرت گرافيکي عالي + و ...","هيچ گوشي نمي تواند رضايت همه را جلب کند. هرگوشي باشه بالاخره يکي پيدا ميشه يه ايراد بگيره","من یک هفته است این گوشی را خریدم. واقعا ازش راضی هستم و دوسش دارم. با انجام تنظیمات دوربین میشه عکس های عالی گرفت. البته نباید انتظار یه دوربین عکاسی حرفه ای رو داشت. بدنه داغ نمی کنه فقط گرم میشه اونم فقط در مواقعی که بسیار زیر فشار بذارید گوشیو( که در همه برند ها مشاهده میشه این موضوع). امکانات نرم افزاریش عالیه به محض اولین استفاده به اندروید 6 آپدیت شد . بدون هیچ افت سرعت و مشکلی کار میکنه. موزیک پلیر سونی هم که دیگه نمیشه ازش گذشت.
حسگر اثرانگشتش خیلی باحاله.
عمر باطری خوبه . اگر با گرم شدن بدنه در اثر کارهای سنگین مشکلی ندارید ( البته همه برند ها گرم میشن و فقط گرم شدن این گوشی بنا به حساسیت های ایجاد شده برجسته نمایی شده) در خریدن این گوشی اصلا تردید نکنید. فقط مواظب باشید که گوشی اصل بخرید. گوشی اصل باشه نه خراب میشه نه در آینده مشکل خرابی پیدا می کنه مگر اینکه خودتون بلایی سر گوشی بیارید.
اگر با این گوشی یک شارژر سریع و یک هندزفری سونی MDR-NC750 تهیه کنید دیگر هیچ کم و کسری ندارید.
با این گوشی بدون دردسر و مشکلی زندگی تون رو کارآمد میتونید بکنید.

اگر خواستید بخرید گوشی اصل تهیه کنید. موفق باشید.",13,0,4,5,5,5,5,4
