positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"دوربين
ماندگاري باتري
رواني و خالصي سيستم عامل
اصالت
کيفيت بالاي صفحه نمايش با وجود فول اچ دي بودن",,"دوستان عزیز.باید بدونید سری x و z علی الخصوص گوشی xz با وجود پایین تر بودن حافظه رم دستگاه که در پرچمداران 2016 که معمولا 4 یا 6 است تونسته در بسیاری از تست ها و مقایسه ها سربلند و پیروز بیرون بیاد.امسال هم سونی از لحاظ نرم افزاری در کنار موتورولا روان ترین و کم لگ ترین ها سیستم ها رو داشتند....سونی در xz بهبود های بسیاری در قابلیت های دوربین xz قرار داده..در کل باید بگم سونی یکی از اصیل ترین و قدرتمندترین شرکت ها در عرصه تکنولوژی است و بدون فکر و بی گدار اقدام به معرفی محصولی نمیکنه همانند شرکت های دیگه(سامسونگ،الجی،اپل،اچ تی سی..به جز چینی ها)",9,0,4,5,4,5,5,5
"همه چيز به جز طراحي",طراحي,"نمیدونم این سونی کی میخواد از این طراحی مستطیل شکل دست برداره خدایی خیلی زشته همه گوشی هاش شبیه همن",1,16,2,3,3,3,1,3
,,"درسته شیاعومی گوشیه خوبی هستش و در واقعیت عالیه خب این جور گوشی ها در خیلی از شهر ها نمایندگی نداره بیشتر در شهر های مهم مثل تهران نمایندگی داره گوشی باید طوری باشه که اگر در هر شهر نمایندگی های زیاد داشته باشه مثلا در شهر یزد خودمون پوستر ها و بنر های xperia xz و galaxy s7 را گذاشته و حتی الجی پس نشون میده که این 3 برند دارای نمایندگی های قوی هستش الان هم xz در برابر شیاعومی بد نیست و خیلی نسبت به note 7 و one plus 3 گه رم 6 داره خیلی بهتر عمل کرده و گوشی هایی با اسنپدراگون 821 هست که در ایران زیاده همین xz بعدش حتما گوشی با اسنپدارگون 821 میاد رم 3 xz از سامی بهتره وقتی میبینی 1.5 این گوشی خالیه و سامسونگ با رم 4 فقط 1.2 گیگ رمش خالیه پس نشون میده که رم 3 سونی به اندازه رم 6 ساسمونگ هست همچنین اپل با رم 1 تمام بازی های سنگین را به راحتی اجرا میکنه و اسنپدراگون 820 سونی در بنچ مارک با 3d 60000 که امتیاز فقط در قسمت 3d هستش و گوشی دیگه با اسنپدارگون 820 مثل الجی با 3d 48000
پس به اعداد و رقم دقت نکنید این امتیازات مربوط به بخش حرفه ای نرم افزار سونی مربوط میشود",5,1,5,5,4,5,5,4
"اصالت ، سابقه .","مگه اينکه علم کامل بشه و پيشرفت متوقف بشه تا اين قسمت خالي بشه.","با عرض سلام خدمت دوستان
دلیل اینکه دی جی دیگه سونی و اپل موجود نداره رو نمیدونم ولی با شناختی که دارم حتما منطقیه.
ولی من نتونستم صبر کنم و ریسک کردم و از یه سایت دیگه خریدم(خیلی دلم میخواست از دی جی بخرم)
من در حدی نیستم به حرفه ای ها توصیه ای بکنم ولی به اونایی که زیاد به تبلیغات اعداد و ارقام توجه میکنن یه مثال قابل فهمتر میزنم
بازار پر شاسی بلنده رنگارنگ و با امکانات عالی و .....
ام وی ام ،لیفان،هیوندای،کیا،.....
ولی لندکروزه تویتا و جی ام سی جنرال موتور کجا و اینا کجا!!
مثال بیربطی بود ولی بنظرم میشه برا درک مطلب استفاده شه!
بنظرم سونی و اپل فرق دارن با بقیه
منم سونی به خاطر 2سیمش انتخاب کردم وگرنه اپل در همین حد هستش شایدم سرتر و البته گرونتر.",9,0,5,5,5,5,3,4
,,"دوستان گوشیهای سونی واقعا محشرن اما اگر میخواین کیفیت یک گوشیرو نسبت به بقیه بسنجین با چند مدل محدود مقایسه نکنین.شما این گوشیرو با سامسونگs7 یا هواویmate8مقایسه میکنین،اما اگه دیدگاهتون رو باز تر کنین میبینین که گوشیهای دیگه ای هم هستند که بهترن من خودم به شخص گوشیه ی شیائومی mi note2اج رو انتخاب میکنم چون دارای مشخصات زیر:
پردازشگر 821اسپندراگون،دوربین 22/5و سلفی8،صفحه OLEDبا فناوریAMOLED و 128گیگ حافظه ی داخلی خب با این تفاسیر فکر کنم حالا بتونین انتخاب کنین و قیمت این گوشی پس بهتر مقایسه کنین",4,15,2,2,4,3,3,2
"دوربين عالي طراحي جديد اسپيکر استريو عالي",ندارد,"بسیار عالیه وقتی باهاش کار کنید متوجه خواهید شد",16,2,3,5,5,4,5,4
"همه چي",هيچي,فوق‌العاده,14,3,5,5,5,5,5,5
,,"من نمیدونم چطور این رو با میت 8 مقایسه میکنید!! از چه لحاظ این دو تا با هم مقایسه میشن؟! میت 8 در حد Z5 هم نیست چه برسه به XZ!
پردازنده 950 هواوی رو با 820 کوالکام مقایسه میکنید؟!! مگه همه چیز به تعداد هسته هاست؟! 820 حداقل 30-40 درصد قدرتش بالاتره!! سری Z5 که پردازنده 810 دارن با آپدیت به اندروید 6 بنچمارک بالای 90 هزار میگیرن یعنی برابر با Mate 8 !! به هیج وجه 820 رو با پردازنده 650 هواوی مقایسه نکنید!
از لحاظ دوربین، صفحه نمایش، طراحی و... از هر لحاظ یک سرو گردن از میت 8 قویتره!",28,2,4,4,4,4,4,4
,,"طبق بررسی اکسپریان باتری این گوشی میتونه با برایتنس 50% و ولوم 50% حدود 14 ساعت ویدیوی 720p پلی کنه که این واقعا برای باتری 2900 میلی آمپر ساعت فوق العادست...اگه به باتری این گوشی شک داشتید ، دیگه نداشته باشید",18,2,5,5,5,5,5,5
,,"گوشی میت 8 پردازنده ش چهار هسته ای نیست برادر، هشت هسته ای ولی به صورت دو تا چهار هسته ای،که فرکانس هر جفت چهار تایی از فرکانش پردازنده این گوشی سونی بالاتره، خوبه مشخصات میت8 توی همین سایت هست! یه نگاه بنداز د نیست! در ضمن یه نگاهی هم به مشخصات پی 8 بنداز!",1,19,3,3,3,3,3,3
"دوربين و طراحي ظاهري",ندارد,"من امتیاز کامل رو به شاهکار جدید سونی میدم شاید بعضی از دوستان نقطه ضعف این مدل رو باطری 2900 میلی امپر ساعت اون بدونن ولی کاملا در اشتباه هستن درسته که حجم باطری نسبت به مدل قبلی یعنی xperia z5 تغییری نداشته ولی xperia xz مصرف باطری رو بهینه کرده وگرنه افزایش حجم باطری کار چندان مشکلی نیست سونی با بهینه کردن میزان مصرف زمان کارکرد رو افزایش داده و این خیلی ارزشمنده",20,2,5,5,5,5,3,5
"اصالت
زيبايي
بنچمارک 145000",ندارد,"گوشی xz بهترین گوشی آندرویدی در حال حاضره .گوشی همه چیزش دوربین نیست اصالت ، زیبایی و خاص بودن نشانه های برتریه که سونی همه چی تمومه در کنار اینا سرعت ، روانی و بدون لگ و هنگ بودنه که باز سونی مخصوصا سری z وx قابل قیاس با محصولات دیگه اندرویدی نیستن مخصوصا تلفیق این دو سری که شاهکاری به اسم اکسپریا ایکس زد شده یه سر به یوتیوب و یا آپارات بزنید میبینید این گوشی به لحاظ تست سرعت به راحتی ایفون 7 و نوت 7 و اچ تی سی 10 رو مغلوب میکنه و با بنچ مارک 145000 همردیف نوت 7 قرار داره ولی به لحاظ رابط کاربری خالص تر از روانی و سرعت بالا تری برخورداره .",21,2,5,5,5,5,5,4
"همه چيزش","مگه ميشه سوني داشته باشه","باز هم شاهکاری دیگر از برند محبوب در همه جای دنیا به جز ایران که فقط سامسونگ رو دوست دارن چون گوشی بی کیفیت و ارزون رو وارد ایران میکنه و فروشندگان هم براحتی میتونند روی کالاهای سامسونگ بکشند و سود بیشتری ببرند به خاطر همینم هست که هر جا برین میگن فقط سامسونگ",21,4,5,5,5,5,5,5
,,"من دیروز بیرون کامل بررسیش کردم ،
صفحه نمایش : بلاخره صفحه نمایششو سونی یه بهبود کلی داده نسبت به نسلهای قبلش واقعا عالی شده بود عمق رنگ مشکی خیلی خوب بود و باعث شده بود رنگها گرم تر و اشباتر شده در کل خیلی خوب خوب صفحه نمایش ولی هنوز به پای s7 edge نمیرسه و از iphone 6 بهتر شده چون من این دوتا گوشیو خودم دارم اونجا مقایسه کردم ،
دوربین: دوربین سلفیش عالی بود کیفیتش هم از s7 edge بهتر بود هم از iphone 6 دوربین عقبشم خیلی بهتر شده واضحتر پر کنتراست تر ولی به پای s7 edge نمیرسه هنوز در کل دوربیناشم عالیه بخصوص دوربین سلفی.
پردازنده: سرعتش عالی نه سونی نه سامسونگ بخاطره سیستم عامل اندروید هیچوقت گوشیاشون به روونیه iphone نمیرسه ولی خیلی نزدیک شدن xz بنظر من یکی از رونترین اندرویدای بازاره الان.
طراحی: ظاهرش فوق العادس من تو عکسها و فیلمها دیده بودم ولی از تا نزدیک نبینین متوجه نمیشین چه طراحی فوقالعاده ای کرده سونی هم از نزدیک جم وجوره هم تو دوست میگیره خیلی حس خوبی داره اصلانم ضخامتش حس نمیشه
نتیجه : من این مطلبو نوشتم واسه اونایی که وقت نمیکنن برن بدون تعصب فقط سعی کردم کمکی باشه واسه اونایی که میخوان بخرن ولی خریدش الان زوده یه چند ماه بگذره افت کنه بهتره بنظره من چون گوشیای سونی زود قیمتش میاد پایین ، مرسی از سایت خوب دیجی کالا .",21,2,5,5,5,5,5,5
"صفحه نمايش خيلي با کيفيت
دوربين خيلي عالي
تاچ عالي","شيار حافظه با رم يکي","خیلی با کلاس و شیکه اگه در خریدش شک داری حتما بگیرید همه چیز عالی",18,1,4,5,5,5,5,4
"زيبايي در طراحي","نداشتن نقطه ضعف","دوست عزیز میت 8 اخه گوشیه بزرگتر از این کم اوردن جلوش خود میت 8 هم چهار هسته هست بدون اطلاع نظر دادن جالب نیست
پردازنده (cpu)
HiSilicon Kirin 950
هست که مقابل snapdragon 820 چیزی نداره برای گفتن
128 گیگابایت رم بیشتر روش جواب نمیده ولی سونی xz هست 256 گیگابایت
برای میت 8 اتصال microUSB v2.0 هست ولی سونی xz هست USB Type-C
و...",19,6,4,4,4,5,5,4
"دوربين عالي حافظه بالا ضد داغ شدن طراحي عالي سخت افزارقوي اپديت شدن اتوماتيک ضداب بودنش",ندارد,"من ازنزدبک برسیش کردم عالی بودهرچی بودگفتم",18,5,5,5,5,5,5,5
"آندرويد 6
صفحه نمايش
اندازه","فقط 4 هسته هستش
باتري ضعيف","سلام دوستان به نظر گوشی خوبیه ولی متوسط است پرچمدار نیست لطفاً یک مقایسه با MATE 8 بکنید تا متوجه بشید",5,44,3,3,3,3,3,3
"دگ همه ميدونن حرف نداره","باطريش يکم 2900mAm","اخه یعنی چی
باطری Z2 از این قوی تره
رمش هم با توجه به کاربری سونی عالیه (قابل توجه بعضی ها)
کاشکی گلدش هم مثل Z5p میزد ولی حالا بازم آبی جنگلیش خوبه
من صبر میکنم قیمتش بیاد پایین برای عید میخرم",16,4,3,5,5,5,5,4
"از همه لحاظ",نداره,"سونی کارش حرف نداده",21,2,3,3,3,3,3,3
,,"از طراحیش خوشم اومده. قصد دارم یه آیفون 7 بگیرم و یه اپل واچ سری 2. احتمالا اپل واچ رو نگیرم و به جاش این گوشی رو بگیرم. از طراحیش خوشم اومده. اولین گوشی سونی هستش که خوشم ازش اومده.",18,4,3,4,3,3,4,3
"دوربين خوب،طراحي","ميتونست سخت افزار قوي تر و صفحه بهتري داشته باشه","خیلی خوشگله سخت افزارشم بد نیست دوربین خوبی هم داره در کل گوشیه خوبیه من با هاش حال میکنم",10,5,5,5,4,4,5,3
,,"دوستانی که میگن این گوشی در بربر پرچم دادا بد عمل کرده و پیشرفتی نداشه لطفا یه نگاهی به فیلم های گوشی یا به بازار بروند تا تفاوت را احساس کنی یکی این که سرعتش نسبت به xperia x performance حدود چندین برابر شده و سرعتش در تست ها از one plus 3 و galaxy s7 edge و note 7 و htc 10 بالاتر بوده در حالی که xperia x performance از همشون سرعت پایین تری داشت اینجا نشون میده که سونی گوشی رو از نظر سخت افزاری بهبود داده لطفا در تست ها عمل کرد لرزشگیر این چوشی رو ببینید و اگر به بازار های گوشی دسترسی دارین حتما تست بزنید و د اینگوشی در تست antutu که بعضی ها میخوان بدونن این گوشی یعنی xperia xz در تست اورد 144600 که خیلی پیشرفت بالا یی داشه طراحی این گوشی نسبت به xperia x performance بسیار زیبا تر شده و از دیجی کالا خواهشمند هستم که این گوشی رو بیاورد و ویدیو نقد و بررسی بگذارد و در جواب دوستی که گفت مشکل داغی نداشته باشه نه دیگه نداره چون دیگه تجربه پیدا کرده داغیش هم در تست ها دیدم گوشی های قبلیش دمای cpu تا 62 میرفته ولی الان تا 48 بیشتر نمیره که نگرانی همه دیگه رفع شه",23,2,5,5,4,5,5,4
"باتري
دوربين
ip68","عدم نو اوري","ینی خدایی هیچ چیز جدیدی نداره
چند تا قابلیت داره مثلا شارژ سریع یا حسگر اثر انگشت که اونا رو مجبوره بزاره چون الان همه گوشیا دارن ولی یه چیزش خوبه که ضد ابه
در ضمن امیدوارم مشکل داغ شدن بیش از حد رو نداشته باشه",6,36,4,4,4,4,4,2
,"صفح نمايش ضعيف گوشي","سونی کیفیت خوبی داره ولی فقط یک عیب بزرگ داره اون هم صفحه نمایششه ips رو هر چقدر هم روش کار کنی به پای amoled نمیرسه شما مجبوری نور گوشی رو تا اخر بزاری تا بتونی با گوشی خوب کار کنی اخه این چه کاریه حیف سونی نمی دونه چه گیری داده به این صفحه نمایش اول که tft بود ول نمی کرد حالا هم این برند های دیگه حداقل بهتر رو ips کار می کنند مثل htc و lg ولی سونی متاسفانه خیر تا وقتی که صفحه نمایششو درست نکنه به معروفیت زمان قبل sonyericson نمیرسه",7,37,1,3,2,3,4,1
