positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"دوربین بینظیر 21 مگاپیکسل که حتی پرز های ریز فرش رو هم عکس میندازه",1,1,5,5,5,5,5,5
"رم بالا
باتري قوي
سخت افزار قدرتمتد",,"تا مدت ها شمارو بی نیاز میکنه از خرید گوشی بالاتر",2,1,5,5,4,5,5,4
"تکنولوژي صفحه نمايش LTPS
رم 4","پردازنده متوسط","بنظرم خیلی این قیمت واسه گوشی ای که از پردازنده MT6797 یا همون Helio X20 استفاده میکنه زیاده. درمقایسه با گوشی شیائومی مدل redmi note 4 که همین پردازنده رو استفاده میکنه این قیمت خیلی بالاست.",2,3,2,3,2,3,3,2
"بدنه فلزي پردازنده 10 هسته رم 4 حافظه 64 که تقريبا 44 گيگ در دسترس حس گر چشم و اثر انگشت قابليت فست شارژ باتري 4050 ميلي آمپر قوي صفحه نمايش فول اچ پس 6 اينچي اصلا هم گوشي سنگين نيست ودوستان اشتباه گفته بودن","صفحه نمايش به نظر کم رنگ يا شايدم مات ساخته شده که چشم آسيب نبينه","من صبح سفارش دادم دقیقا یک روز بعد بدستم رسید یعنی تو 24 ساعت
بدنه فلزی پردازنده 10 هسته رم 4 حافظه 64 که تقریبا 44 گیگ در دسترس وصفحه نمایش به نظر کم رنگ یا شایدم مات ساخته شده که چشم آسیب نبینه از نظر قدرت سخت افزاری عالی و باتری توی نیم ساعت از 20 درصد به 70 شارژشد وقابلیت فست شارژداره سوکت شارژشم USB type cو یه تبدبل به micro USB توجعبش هست به همراه هندزفری وقاب و گلس حس گر چشم و اثر انگشت هم داره باتری 4050 میلی آمپر قوی صفحه نمایش فول اچ پس 6 اینچی اصلا هم گوشی سنگین نیست ودوستان اشتباه گفته بودن",4,0,5,5,5,5,5,5
"حافظه.رم . دوربين. باتري",,"خوش قیمت ترین فبلت با این قدرت",1,0,3,3,3,3,3,3
"پردازشگر فوقالعاده قوي
رم 4 گيگ
باتري",وزن,"اول از همه بگم که مطمئنم که اگه واسه چشم و هم چشمی میخوای گوشی بخری سمت این گوشی نیا چون چیزی که میخوای رو بهت نیمده
تو نگاه اول گوشی یکم بزرگ و سنگینه ولی خیلی خوش دسته شاید بگین چه فرقی داره همشون یه مکعب فلزی هستن ولی این مکعب فلزی فرق داره ارگونومی این گوشی طوری طراحی شده که تقریبا خودش میچسبه به دست ولی به خاطر 200 گرم وزن شاید بیشتر از نیم ساعت نمیتونید تو دستتون نگه دارید و باید یه تکونی بخورین
یکی از نقاط قوت این گوشی پردازنده و یار همیشگی پردازنده (رم) هست که بدون شک از iphone 7 plus قوی تره (بدون شک) بیشتر بخوام توضیح بدم : پردازنده این گوشی فرکانس 2 گیگاهرتز داره با ضریب 10 که میشه گفت هنوز هیچ بازی نیست که بتونه بیشترین کار رو از این پردازنده بکشه و همچنین رم 4 (واسه ایفون 7 پلاس 3 هستش) و خب رو یه حساب دو دوتا چهار تا قطعا این گوشی میتونه بازدهی بیشتری از اپل داشته باشه و البته پردازنده گرافیکی که یکی از قوی ترین مدل های MALI هست رو این گوشی نصب شده که این گوشیو نصبت به Galaxy s6 برتری میبخشه
حافظه داخلی 64 گیگ عالیه نصبت به این قیمت که حتی که 4 گیگ خود سیستم اشغال کنه 60 گیگ برای شما خالی میمونه
یکی از مشکلات این گوشی ساپورت نکردن OTG هستش ولی خب نمیشه بهش گفت عیب یا نقطه ظعف چون جای usb-2 پورت USB از نوع C برای این گوشی قرار گرفته که خودش تبدیل به نقطه قوت میشه
این گوشی جز معدود گوشی هایی بود که باتری قوی تر از 4000 میلی امپر داره که میتونه خیلی راحت پاسخگوی این سخت افزار باشه و شاید دلیل وزن زیاد هم باتری قدرتمندش باشه
دوربین عقب گوشی واسه عکسبرداری چیز خوبیه ولی اگه میخواین دائم فیلمبرداری کنید من گوشیه huawei nova plus رو به شما پیشنهاد میکنم
کیفیت صفحه این گوشی FULL HD هستش که خب شاید نتونه مناسب فیلم های اولترا اچ دی یا 4k باشه اما به لطف تکنولوژی ساخت این صفحه نمایشگر شما مشکل داغ شدن گوشی رو ندارید LTPS آخرین فناوری LCD هستش که عرضه شده و نقطه ضعفی مثل زاویه دید کم یا مصرف زیاد انرژی یا اغراق در رنگ ها نداره و تمام نقاط قوت رو میشه داخل این فناوری دید
پس در خرید این گوشی درنگ نکنید اما قبلش یه سر به بازار موبایل بزنید و خودتون گوشی رو تو دستتون بگیرید و با گوشی هایی مثل آیفون 7 یا گلکسی اس7 مقایسه کنید
در آخر بگم که تو این رنج قیمت هرگز نمیشه این سخت افزار رو پیدا کرد اما به لطف برند این شرکت برای اینکه بتونه بازار رو تصاحب کنه داره با قیمت خیلی پائین گوشی های خودشو عرضه میکنه و انتظار نداشته باشید که تا یک سال دیگه باز هم این کارو انجام بده Techno Phantom 6 PLUS",5,6,5,4,5,3,4,4
"بدنه فلزي","شايد اگر سايزش کوچيکتر بود بهتر بود","خیلی خوبه که با این قیمت مناسب،این گوشی از همچین پردازنده قدرتمند که ساخت کمپانی معتبری استفاده کرده،و همچنین دوربین بسیار خوبی داره،",10,0,3,5,5,5,3,3
"کيفيت ساخت عالي","نداشتن nfc","من این گوشی رو امروز خریدم. البته نه از دیجی جون.
گوشی عالیه . گرچه برندش ناشناخته است. ولی همه چیزش در حد گوشی های پرچمدار ساخته شده.
حتی کاور و گلس و هندزفری هم داره
جعبه بززگ که به صورت پک بسته بندی شده و با کلاسه
شارژر فست هم داره
رنگ گلدش خیلی قشنگه
کیفیت اسپیکرش عالیه
دوربین عقبش بیست مگا پیکسل سونی. عکساش حرف نداره.
خاصه نسبت به قیمتش خیلی می ارزه.
شاد باشین",9,2,5,4,4,4,4,4
,,"این گوشی تی اف تی نیست دوستای عزیز فناوری ال تی پی اس داره که جزو جدیدترین تکنولوژی هاست.",7,0,3,5,5,4,5,3
"دوربين عالي",هيچ,"همه چی عالی",1,1,3,3,3,3,3,3
,,"بعید میدونم بشه بهش اعتماد کرد",1,5,2,1,5,3,3,1
,,"کلا باید سمت گوشی که صفحه تی اف تی داره نری",39,19,3,3,3,3,3,3
