positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"بجز پشتيباني فقط 2G بقيه فاکتورها در کل خوبه","2G تو اين دوره زمونه عقلاني نيست","آخه 2G چیه انصافا کل امکانات گوشیو برده زیر سوال
واقعا فاجعست ولی بقیه امکاناتش عالیه که بدون 4G تقریبا انگار Nokia 1100",1,0,3,3,3,3,5,0
"فلز و شيشه",2Gبودنش,"من که شوکه شدم فقط 2G پشتیبانی میکنه!!!!!!
واقعا باور نکردیه،وقتی که گوشی ها پیشرفته تر و سرعت اینترنت بیشتر میشه جای تعجب داره همچین گوشی خوبی 3G و 4G پشتیبانی نکنه",4,1,3,5,1,4,4,2
,,"عالی دراین محدوده قیمت ازهمه سرتره",1,1,3,3,3,3,3,3
"طراحي و دوربين",شبکه,"در پاسخ دوست عزیز آقای طهماسبی : ... بله ، مطمئن باشید که فقط از 2g پشتیبانی می‌کنه . من خودم این گوشی ( 16 گیگ ) رو خریده بودم که البته پس دادم . شرکت گارانتی این محصول ( هما تلکام ) تایید کرد این مطلب رو ‌‌‌.... و در جواب کاربر گرامی که بیان کردند در ایران اینترنت رو پشتیبانی میکنه ، بنده منظورم اینترنت خود گوشی و از طریق سیمکارت بوده والا خب وای فای که البته باید داشته باشه !!! . این مطلب که در چین فقط از 3g و 4g پشتیبانی می‌کنه رو با استناد به یکی از سایتهای معتبر خارجی بیان کردم و اینکه اشاره کردن خودشون این گوشی رو دارند و نت رو پشتیبانی می‌کنه احتمال قریب به یقین نسخه ی 32 گیگ این گوشی رو دارن که فعلا در سایت موجود نیست ... موفق باشید",2,2,1,4,0,3,5,3
دوربين,"اينترنت2g،نداشتن اثرانگشت","باعرض سلام،من نمیدونم این گوشی واقعا اینترنتش2Gیاعوامل دیجی کالا اشتباه نوشتن اگرواقعا اینجوری باشه اصلا ارزش خرید نداره بااین پولی که ادم میده میتونه یه گوشی خیلی بهتر بگیره مثل j5 2016که هم صفحش سوپرامولده هم 4gداره هم ارزونتره یا گوشی های دیگه باقیمت کمتر وامکانات بیشتر،شاید هم این مدلش تفاوت های دیگه ای هم با مدل 32گیبش داشته باشه که اینجا ننوشته باشن،اگرمیخوایین لنوو بگیرین مدلای دیگه هم توی این رنج قیمت هست که هم 4gدارن و بعضیاشون اثرانگشتم دارن،هرکسی یه انتخابی داره ولی به نظرمن وقتی اینقدرهزینه برای خرید گوشی میکنیم انتظارمون بیشتره و",1,1,3,3,3,3,3,3
"ظاهر فوق العاده زيبا، دوربين عالي",هيچ,"با اینکه قبل از خرید گوشی خیلیا می گفتن که چون لنوو خیلی شناخته شده نیست و در ایران نمایندگی نداره با خرید این گوشی مشکل پیش میاد، ولی من الان حدود 7، 8 ماهه که گوشی رو خریدم و از هیچ نظر مشکلی نداره. عالیه از همه نظر. طراحی و ظاهرش هم که حرف نداره و از این نظر کاملا بی رقیبه و هر کسی اونو می بینه نظرش همینه، و با دیدن این گوشی اصلا هیچ گوشی دیگه ای به چشم من نمیاد. دوربینش عالیه و در کل به نظرم گوشی خیلی کاملی میرسه. از نظر زمان نگهداشتن شارژ هم نسبتا خوبه
در مورد اینترنت هم قابلیت استفاده رو داره در ایران، بر خلاف نظر دوستان",4,2,5,5,5,5,5,5
"عالي.دوربين همه کاره",هيچ,"عالی
من مدل لنووA7000ودارم عالیه.دوستان بااین قیمت مفت عالی.بجای هواوی لنووبخرید.لنووفوق العادست",4,2,3,3,3,3,3,3
"طراحي ، دوربين",شبکه,"فعلا که در سایت ناموجود است، ولی در جریان باشید که این نسخه ( 16 گیگ ) که Lenovo Z90-3 هستش به هیچ عنوان حتی از 3G هم پشتیبانی نمیکند ( حسب اعلام شرکت هما تلکام). به عبارت بهتر این گوشی فقط در خود چین قابلیت استفاده از شبکه های 3G , 4G را دارد و در کشورهای دیگر ( از جمله ایران) فقط می تواند نقش یک دوربین دیجیتال خوب را ( با توجه به دوربین خوبش) ایفا کند ...",15,2,1,4,0,3,5,3
"لرزشگير دوربين رم سه گيگ قيمت مقرون بصرفه جنس بدنه مرغوب محافظ گوريلا گلس پردازنده ي قوي وبروز منوفارسي","نداشتن حسگراثرانگشت طراحي نه چندان دلچسب اندازه کوچک صفحه نمايش باتري متوسط لبه هاي حجيم خصوصا از بالا وپايين حافظه ي کم نبود لوازم دربازارايران","این مدل لایت لنوو وایب شات هستش و بطور کلی گوشی های لنوو جون سخت وبا دوام هستن. طراحیش میتونس بهترباشه واینکه باوجود قیمتهای خوبشون تو کشورما طرفدار زیادی ندارن مثل برند شیامی که واقعا ارزونن با توجه به امکاناتشون.
شاید دراینده نسلهای بعدی ما بما با دید دیگه ای نگاه کنن که چرا برند برامون ازکارایی خودگوشی مهمتر بوده ،توصیه میکنم از برند لنوو وگوشیهای خوبش ساده نگذرید.",7,4,3,3,3,3,3,3
,,"به نظرم اگر برید سراغ برند شیاومی بیشتر برد می کنید و گوشی بهتر با کیفیت بالا و امکانات بیشتر و چه بسا قیمت کمتر پیدا می کنید.",4,8,1,3,2,3,3,2
