positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"خیلی عالیه من که خوشم اومد",0,0,0,0,0,0,0,0
"سخت افزارش بنظرم از اون چيزي که گفتنه، قدرت بالاتري داره.... نور صفحه نمايش، باتري با شارژ دهي بالا، رابط کاربري عالي هنگام اتصال به رايانه و نقل و انتقال داده ها، سرعت خوب، گير کم هنگام بازکردن چند برنامه","آنتن دهي گاها نامناسب اينترنت، داغ کردن هنگام اتصال به اينترنت","سلام، این گوشی با این قیمتش ، فووووقالعاده... واقعا چیزهایی رو باش تو این 9 ماه اجرا کردمه که بعید بود رو کاغذ اجراشون کنه.... دوربینش هم با این قیمت و این نوع گوشی، عالیه.... شارژ فوق العاده ای داره... قدرتش خیلی از روی داده ها ی گفته شده بیشتر... صفحه نمایشش هم عالیه از لحاظ نور دهی و تراکم پیکسل برای گوشی 4 اینچی....
در کل، لنوو بنظرم محصولاتش خیلی خوبن و قدرت فراتر از گفته ها دارن.... گول ساده بودنشون نباید خورد",3,1,3,3,4,4,3,4
"اندرويد5 حافظه قيمت دوستان ميگن گارانتي واقعي داره","نبود لوازم جانبي","چند وقت بود تو سبد خرید بود تا اینکه دل ب دریا زدم خریدمش
دیروز ب دستم رسید و برای قاب محافظ اون مدلهای هواوی که دوستان گفتن هیچکدوم مناسب نبود فقط قاب سامسونگ اس5 مینی بهش خورد که باید برای قسمت شارژر خودتون با کاتر برش بدین دیگه مشکل حله. برچسب صفحه هم یه برچسب ساده بدون مدل گرفتم.
فقط دوتا گله دارم از دیجی.. اول اینکه تاریخ گارانتی برلی من از یک ماه و نیم قبل از خریدم شروع شده(تماس گرفتم با پشتیبانی گفتن شما از تاریخ فاکتور حساب شده بدونید!) و اینکه تخفیف دیجی بنم وقتی میرفت تو سبد خرید اعمال نمیشد که چون کم بود بیخیال شدم و بدون تخفیف خریدم ولی بلافاصله بعد از خرید من براش هدیه هم گذاشتین
ولی چیزی که باعث شده راضی باشم اینه که همه برنامه های مورد نیازم رو نصب کردم و همه ش کار کرد و هنوز بدون اینکه کارت حافظه اضافه کرده باشم اخطار حافظه نداده.
راستی دوستان گفتن آپدیت اولیه 7 مگه ولی برای من که 4 مگ بود
ب هر حال خریدش رو پیشنهاد میکنم و امیدوارم برای هیچکس مشکلی پیش نیاد که گارانتی استفاده بشه
خوش باشید",1,0,5,5,5,5,5,5
"اندرويد5.0-ظاهري دلنشين-باتري نبستا خوب","دوربين سلفي-سخت افزار -هنگ کردن","من این گوشی رو از روز اولی که خریدم هنگ کرد(10ماه پیش)
هر وقت میخوام عکس بندازم خود به خود ریستارت میکنه و یا هنگامی که با برنامه ای کار میکنم بازم ریستارت میکنه.
اما نسبت به پولی به این گوشی میدید بسیار مناسبه",2,2,2,5,1,0,4,1
"سخت افزار نسبت به قيمت","صفحه نمايش","این گوشی نسبت به قیمتش عالیه مخصوصا تو پیشنهاد ویژه و تنها ضعفش کیفیت صفحه نمایششه یعنی فقط از روبروی باید به صفحه نگاه کنی",0,0,5,4,4,4,5,4
"قيمت مناسب","وسايل جانبيش گير نمياد","در کل متوسط",0,1,4,4,1,3,3,2
عالي,.,"گوشی خوبی هست .عالی",3,1,3,3,3,3,3,3
"هيچ مشکلي نداره لوازم جانبي هم من قاب رو واسه گوشي سامسونگ اس5ميني انداختم ضد خش هم گذاشتم",,"هیچ مشکلی نداره لوازم جانبی هم من قاب رو واسه گوشی سامسونگ اس5مینی انداختم ضد خش هم گذاشتم",1,0,5,5,5,5,5,5
,,"سلام
حدود دو هفته است که این گوشی را خریده ام . گوشی خوبی است ولی محافظ و ضد خش براش سخت گیر می آید شاید گیر نیاد. نسبت به قیمتش خیلی می ارزه. باطری خوبی داره ولی فکر میکردم با توجه به سایزش باطری 2000 عالی باشه.",1,0,5,5,5,4,5,5
"باطري و ...",,"موبایل خیلی خوبی است در مقایسه با قیمتش. باطری قوی اندروید 5 و جی پی اس خوب. شاید تنها مشکل بجز 4G در رابطه با پیدا کردن محافظ و ضد خش برای این موبایل باشه. نمیدوم چرا بقیه نمره خوبی به این موبایل نداده اند شاید قیمت ان را خوب لحاظ نکرده اند.",0,0,5,5,5,4,5,5
,"خوب نيست","من برای پدرم خرید کردم این گوشی رو اصلا خوب نیست حیف پول",5,7,1,3,1,2,1,0
,,"من این گوشی رو تو پیشنهاد ویژه گرفتم عالی بود
اگه بازم پیشنهاد بشه حتما می خرم",10,2,5,4,4,4,5,3
"قيمت پايين
امکانات مناسب",,"گوشی خوبیه ولی بعضی وقتها هنگ میکنه . در قیاس با امکاناتش ، قیمت مناسبی داره",4,3,5,3,4,4,5,4
