positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"همه ويژگي هاي يک ابر گجت","به نظر من هيچي","قیمت این z5 به شکل چشم گیری تو این چند وقت افت کرد که میتونه یکی از دلایلش عدم تبلیغ سونی باشه مطمعنم اگه سونی به اندازه ایفون و سامسونگ تبلیغات میکرد از هر دو بالاتر میزد تو فروش محصولاتش
به نظر من این گوشی تقریبا تمام ویژگی و قابلیت های روز کاربردی یک ابر گجت رو نسبت به زمان تولیدش داره و حالا هم که قیمتش افت کرده پس عجله کنین این محصولو بخرین
راستی کورومشو بخرین یا طلایی
طلایی که خودتون دیدین کورومشم که مث آیینس
خلاصه از نظر من با اینکه نزدیک به 7سال سامسونگ داشتم و طی این مدت از پرچمدار های htc_iphone_huawei_lg هم استفاده کردم حدود یک سال اومدم طرف سونی و بهتررررین کیفیتو ازش دیدم از سامسونگ دل کندم و الان هم دوس دارم به جای پول دادن به مارک پول بدم به کیفیت کالا
امیدوارم تو خریدتون موفق باشید",12,0,5,5,5,5,5,5
خيلي,"فکر نکم","سلام. بهتیرن گوشیه هست اما متاسفانه افت قیمت زیادی داره",4,2,3,3,3,3,3,3
,,"دوست عزیز میدونم فیلم 4k حجمش زیاده و کم گیر میاد چون خودم دانلود کردم
من نمیدونم واقعا چجوری باید با بعضیا که نمیگم شما درباره پنل گوشیا بحث کنم.
سونی میاد تراکم پیکسل رو میکنه 440 همه میگید اه اه کمه،بعد به این که چشم ادم 320 پیکسل بیشتر تشخیص نمیده هیچ توجهی ندارین
بعد از اینور میگید این عاقلانه نیست پنل رو 4k بزنه چون چشم انسان...
درباره مچ بودن هم بهت بگم که سونی ازz1 تا همین xz از 3g رم استفاده کرده و میتونی بری همون مقایسه هایی که گفتی رو یه مرور بکنی تا ببینی با همون رم 3 و اسنپدراگون که شما میگی بده چیکار کرده
و اینکه هر وقت یه فیلم 2k رو روی این گوشی و یه گوشیه دیگه مقایسه کردی اون وقت بیا انجوری نظر بده
بهتره بدونید که پنل 4k فقط برای فیلم 4k ساخته نشده بلکه بقیه کیفیت ها رو از هر چیز دیگه بهتر نشون میده حتی میتونید تو عکس ها به وضوح 4k بودن پنل رو درک کنید و قابلیت پخش فیلمی رو داره که هیچ گوشیه دیگه ای توان پخش اونو با اون رزولوشن نداره یعنی فیلم فور کی.
دیجی جان متشکریم",5,1,5,5,5,5,5,5
"هيچ چيزي صفر يا بيست نيست","هيچ چيزي صفر يا بيست نيست","سلام مجدد به دوست عزیزی که گفت صفحه نمایش فور کی خوبه
دوست عزیز چند تا مسئله رو بگم یک اولا میدونی که حجم 5 دقیقه فیلم فور کی چقده ؟ و میدونستی با لبتاب و کامپیوتر هایی که عموما همه دارن به راحتی نمیشه اجرا کرد مگر اینکه خیلی طرف حرفه ای باشه بره یه لبتاب غولی بخره
یه سوال ازت بپرسم ایا دوربینشم فور کی هست ؟
خوب این خنده داره یک فیلم دو کی رو بیاری بزاری تو صفحه نمایش فور کی پخش کنی
اینو همه میدونن م5ز انسان بالاتر از 320 پیکسلو تشخیص نمیده بده و درک نمیتونه بکن ببین این جور چیزا که شرکت ها میزنن روی کاغذ بالاتر هستن ولی توی کاربرد و انجام عمور بدرد ادم نمیخورن درضمن فیلم فور کی که خیلی کمه توی اینترنت اکثرا درمورد طبیعت هست اونوقت فرض کن بخوای یدونه فیلم فور کی دانلود کنی
خوب ازینا بگزریم در کیفیت فوق العاده بودن این گوشی که حرفی نیست ولی علت اصلی پیشرفت اپل مچ بودن با سیستم عامل گوشیه که دقیقا میدونه دو گیگ رم بزاره بازدهش خیلی بیشتر از چهار گیگ رمه خوب خیلی ازین فیلما هستن که مقایسه کردن گوشی هارد باهم
بنظرت درسته اسنپ دراگون بزاره و گرمای بیش از حد آن موقعیکه صفحه نمایش فور کی هم روش باشه به مرور زمان کم کم کیفیت دستگاه رو پایین میاره
ببین این چیزاییکه روی یک گوشی میزنن فقط و فقط جنبه تبلیغاتی داره
از حد نگذریم بقیه چیزاش فوق العادس
گفتم هیچ چیزی نه صفر میتونه باشه نه بیست.",1,14,4,4,4,4,1,5
,,"جالب توجه اون دوست و دوستانی که میگی 4k بیخوده و از این حرفا...حالا اگه سامسونگ یا اپل یه گوشی 4k بزنه همه به،به به و چه چه میفتید که چه کرده
بعدشم کی گفته 3 ساعت طول میکشه که باطریش فول بشه؟
با اینکه باطریش 3400 هست ولی با فست شارژ در حدود 100min فول میشه حتی تو آخرین آپدیت یه حالت شارژ جدید اضافه شده که اسمش soft charging هست که آروم شارژ میکنه و عمر باطری رو بیشتر میکنه که میتونی تو بخش تنظیمات فعالش کنی
در مورد قدرت cpu و گرما هم بگم که اگه یه گوشی از یه شکت دیگه تونست 45min فیلم 4k بگیره بعد بیا این حرفا زو بزن.
با تشکر از دیجی",8,1,5,5,5,5,5,5
,,"4 ماهه که گرفتم
واقعاً عالیه کاملاً ازش راضیم همه گوشی ها رو له میکنه",4,0,5,5,5,5,3,5
,,"هر برند خصوصیات مخصوص به خودش رو داره و ما نمی تونیم بگیم کودوم بهتره.",7,3,2,4,2,3,0,2
"دارد هيچ چيزي کامل نيست","دارد هيچ چيزي کامل نيست","میگن گوشی میخوای بیینی رو بورسه به قیمتش نگاه کن
خداییش نوت فایو و زد فایو پریمیوم باهم اومدن ولی اختلاف قیمتاشونو درسته سامسونگ گرونه
ولی سال گذشته محصولاتش مثل اس سیکس هنوز رو بورسه و یکی از گرون ترین گوشی های جهانه
سونی هم خوبه ولی اخه الان چند تا فیلم فور کی کل تو جهان هست
هنوز که هنوزه صدا سیما همه شبکاتش اچ دی نشدن
اونوقت این گوشیو اگر بخوای با شارژ معمولی شارژ کنی نزدیک به سه ساعت طول میکشه
جالبه اسنپدراگون فلان قدی میزازه چه فرقی با بخاری اخه
بهترین اکسپریا بنظرم زد 2 بود
سونی وقتی از اریکسون جدا شد یه جورایی هویت گذشته خودشو از دست داد",2,19,4,4,4,4,1,5
"طراحي مخصوص","صفحه نمايش داغ ميکند به خاطر قابليت 4K","چیزی ندارم بگم در مورد این گوشی",3,16,5,5,3,3,3,4
"دوربين، باطري، کيفيت ساخت تاچ عالي خلاصه همه چيش بهترينه","نديدم بعد يک ماه","این گوشی یکی از بهترینای بازاره همچنان یکتازی میکنه بعد یک ماه از هر نظر تستش کردم باید بگم واقعا پرقدرتو با کیفیته واقعا سلطان برازندشه اون اقای که میگه اس 6 سامهنگ ازین بهتره باید بگم نوت 7 جلوش زانو.زد چه برسه اس شما همون سامهنگتو دست بگیر مواظب باش منفجر نشی نظر الکی هم نده",19,3,3,3,3,3,3,3
