positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"دير تمام شدن باتري اندرويد بالا","باتري دير شارژميشه","این گوشی رو پدرم خریده و خیلی ازش راضیه",1,0,5,4,3,3,3,5
"باتري
صفحه نمايش با کيفيت
سرعت خوب
خوش دست بودن","نداشتن OTG
زمان زياد براي شارژ باتري","یک میان رده با کیفیت",0,0,3,3,3,3,3,3
"دوربين بدنه استحکام صفحه نمايش",,"گوشیه خوبیه من دارم عالیــــ پیشنهاد میکن",1,3,5,5,5,4,5,5
"صفحه نمايش
سرعت بالا
قابليت لمسي عالي",,"من این مو بایل را دارم و خیلی ازش راضی هستم",2,1,5,5,5,5,5,5
"بدنه فلز","همه چيز","سلام گوشی بدی نیست تنها چیزش که حیلی خوبه اونم بدنه فلز هست",0,2,3,2,1,2,3,3
,,"بعد از ده روز که از دیجی کالا خریدم، ی دفعه صداش قطع شد، بردم گارانتی گفتن بازرشه حدود 4 هفته زمان میبره تا درست بشه، بنابراین اصلا به دوستان پیشنهاد خرید نمیکنم.",10,13,0,0,0,0,0,0
"شارژدهي خوب
تمامي قابليت هاي گوشي هاي رده بالا رو داره","2 اين دو هفته نقطه ضعفي نديدم","بین گوشی های میان رده،بهترین گزینه است",7,11,4,4,5,5,5,5
"خيلي گوشي شيکيه کاملا قيمتش مناسبه",,"من به دستم رسیده خیلی گوشی خوبیه هم اندازش مناسبه هم قیمتش کیفیت ساخت و همه چیش عالیه",9,2,5,5,5,3,5,3
"قيمت مناسب
کارايي خوب
دوسيم کارت بودن
اتصال شبکه4G",,"سلام و خسته نباشید خدمت تکنسین دیجی کالا بعد از تقریبا 6 ماه میخواستم نظرمو درمورد این گوشی بدم
j1 2016 نسبت به قیمت پایینش واقعا عالیه و اگه نمیخواین پول اضافه بابت گوشی بدین باید بگم با بعضی از گوشی هایه 600 تومنی بازار توان رقابت داره
خب دوربین دستگاه دوربین متوسطیه و به نظر من تنها قسمتیه که کم بود داره البته واقعا در زمینه ی قیمتش عالیه
سخت افزار گوشی عالیه من هر جور بازی متوسط روبه بالا روش تست کردم هیچ هنگ و لگی ندیدم
خلاصه بگم این گوشی برای افرادی که میخوان تازه گوشی هوشمند بگیرن یا پول گوشی گران ندارن ویا به عنوان گوشی دوم عالیه
این هم بگم که من الان sony xz دارم و این گوشی رو به عنوان گوشی دوم استفاده میکنم.",6,2,5,4,3,4,4,2
"صفحه نمايش عالي
قيمت مناسب",,"به دستم رسید ...کیفیتش خوبه ... صفحه نمایشش عاایه ... قیمتش هم مناسبه",5,1,4,3,2,5,3,2
,,"2 تا خریدیم 6 ماه پیش تا الان که راضی بودیم. یه گوشی میان رده ی خوب بدون نیاز مرتب به شارژ. طی استفاده معمولی هر 2 روز شارژ میکنیم که مقبوله. سرعتش هم عالی نیست. مناسب برای کسایی که قصد بازی سنگین ندارن با گوشی، فقط از قابلیت های گوشی های هوشمند میخان استفاده کنن مثل تلگرام، وبگردی و... و از طرفی نمیخان خیلی پول گوشی بپردازن",7,0,4,4,4,5,4,3
"باطري خوب",نديدم,"گوشی راحتیه
جمع و جوره
باطری خیلی خوبی داره
بسیار راحت به همه چیزش دسترسی دارید",3,0,3,5,5,5,3,4
,,"سلام من یک سالی هست این گوشی رو دارم بنظرم تو رنج گوشی های اقتصادی هم از لحاظ کارایی و هم کیفیت عالیه و انتظارات رو برآورده میکنه و اگر در حد گوشی های پرچمدار ازش کار نکشید عالیه و هنگ نمیکنه یا حداقل کمتر هنگ میکنه",4,0,5,4,4,4,4,3
"صفحه با کيفيت
روان بودنش
قابل اجراي هر بازي که دلتون بخواد","فقط حافظش کمه که با يه مموري حل ميشه","گوشیه خوبیه من 2ماهه خریدم و هر بازی که روش ریختم خیلی خوب بالا آورده مثل گانگستر وگاس و آسفالت8",6,2,5,4,3,3,5,4
,"خالي شدن زود به زود باتري","بنظر من گوشیه خوبیه با توجه به قیمتش.اونایی که میگن تو بیشتر بازیا بیرون میپره و .... میخوام بدونم از یه گوشی میان رده چه انتظاری دارن واقعا میخواید اینو با پرچمدارای سامسونگ مقایسه کنید.درهرحال بنظر من گوشیه خوبیه ولی باتریش زود خالی میشه..",2,2,3,3,3,3,3,3
"روان بودن
کيفيت دوربين نرمال
اندرويد خوب
داشتن4G","بعضي بازي ها و برنامه هارو اجرا نميکنه","بذارید روووش تا j2 بخرید خیلی بهتره",3,3,3,5,3,5,3,3
"کيفيت قطعاتش خوبه","حافظه داخلي بسيار پايين
هنگ کردن به کرات","ابدا پیشنهاد نمیکنم چون واقعا اعصاب خورد کنه مخصوصا دکمه ی هوم دستگاه که بصورت شاسی هستش ونه لمسی!!",6,15,1,3,0,0,1,0
"مقرون به صرفه","کيفيت ساخت بدنه. ضعيف پاين بودن سيستم پردازش","گوشی خوبیه و از نظر اقتصادی بسیار مناسب هست یه ایرادش در ساخت بدنه اش هست باتری اش ثابت نمی مونه تکون میخورد و حافظه رام گوشی پاین هستش",5,5,3,0,3,3,3,3
"سرعت پردازش بالا","حافظه ي کم","نسبت به j5 عالیه
بیشتر امکاناتش باهاش یکیه
من حتماپیشنهاد میکنم",6,2,5,5,5,5,5,5
"سهولت استفاده","فعلا نديدم","من 13دی این گوشی رو از دی جی کالا خریدم. وفعلا ازش راضیم.در مورد دوربینش شنیده بودم خوب نیست.اما شفاف و خوب هست و من راضیم.حتی سلفی اش هم خوبه.با توجه به قیمت امکانات خوبی داره و سایز گوشی خوبه و به راحتی ازش استفاده میکنم.شارژ گوشی هم خیلی دیر تموم میشه.",9,1,4,3,4,4,4,3
"اندرويد 5.1
قابليت 4G براي هر دو سيمکارت
طراحي خوب
کيفيت خوب فيلمبرداري","فقط يک سيمکارت مي تواند در لحظه 4G باشد","به طور کل گوشی خوبیه اما بدیش اینه که تو خیلی از بازی ها بیرون میپره",2,2,5,5,5,3,5,4
"خوش دستي و سايز مناسب
صفحه نمايش با کيفيت
عملکرد سخت افزاري متوسط رو به بالا
رابط کاربري تکراري ولي دلنشين
شارژ دهي نسبتا مناسب","دوربين حساس به لرزش و نور کم
موقع کار با بعضي برنامه ها مياد بيرون تاکيد ميکنم که برنامه نه بازي","بسیار عالی در این قیمت .اول اینکه باید بگم نقاط قوتی رو که بیان کردم نسبت به قیمتش بود چون این اولین گوشیم نیست و نقاط ضعفی هم که بیان شد برای من آزار دهنده نیست و انتظار زیادی هم ندارم از ارزون ترین گوشی سامسونگ تو 2016بنظرم اگر همینقدر بودجه دارید بهترین انتخابه .اما یه سوال؟ این دوستانی که میان میگن بجای این آیفون 5 با j5 بگیر منظورشون چیه ؟ اون گوشی ها کلا بحثشون جداست و توی یه رنج قیمتی نه،توی دو رنج قیمتی متفاوت اند از این گوشی و اینم بگم که از بازار گرفتم توی شهرستان و ارزونتر از دیجی هم بود ولی هیچ وقت برای خرید به دیجی شک نکنید همیشه بهترینه خیالتون راحت . اینو برای تعریف از کسی یا چیزی نمیگم انتقال نظره فقط.",4,1,5,4,3,4,4,1
,,"اصلا پشنهاد نمیکنم این گوشی رو بخرین شاید تو مشخصات خوب باشه اما در عمل هیچ چیزی نداره میان رده های ال جی و هوآوی خیلی گذینه های بهترین برای خرید",7,9,1,4,2,2,2,0
"صفحه نمايش نسبتا عالي
شارژ دهي مناسب
خوش دست","نبود نوتيفکيشن
نميدونم چرا ليزه","دوستان با پولی ک واسه این گوشی میدین میشه جی 5 کارکرد گرفت . مطمنن جی 5 از این بالاتره . ولی خب گوشی کارکرده و شانس شماست
ب نظر من گوشی اکبند بخای بخری این قیمت این بهترین گزینست .
بنده دارمش . ازش راضیم
و اون دوسی ک گفت میرم ایفن 5 میخرم . عزیزم ایفون 5 فقط از لحاظ سخت افزاری از این بالاتره فقط همین شما اگ میخای دوستانمون راهنمایی کنی تو همین رنج قیمت ی راهنمایی بکن . چون اون قیمت دیگ گوشی های میانرده هست و گزینی های خیلی بهتری از ایفون 5 هسش
بازم میگم از خریدش پشیمون نمیشین",2,3,3,4,2,4,5,3
