positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"رم 4 . 64گير حافظه داخلي.","گالري نداره. فايل منيجر نداره. بدنه پلاستيکي.کيفيت پايين فيلم برداري ولي عکس هاش خوبه","تو این قیمت این گوشی یه گوشی متوسط حساب میشه گوشی های با پول کمتر و امکانات بیشتر هم هس مثل انر 8 یا سونی ایکس یا هواوی پی 9 که میشه اینارو خرید که مشکلی ندارن",1,0,3,3,3,3,3,3
,,"گوشی خوبیه
ولی بهتون پیشنهاد می کنم صد تومن بذارین روش Huawei mate 8 بگیرین بهتره",1,3,3,3,3,3,3,3
"همه چيز","من چيزي نديدم","از دیجی کالا خریدم...
به نظرم همه چیزش عالیه...
هیچ مشکلی باهاش نداشتم. نه پرش آنتن داشتم و نه تغییر نور صفحه...
فقط منتظرم آپدیت جدید براش بیاد.",3,0,5,5,4,5,5,4
"رم 4","بدنه پلاستيک","بد نیست یه نگاهی به بنچمارک این گوشی هم بندازین..اچ تی سی جدیدن با تولید زیاد گوشی با کمک کشور چین مث سامسونگ شده.. مدل های زیاد با کیفقت پایین.. با این همه سخت افزار روی کاغذ خوب و هسته های فراوون ک تو اکثر گوشی های میان رده و حتی پایین رده داره بنچمارک های خوبی نداره. 45000 برای این همه هسته و دبدبه و کبکبه یکم پایینه.",1,1,2,3,2,3,4,2
"از هر لحاظ عالي",,"از دیجی کالا خریدم و تا حالا هیچ مشکلی نداشته در کل عالیه",1,0,5,5,5,5,5,5
,,"من این گوشی رو ندارم ، گوشی من htc e8 هستش، مدل پلاستیکی m8 دو سال میشه که دارمش، درست مثل این گوشی اون موقع هم میگفتن چون پلاستیکیه بدنش مناسب نیست و ممکنه بشکنه ، اما من تو این دو سال این گوشی بار ها از دستم افتاده ، حتی یبار تو راه پله ، از دستم افتاد و از ارتاع دوطبقه مستقیم خورد رو موزایک ، با قسمت دوربینش هم افتاد ، اما هیچ اسیبی بر نداشت ،
میخام بگم که پلاستیکی بودن بدنشه دلیل بر ضعفش نییست و از خیلی گوشی های فلزی هم قوی تره . از اون بابتش نگران نباشین",7,1,3,3,3,3,3,3
"طراحي فوق العاده شيک و زيبا","نبود لوازم جانبي براي اين محصول","من بعد از کلی تحقیق بین گوشی های مختلف از رنج 800 تا یک ملیون و 800 بالاخره این مدل رو انتخاب کردم و واقعا ارزش خریدش رو داره
ولی متاسفانه بعد از خرید متوجه شدم که لوازم جانبی بسیار کمی برای این گوشی وجود داره و به زحمت میتونید محافظ صفحه و کاور این گوشی رو بدست بیارید که امیدوارم دیجی کالا هرچه زودتر این موارد رو هم به سایت خودش اضافه کنه",3,1,4,5,5,5,5,4
"نورش اتوماتيکه هر وقت بخواي نورش زياد ميشه و در صورت جا به جا نشدن صفحه و لمس نکردن صفحه نور کم ميشه که اين موضوع کمک ميکنه به شارژ موندن باتري . من چند تا بازي با گرافيک بالا ريختم اما اصلا هنگ نکرده و تا الان دوام اورده .",,"حافظه ی اصلی وقتی بالا باشه دیگه نیازی به مموری نیست ً حدود 6 گیگ اهنگ ریختم و حدود 10 گیگ یا بیشتر بازی ریختم و بقیه هم برنامه و برنامه ی VR که بماند اون از همه توپ تر . ولی تا الان هیچ مشکلی نداره و عالیه .",3,0,5,5,5,5,5,5
"تقريباً همه چي",,"گوشی خیلی شیک و باکلای هستش. نرم افزار فوق العاده قوی و خوبی داره فقط نمی دونم چرا گوشی های اچ تی سی""فایل منیجر"" ندارند و باید یه فایل منیجر متفرقه دانلود کرد.",4,2,4,4,5,3,5,4
,,"افرادی که مشکل کم و زیاد شدن خود به خود نور صفحه دارن
برید تو تنظیمات صفحه بعد روشنایی صفحه بعد تیک روشنایی اتوماتیکو بردارن
حل میشه",6,1,5,5,5,5,5,5
