positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"سخت افزار قدرتمند
دوربين با کيفيت
شارژ دهي خوب
نمايشگر با کيفيت
طراحي ظاهر زيبا و چشم نواز","وزن نسبتا سنگين","خرید این گوشی رو به دوستانی که قصد خرید یک فبلت با کیفیت و ارزش خرید بالا دارند پیشنهاد می کنم",0,0,5,5,5,5,5,5
"صداي با کيفيت وبي نظير","نداشتن otg","درود دوستان من این گوشی تو پیشنهاد ویژه خریدم از نظر ظاهری عالی از نظر کیفیت صدا بی نظیر دوربین با قابلیت های بسیار زیاد کیفیت عکس خوب سلفی با قابلیت روتوش عکس که در کمتر گوشی دیده میشه رابط کاربری ساده ورون وسبک واجرای بازیها به راحتی آب خوردن کیفیت تصویر یک مقدار جزیی کم که نصبت به سلیقه خودم در کل از نظر کیفیت ساختم عالی الان که داشتم به یک موسیقی گوش میدادم احساس میکنید که داخل یک خودروی سیستم دار نشستین وبا کیفیت عالی از نظر من با این رنج قیمت عالی شک نکنید با تشکر از دیجی کالا هرکس موافق لایک یا علی",6,0,4,4,4,4,5,3
"سخت افزار قدرتمند
4G
صفحه نمايش 5.5
طراحي خوب","باتري نسبتا ضعيف
کمبود لوازم جانبي","در کل یک گوشیه خوب وایده ال در محدوده قیمت خودش",2,0,4,4,4,4,4,4
"صفحه نمايش 5.5 اينچي با کيفيت مطلوب
سخت افزار قدرتمند
طراحي ظاهري متفاوت و جذاب
4G
دوربين خوب به نسبت قيمت","کمبود لوازم جانبي","در مورد گوشی های اچ تی سی خیلیا میگن هنگ میکنه و زود خراب میشه و ..... تو این دو ماهی که این گوشی رو از دیجی کالا خریدم مطلقا هنگی درکار نبوده و کاملا ازش راضی ام. سخت افزارش نسبت به قیمتش خیلی خوب و قدرتمنده و دوربین 13 مگاپیکسلی این گوشی عملکرد خوبی داره البته باید نور کافی تو محیط باشه وگرنه از کیفت عکس ها کم میشه. در مورد عملکرد سخت افزاریش باید بگم هربازی که روش نصب کردم رو به راحتی اجرا میکنه البته پشت گوشی به مقدار خیلی کمی داغ میشه که با توجه به 8 هسته ای بودن پردازنده طبیعیه کیفیت صفحه نمایشش هم خوب و راضی کننده اس و تماشای ویدئو تو صفحه 5.5 اینچی این گوشی واقعا لذت بخشه.
در مورد باطری هم باید بگم من ضعفی ندیدم تو باطری این گوشی....وقتی تمام وقت به اینترنت وصل باشید خیلی دوام نمیاره ولی من بدون اتصال به اینترنت 3 روز شارژ داشتم! که برای یه گوشی هوشمند 5.5 اینچی با پردازنده 8 هسته ای واقعا عالیه.
در کل خریدش رو توصیه میکنم بعد از 2 ماه استفاده امیدوارم نسخه 4G رو دیجی کالا مجددا موجود کنه تا تعداد بیشتری از دوستان بتونن از این محصول فوق العاده اچ تی سی لذت ببرن.",3,0,5,5,5,4,4,4
"همه چيزش","ميشه گفت باتري نسبتا ضعيف ، عدم ارتقا به اندرويد 6 و نبود لرزشگير اپتيکال","دو هفته س دارمش ... دو تا اپدیت نرم افزاری گرفت اما نسخه ی اندرویدش لالی پاپ باقی موند و یه اپدیت ریز هم از پلی استور سنس میگیره اما اونم 7 میمونه اما این ترکیب خیلی روان و جذاب و بدون لگ عمل میکنه و فقط هنگام اجرای بازی های سنگین گوشی داغ میکنه اونم نه خیلی اما مشکلی در روند اجرا شخصا ندیدم ... دوربین اگه خودتون عکاس خوبی باشین عالیه بخصوص که نرم افزار عکاسیش خیلی خوب ، ساده اما فوق العاده کار امده .... ولی خب لرزشگیر نداره که میتونه عیب باشه ... اما باتری ... ینی اگه از شب تا صبح باهاش کار نکنی یک درصد هم از دست نمیده ولی موقع کار بدبخت میکنه ادمو .. وقتی از شارژ صددرصد میکشیش و قفل صفحه رو باز میکنی میشه 99 درصد !! و اگه همیشه باتری سیور روشن باشه به زور 24 ساعت جواب میده ... اما اما ... از مزایای اچ تی سی بوم سوندشه که واقعا عالی و غوله ! دو سیمکارتش هم همزمان با اس دی کارت میتونن کار کنن بر خلاف اکثر گوشیای هوآوی ... ضمنا خیلی نرم افزارای خوبی تو پلی استور هست استفاده کنین . .",3,0,5,5,5,5,4,4
"قيمت مناسب
زيبايي","لوازم جانبيش زياد موجود نيست
آپديت به اندرويد 6 براش نيومده","گوشی بسیار خوبیه به نسبت قیمتش. من راضی هستم از خرید این گوشی اما از وقتی خریدم دنبال قاب و کاور براش دارم می گردم و هنوز پیدا نکردم. به همین علت دو بار از دستم افتاده گوشه اش زخمی شده",2,0,5,4,4,5,4,2
"[""هم چي اين گوشي خوبه ""]","[""فقط يکم بد جا افتاده در بين مردم ""]","سلام می خوام درباره دوربین گوشی بگم دوربین این گوشی واقعیت خودشه که زده ولی بعضی ها می گن که دوربینش خوب نیست چرا می گن سامسونگ دوربین خوب داره چون صفحه نمایشش تراکمش بیشتره تا سامسونگ وگرنه دوربین ها مثل هم هست و هیچ فرقی نمی کنه به نظرم من گوشی به تمام معنا با مارک معروف htc .",4,0,3,5,4,5,5,4
"[""طراحي بسيارزيبا\nسخت افزارقدرتمند\nدوربين عالي""]",,"من همین دیروز این گوشی رو گرفتم،واقعا عالیه...حتما خرید این گوشی رو پیشنهاد میکنم",5,1,4,4,4,4,4,4
,,"گوشی بزرگ و باکیفیت و نازکیه بعد از اپل بنظرم اچ تی سی سره",9,0,5,4,5,3,4,5
,,"تازه گرفتمش ان شاالله که خوبه",4,0,3,3,3,3,3,3
,"عدم ارائه آپديت اندرويد","دوستان این گوشی بعد از دوبار آپدیت گرفتن کماکان اندرویدش 5.1 هست و فکر نکنم به این زودی ها به اندروید 6 آپدیت بشود.در هنگام خرید این مورد را در نظر داشته باشید.",4,1,4,4,3,4,3,3
"رم 2
حافظه 16 گيگ
خوش ساخت و با کيفيت
نمايشگر با کيفيت مطلوب
دوربين اصليي 13 با کيفيت","دوربين جلو کيفيت خوبي ندارد
نداشتن nfc
اندرويد 5.1","چند روزی هست گوشیه بدستم رسیده، تجربه چندین روز کار با این گوشی را می نویسم.
در نگاه اول با یک گوشی خوش دست و خوش ساخت البته به نظر من روبرو می شوید که بعد از روشن کردن متوجه کیفیت مناسب نمایشگر آن نیز خواهید شد.گوشی دارای 2 گیگ رم می باشد که هنوز حدود 800 مگابایت آن بعد از نصب حدود 10 نرم افزار در اختیار کاربر قرار دارد.
رابط کاربری گوشی بسیار خوب و زیبا است و امکانات نرم افزاری قابل توجهی در اختیار کاربر قرار می دهد.
دوربین پشت گوشی با کیفیت 13 مگاپیکسل عکسهای خوبی را ثبت می کند که با توجه به قیمت گوشی بسیار مناسب است ولی دوربین جلو از 5 مگاپیکسل های سامسونگ ضعیف تر عمل کرده است.
به طور کلی در این بازه قیمتی فکر می کنم بهترین انتخاب باشد،چون من قبل این گوشی سامسونگ E5 داشتم که هنگ زیاد می کرد ولی این گوشی هنوز هنگ نداشته است.",6,0,4,4,3,4,3,3
,,"رنگ رز گلد همون رنگ سفیده اگه بخری سفید برات میفرستن من خریدم",7,0,3,3,3,3,3,3
"[""ارزاني و سخت افزار قوي""]","["".....""]","گوشی خوبیه از g7خیلی بهتره واقعا راضی کنندست رمش هم بالاست2 کیگ که به مشکلی بر نخواهید خورد و دوربین هایی با خیال راحت بدنش هم راضی کنندست
باطریش هم خوبه",4,0,3,3,3,3,3,3
"ظاهر زيبا، دارا بودن منوي فارسي","خالي شدن سريع باتري بعلت سايز صفحه نمايش","دوستان سلام
از اونجا که من خودم زمان خرید به نظرات توجه میکنم و از نظرات خصوصا دوستانی که اون کالا رو خریدند بهره مند میشم گفتم بیام اینجا یه کمکی بکنم
اولا که من مدت زیادی بود که این گوشی و سامسونگ j5 رو داشتم باهم مقایسه میکردم که برای تولد خواهرم بخرمش و بنا به انتخاب خواهرم اینو براش گرفتم ولی از اولش سر یه سری مسایل دو دل بودم
یکی اینکه تو نظرات دوستان نوشته بودن که باتریش سریع خالی میکنه ولی شاید جالب باشه براتون بگم ما چون برای شارژ اولیه گوشی منتظر بودیم باتریش به 10% برسه حدود دو روز صبر کردیم تا خالی شد البته خب شاید یه دلیلش این بود که ما اون موقع اینترنتشو راه ننداخته بودیم که بعد اینکه واسه اولین بار شارژ شد و استفاده کامل ازش شد باتریش یه روز دووم آورد اونم باز بخاطر این بود که خواهر من خیلی گوشی دستشه و اینترنتش همیشه به راهه و خب صفحشم خیلی بزرگه. یه مزیت راجع به اینترنتش بگم که شما تو تنظیماتش میتونید یه کار کنید که وقتی صفحه خاموش میشه دیگه دیتاتون کار نکنه که خود این عمر باتری رو زیاد میکنه
یکی دیگه از اون جیزا که باعث دودلیم شد یا شاید بهتر بگم دو تا دیگش این بود که تو توضیحاتش هندزفری جزو لوازم جانبیش نبود و منو فارسی نداشت که اتفاقا جفتشم داشت که این خیلی باعث خوشحالی من شد البته هندزفریش مال خود اچ تی سی نبود اما بازم جای شکر داشت که بود
خلاصه که من خیلی از خریدم راضی بودم ولی اینم بگم که لوازم جانبیش مثل خش گیر و قابشو به سختی از بوستان پونک پیدا کردم اما پیدا کردم
در کل خرید خوبی بود و به نسبت ظاهر و امکاناتش قیمتش خیلی بیشتر نشون میده",14,1,2,3,4,3,3,3
"[""سخت افزار قوي٬دوربين باکيفيت٬قيمت مناسب""]","[""بدنه پلاستيکي، وزن زياد""]","این گوشی از نظر سخت افزار عالیه و مشکلی نداره دوربینشم خوبه اسپیکرای قدرتمندی داره فقط یکم گوشی بزرگه. اگه از بدنش که فلزی نیست بگذریم گوشیه خیلی خوبیه.",3,3,5,4,5,3,3,5
,,"من خودم desire 700 داشتم واقعا عالی بود
ولی تو تعطیلات توجیبم بود خوردم زمین شکست
حالا هم جز htc پی چیز دیگه ای نمیرم چون اندرویدش فوق العادس احتمالا همینو بخرم",3,1,5,5,5,5,5,5
