positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"سیستم عامل اپل برترین سیستم عامل دنیاست
صفحه نمایش های خمیده سامسونگ هم اگه دیده باشین هیچ کارایی نداره تازه اگه بشکنه که بیچاره ایکم گیر میاد و گلس هم روش نمیشه بندازی فایدش فقط برا زیبایی و یه جور مانور تبلیغاتیه
من دیدم و کار کردم که اینجوری مینویسم",2,1,4,5,5,5,5,4
,,"جالبه!!!!ما میگیم سیستم عامل اپل خدااا!!!ولی دوربینش بهترین نیست!!!! گوشی هایی مثل پی9 و جی5 یااس7 خیلی بهتر از گوشی های اپل هستند!!!حتی ایفون7 هم یه کپیه!!!اپل یه مدتیه اپل قدیمی نیست......!!!سیستم عاملشم اونقدر تعریف نداره ،مکانشم فرق نداره چه تو ایران چه در......،اندروید یه امکاناتی داره که سیستم عامل اپل نداره،هیچ چیز جدیدی هم تو گوشی های اپل نیست....،بعضی از دوستان میگن سامسونگ چه تفاوتی تو گوشی هاش داشته؟سامسونگ حداقل صفحه خمیده داره،2ساله که بدنه ی گوشی هاش فلزی شده و......،سامسونگ 2سال پیش از صفحه نمایش کواد اچ دی برای گوشی هاش استفاده کرد ولی اپل پرچمدار امسالشم فول اچ دیه!!!خیلی ها میگن اپل کلاس داره.....،ولی بنظر من کلاسم نداره....،امید وارم تونسته باشم تو خرید کمکتون کنم،با تشکر از دیجی. یاعلی.....",3,20,0,0,0,0,0,0
"همه چي","تو ايران بدرد نميخوره","سلام دوستان
میخواستم بگم سرعتش خیلی بالاست و عالیه
ولی یه چیزی منو خیلی از اپل ناراحت کرده
دوستان بیاین واقع بین باشیم که گوشی آیفون تو ایران بدرد نمیخوره
چون همه دور و برت اندروید هستند
شاید یه برنامه هست که دوستت داره ولی تو نداری و خیلی دوست داشته باشی که داشته باشی ولی نمیشه!!!!!
گوشی فوق العاده خوبی ولی تو ایران بدرد نمیخوره!!!!!!",8,14,0,0,0,0,0,0
,,"من 4 ماه پیش این گوشی رو خریدم . خیلی عالی از این گوشی استفاده میکنم",6,6,0,0,0,0,3,0
"همه چي",هيچي,"سلام دوستان باید بگم که من گوشی htc 10دارم و رو برند htc تعصب دارم ولی اعتراف میکنم که هیچ وقت اندروید به پای iosنمیرسه من آرزو داشتم که رو گوشیم سیستم عامل اپل بود بجای اندروید گوشی های اپل اگر چیپستشون آمریکایی باشن خوبن ولی اگه چیپستشون مال ساخت سامسونگ باشن بعد چند ماه حالا شایدم دو سه سال دووم بیارن کیفیت محصولات اپل عالیه دوربین پشت و عقب که تو هیچ گوشی نمیتونین ببینین واقعا میگما بینظیره من پیشنهاد میکنم اپل بگیرین بخاطر iosو دوربینش من خودمم چون تازه htc10خریدم نمیتونم به این زودیا اپل بخرم باید پدر اینو درارم و پول جمع کنم اون موقع مطمئن باشین گوشی بعدیمو اندروید نمیگیرم فقط اپل حالا یا هشت یا نه انشاالله نمایندگیم بزنن تو ایران و جیبای شماهم پر پول باشه شماهم بخرین موفق باشین ببخشین طولانی شد.",12,6,3,5,5,5,5,5
"کيفيت ساخت و تکنولوژي برتر
سرعت پردازش
3D تاچ
باطري خوبه
و ...","کيفيت دوربين(نسبت به ديگر پرچمداران)
کيفيت صفحه نمايش(نسبت به ديگر پرچمداران)
سايز صفحه نمايش (5.8 اينچ !!!) ((نظر شخصي))
باطري عالي(برازنده برند! !!)","سلام.
iphone عالیه و بهترین ...
ولی من منتظر iphone 8 میمونم !!!",5,8,2,4,4,4,4,3
"باتري قوي
امکانات فوق العاده
به روز رساني هاي پي در پي
کيفيت ساخت عالييي و باور نکردني
از همه مهمتر سيستم عامل ios",ندارد,"سلام اول از همه بگم که من اولین بارم هست که اپل خریدم و هشت ماهه که دارم پس هیچ تعصبی ندارم و فقط از روی تجربه برای دوستانی قصد خرید دارن مینویسم
اول از همه جواب اون دسته از دوستانیو میدم که میگن اپل فقط برنده و پول برند میگیره و برا پز دادنه ، دوست عزیز یک برند وقتی جزو برترین برند های دنیا در چند سال متوالی میشه که مردم اونو با ارزش بدونن و کیفیت و خدمات داشته باشه اپل که نیمده به همه التماس کنه که گوشی منو بخرید و میبینید که اصلا مثل برند های دیگه مثل سامسونگ و هواوی و ... تبلیغ نمیکنه و تبلیغاتش همون دهن به دهن خودمونه حالا بزارید از خدمات و امکاناتش بگم صفحه نمایش با کیفیت ، باتری فوق العاده ، با اپدیت های پی در پی که باعث میشه بروز ترین گوشی دنیا رو داشته باشین مثلا اگه ویروسی در دنیای موبایل اومد اپل خیلی راحت بعد از چند روز یک اپدیت با امنیت چند برابر در مقابل اون ویروس میده، امنیت فوق العاده بالا به علت هایی که خودتون میدونید ، رابط کاربری فوق العاده روان و راحت و زیبا و شکیل ، رم فوق العاده با روان بودن فوق العاده که تا بحال تو هیچ برنامه یا بازی کم نیاورده و اگه تو اینترنت هم سرچی کنین فیلم مقایسه سرعت اون با نوت 7 رو میبینید و میبینید که گوشی یک نسل پیش اپل از جدیدترین نسل(دو نسل بعد از ایفون 6s ) سامسونگ روان تر و بهتره خدماتی هم که داره تقریبا همش قابل استفاده در ایران هست بجز اندک مواردی مثل wallet وapple pay و health data و .........................(نمیتونم بیشتر بنویسم مردم خسته میشن) تمام موارد بالا یک طرف ، ios یک طرف ، دوستان باور کنید ios اصا قابل مقایسه با انروید و... نیست بهیچ وجه نیست یعنی حتی اگه تموم امکانات بالا رو هم نداشته باشه ios اش می ارزه به همه چی چون روانی و راحتی و زیبایی که داره اصلا قابل مقایسه با هیچی نیست
دوستان ، از من که تازه اپل خریدم و از روی تعصب نمیگم اگه هزینش براتون مشکل نیست اپل بخرید حتی اگه مشکل هم هست بخرید چون وقتی که گرفتید دیگ نمیتونید ب هیچ گوشی دیگه حتی نگاه کنید البته اگه فکر میکنید اپل نو اوری نداره (که داره ) باید ببینید شما چ نواوری نیاز دارید مثلا اگه ضد اب میخواید یا ... دیگ تصمیم با خودتونه ولی اینم بگم که یبار هم دست خورد ب پارچ اب و اب ریخت روش و تموم جای اسپیکر و هدفونو پر کرد ولی بعد از اینکه حدود نیم ساعت ازش استفاده نکردمو خشکش کردم بدون هیچچ مشکلی کار کرد",9,3,5,5,5,5,5,4
"سرعت عمل بسيار بالا در برنامه ها
روان بودن سيستم عامل
باطري قوي
دوربين با کيفيت
حسگر اثر انگشت فوق العاده","وزن نسبتا زياد","سلام و قت بخیر به دوستان عزیز
حدودا یک ماهی از خرید این محصول از سایت دی جی کالا میگذه با تمام قدرت و اعتماد به نفس خدمت دوستان عرض میکنم که این گوشی فوق العادست تنها نقطه ضعف سنگین بودن این گوشی در این مدل هست اولین خرید من از اپل می باشد و تازه فهمیدم که میگن هرکس ایفون بگیره دیگه گوشی دیگه دستش نمیگیرهواقعا از خریدم راضی هستم البته جای تعجب داشت داخل جعبه من سوزن شیار سیم کارت قرار نداشت ولی از تحویل دی جی کالا واقعا سپاسگذارم.سرعت و امنیت و روان بودن سیستم عاملو کیفیت بالای دوربین و هدفون فوق العاده فقط میتونم بگم هدف من از خرید این گوشی امنیت و سرعت و به روز رسانی ونرم افزاری و کیفیت سخت افزار عالی این گوشی هستش نه پز دادن این حرفا . کیفیت باطری عالی یک روز تمام پاسخگویی بازی و و ب گردی شما هست.سرعت شارژ شدن مطلوب هستش.ضمن اینکه خیلی از برنامه های اندروید هم در اپ استور می باشد وبا داشتن کمی اطلاعات از دنیای کامپیوتر شما میتونید قبل خرید اپل ای دی خودتون درست کنید تا دستتون رسید فوری برنامه های رایگان رو به راحتی از اپل استور دانلود کنید و اینکه کار با ایتونز هم انقدر ها سخت نیست .کیفیت صفحه نمایش هم عالی هستش.
مرسی از دوستانی که وقت گذاشتن و حرفای بنده رو مطالعه کردن.
در اخر به نطر بنده اپل پول کیفیت این گوشی رو میگیره نه برند",14,3,5,5,3,4,3,4
,,"6s 128Gig فوق العادست. چون حافظه جانبی نمیخوره, مدلهای 64 و 128 واقعا عالیه.من خودم چون با اندروید راحت ترم ایفون نمیگیرم الان گلکسی s7 دارم.کلا پرچمدارای امسال هر کدوم مزیتی داره که دیگری نداره.بسته به علاقه و نیاز باید خرید کرد. وگرنه فقط به برندی تعصب داشته باشی خوب نیست",6,1,2,5,4,3,4,3
[],[],"این گوشی فوق العادس فقط کمبودش اینه که مدیریت فایل ها نداره اما از نظر زیبایی و کیفیت ساخت و خاص بودن, شماره یکه,, هیچوقت اپل رو با گوشی های سامسونگ و... مقایسه نکنید؛بعضیا هم که میگن اپل فقط کلاس داره چرت میگن؛چون خیلی زیباست و پرکیفیته کلاس داره گلم
سامسونگ هم هیچوقت به پای اپل نمیرسه چون نصف پول قیمتش ,پول تبلیغاته که روی قیمت گوشی کیشده,اما اگر تحقیق کنید میبینید اپل هیچ کجای دنیا تبلیغ نداره و تمام پول رو صرف کیفیت گوشی میکنه, هیچ ربطی هم به داشتن نماینگی نداره چون تو کشوره های دیگه که نمایندگی داره قیمتش اختلاف خیلی کمی داره.",10,9,4,5,4,5,5,5
