positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"عالیییییییی،شش ماهه دارمش هیچ مشکلی هم نداره",0,0,3,3,3,3,3,3
"حافظه داخلي و رام بالا",دوربين,"گوشی خوبیه دو ماهی میشه خریدم هنگ نمیکنه ولی کیفیت دوربینش پایین باطریشم با دوسیمکارت فعال زیاد جالب نیست",0,2,3,4,1,4,4,1
,"عملکرد نامناسب دوربين در نور ناکافي","این گوشی رو نزدیک به چهار ماهه برای همسرم خریدم، لگ یا هنگی تاکنون دیده نشده، سرعت عملش مناسبه، کیفیتش دوربینش هم خوبه مخصوصا تو فیلمبرداری، فقط در نور ناکافی عملکرد مناسبی نداره، باتری هم معمولیه، میتونست باتری با ظرفیت بالاتری براش در نظر گرفته بشه (با توجه به اندازه صفحه ش)، کیفیت صفحه نمایش خوبه، ظاهرش شیکه. در کل میتونه اچ تی سی بازها رو راضی کنه، البته با همین قیمت شاید بتونید گوشی های دیگه ای رو با مشخصات قوی تر پیدا کنید، ولی بازم از قیمت مناسب و خوب دیجی کالا نسبت به بازار ازش تشکر می کنم.",3,0,3,4,3,3,4,2
"رابط کاربر خوب
حافظه بالا
کيفيت تصوير مناسب (نه عالي)","وسايل جانبيش راحت پيدا نميشه
دوربينش در حد 13 مگا پيکسل سامسونگ يا .. نيست
فست شارژ نيست","یک هفته هست که این گوشی را خریده ام نرم افزار سنگینی روش نصب نکردم که ببینم هنگ داره یا نه اما تا الان چیزی به اسم هنگ توش ندیدم رابط کاربرش خوبه میشد بهتر باشه اما به هر حال سازنده ها همه محسنات رو یک جا جمع نمیکنن یه ریزه بزرگه سایزش و بنابراین تایپ کردن یک دستی تقریبا محاله اما همین بزرگ بودنش باعث میشه از خرید تبلت بی نیاز بشی به نسبت اندازه تصویرش باتریش بد نیست",7,2,4,4,4,3,3,3
"4g بودن.شيک وسبک.رم3 ک با اين رنج قيمتي کم پيدا ميشه ت برنداني خوب","نداشتن فلش براي دورببن جلو .نور صفحي کم","گوشیه خیلی خوبی هستش در رنج قیمتیش اون دوستمون ک گفتن شارژ سریع داره من ک هرچی گشتم پیدا نکردم نداشتن او تیجی تو زوغ میزنه ال سیدیش یکم ضیعیفه ولی ب نصبت گوشیهای هواوی پردازش خیلی بهتری داره خلی گوشیه شیکیه اگر از اون دسته ادمای هستین ک ی چزی قوی و تک میخاین حتمان بخرین ....فقط از دی جی جون دلخورم چون ک این کالا رو هنوز واسهی من نیاورده بودن قیمتش افت کرد و با قیمت قبلیش ب من دادن",7,3,3,3,4,3,4,3
"ارزش خريد به نسبت قيمت
رم 3
حافظه داخلي 32
صفحه نمايش 5.5 اينچي","با توجه به نقد هاي موجود ، دوربين","من این گوشی رو برای بستگان نزدیکم در نظر گرفتم که با توجه به سنش، زیاد از دوربین گوشی بهره نمیگیره ، به همین جهت مصالحه ای بین سخت افزار قدرتمند (به نسبت قیمت) و نیازی که قراره گوشی برآورده کنه انجام دادم و این گوشی رو انتخاب کردم.
البته خودم از طرفداران سرسخت سونی و پرچم داراش هستم، اما این میان رده ی HTC نظرمو جلب کرده ، امیدوارم از انتخابم پشیمون نشم.
دیجی جان لطفا رنگ سفید رو موجود کن.",4,2,5,3,3,3,4,4
"RAM:3GB
Internal storage:32GB
باطري
کيفيت صدا
LTE support",,"نسبت قیمتش عالی من دو سه روز گرفتم از همه لحاظ خوب ولی دوربینش میتونست بهتر باشه",8,1,5,4,4,4,5,3
,,"سلام خدمت دوستان .
همین اول بگم من خودم از اچ تی سی و طراحی هاش خوشم میاد و برای خانومم هم one a9 خریدم اما من نمیدونم این شرکت این کارا رو واسه چی میکنه
میپرسی کدوم کار آخه کاملا توجیه ناپذیره این چیپست ضعیف ، لا اقل از ی همچین شرکت هایی بعیده !! اصن چرا ی شرکت ب این معروفی اکثر میان رده هاش از چیپست مدیا تک و اون هم نه از نوع خوب و میان رده یا بالا رده ، بلکه از نوع تقریبا پایین رده",7,5,0,3,0,3,3,0
"پردازشگر عالي.واي فاي عالي","دوربين و همين فقط","گوشی خیلی خوبیه فقط اودش خریدید یه تنظیم کارخانه بزنیدو برید حاشو ببرید.وای فایشم مثل بقیه اچ تی سیا قطع نمیشه.مرسی اچ تی سی",2,2,3,3,3,3,3,3
"ظاهر زيبا
گرافيک بالاي صفحه نمايش
قيمت مناسب","عدم وجود otg
عدم وجود play to
عدم به روز رساني به اندرويد 6
تخليه سريع باتري در صورتي که از هر دو سيمکارت استفاده شود","در کل با توجه به قیمت گوشی بدی نیست . تنها چیزی که خیلی تو ذوق آدم میزنه نداشتن OTG هست. گوشی تقریبا امکاناتش بد نیست غیر از همین. فعلا هم که HTC به فکر آپدیت به اندروید 6 نیافتاده تو این مدل. از نظر نرم افزاری هم قوی نیست اصلا ایسوس از لحاظ نرم افزاری و دوربین خیلی قوی تره.",3,6,3,3,3,3,3,3
