positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"فقط همون دوربين جلوش که فلش داره","دوربينش برامده هس بلنگو و فلش هم درازه وزنشم يه خورده زياده","به نظر من این گوشی نخرید و پولتنو به گوشی j5پرایم بدید
اگه نخرید بعد پشیمون میشید اثر انگشت داره و...",2,7,3,3,3,4,3,4
"صفحه نمايش سوپرآمولد","نداشتن اثرانگشت نداشتن چراغ اعلان خوش دست نبودن","اگه اغراق صفحه نمایش و غلظت رنگا واستون مهم نیست پرایمشوبگیرین
رنگاش طبیعی تره و صفحه نمایش آپی اس
درسته که باطری این بیشتره ولی چون سوپرآمولده بیشتر از پرایم انرژی مصرف میکنه وخالی میشه
درکل اگه صفحه نمایشو کنار بزاریم جی پنج پرایم بهتره",3,8,3,3,3,3,3,3
"همه چي به غير ضعف ها
باتريش حرف برا گفتن نميزاره","داغ کردن خفيف","سلام من این گوشی رو حدودا دو ماه پیش از بیرون خریدم خیلی خوبه و ازش راضی ام خوش دست و سرعتی هست بهتون پیشنهد میکنم که cm security رو توش بریزد تا ویروسی نشه ممنون از وقت گزاشتنتون...",4,2,5,5,5,5,5,5
,,"خدایش راضی ام",4,0,5,5,5,5,5,5
"باتري خوب
اندروييد 6.0.1
صفحه super amoled","صداي ضعيف اسپيکر
نداشتن اسکيرين ميرورينگ
طراحي ضعيف
نداشتن لمس با دستکش و هوشمند پايداري","من این گوشی رو یکی از فامیلامون 8 ماهی میشه خریدتش بعد از 8 ماه استفاده او تی جی هم بهش میزد اما دفعه آخری او تی جی بهش زد خراب شد و باتریش خالی میکرد و دیگه هم باتریش پر نمیشد فرستادش گارانتیش گفت که برد و سی پی یو سوخته و باید تعمیر بشه حواستان باشه otg بهش وصل نکنید فلشش هم سالم بود و تو pc خوند ولی گوشی سوخت",3,5,3,3,3,3,3,3
,,"باسلام من این گوشی رو چند ماهی هست خریدم عالیه یعنی میگم عالی عالی از همه نظر نسبت به قیمتش good",8,3,5,5,5,5,5,5
"تو اين رنج قيمت عالي
کيفيت صحفه نمايش عالي - دوربين پشت و سلفي عالي
باتري - ظاهر زيبا و خوش دست
اندرويد6 - قابليت اجراي انواع بازيها و برنامه ها
OTG - پشتيباني از 4G - جدا بودن سيمکارت ها و رم","دير شارژ شدن ( حدود 2 ساعت )","من بعد از کلی تحقیق و تفحص تو این رنج قیمت ، بالاخره این گوشی رو انتخاب کردم و الان حدود 2 ماهی هستش که دارم از این گوشی استفاده میکنم
و خیلی خیلی خیلی راضی و خشنودم از این انتخاب ....
موفق و مؤید باشید....",8,4,5,5,5,5,5,5
"باتري قوي
سرعت راضي کننده
طراحي خوب و خوش دست","داغ کردن (خيلي زياد)
پيش مياد که هنگ کنه ولي به ندرت
به کيفيت عکساش نميخوره 13 اينچ باشه دوربينش","نسبت به هزینه ای که میکنید راضی کننده هستش ولی داغ کردنش واقعا رو اعصابه گوشه هاش که فلزیه به شدت داغ میشه به حدی که دستتون میسوزه .",5,6,3,3,4,2,4,4
"اندرويد بالا سي پي يو قوي دوربين عالي باطري نسبتا خوب سرعت بالا","ظاهر بد بد دست سنگين","سلام میخواستم بهتون بگم اگه در این رنج قیمت گوشی با امکانات میخواین من اینو بهتون پیشنهاد میکنم چون گوشی واقعا سریعیه از نظر سیستم و سرعتش من بازیایی نظیر اسفالت 8 و چنتا بازی واقعا سنگین همراه با دیتا رو تست کردم و باگ یا مشکلی ندیدم صفحه نمایش عالی داره فقط حواستون باشه حافظه داخلیش پر نشه چون برخی عملکرداش مختل میشه و این از ضعف گوشی نیشت عملکرد خود گوشیه اگه زیاد بهش فشار نیارید اصلا داغ نمیکنه اما هرچیم ازش کار بکشید هنگ نمیکنه اما اینم بگم ظاهرش خوبه ولی سنگین و خیلی بد دسته چند بارم از دستم خورده زمین و اسیب ظاهری دیده اگه حسگر و لرزش گیر داشت حرف نداشت",2,3,5,1,4,4,2,4
,,"این گوشی واقعا فوق العادست تمام نیازهامو برآورده کرده
تقریبا 7ماهه که دارمش تا حالا نه داغ کرده نه باتریش ضعیف شده نه چیز دیگ
خیلی ازش راضی ام فوق العادست نسبت به قیمتش
حتما پیشنهاد میکنم",7,2,3,5,4,4,4,4
