positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"همه چيش خوبه","هيچيش بد نيست","به نظر من الجی وی 20 واقعا گوشی عالی هستش و تا دستت نیاد نمیتونی بگی که خیلی خوبه یا خیلی بده",8,1,5,5,5,5,5,5
"دوربين
صفحه نمايش","ممکنه (باتري)","کسی خبر نداره چه نسخه ای وارد میشه تک سیم کارته یا دو سیم...!!!!!",4,1,5,5,5,5,5,5
"همه چيزش",,"ببخشید میخواستم بدونم کی عرضه میشه خیلی منتظرشم",6,1,3,3,3,3,3,3
"صفحه نمايش بزرگ و با رزولوشن بالا
صفحه نمايش دوم براي نوتيفيکيشن ها
بدنه فلزي و زيبا
دوربين دوم با زاويه پهن","طراحي لبه بالا و پاينن ميتونست بهتر باشه","صفحه نمایش دوم این گوشی با نمایش نوتیفیکیشن ها واقعا عالی و کاربردیه و باعث میشه کمتر صفحه نمایش اصلی رو روشن کنید",8,1,4,4,5,5,4,5
,,"عالیه عالی",7,1,5,5,5,5,5,5
,,"با توجه ب اینکه این همه گوشی پیشترفته رنگارنگ و چشم نواز معرفی و وارد عرصه میشن الجی قصد داره اینو هم ب سرنوشت G 5دچار کنه
جالبه ک دیگه صحبتی ازش در محافل نیست و این نشانه خوبی نمیتونه باشه
کیفیت صدا و اندازه صفحه نمایش و اندروید 7 برام در این گوشی جالب بود ولی سرعت پیشترفت و فن آوری دشمن شماره 1 تاخیر است",4,4,3,3,3,3,3,3
همه,هيچي,"خدایی گوشی عالی هستش حیف که گلس نداره و در برابر اب هم مقاوم نیست ولی پشتش مقاومه",4,5,5,5,5,5,5,5
,,"باتریش ضعیفه ، دیدم که میگم‌.",5,26,4,4,4,4,3,4
,,"این گوشی الحق و والانصاف امکانات بالا و سخت افزار قوی داره شکی درش نیست ولی انگار الجی توی طراحی خواسته بازیو ببازه
همه کارشناسا معتقدند که g5 بخاطره طراحی نه بد و زشت بلکه ضعیف نسبت بع رقبای دیگه غافلرو باخت و فروش کمیو تجربه کرد و همچنین باتری تا نسبتی
خود من بشخصه انتظار داشتم حداقل این رنگ واقعا بیخود خاکستری ذغالیو رو نکنه دوباره انصافا رندوم فک کنم صد نفر یکی از این رنگ خوشش بیاد و بقیه واقعا متنفرند
اخه این چه رنگی بود بشخصه خیلیارو میشناسم بخاطره اینکه فکر میکردن الجی فقط رنگ ذغالی داده بوده از خریدش منصرف شدن و بسمت شرکتای دیگه رفتن
دوستمونم که این گوشیو باv10 مقایسه کرده انصافا خیلی جاها درست گفته طراحیه اون مرحوم کجا این کجا .اصلا من بشخصه عاشقه دکمه های ولوم پشت گوشیای الجی بودم و هستم
کساییکه باهاش کار کردن میدونن چی میگم بازم بقوله دوستمون بچسبین به وی10 بهتره والا حداقل الجی یاد بگیره به سلیقه مشتریاش احترام بزاره
صد حیف به اون امکانات فیلمبرداری و میکروفونش،به کارت صدای حرفه ایش،پردازندش،صفحه نمایش دومش و سخت افزارو غیرش که باید زیر پوست نه چندان جالب وی20 جا خوش کردن
قصدم خریدش بود ولی نتونستم با طراحیش کنار بیام از کمپانیه هموطنش سامسونگ s7 edge گرفتم وگرنه والله دوماهم اضافه پاش وامیسادم
به امید مدل بعدی شایدg6ویاv30
امیدوارم دیجیکالای عزیز نظرمو تایید کنه
سپاس فراوان",6,15,3,5,4,4,3,5
"گوشي خاص","تک سيم","ای کاش دوسیم کارت بود یا دو سیمکارتش هم وارد بازار بشه",10,5,3,3,3,3,3,3
"مشخصات سخت افزاري قدرتمند
دوربين هاي دو گانه
کيفيت ساخت بالا
صفحه نمايش دوم
امکانات خوب و کاربردي","تکرار طراحي افتضاح G5
ليز بودن
حذف دوربين وايد سلفي
عدم ارتباط با نسل قبل","طراحان این گوشی با خودشون چی فکر کردن؟طراحی بسیار زیبای v10 کجا و این کجا؟!!
من v10 دارم و به هیچ وجه نمیشه گفت که این گوشی نسل بعدیش هست/حداقل یکم شبیه به نسل قبل میساختنش که بشه گفت یه چیزی/
V20 و V10 هیچ ربطی با هم ندارند.
/v10 خیلی زیباتر و با کیفیت بالا تر هست/v10یک گوشی شیک و زیباست که واقعا تانک هست.
حس v10 رو هیچ گوشی ای نمیتونه به آدم بده/واقعا v10عالیه/پیشنهاد میکنم به جای این برید نسل قبل رو بخرید.
با تشکر",11,29,3,3,3,2,1,2
"سخت افزار-کيفيت ساخت-زمان عرضه","استفاده مشکل براي افراد ناوارد-ضد آب يا گرد خاک نبودن","سلام،این گوشی نزدیک 2 ماه معرفی شده و هنوز توی ایران موجود نشده.الان مسئله اصلی قیمت این گوشی هست چون امکاناتش مشکلی ندارن و خوب هستند",19,0,4,5,5,5,5,5
,,"من نمیدونم این چه سیاستی که ال جی دنبال میکنه..جی فایو تولید میکنه فقط 32 گیگ..وی بیست تولید میکنه فقط تک سیمکارت.همین وی بیست اگر دوسیمکارت بود واقعا انتخاب خیلی ها میشد..من خودم حتما باید دوسیمکارت باشه گوشیم..",22,6,3,3,3,3,3,3
"بلندگوهاي بسيار با کيفيت ظاهر (از نظر من ) داراي گواهينامه نظامي صفحه نمايش بزرگ هدفون بسيار با کيفيت و...",,"به نظر من بسیار گوشی خوبیه و رقییب سرسخت Note 7",21,3,4,5,5,3,5,2
,,"یک غول واقعی",20,1,5,5,5,5,5,5
,"طراحي ظاهري مخصوصا قاب پشت","از نظر طراحی افت شدید نسبت به v10",10,17,3,3,3,3,3,3
