positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"کاش با قیمت معقولی وارد بازار کشور شه,این گوشی فوق العادست!",0,0,5,4,5,3,5,5
"حافظه داخي بالا
استفاده بيشتر از صفحه نمايش
رم بسيار عالي
کيفيت دوربين بالا","377 پيکسل بر هر اينچ که فکر کنم توي 6 اينچ بشه به راحتي پيکسل هارو مشاهده کرد. حتي S4 هم 400 و خورده اي هست.","تصمیم گرفته بودم که این موبایل رو بخرم.
ولی الان .....
توی مشخصات دیدم که زده 377 پیکسل بر هر اینچ.
این واقعا افتضاح هست و نمیدونم شیاومی چه فکری کرده.
تمام مشخصات عالی هستن و چیزی هست که من میخوام اما اینو که دیدم نا امید شدم.
پس باید منتظر گلکسی S8 باشم .
باورم نمیشه اخه 377 پیکسل؟ S7 سامسونگ 577 پیکسل بر هر اینچ هست اون وقت S8 بیاد فکر کنم 620 پیکسل بر هر اینچ باشه.
واقعا نمی فهمم چرا. این گوشی 6 اینچ هست گوشی به این گنده ای باید 600 پیکسل بر هر اینچ باشه نه 377.
واقعااااااااا که.",1,10,4,5,5,5,5,5
"کم حاشيه بودن","دوربين دوم
رم 6 گيگ که 3 گيگش فقط قابل استفاده است","گوشی خوب ونوآورانه ای است ولی فناوری سرامیکی آدم را مردد می کند که اسپیکرهایش می توانند صدای خوبی برای پخش فیلم یا آهنگ داشته باشند ویا اینکه فقط برای مکالمه کردن این فناوری کارایی بالا دارد. اگرهم ازقابش استفاده نکنی جای انگشتایت پشت گوشی می ماند.برای استفاده ازدوربین دومش هم باید گوشی رابچرخانی.",0,13,5,4,5,5,5,5
,,"همسرم تازگی گوشی رد می تری اس خریده و کاملا راضیه باتری اون گوشی 4000 میلی آمپره دو روز با استفاده زیاد شارژ نگه میداره باتری اینو خوندم 4400 میلی آمپره که فوق العادست . تو چین همه این برند رو میخرن و به اپل چین معروف شده یکم ناشناخته س و مردم میترسن واسه خرید .
اگه گوشی همسرم خوب باشه منم اینو میخرم",11,1,5,5,5,5,5,5
,,"سلام
دوستان عزیز توجه داشته باشن فعلا نمیتونیم نظرات دقیقی در مورد این گوشی بدیم چون هنوز نیومده ولی چیزی که از تمام گوشی های شیاومی متوجه شدم اینه که سیاستش کلا با سیاست تمامی شرکت ها فرق میکنه و هیچوقت گوشی ایی از برند خودش رو دارای نقطه ضعف عمدی نمیکنه تا مدل دیگه اش فروش بره و مشتری دچار سردرگمی بشه
هدف شیاومی اینه که بهترین از یک محصول رو ارایه بده و فقط از نظر نوع یوزری که",12,1,3,3,3,3,3,4
"کلا نقاط قوته","نياز صددرصد به کاوري محکم جهت حروم نشدن پولمون","زیباترین گوشیه که تا الان ساخته شده(از نظر من)",17,3,5,5,5,5,5,5
,,"دوستانی ک میگن رزولوشن این دشتگاه پایین است میتونن برن و MINOTE 2 رو خریداری بکنن . هردو یکی هستند ولی این دستگاه دوربین 16 و دیگری 22.5 و رزولشن دیگری 400 است و حافظه این 256 و اون 128 و صفحه اون 0.7 انیچ کوچکتر و فناوریشم امولد هست. من به شخصه اون رو میخرم پیشنهاد میکنم شما هم ازون یکی محصول دیدن کنید. اون گوشی فقط بجای بدون لبه بودن صفحش مثل سامسونگ اج هست و بنظرم حتما ببینید درضمن باتری می میکس 4400 و می نوت 2 4070 و اما می میکس گرونتره اما بنظرم می نوت 2 رو حتما ببینین عالیه",7,0,5,5,5,5,5,5
"طراحي زيبا ،تراشه اسنپ ، رام 6","وزن زياد ، رزولوشن پايين صفحه نمايش","این گوشی به نظرم فوق العادس مجموعه ی تراشه اسنپ با رام 6 مجموعه ی سخت افزاری قدرتمندی بوجود آورده
فقط به نظرم نبود حاشیه باعث میشه کوچکترین ضربه به صفحه نمایش منتقل بشه که جدای از زیبایی منحصر به فرد ی که داره ممکنه زیاد خوشایند نباشه",9,2,3,3,3,3,3,3
,,"اقای حسینی.رزولیشن جای نگرانی نداره.چون ثابت شده چشم انسان قادر به دیدن تراکم بیشتر از 350 پیکسل نیست.وا این گوشی 361 هست.
البته اگه AMOLED بود که محشر بود خخخیلی هم محشر.",5,3,4,5,5,4,5,5
"همه چي","يه کوچولو صفحه نمايش","فوق العادس..همه چیش عالیه",2,2,5,5,5,5,3,5
"عالي و منحصر به فرد
سخت افزاره قوي
طراحي عالي",ندارد,"سلام من یه اعتقاد به دیجیکالا دارم اونم اینه که چرا محصولات شیاومی با این کیفیت ساخت و قیمت خوب چرا اینقد کم هستن تویسایت و ما مجبوریم از سایتای غیر معتبر خریداری کنیم!",31,1,5,5,5,3,5,4
,,"اولین باری که صفحه مشخصات فنی این فبلتو میخوندم داشتم لذت میبردمو میرفتم جلو که به رزولوشن صفحه نمایش رسیدم تو این مسیر که داشتم مشخصات میخوندم کاملا با خودم فکر کرده بودم که حتما میخرمش که رسیدم به رزولوشن صفحه و حسابی تو ذوق خورد اخه حیف نیست",8,11,4,4,5,4,5,4
"همه چي",هيچي,"من خودم گوشی شیائومی Mi5pro black ceramic رو دارم. خیلی ازش راضیم. شیائومی فوق العاده هست. در خرید محصولات این برند نباید شک کرد.",16,1,5,5,5,4,5,5
,,"سلام دوستان مدتیه با این برند آشنا شدم و در موردش خیلی تحقیق کردم داخل خود چین بیشترین فروش رو داشته کیفیت ساخت قطعاتش به مراتب بیشتر از سامسونگ..الجی. ..هست تاحالا ندیدم کسی از سخت افزار شیاومی ایراد بگیره (طرز صحیح نوشتنش بلدم اما کیبوردم ساپورت نمیکنه) شیاومی طرفدار و خریدار زیادی تو کشور ما نداره چرا ؟ چون تبلیغاتی نکرده وگرنه به راحتی بازار متعلق به خودش میکنه تمام خریدارای شیاومی از گوشیشون با تعصب دفاع میکنن باور نمیکنین؟ همه راضین منم با توجه به بودجه کمم قصد خرید redmi 3s مدل پرایمشو دارم که فوق العادس رم 6 حافظه 33 اثر انگشت",16,2,5,5,5,5,5,5
"بالاترين نسبت صغحه نمايش به بدنه","بزرگ بودن و وزن 209 گرمي مي تونه مشکل ساز باشه","برای کسانی که می خوان گوشی بزرگ و در عین حال خوشدستی داشته باشن بهترین گزینه است .من خودم بیصبرانه برای خریدش منتظر میمونم. تشکر از دیجیکالای عزیز",11,0,4,4,5,3,5,5
"همه چيز",هيچي,"باسلام ب دوستان این گوشی یک نو آوری درصورت گوشی هست
من ب جرات میتوانم بهم های ترین گوشیه",8,0,3,3,3,3,3,3
"همه چيز",,"شبیه یه گوشی مفهومی و کانسپته امیدوارم تولید بشه و به ایران بیاد",7,1,5,4,5,3,5,5
,,"عجب چیزیه این صفحش",10,0,3,3,3,3,3,3
,,"نوآوریش خوبه",12,0,5,5,5,5,5,5
,,"از این بهتر چی میخوایین بالاترین رم6 و.......",11,0,3,3,3,3,3,3
