positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"دوربين عالي صفخه نمايش خوب سرعت مناسب","سايه ال سي دي که با برنامه درست ميشود","با سلام خدمت دوستان
ال جی جی 5 واقعا گوشی خوبیه تو رنج خودش.همه مشخصه های یه پرچمدار واقعی داره.دوربینش که عالیه.صفحه نمایشش واقعا زیباست.سرعت روونی داره و با در دست گرفتنش احساس رضایت میکنید.مشکل سایه صفحه نمایش هم در صورت استفاده زیاد از برنامه بوجود میاد که با نرم افزار darker pro کامل برطرف میشه و جای نگرانی نیست.
دوستانی که میخوان خریداری کنن تو خریدش شک نکنن.هیچ هنگ و لگی مشاهده نمیکنید.",0,1,5,5,5,4,4,4
"کيفيت صفحه نمايش","باطري بسيار ضعيف، دوربين ضعيف مخصوصا در شب، آنتن دهي ضعيف","سلام
علیرغم قیمت بالایی که دارهو بعنوان پرچم دار ال جی معرفی شده ولی باطری بسیار ضعیفداره مخصوصا وقتی شبکه ودیتا روشن میکنی، همچنین دوربین ضعیف مخصوصا در شب و کیفیت16 مگاپیکسل نداره، درتهران ساکنم و آنتن دهی ضعیفی داره (البته تازه سیم کارتم تبدیل به یوسیم همراه اول شده) به کسانی بصورت طولانی مدت ازگوشی استفاده میکنن تصویه نمیشه",0,0,3,3,3,3,3,3
,,"گوشی هایر ال جی مشکل دارند گوشی ال جی نخرید پشیمون میشید چیزهای خوب زیاد دارند مثل رابط کاربری خیلی خوب دوربینهای خیلی عالی خلاقیت های جالب و کیفیت صفحه نمایش و همچنین آنتن دهی خوب ولی یه سری مشکلات دارند که به مرض جنون میرسونتون گوشی ال جی نخرید همین پولو گوشی دیگه بگیرید تقریبا با این پول میشه از همه برندها گوشی پرچم دار خرید",1,2,3,4,5,3,2,4
"کيفيت دوربين حسگر اسر انگشت و...",ندارد,"واقعا عالیه من راضیم",0,0,5,5,5,5,5,5
"کيفيت بالاي دوربين عکاسي + عکاسي وايد
سي پي يو قدرتمند
شارژ سريع","افتضاح بودن خدمات پس از فروش شرکت ماديران با توجه به تجربه در 3 دستگاه
عدم تناسب ميلي آمپر باتري با سخت افزار قدرتمند
تقريبا هر 3 هفته بايد اثر انگشت رو ريست را مجددا شناسايي کرد تا بهتر کار کنه
ضعف در شيشه محافظ لنز","وقت شما دوستان گرامی بخیر
آذر ماه این گوشی رو خریدم
از همون اول موقع روشن کردن گوشی یه ارور میداد اما تو استفاده از گوشی اختلال ایجاد نمی کرد تا موقعی که آپدیت سیستم عاملش اومد و آپدیت نشد
اسفند ماه گوشی رو بردم نمایندگی گفتم این مشکل رو داره فلش کردن گفتن مشکل برطرف شده اما اون ارور همچنان پابرجا بود و هست
امروز دوباره آپدیت اومد آپدیت کردم این سری دیگه گوشی رو صفحه لوگوی ال جی میمونه اون ارور میاد و ریست میشه
این دومین خرید بنده از ال جی(قبلیش جی 3 بود هاردش سوخت) و سومین دستگاهی هستش که گارانتی مادیران رو داره که هر 3 به دلیل ضعف در خدمات شرکت مادیران به طور تقریبی غیرقابل استفاده شدند .
متاسفانه این سری تمام اطلاعات و عکس ها از میره",4,9,1,0,3,0,4,3
دوربين,باتري,"ددربین فوق العاده و کم تظیری داره! رزولیشن خوب وسرعت خوب. اما واقعن باتریش نقطه ضعف این گوشیه. هرچند گوشی بااین کیفیت باتری زود خالی کردنش عادیه",4,0,0,1,0,2,1,1
"دوربين
رم و سي پي يو
باتري قابل تعويض
ماژولار بودن","سايه صفحه نمايش
از کار افتادن اسپيکر
تاچ گوشي بعضي وقتها خوب کار نميکنه","حدود سه ماه پیش این گوشی رو از دیجی کالا خریدم.
تا دو ماه اول خیلی خوب بود و کار کردن باهاش خیلی لذت بخش. و خیلی خوشحال بودم که گوشی مشکلاتی که دیگران میگن رو نداره.
بعد از دو ماه این گوشی چهره واقعیه خودش رو نشون داد. دوستان این گوشی مجموعه ای از ایرادات سخت افزاریه و اصلا اونطوری نیست که براش تبلیغات شده.
سایه ای که روی گوشی ایجاد میشه مانع از این میشه که بتونید از نقاط قوت گوشی لذت ببرید و از وضعیت شرکت های گارانتی هم که همه اطلاع دارن.
بعد از کلی سرچ کردن توی اینترنت متوجه شدم که این یک مشکل رایج توی این مدل گوشیهاست و هیچ راه حلی نداره. گوشی رو ریست فکتوری کردم و مشکل اسپیکر حل شد.
اپلیکیشن darker pro هم اگر روی 94% بذارید سایه انداختن صفحه اذیتتون نمیکنه. اما این حقیقت رو تغییر نمیده. این گوشی یک شکست بزرگ برای کمپانی الجی هست.",17,7,0,1,3,3,3,3
,,"این مشکلاتی که دوستان میگن مثل سایه اصلا وجود خارجی نداره در گوشی که من دارم استفاده میکنم الان حدود 5 ماهه که دارم.اگر هم باشه با اخرین بروز رسانی کاملا برطرف میشه.این گوشی از نظر سرعت شارژ،دوربین،رابط کاربری،.ارگونومی نسبت به گوشیهای هم رده خودش در بازار یه سرو گردن برتره.از نظر قیمت هم که شاید با قابلیتهایی که داره به صرفه‌ترین باشه توی بازار.اصلا شک نکنین",5,9,5,4,5,5,5,5
,,"ال جی واقعا فوق العادس",12,6,5,5,5,5,5,5
"دوربين قوي
شارژ سريع","سايه هاي صفحه نمايش
محافظ لنز شکننده و بي کيفيت
خدمات پس از فروش بسيار ضعيف","من حدود 7 ماه پیش یک دستگاه تلفن همراه lg g5 از وبسایت دیجیکالا با گارانتی 2 ساله رسمی و کارت طلایی مدیا پردازش خریداری کردم. بعد از حدود 3 ماه در قسمتهایی از صفحه نمایش گوشی سایه هایی دیده میشد که بعد از حدود 5 دقیقه محو میشد. با گذشت زمان، مدت ماندگاری سایه ها نیز بیشتر شد و در حال حاضر تقریبا بصورت ماندگار در صفحه نمایش مشخص هستند و جلوه بدی دارند. متاسفانه چند روز پیش لنز دوربین گوشی هم بدون دلیل و ضربه و فشار ترک خورد. در جستجوی اینترنتی متوجه شدم بسیاری از گوشیهای الجی بدون دلیل دچار شکستگی لنز شده اند و این اتفاق محدود به یک گوشی نیست. در مراجعه به نمایندگی این مسائل کامل توضیح داده شد ولی مسئول مربوطه اعلام کردند برای شکستگی گارانتی هیچ مسئولیتی ندارد حتی اگر بصورت خود به خود باشد و هزینه تعویض آن معادل نیمی از قیمت گوشی است! بخاطر یه ترک در شیشه بالایی محافظ دوربین تمام قاب پشت گوشی باید تعویض شود. درباره سایه ها هم گفتند در گوشی الجی طبیعی است و حتی در گوشی های موجود در مرکز هم وجود دارد. به همین سادگی. بنده این همه هزینه گوشی داده ام و ایجاد سایه ها و کیفیت پایین ساخت و صفحه نمایش از نظر نمایندگی رسمی پس از فروش کاملا طبیعی است!!!
من که همیشه خرید گوشیای الجی رو بعد از g2 پیشنهاد میکردم و خودم هم خریداری کردم کاملا پشیمون شدم و به هیچ وجه دیگه سراغ الجی نمیرم.",36,21,0,0,3,3,3,4
