positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"[""عالي""]","[""گرونه""]","دیجی کالا عزیز لطفا موجود کن",0,0,3,3,3,3,3,3
[],[],"تو رو خدا موجود کنین
اگه موجود نمیشه بزنین ناموجود
من هر روز میام میبینم ناموجوده
منتظرم",2,0,5,5,5,5,3,5
"بسيار سخت جان",ندارد,"لطفا زودتر موجودش کنید....",2,0,5,5,5,5,5,5
"مهمترين نکته باطري اين گوشي هست.
کيفيت صفحه نمايش و وضوح بالاي دوربين
سرعت خوب پردازشي
با توجه به تغييرات بدنه,سبک و خوش دست","اگر حافظه هاي بالاترش هم موجود بود بهتر ميشد","سلام به دوستان
من این گوشی رو از آمریکا تهیه کردم.مهمترین فاکتور این گوشی ظرفیت باطریش هست که نسبت به گوشی های با سایز صفحه مشابه آزادی عمل بیشتری به فرد میده.وگرنه از نظر سخت افزاری هیچ تفاوتی با سری S6موجود در ایران نداره.پس اگه تو نگهداری گوشی مشکلی ندارید,, از لحاظ زمین زدن,, میتونید خیلی حسرت این گوشی رو نخورید.من تو این مدت که از این گوشی دارم استفاده میکنم تقریبا رضایت کامل دارم.البته یه سری هنگی ازش دیدم ولی در کل گوشیه خوبیه.",0,5,4,5,4,4,4,4
"فوق العاده",ندارد,"خواهشا نسخه انلاک این گوشی رو موجود کنید خیلی وقت سر می زنم و نیومده",1,1,5,4,3,3,5,3
,,"سلام.این نسخه آنلاک این گوشی که برای همه اپراتور ها و کشور ها هست رو با وسایل جانبی اضافه سایت آمازون داره می فروشه.فکر کنم دیجی کالا هم چند ماه دیگه بیاردش.",2,1,3,3,3,3,3,3
,,"مدیران دیجی کالا خواهشا و لطفا به حرف کسانی که در این جا نظر میدهند گوش دهید شش ماه است که می گوییم که گوشی های Samsung galaxy S5 active و Samsung galaxy S5 sport و Samsung galaxy S6 active را موجود کنید هنوز هم موجوداش نکردید.
ر قبا شما، اگر این کار ها را نکنید از شما جلو می زنند.
من به دلیل نیامدن این کالا به دیجی کالا ارزش خرید به نسبت قیمت را هیچ زدم.",3,1,0,5,4,4,3,4
,,"در کل به خاطر دوربین و باطری و دوامش دوستش دارم.",1,0,0,0,0,0,0,0
,,"سلام بی نظیر حرف نداره مخصوصا باتریش و بدنه عالی واسه کسای خاص هست فقط خدا کنه بیاد آخه فقط واسه اپراتور امریکا جواب میده",1,0,5,5,5,5,5,5
,,"لطفا بیارش. دقیقا همون چیزیه که میخواستم",5,0,0,0,0,0,0,0
,,"با سلام
من از مسئولین دیجی کالا خواهش میکنم یه فکری به حال متقاضی های این گوشی بکنن واقعا مورد نیاز خیلی از افراد با مشاغل صنعتی هست",11,0,0,0,0,0,0,0
,,"سلام . دوستان اگه به این گوشی دل خوش کردین باید بهتون بگم احتمال اومدنش تو ایران زیر 10%هست . من خودم رفتم تو سایت AT&T با اپراتورشون آنلاین میشه چت کرد . وقتی پرسیدم که این گوشی خارج از امریکا به فروش میرسه یا نه ، گفت که فعلا این شرکت محصولاتشو فقط در امریکا به فروش میرسونه و تنها راه خرید هم ، خرید از امریکا هستش . تازه با اپراتور دیجیکالا هم که صحبت کردم گفتن که : ""بعضی از کالا ها (مانند همین کالا) فقط برای اطلاع کاربران در سایت قرارداده میشوند و احتمال عدم ورود آنها به کشور هم وجود دارد."" پس اگه تو امریکا فامیل دارین که مبارکتون باشه این گوشی . ولی اگه شما هم مثل من امیدوارین که این گوشی تو ایران بیاد باید بگم که بهتره دور این گوشی رو خط بکشین.
یا علی",8,1,4,4,5,5,3,3
,,"دیجی کالا طراحی زمخت رو جزء بدی ها نوشته چرا ؟ اتفقا من خودم از زمختیش خوشم میاد",6,0,5,5,5,5,5,5
,,"زمانی که اس 5 اکتیو اومد نوشته به زودی الان سامسونک رو اس 7 کار میکنه شما هنوز 5 اکتیوشوشو نیاوردین شیش پیشکش",3,0,5,5,5,5,5,5
,,"از این گوشی ابی گرم نمیشه ، منم ببیخیالش شدم امروز یه جی 4 ال جی سفارش میدم به جای این ، شیش ماهه زده به زودی",2,1,0,0,0,0,0,0
,,"اگه قرار نیست بیاد بگین، من الان چند ماهه منتظرم بیاد وگرنه میرم اس6 میخرم",2,0,5,5,3,3,5,2
,,"سلام بچه ها من فقط منتظر اومدن این گوشی به بازار می مونم تا بیاد و بخرمش من عاشقشم",0,0,5,5,5,5,5,5
,,"من الان حدود سه ماه منتظرم و همچنان .....",0,0,5,5,5,5,5,5
,,"سلام بر دیجی کالای عزیز
آقااین گوشیه اصن میاد توایران یا داری با احساساتمون بازی میکنی؟
آخه باید تکلیفمون روشن شه که رو این گوشی حساب کنیم یا نه ؟!!!
خواهشا هر چه زود تر موجودش کن خیلی لازمه
تشکر",8,0,4,4,5,5,3,3
,,"زشت ولی قدرتمند
like!!!!",1,0,0,5,5,5,5,0
,,"سلام و بازم سلام .من هم خودم طرفدار سامسونگ ام ولی از این گوشی خوشم نمی اد . ادم این گوشی رو میبینه دلش از گوشی زده میشه",2,1,0,5,5,5,5,0
,,"با سلام و خسته نباشید خدمت پر سنل خوب دیجیکالا ، من خیلی وقته منتظر این گوشیم و همش زدید به زودی پس کی موجود میشه ؟
اگه موجود نمیشه بگید ماهم یه فکری به حاله خودمون بکنیم ممنون",3,0,0,0,0,0,0,0
,,"فقط برای AT&T ساخته شده! ایرانم میاد اونوقت؟!؟!
حالا اگرم بیاد بعدا اندروییدش آپدیت میشه؟!!؟",2,0,5,5,3,3,5,2
,,"با توجه به اینه دیجی جون مقایسه دوربین این مدل رو انجام داده ، پس حتما چند تایی رو وارد کرده امیدوارم زودتر فیلم نقد و بررسی و بعد فروشش رو شروع کنه",1,0,0,0,0,0,0,0
,,"s6 با بامپر یا گارد ژله ای مقاومت اندازه این هست یا نه ؟",0,0,0,0,0,0,0,0
,,"تو معایب نوشته طزا حی ضمخت. اگه طراحی ضمخت نبود که ضد اب و ضربه و... نمیشد ! + به قول احسان عزیز این که اصلا دور بینشم برجسته نیست !!",3,0,0,0,0,0,0,0
,,"دیجی چرا هی پیام میاد موجود شد بعد میبینم نیس موجودش کن",0,0,0,0,0,0,0,0
,,"سلام. متاسفانه بعضی از دوستان طوری نظر میدن که انگاری شرکت سامسونگ واسه طراحی مدل جدید این گوشی از اونا نظر خواسته خودتون بهتر میدونید که هر گوشی واسه کاربرهای خاص بسته به استفاده ای که از گوشی میکنند طراحی میشه و این گوشی رو یک شبه هم طراحی نکردن مطمئنا چندین مهندس رو طراحیش کار کردن..پس دوستان لطف کنند از رو سلیقه شخصی و احساسات نظر ندند و معایب و محاسن گوشی رو با ذکر دلایل فنی و علمی بیان کنند تا بلکه کمکی بشه به خریداران برای بهترین انتخاب... از توجه دوستان متشکرم...",8,0,0,0,0,0,0,0
,,"این گوشی همه چیش به معنای واقعی عالیه بجز اندازش سامسونگ واقعا رو طراحی این گوشی کار نکرده ور داشته بدنه ضدآب رو با گوشت کوب کوبیده روش البته با توجه به اندازش انگار نکوبیده :) میتونست همون گلکسی اس 6 معمولی رو فقط چند میلیمتر بزرگتر بسازه و ضد اب اما بخاطر رقابت برای اینکه حتی یک میلیمتر نازک تر از آیفون 6 بسازه.... ولی اگه اندازش براتون مهم نیس واقعا این بهترین انتخابه",0,0,0,0,0,0,0,0
,,"اینقد صابون به دلتون نمالید حتی رنگ این گوشیو به چشمتون نمی بینید...ولی اگه بیاد مطمعنا یکی از کاندیدای گوشی بعدیم خوا هد بود.مرسی",2,0,5,5,5,4,3,5
,,"بیارینش خیلی به کار من میاد",3,1,0,0,0,0,0,0
,,"واقعا عالیه ...... باطریش به صدتا از نخسه اصلیش می ارزه ...... درضمن اونایی که میگن زشته خیلی سلیقه دخترونه دارن این گوشی به خاطر این که مقاوم باشه این جوری صراحی شده وبه نظر من خیلی بهتر از نخسه اصلیشه که برا دخترا طراحی شده..........اگه موجود بشه حتما می خرمش.",5,0,4,5,5,5,4,4
,,"توی مشخصات این گوشی ذکر نشده که ایا مجهز به لرزشگیر دست اپتیکال هست یا لرزش گیر لیز داره . داره نداره کسی میدونه",1,0,5,5,5,5,5,5
,,"یه عده همچین میان نظر میدن که این چیه سامسونگ زده انگار مجبورشون کردن بیان این گوشیو بخرن.
کسی تست ضربه این گوشیو دیده اصن؟ گوشیو از ارتفاع تقریبا سه متری میندازه رو سرامیک یک خط هم رو گوشی نمیافته و زیر آب هم خیلی راحت میشه باحاش عکس گرفت و کار کرد در ضمن باتری این گوشی بهترین باتری رو در میان پرچمداران روز دنیا گرفت و رکورد جدیدی رو با اختلاف زیاد از رکورد دار قبلی یعنی لومیا 1520 بجا گذاشت. من اگه ببینم قیمتش از s6 edge پایین تره میخرمش چون گوشی از دستم زیاد میافته زمین ولی بد نیست به گوشی های cat هم نگاهی کنید که قیمتش کم تره و مثل این ضد ضربه هستن",1,0,5,5,5,5,5,5
,,"منم میخوام .اگه قیمتش مناسب باشه یه ثانیه هم تو خریدش درنگ نمیکنم",2,0,5,5,5,5,5,5
,,"موجودش کنید",2,0,0,0,0,0,0,0
,,"اصلا از سامسونگ انتظار نداشتم همچنین گوشی زشتی بزنه نمیشود همینو رو s6 معمولی بزنه",1,0,5,5,4,4,0,1
,,"سلام اولین بار هست که نظر میدم اگر موجودش کنید برای اولین بار از دیجی کالا خرید میکنم",1,0,5,5,5,5,5,5
,,"شکل زشتی داره",2,0,0,0,0,0,0,0
,,"سامسونگ خودش رو گرفته دستگاه یا ما رو. قیافه این دستگاه جوری ارتشی و نظامی کرده انگار میخوایم بریم جنگ آخه مگه نمیشه یه گوسی عادی ساخت که ضد آب باشه مثل سونی. تازه اگه این گوشی رو توی خیابان بگیری دست مردم بهت میخندن.",2,0,0,0,0,0,0,0
,,"دیجیکالا لطفا زود بیار این گوشی رو
یا بگو کی میاد
یا اصلا میاد؟
چرا با احساسات ما بازی میکنی آخه",2,0,0,0,0,0,0,0
,,"کجای دوربین این گوشی برجسته است که تو معایب نوشتید",5,0,5,5,5,5,5,5
,,"دیجی جاااااااان
سر جدت این اکتیوو سریع موجود کن
منو پسرخالم میخایم بخریم
آخر گوشیه
دمت گرم
منتظریمااااا....",4,0,5,5,5,5,5,5
,,"بعد از مدت ها گوشی مورد علاقمو پیدا کردم اگه موجود بشه 100% می خرمش",4,0,0,0,0,0,0,0
,,"عمرن تا سه ماه دیگه ایران بیاد Active s5 بعد از یکسال هنوز نیومده ایران این چجوری قراره بزودی بیاد؟!",4,0,0,0,0,0,0,0
,,"من شنیده بودم این گوشی به سفارش AT&T تولید شده و فقط از طریق این اپراتور و باطرح های فروش اونجا فروش میره
اینکه دیجیکالا زده به زودی یعنی واقعا به زودی میاد؟
من از زمانی که اس 5 اکتیو معرفی شد منتظر بودم که بیاد و بگیرمش ولی هیچ وقت تو ایران نیومد
امیدوارم دیجیکالا بیاره این گوشی رو
منتظر موجود شدنتشم",0,0,0,0,0,0,0,0
,,"خیلی عالیه این گوشی
شاید مخاطب خاص داشته باشه
خوب همه از ظاهر این گوشی خوششون نمیاد
و شاید خیلی ها بگن زشته یا ظرافت گوشی براشون مهم باشه
ولی من عاشق دیزاین و حالت زرهی و نظامی این گوشی ام
و بخصوص مقاومت و امکانات این گوشی
چون اولا مشکل ضعف باطری مدل معمولی رو حل کرده وثانیا برای منی که استفادم از گوشی جوریه که خیلی به در و دیوار میخوره و معمولا یه گوشی رو سه چهار سال نگه میدارم خیلی عالیه
فقط کاش اون رنگ و طرح سبز لجنی که اس 5 اکتیو داشت رو هم واسه اس 6 اکتیو میزدن
بی صبرانه منتظرم که این گوشی رو بیارید",1,0,0,0,0,0,0,0
,,"مگه باهاش میخوایم بریم جنگ؟
درسته که نسخه های اکتیو مقاوم ترند ولی چرا این طوری شکل نارنجک چهل تیکه درست میشن؟
با قیافه معمولی نمیشه یک گوشی مقاوم ساخت؟",15,0,0,0,0,0,0,0
,,"s6 پردازنده خیلی قوی داشت
حالا تو این مدل همون پردازندرو داره هم بدنه خیلی قوی داره
بعدشم این گوشی بدرد افرادی می خوره که محیط کارشون با مردم عادی فرق داره مثلا نظامی ها یا مهندسای ساختمون
و دسته دیگه برای ورزشکارا خوبه مثلا کوهنورد",1,0,5,5,5,5,5,5
,,"اس6 از این خیلی بهتره هم ظاهرش خیلی زیبا هستش هم حسگر اثر انگشت داره.تنها برتری که این گوشی به اس6 داره ضد اب بودنشه.تازه این حسگر اثر انگشت نداره.کاربرد حسگر اثر انگشت بیشتر از ضد اب بودنه.با تشکر این نظر من درباره ی این محصول بود.شاید نظر افراد دیگه متفاوت باشه.",2,0,0,0,0,0,0,0
,,"سلام
بنظر من این نوع قاب وشکل گوشی بیشتر بدرد نظامی ها میخوره تا مردم عادی
سامسونگ میتونست همون سیستم ضدابی روی galaxy s5روی این هم قرار بده تا فروشش بیشتر بشه.",1,0,5,5,5,5,5,5
,,"این مدل علاوه بر ضد آب بودن،باتری قوی تر و همچنین بدنه ی مقاوم تری نیز دارد.اگه ظاهر گوشی برای شما مهم نیست و یک گوشی محکم و ضدآب با باتری قوی میخواهید این گوشی میتواند مناسب خواسته های شما باشد.",4,0,0,0,0,0,0,0
,,"انقدر از این گوشی های سامسونگ بدم میاد فقط زد آبه هیچی دیگش خوب نیست مخصوصا کلیدهای پایینش خیلی زایس من که بدم اومد اخه این چیه!!!''",3,0,0,0,0,0,0,0
