positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"2 تا دوربين پشت داره و با کيفيته
دوربين سلفي خوب","قيمت بالا
صفحه نمايش بزرگ
معموليه","یه هفته س خریدم.. حافظه 32 کمه.. اگه چند تا عکس و فیلم درست حسابی بگیرین زود پر میشه..5 کیگ هم فضای آیکلود هست.. کمی بزرگی صفحه ش تو ذوقم زد ولی در کل هر کی آیفون میخره به خاطر برندشه.. آنچنان کیفیت تصویری ندیدم..حتی تو عکسی که با دوربین کانن گرفته بودم حس میکنم رنگ قاطی میکنه.. در کل مثل گوشی های دیگه.. قدرت مانوری که تو اندروید داری تو این نداری... من بازی نریختم اما بیشتر به درد بازی میخوره..مکالمه و آنتن دهی اینترنت مثل گوشی های 4جی دیگه س.. دوربینش خوبه.. رنگ رزگلدش قشنگه ولی باز تاکید میکنم کمی بزرگه.. من به خاطر برندش خریدم وگرنه سامسونگ خیلی بهتره. اگه فقط برند براتون مهمه بخرید وگرنه خیر..",6,10,2,4,5,3,3,2
"دوربين اپتيکال و بسيار قوي با رنگ هاي زنده و شفاف
سنسور اثر انگشت قدرتمند
بلند گو و سيستم صوتي قدرتمند","محدوديت طراحي صفحات و ميانبر ها توسط کاربر","تازگی مدل 128 را خریده ام . قدری سنگین است که با توجه به کیفیت ساخت و امکانات مهم نیست .
قبل از اپل من گوشی های مختلف اندرویدی داشته ام . کلا سیستم اندروید امنیت کمتری نسبت به ios دارد اما امکانات بیشتری را در اختیار کاربر قرار میدهد . خصوصی سازی صفحه نمایش و دستیابی به فایل های حافظه در اندروید بسیار آسانتر است . بطور مثال وجود file manager یا همان My file در اندروید دسترسی کاربران را به محتویات حافظه بسیار آسان می نماید . این اپلیکیشن در ios قابل دانلود است اما کارایی کمتری دارد . شاید پر دردسرترین محدودیت ios که نمیتوان آن را ضعف دانست بلکه بعلت امنیت دستگاه و حفظ قانون کپی رایت است عدم امکان دانلود موسیقی و یا حتی سیو مستقیم موسیقی از درون تلگرام است . با اپلیکیشن هایی وجود دارند یا میتوان از iclude استفاده کرد و بسیار پر دردسر است .
در کل دو سیستم عامل هریک نقاط قوت و ضعف خود را دارند و نمیتوان گفت کدامیک بهتر است . بهتر بودن بسته به نیاز هر کاربر است .
اما در مورد گوشی با ید بگویم من گوشی های مختلفی در سطح پرچمداران هر برند داشته ام اما iphone 7 plus چه از لحاظ دوربین و چه طراحی و ساخت از دیگر گوشی ها بسیار بهتر است . به نظر من اگر کسی توان خرید این گوشی را دارد شک نکند زیرا کاملا ارزش خرید دارد .",1,1,3,5,3,3,4,3
"کيفيت تصوير
باطري
آنتن دهي
دوربين","قيمت ، تحريم بودن و اينکه مجبوري اپل آي دي الکي بسازي","گوشی فوق العاده ای هست من که کاملا ازش راضیم کمی دیر شارژ میشه ولی حداقل 4 الی 5 روز شارژو واسه من که استفاده متوسط ازش دارم نگه می داره ، فقط کاش تحریم نبودیم و برای ساخت اپل آی دی مجبور نبودیم آدرس الکی بدیم .",4,3,3,5,5,5,5,5
"کيفيت بالاي بدنه
دوربين دوگانه
اسپيکر هاي استريو و قدرتمند
دگمه ي home جديد
مقاوم بودن در برابر رطوبت","وزن نسبتا بالاي گوشي
نداشتن جک 3.5 ميلي متري
ظرفيت بسيار پايين در مدل 32 گيگ","من خودم قبل از این گوشی 6 128GB داشتم و بعد از اون نظرم قطعی شد که این پرچمدار جدید رو بگیرم و الان بعد از سه ماه استفاده میخوام نظرمو در مورد این گوشی بگم
اولین چیزی که بعد از باز کردن جعبه نظرتون رو خیلی بهش جلب میکنه دوربین دوتایی هست که یه لنز واید و یه لنز دیگه تِله هستش که واقعا همه نیاز ها رو برطرف میکنه
از زمانی که استفاده درست از دوربین این گوشی رو یاد گرفتم عکاسیم با دوربین canon DSLR نصف شده
بعد از روشن کردن گوشی دگمه ثابت هوم یکم تو زوق میزنه و برای کسایی که ناخون شستشون بلنده و با ناخون با دگمه هوم کار میکردن یکم مشکله اما بعد یه مدت دستتون میاد
سرعت سنسور اثر انگشت هم که خیلی خیلی با 6 فرق داره
اگه با گوشیتون میخواین بازی کنین این سری عالیه برای بازی های آسفالت و ماشینی چون با بلندگو های استریو واقعا حس خوبی بهتون میده
اگه قبل از خرید این گوشی از آیفون های کوچیک استفاده میکردین باید بگم تا یه مدت برای حرف زدن طولانی یکم بازوهاتون درد میگیره ولی عادت میشه بعد
تنها مشکل اساسی که من تو این گوشی میبینم اینه که جک هدفون رفته ازش یعنی توی ماشین یا مهمونی باید با خودتون تبدیلشو که توس جعبش هست ببرین یا از بلوتوث استفاده کنین
حجم صدای فوق العاده ای که موقع پخش موزیک ازش بیرون میاد شوکتون میکنه
و اما siri که همیشه و همجا میتونین ازش برای خیلی از کارا کمک بگیرین از زنگ زدن تا سرچ کردن تو اینترنت و موسیقی
ولی اگه الان iphone 6s دارین به نظرم فکر خرید این گوشی رو نکنین چون تفاوت زیادی من با 6s توش ندیدم و ممکنه پشیمون بشین
مرسی",5,2,4,5,5,5,5,4
"سيستم بسيار قوي","کمبود حافظه 32 گيگ","دوستان در اینکه این گوشی حرف نداره بحثی نیست اما کسانی که قبلا با گوشی های اندروید کار کردن این رو بدونن که ios حجم برنامه هاش متفاوته و به نظر من خیلی بهتره که 128 رو بخرید
یه مورد دیگه کیفیت عکسش نسبتا خوبه یا من یه خورده حساسم درکل عالییی",5,1,3,5,5,5,4,5
"باطري و دوربين همينطور شفافيت تصوير","بزرگي LCD و حذف جک32 ميلي","گوشی خوبیه بهتر از 7 هست به نظر من اگه کسی 6 داره 7 نخره اگه خواست 7 پلاس بگیره که یه جذابیت و تعقیر داشته باشه ، دوربینش فوق العادهی داره",3,3,3,5,5,4,5,4
"همه چيز","قيمت نسبتاً بالا","من خودم 5sو6دارم اما 7یه چیز دیگس واقعاً",3,2,4,5,5,5,5,5
"سيو شارژ طولاني مدت
کيفيت صداي عالي
کيفيت عالي عکسبرداري
ساخت کليپ هاي بهترين عکس هاي اخير توسط گوشي
طراحي شيک منو ها",ندارد,"من از خرید این مدل از اپل خیلی راضی هستم.کیفیت ضیط صدا و تصویر فوق العاده عالی داره
عکاسی و پخش فیلم بسیار عالیه
چرخش و گشتن توی منو های اپل واقعا لذت بخشه و آدمی را به وجد میاره
قابلیت سیو شارژ باتری قابل توجهی داره بطوری که حتی من گوشی را هر 5 روز یک بار به شارژ میزنم
سایز گوشی هم متناسبه چون برای کاربرد های بی نظیر از گوشی مورد نظر نیاز هست
طراحی ساده و شیکی داره که هیچ وقت دل نمیزنه
ظراحی منوی home که باعث حفظ کلید شده بسیار جالبه
حجم عکس و فیلمهاشم خیلی زیاده که به نظر من بهتره 128 خریده بودم که نگران پر شدن حافظه گوشی نباشم
در هرحال من از خریدم بسیار بسیار راضی ام",3,1,5,5,5,4,5,5
"کيفيت ساخت عالي
باطري قويتر نسبت به گذشته
خاصيت نسبيِ ضد آب بودن
حسگر اثر انگشت بشدت سريع
دوربين فوق العاده","کمي سايز يزرگ گوشي اذيت مي کنه","نسبت به طراحی کلاسیک ایفون جذابیت کمتری داره ، خداروشکر که خطوط زشت آنتن سری 6 رو به لبه های گوشی منتقل کردن و گوشی زیبا تر شد . از سرعت دستگاه بسیار لذت بردم ، تقریبا میشه گفت نقصی نداره !",2,2,4,5,4,5,3,4
"همه چي داره مخصوصاً دوربين دوگانش","نياز به ايتونز",عالیییییییی,1,0,4,5,5,4,5,5
