positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"بازی های سنگین رو راحت اجرا میکنه",3,1,5,5,5,5,5,5
"حسگر اثر انگشت
صفحه نمايش 5 اينچي
2 گيگابايت رم
دوربين با کيفيت
داشتن محافظ صفحه","صفحه نمايش TFT","این گوشی در بین میان رده های سامسونگ بی نظیره و با داشتن حسگر اثر انگشت و قیمت نسبتا خوب بی نظیر تر هم شده .",6,0,4,4,5,5,5,5
"همه چيز",هيچيش...,"این گوشی عالی هست اجرای بازی های سنگین مثل اب خوردنه .",5,0,3,3,3,3,3,3
"طراحي ساده و متناسب",,"من روز پدر برای بابام از دیجی کالا خریدمش .ارسال سریع در مورد فروشنده و گوشی با ظاهر ساده متناسب در کنار منوی فارسی و رابط کاربری آسانو روان با بیمه گارانتی خوب یه خرید مطمئن و براتون به ارمغان میاره.نسبت به قیمت ارزش خرید بالایی داره.",3,0,3,4,2,4,4,3
"اثر انگشت
otg
فلزي بودن","نداشتم مادون قرمز","به نظر من عالیه بخرید",1,0,5,5,4,5,5,5
"حسگر اثر انگشت
چراغ نوار اعلان
خوش دست و گوشه صفحه کمي منحني داره
جنس بدنه فلزيه
دوربين و قدرت گوشي عاليه","فقط صفحه نمايشش ازAmoledبهtftتغير کرده که يه نقطه ضعف به شمار مياد
يه ذره حسگر اثر انگشتش ضعيفه مثلا تو هر10بار لمس کليد 1بار اشتباه ميکنه","بهترین گوشیه.با توجه به قیمتش و میان رده بودنش عالیه.حسگر اثر انگشتش هم برای اولین باره که تو مدل های پر طرفدار(j)هستش البته بجزj7prime.ففط صفحه نمایشش که از امولد به tftتغیر کرده یه نقطه ضعف به شمار میاد ولی زیاد جلب توجه نمیکنه.یه دونه هم مشکلش اینه که اگه احتمالا بیشتر از یه ساله از گوشی استفاده میکنین به نظرم بفروشینش.چون اگه هنگ کنه باطریش درنمیاد و گیر میکنین.به نظرم گوشی عالیه.بخرینش.دوربینش عالیه.فقط اگه فلش میزاشتن مثل j5بهتر میشد.بلندگوشم تا صداشو به اخرش نزدین عالی کار میکنه.فقط ضد خش گوریلا گلس نخرین که خش میفته.همون گلس معمولی بزنین.کلی با سوپر امولد ها امتحانش کردم که گوشی بابام سوپر امولد هستش اگه صفحه گوشی جی5پرایمو فشار بدین رنگش عوض میشه و با برداشتن دست دوباره درست میشه ولی سوپر امولد اینطوری نیست.سیاهش رو بخرین چون یه دست هستش.فقط اصلش رو بخرین که ساخت ویتنام باشه.اگه احتمالا هنگ هم کرد گوشیو خاموش کنین.بعد دکمه روشن خاموش،صدا ها و کلید اصلیو فشار بدین بعد که آرم(samsung galaxy j5prim)اومد فقط دکمه صفحه اصلیو ول کنین.بعد ریست کارخانه رو انتخواب کنین یا همون گزینه اولو بزنین تا گوشی دوباره روشن شه.امیدوارم کمک تون کرده باشم.",11,1,5,4,5,4,5,5
,,"با سلام خدمت عزیزان,من این گوشی رو با حساسیت خریداری کردم. ولی خدا میدونه من هیچ مشکلی تو این گوشی ندیدم
فقط حواستون باشه اگه دکمه برگشت گوشیتون گیر کرد نترسید. من با بروزرسانی کلی و گذاشتن خشگیر نازک (معمولی) مشکلم برطرف شد.",3,2,4,4,3,3,4,3
"حسگر اثر انگشت دوربين اوليه باکيفيت بي نظير",نداره,"جدیدا گوشیهای برند تکنو اومدن که امکانات محشری دارن مدل w5 سی پ یو 2گیگاهرتز رم 3 حافظه داخلی 32 دوربین 13پیکسل قیمتش بی نظیره",6,3,5,5,5,5,5,4
,,"فقط سامسونگ توان ساخت صفحه نمایشی با فناوری TFT داره که کاربرا همگی ازش راضی باشن",5,3,5,5,5,5,5,5
,,"انصافا در کیفیت ساخت و کارآیی از گوشی های گرانتر چیزی کم ندارد. حس خوبی از استفاده اش خواهید داشت. کیفیت عکس و عملکرد آن به نسبت قیمت فراتر از انتظار است",5,2,3,4,4,3,4,4
,,"گوشی خوبیه همه چیش نسبت به قیمتش گوشی پر امکاناتیه اما تنها چیزیش ک یکم ناراحتم صفحه نمایششه اما جدیدا خوب شده مخصوصا الان ک گلسش رو کندم خیلی بهتر شده کیفیت اش",2,1,4,4,3,3,5,3
"حسگراثرانگشت چراغ اعلان بلندگو بغل و خوب باطري غيرقابل تعويض و بادوام تمام ويژگي هاي سامسونگو داره ديگه","قيمت بالا","درجواب اون شخصی که گفتن ضرر کردن و فروختن بگم که جناب این گوشیا اصل و بدل دارن رام چینیشم تو بازار هست که ممکنه بت انداخته باشن
من خودم این گوشی رو دارم و اصلا چیزایی که شما گفتین توش نیست
صفحه نمایشش بسیار عالیه و فرق چندان زیادی با سامسونگ عادی نداره
یا علی",4,3,3,3,3,3,3,3
"همه چيز عالي","فقط و فقط سنسور قطب نما که فکر کنم با GPS بشه مشکل رو حل کرد . حالا تا نظر شما دوستان عزيز و گرامي چي باشه","ممنونم از اظهار نظرهای مختلف و کارآمد",1,0,5,5,4,5,5,5
