positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"دوربين
سخت افزار خوب
طراحي
صداي عالي
صفحه نمايش","باتريش يک روز نگه ميداره.البته خودم هميشه واي فام روشنه","سلام
من این گوشی از سایتای دیگه تهیه کردم البته تک سیم
تقریبا یک ماهه دارمش واقعا راضیم ازش.
سخت افزارش عالیه pes17و modern combat5و.. دارم روش خیلی راحت اجرا میکنه.
دوربینشم انصافا خوبه.
بنظرم تو این رنج از هر برندی بهتره سونی",1,0,5,4,3,4,5,3
"قيمت کيفيت ساخت راضي کننده صفحه نمايش خوب اسپيکر با صداي نسبتا بلند","دوربين اصلي ميتونست بهتر از اينا باشه","امروز 12.12.95گرفتمش از علاالدین گوشی خوبی بنظر رسیده تا این چند ساعتی که گرفتم. جنس بدنه وسط پلاستیک وسط فلز و جلو شیشه.",3,1,5,4,3,4,4,3
,,"این قیمتش خیلی از xa پایینتره بعدش هم باتری 2900 سونی اونم با sd820 تا یک روز و نیم میره و xa باتریش 2300 هستش که خیلی خوب میره ولی یکم دقت کنید در قیمتا این در حد j5 هست ولی xa در حد galaxy a5 قیمت هم خیلی تفاوت داره",4,1,4,4,5,5,2,4
,,"باتری این گوشی 2700 میلی امپر ساعت نیست ظرفیت باتری این گوشی 2300 میلی امپر ساعت هستش خرید xperia xa به نظر من بهتره به خاطر سخت افزارش ولی در کل هر دو باتری ضعیفی دارن",2,3,3,3,3,3,3,3
"طراحي زيبا و باکيفيت. احتمالا ارزش خريد بالا",نميدونم,"این یه گوشی میانرده، یا حتی یه پایینرده خوب باشه. پس نباید ازش انتظار سخت افزارش و امکانات یه گوشی رده بالا رو داشته باشیم..
من چند روزه دارم تو گوشیای میانرده بررسی و تحقیق میکنم یه بنده خدایی گفته براش گوشی بخرم. به نظر من بهترین انتخاب های الان بین میانرده ها؛ sony C4 , lg K10 , huawei 5x , sony M4 هست.",12,3,4,5,4,5,4,3
,,"با توجه به اینکه حسگر اثر انگشت نداره و ضد آب نیست و پشتش پلاستیکه اگه قیمت مناسبی برای این گوشی در نظر گرفته بشه میشه بهش فکر کرد و از کمبود هایی که گفتم چشم پوشید.
بهترین قسمت این گوشی دوربین 13مگاپیکسلی اصل سونی با لرزشگیر مکانیکی چهارمحوره هست چیزی که حتی در پرچمدار سری x این شرکت هم وجود نداره. سری x لرزشگیر نرم افزاری داره.",5,4,4,4,5,5,5,4
"[""ظاهرزيبا""]","[""نداشتن حسگراثر انگشت و ضداب نبودن""]","از سونی بعیده چنین گوشی",5,18,0,1,0,1,5,1
[],[],"دوست عزیز به نظر من J7 سامسونگ بهتره میتونی اونو بگیری",4,28,4,4,3,4,3,3
"شکل زيبا
قابليت4Gازنوعcat6
اندرويدبالا","چيپ mediatek","خیلی گوشی خوبیه",22,6,4,5,4,4,4,5
,,"اگه تا 27 یا 28 تیر بیاد می زارم تو لیست انتخابام من دنبال یه هم چین گوشی می گردم
ولی دیجی خیلی دیر موجود میکنه
فعلا lg stylus 2 و lg x screen و galaxy j5 2016 رو در نظر دارم ولی چون دوربین جلوی این فلش داره و سیستم عامل اندروید 6 و کیفیت ساخت خوبی داره منو بیشتر از اینا جذب میکنه",17,5,5,5,3,4,5,5
