positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"باندش زيرشه
دوربين سلفيش فلاش داره
ارزون با امکانات","رابط کاربري کمي ضعيف","این گوشیو برای بابام یه دو هفته ای میشه که گرفتم. تو این رنج قیمت گوشی عالی هست. باید در جواب دوستان دیگه هم بگم که تا حالا که هنگ نکرده.",0,0,4,3,4,3,4,4
"فلش واسه سلفي تاچ دوربينم بدک نيس","باتري هنگ هاي ريز","خوبه در کل راضیم ازش",0,0,5,3,3,3,3,2
"اصلا ندارد","باتري ضعيف و افتضاح
شارژخالي کردن مکرر
نداشتن 4G
بدنه سست و شکننده
حافظه بسيار کم","من از خرید این گوشی پشیمانم و به شما پیشنهاد میکنم اصلا سمت گوشی های هوآوی نروید خیلی زود زود شارژ خالی می کند و بدنه اش زود می شکند .",1,2,0,1,0,1,0,0
"طراحي بسيار زيبا که مانند اپل7طراحي شده بسيار سبک نسبت به قيمتي که پرداخت ميکنيم عالي هستش صفحه نمايش بزرک تاچ قوي","دوربين ضعيف هنگ کردن هاي خيلي ريز که در گوشي هاي هواوي عادي هستش","من این گوشیو برای برادرم خریدم که واقعا نسبت به پولی که پرداخت میکنیم عالی هستش و نباید انتظار خیلی زیادی ازش داشت. این گوشی دارای طراحی بسیار زیبا مانند اپل7هستش البته خیلی شبیه نیست،صفحه نمایش بزرگ،داشتن فلش برای دوربین سلفی،اگر دنبال یه گوشی برای بازی کردن هستین این گوشیو بهتون پیشنهاد میکنم،توجه داشته باشید که این گوشی otgرا ساپورت نمی کند و هنگ های بسیار ریز دارد که مهم نیست و یه کم دوربینش ضعیفه",5,0,5,5,5,5,5,5
,,"گوشی بد یه وقتی که گرفتمش سریع هنگ کرد",2,6,3,0,3,3,3,2
"به نظر من نقطه قوتي نداره","هنگ بسيار زياد حتي بدون نصب برنامه
باتري بسيار ضعيف
دوربين ضعيف
نداشتن قابليت otg","چند روز پیش این گوشی رو از دیجی کالا خریدم و اصلا راضی نیستم. همون روز اول بدون نصب هیچ برنامه ای گوشی هنگ کرد و تنها راه راه اندازی اینه که باتری رو از گوشی یک بار جدا کنیم. این مشکل در روزهای دیگه هم تکرار شد. تو این رنج قیمت گوشی سامسونگ Galaxy J1 Ace رو پیشنهاد میکنم",1,8,0,1,2,1,3,1
"قابلبت هاي زياد چراغ قوه قوي سرعتش خوبه","3g دوربين کم کيفيت رم1گيگابايتي","سلام.من یه 6ماهی هست که خریدم تا حالا هنگ نکرده.از مغازه خریدم.الان فقط از سرعت اینترنتش نا راضیم سرعتش3gهست.دکمه قفل دستیش هم مشکل داره.به نطر من یه کم پول بزارید یه گوشی بهتر بخرید.",0,2,4,3,4,3,2,3
,,"گوشیش عالیه من از دیجی کالا خریدم واقعا گوشیه عالی ایه تازه سال ساخته این گوشی برا 2017 هستش",3,0,3,3,3,3,3,3
"اصلا نداره به هيچ عنوان","هنگ بسيار زياد
باتري به شدت ضعيف
ظاهر غير استاندار
سيستم عامل 5.1 قديمي شده","با سلام خدمت دوستان پیشنهاد می‌کنم اصلا نخرید چون صدر در صد پشیمون میشید
چون
1--هنگ شدید داره حتی همون روز اول که گرفتم بدون هیچ برنامه ی نصب کنم فقط سیستم عامل خودش
2-- باتری فوق العاده ضعیف اصلا روزی 2 بار باید بزنیدش ب شارژ
3--اندروید قدیمی
4--بالا نیامدن برنامه ها
برنامه ها رو باز نمی‌کنه فکتور ریستم کردم درست نشد
بازم هنگ می‌کرد بازم تیک شدید میزنه
جوری که میخوای گوشی رو بشکونی
کلا اصلا سمت این گوشی نرید",2,10,3,4,2,4,3,2
"تاچ خوب","هنگ کردن مداوم","با سلام خدمت دوستان عزیز.
من ده روز پیش از این نوع گوشی دوتا گرفتم.یدونه مشکی و یدونه طلایی.البته از مغازه گرفتم نه از دی جی کالا.دقیقا 24 ساعت بعد از خریدم به صورت همزمان هر دوتا گوشی هنگ کردن.بردمشون پیش مغازه دار و گفت مشکل نرم افزاری داره.ریسیت کردیم ولی باز دقیقا 24 ساغت بعد دوباره هنگ کردن.خلاصه اینکه بعد از این همه کش و قوس بردم گارانتی و دستور تعویضشون رو دادن.در کل گوشیه خوبی نیست.",4,2,3,2,2,1,3,3
