positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
هيچي,"همه چي","این اندروید 6 پس کی قراره برا این بیاد
من دوماهی هست خریدمش
رم 64 گیگ فول شده
بدون هیچ محتوایی هی هم ارور میده
واقعا حیف پولی",0,0,3,2,2,3,3,2
,,"گوشی خوبی نیست...من خریدم زود خراب شد...سخت افزلر مزخرفی داره...اینو جدی میگم",2,5,3,3,3,3,3,3
"سهولت استفاده -سرعت خوب-حافظه و رم بالا-","پايين بودن کيفيت دوربين نسبت به قيمت","من 1 ماه خریدم و هیچ گونه مشکل نرم افزاری و سخت افزاری نداشته است و لوازمی که رویش است نیازی به خرید لوازم جانبی ندارد",3,0,4,5,5,5,4,3
"حافظه داخلي و رم",,"نسبت ب قیمتش خیلی خوب و خوش دسته",3,0,5,3,5,4,3,3
"شارژ واقعا سريع قفل صفحه منحصر به فرد فلاش پور نور سادگي و زيبايي بدنه(جنس بدنه هيچ موقع مهم نيست به نظرم) هندس فري حرفه اي اقلام همراه","نداشتن نور پس زمينه 3کليک نويز در اسپيکر که با يه فوم صداگير ساده مشکلش حل ميشه کمبود لوازم جانبي که به زودي حل ميشه.البته طرفاي جمهوري فراوونه","دوستان من قبلا یه نظر داده بودم که بیشترش منفی بود.راستش چونکه شارژش خیلی زود خالی میشد،حسابی حالم رو گرفته بود و منم چشمامو بستم و هر چی ایراد بنی اسرائیلی بود گرفتم ازش.حالا که مشکل باتری رو حل کردم،خیلی گوشیه خوبی هم به نظر میاد.توی مدیریت باتریش،یه حالت داره به اسم super saving که اونو انتخاب کنید.باورتون نمیشه چقدر تاثیر مثبت داره توی حفظ شارژ.البته یه سری کارا رو وقتی بخواید انجام بدین،به طور خودکار از اون حالت خارج میشه.خلاصه من صبح با شارژ100% میرفتم سره کار،با 14% میومدم خونه.خداییش هم خیلی استفاده نمیکردم.اما الان قشنگ دو روز نگه میداره،با همون مقدار استفاده (کمی بازی،کمی چرخش تو اینترنت،تماس،...)
دوربیناشم قابل قبولند.خصوصا دوربین سلفی.سرعتش هم توی بازیا حرف نداره.اون روز آبدیت اشتباه کرده بودم که کمی لگ داشت بازی.خداییش هم حافظه 64گیگ بزرگترین امتیازه این گوشیه.الان هیچ ایرادی نداره.تنها ایراد این گوشی که واقعا نمیشه کاریش کرد،نداشتن نور پس زمینه سه کلیک پایین.همین.من خیلی حساسم توی کارکرد گوشی.مطمئن باشید اگر ایراد بده دیگه ای داشت میگفتم.راستی از صفحه بزرگش من یکی خیلی لذت میبرم.",10,1,3,3,4,4,5,2
هيچي,"همه چي","تا حالا بعد یه ماه و خورده ای هنوز اندروید 6 براش نیومده درحالی که اندروید 7 هم داره میاد خیلی گوشی بدیه خیلی پشیمونم اشتباه منو نکنید",1,9,3,2,2,3,3,2
"ايسوز بودن","ايسوز بودن","قبل از خرید یه نگاهی به مشخصات و قیمت گوشی LG G3 بندازید . . .
بنظرم فقط کسانی این گوشی رو میخرن که عاشق برند ایسوز هستن . اگر برندش ایسوز نبود خیلی قیمتش پایین تر بود!
ضمن اینکه نباید یادمون بره تخصص ایسوز ساخت گوشی نیست این گوشی نسبت به LG G3 که قیمتی پایین تر هم داره، هیچ برتری خاصی نداره و مطمئن باشید برخلاف الجی قطعات و لوازمش بسختی گیر میاد!",3,20,1,2,3,2,2,1
"همه چيزش عاليه",نداره,عالیه,4,1,5,5,5,5,5,5
"همه چيز","نداشتن حسگر اثر انگشت","ای کاش حسگر اثر انگشت داشت من حاضر بودم حتی پول بیشتری بدم",3,6,5,4,4,5,5,5
"سي پي يو قدرتمند رم بالا","اندازه بزرگ اشغال زياد رم","نسبت به قیمت گوشی خوبیه کاش با اندازه پنج اینچ بود من از بازار خریدم ولی قیمت دیجی پایینتر بود",5,1,2,2,4,2,3,3
