positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"سخت افزار قوي","باتري ضعيف","سلام. من این گوشی رو خریدم. سخت افزار بسیار خوبی داره.
اما قاب و محافظی برای این گوشی وجود نداره :(
این ایرادی هست که گاهی منو از خریدنش پشیمون میکنه. چون نگهداری از این گوشی ظریف و زیبا، بدون قاب، واقعا سخته",0,0,3,4,4,4,5,4
,,"دوستانی که میخوان این گوشی رو بخرن قبول کنید که گوشی جدیده و احتمال خرابیش بالاس و فقط یه گارانتی خوب باید باشه . فوژان اصلا مسئولیت پذیر نیستن",0,4,3,3,3,3,3,3
"فوکوس دوربين خوش دست حتي باقابشم زيباست و کلا همه جيزش عاليه","دوس داشتم دکمه باور در بالاي کوشي ميبود","من6 ماهه که دارمش اون موقع خیلی وسواس داشتم که جی بکیرم تا انتظاراتی که ازیک کوشی میانرده براورده بشه وقتی درموردقابلیت هایه این کوشی خوندم واقعا شوکه شدم ! خریدمش و بسیار ازش راضیم حتی یه مدل دیکش که قیمت بایینتری داشت اونم کرفتم برای کادو دادن هم بسیار باارزش ومناسبه هیج مشکل خاصی هم تا امروز ندیدم کار کردن با نت انکار که یک تقویت کتتده تووشه جون عین موشکه و بسیار سریع صفحات رو باز میکنه بخریدو اصلا شک نکنید",4,0,5,5,5,4,4,4
"از هر لحاظ عاليه",هيچي,"سلام من این گوشی را چند ماهه خریدم از دیجی هیچ مشکلی نداره و اونائی هم که میگن باطریش ضعیفه من سوال کردم از کسانی که انواع گوشی اعم از سامسونگ و غیره تو این حد واندازه داشتن همینجوری بودن خوب معلومه اگه بخوای از صبح تا شب همش وب گردی کنیدبا گوشی شارژش تخلیه میشه و داغ هم میکنه اما من شارژ کردم و تو اینترنت باهاش در حد معمول بودم دو الی سه روز شارژ نگه میداره عالیه بستگی به استفاده کاربر داره.",4,2,5,5,5,5,5,5
"سخت افزتر فوق تلعااده در حد گلکسي نوت 4
دورلين هاي عااي. براي يک عکتس واقعي مثل دوربين کاملا منوال هم عمل ميکنه
تکنولوژي و شکل ساخت و حنس بدنه پشت به شدت با کلاسه
صداي فوق العاده شفاف و قوي
امکان شخصي سازي همممممه چيز","براي اين مدل و اين سخت افزار با اين صفحه نمايش و کيفيت باتري ضعيفه
اپديت نشدن راحت cyanogen mod به نسخه 13
درصورت نياز به ريست سخت افزاري امکان خروج باتري وجود ندارد
پس از 3 ماه ديجي کتلا هنوز قاب محافظ گوشي رو موحود نکرده و کوشي حساسه
شکل زبياي گوشي نياز به مراقبت زيادي دارد","من حدود 3 ماهه این گوشیو دارم
شکل و ظاهرش که فوق العاده است
سخت افزار ش از نوت 3 جلو تره
دوربین هاش فوق العاده ان و حتی خود گوشی نمتونه همه زیباییشو نشون بده
فوکوس اپتیک و در نهایت امکان دستی سازی تنظیمات دوربین برای حرفه ای ها
صدای فوق العاده. چه از اسپیکر و چه هدفون
عمر باتری پایین تر از معمول به خاطر سخت افزار بالا و صفحه بزرگ و با کیفیت
زیبایی چشمگیر گوشی
به روز بودن سیستم عامل در حد 1 هفته
کمی پیچیده بودن به روز رسانی
قابل شخصی سازی همه چیز برای خوره های کامپیدتر
و تز همه مهمتر زیبایی محافظت میخواهد وای هنوز قابش توسط دیحی کااا موحود نشده",5,8,5,4,3,5,5,4
"سيستم عامل
طراحي بدنه
نمايشگر","باطري بسيار ضعيف","من این گوشی را چند وقت پیش خریدم حرف نداره اما باطری این گوشی خیلی ضعیفه بزرگترین ریسک اینه بدون شارژر از هونه بزنی بیرون ، تحت هیچ شرایطی روی باطریش نمیشه حساب باز کرد یهو نگاه میکنی میبینی 5 درصد شده یه عیب دیگه هم داره باطری اون جدا نمیشه واین گوشی چند وقتی یک بار هنگ میکنه و تا زمانی که باطری گوشی کامل خالی نشه شما کاری از دستتون بر نمیاد",5,1,4,3,5,3,3,5
"[""صفحه فوق العاده با کيفيت"",""سيانوژن مود"",""دوربين خوب نسبت به قيمت"",""قيمت بسيار مناسب"",""وزن سبک و طراحي زيبا""]","[""کمي داغ کردن"",""باطري ضعيف"",""فوکوس ديلي بالا""]","پیشنهاد میکنم اگر دوست ندارید همیشه دنبال پریز برق باشین همراه این روباه زیبا یک پاور بانک با ظرفیت بالا بگیرید
واقعا اگه باتریش در حد متوسط بود به نظرم تو دنیا چیزی اندازه این نیرزه برا خریدن . ولی حیق که باتریش آدمو اذیت میکنه",11,2,5,4,4,4,5,4
,,"تو این رنج قیمت جزو گوشیای خیلی خوبه و امکانات نرم افزاری خیلی خوبی داره و دوستانی ک میگن ی گوشی روت شدس اشتباه میکنن، خیلی تفاوت داره ی سیستم عامل بر پایه سیانوژن باشه... و اینک دوستایی ک میگن ی سامسونگ بگیرین و رام سیانوژن نصب کنین بهتر ازین میشه ، رام کاستوم ها رسیدگی زیادی بهشون نمیشه و باگ های زیادی داره و نصب رام کاستوم رو سامسونگ هم داستان داره کلا و براحتی گوشیای سونی نیست...
فقط سنسور اثر انگشت و نداشتن گوریلا گلس باعث شد تا این گوشیو با اینک خیلی از خودشو و برندش خوشم میاد نخرم، این گوشی انگلیسیه و مثل بسیاری از شرکت ها خط تولیدشو تو چین مستقر کرده و بعضیا ب اشتباه میگن این گوشی جزو برند های چینیه...
نمایندگی های زیادی هم داره تقریبا همه شهر هارو داره ساپورت میکنه...",5,3,4,3,4,5,5,4
"[""همه چي""]","[""نداشتن گوريلاگلس، ظرفيت باتري کمه""]","در هرجا که گیر کردین با نگهداشتن 10 ثانیه دکمه پاور ، ریستارن میشه
با دوبار ضربه زدن رو ناتیفیکیشن بار گوشی برنامه های تو رم رو پاک میکنه و صفحه بسته میشه
برای نصب رام هم میتونید سیانوژن او اس استفاده کنید هم سیانوژن مود ( با اسم kipper )
برا نصب سیانوژن مود از download.cyanogenmpd دانلود کنید و با نصب ریکاوری از xda خیلی راحت نصب کنید
برا نصب رام رسمی سیانوژن اواس ازcyngn.com/support دانلود کنید
این گوشی در حالت اسندبای تا 3 روز شارژ نگهمیداره
کاش از باتری با ظرفیت3000 یا بیشتر استفاده میشد
بار اول هر وسیله باتری دار رو باش کار کنید تا شارژ خالی شه بعد خاموش شارژ100٪ بشه
از bootup برنامه هایی که اضافی هستن رو ببندید تا موقع بالا اومدن کوشی همه برنامه ها ران نشن
زبان گوشی رو بزارید انگایسی آمریکایی بهترین عملکرد سیانوژن رو این زبونه
اگه باز یادم اومد مینویسم",15,6,4,3,5,5,5,5
"[""سيانوژن، ديسپلي فول اچ دي ، 3 گيگ رم ، سي پي يو 1.5 اسنپ، دوربين 20 ، سنسوراش کامله""]","[""باتري ،nfc""]","در ebay, amazon محافظ صفحه و کاور بدنه هست
کاش دیجیکالا تهیه کنه
چند نکته بگم، بعد از آپگرید به 6 گوشی رو خاموش کنید، دکمه کم کردن صدارو بگیرید و پاور ، نگهدارید تا به ریکاوری برید. اونجا فول وایپ و وایپ کش کنید
با لمس میشه و با دکمه صدا و پاور هم میشه
کسایی که در نصب رام مشکل براشون پیش اومد ، برن سایت سیانوژن قسمت ساپورت
چند برنامه برا ویندور دانلود کنن و رام همین گوشی رو بعد آپگرید کنن
همونجا روشش نوشته
تو xda و سیانوژن فروم داره میتونید اونجا راهنمایی بگیرید
محافظ صفحه نمایش شیشه سیکوریت هست
دوربینش ساخت سونی
دیسپلی ساخت الجی",5,3,4,3,5,5,5,5
