positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"پشتياني از مموري
صفحه رنگي","خوانده نشدن نام تماس گيرنده در حين تماس و زنگ خوردن
مدام بصدا در آمدن براي پيام خوانده نشده
غيرفعال نشدن قفل خودکار صفحه کليد
و...",,0,0,1,3,2,2,3,1
,,"والا نه باطری قوی داره نه بلوتوث داره نه دوربین داره نه حافظه داره نه اس ام اس میشه راحت باش داد نه هنگام تماس میشه گذاشت روی بلندگو پس به چه درد میخوره اینو یکی به من بگه",1,2,3,3,3,3,3,3
"باطريش تموم نميشه، راحت جم جور ، محکمه، راديو،","اس ام اس نميشه داد خيلي سخته، بلندگو ندره، سيمکارتش بد جا ميره، سريه حافظه اس ام اسش پر ميشه پاک کردنش هم سخته","گوشی ساده و کار راه انداز با 2 سیم کارت ، رادیو ،جم جور باطری خوب ، سه هفته باطری نگه میداره، باطریش تموم نمیشه، راحت جم جور ، محکمه، رادیو، اس ام اس نمیشه داد خیلی سخته، بلندگو ندره، سیمکارتش بد جا میره، سریه حافظه اس ام اسش پر میشه پاک کردنش هم سخته",0,0,5,4,3,1,2,1
,"عمر بسيار کم باطزي
سيستم عامل بسيار ضعيف
متريال بسيار نا مرغوب","اولین چیزی که متوجهش میشید کیفیت خیلی بد ساخت این گوشیه. من این گوشی رو 1395/2/26 خریدم. از اون موقع به تعداد انگشتان یک دست تو جیبم نگذاشتمش. امروز دیدم روی میز به خودی خود گوشه صفحه جلویی فریمش شکسته. مثل پلاستیکی که زیر آفتاب خشک شده باشه.
بعد نرم افزار و کارکرد بسیار عجیبش. مثل: اون دکمه بزرگ وسطی که قرار کلید میانبر هم باشه. جهت چپش رادیوست. حالا اگه خدای نا کرده دست شما بهش خورد باید منتظر باشید یک بار به طور کامل تمام کانال ها رو جستجو کنه و به پخش بره. بعد از این که به پخش رفت شما می تونید از رادیو خارج بشید. یا مورد دیگه: اگر اس ام اس اومد شما زمانی که نخونیدش ول کن نیست؛ هی پاپ آپ خواهد کرد. یا مورد دیگه: به هیچ وجه صفحه کلید قبل از طی زمان تعیین شده قفل نمیشه. یعنی بعد از هر کاری بباید مدتی بهش زل بزنید تا قفل بشه بعد بتونید بزارید تو جیبتون.
یکی از چندین نکنه منفی دیگش باطریشه. به عنوان یک گوشی که ویبره نداره، بار پردازشی خاصی نداره، عمر باطریش خیلی کمه.",1,2,0,0,0,0,0,0
,,"گوشی خوبیه... صداش ک انقد قویه جون میده واسه ترانه گوش کردن! ولی مث fly خیلی نمیشه ب نوشتن پیام خوشبین بود چون اصلا جالب نیست! بنده ک انقد ارزون خریدم بجای پیام قورباغه هم تایپ کنه باز راضی ام! خوبیش اینه ک خیلی جمع و جوره... تو جیب جا میشه!!",2,1,3,5,5,5,5,5
"داراي چراغ قوه
دو سيمکارت
داراي بلندگو
آنتن دهي خوب
قيمت مناسب","دکمه هاي سفت","سلام.این گوشی رو از دیجی کالا خریدم.هنگام تماس صداش ضعیفه و حتما باید بزاریدش رو حالت بلندگو.دکمه هاش سفته.یه ایرادی که من دیدم از این گوشی اینه که وقتی بخواهید شارژ برای سیمکارتتون بریزید انجام نمیده و میزنه شماره نامعتبر که باید یا شارژ مستقیم بریزید یا سیمکارت رو بندازید تو یه گوشی دیگه شارژ کنید.قیمتش مناسبه و چراغ قوه داره.در کل برای کارهای ساده خیلی مناسبه.دو سیمکارته هستش.",1,1,5,5,5,4,4,4
"چراغ قوه
ساده و جمع و جور بودن
استحکام لازم
دوسيم کارت و مموري خور بودن
موزيک پلير خوب","براي اس ام اس خيلي مناسب نيست","با سلام
خدمت دوستانی که میگن این گوشی هنگام تماس اسپیکر نداره باید بگم که دارد, هنگامی که شما در حال مکالمه هستید روی صفحه قسمت پایین وسط یه دایره سفید هست که داخل یه دایره نارنجی هست در واقع همون دکمه وسط هستش که با زدن اون تماس شما صداش بلندتر شده و حالت اسپیکر میگیرد و نیازی به گرفتن گوشی به در گوش نیست.
باید بگم نسبت به قیمت عالی هستش",2,0,5,4,5,3,5,4
,,"من چندماه میشه خریدمش,قیمتش کمتر بود و درکل نمیتونم بگم ب نسبت پولش نمیرزه ولی صدا خیلی ضعیفه,بدنش داره تیکه تیکه میشکنه و باتریشم ضعیفه و درکل من یه سامسونگ ارزونتر رو انتخاب بهتری میدونم تااین ولی بازم کار راه بندازه و از 100 بهش نمره 40میدم در کلاس خودش",4,5,3,2,2,4,3,2
,"کيفيت پايين در ساخت و جنس نداشتن اسپيکر آنتن دهي ضعيف","من این گوشیو خریدم ولی از یه اسباب بازی کمتره. به دلیل آنتن دهی ضعیف و قطع شدن در حین مکالمه و خاموش شدن هر 15 دقیقه مرجوعش کردم به جاش یه آلکاتل گرفتم با قیمت کمتر ولی خیلی خیلی بهتره. اصلا نخرید پشیمون میشید.",6,5,0,0,0,0,0,0
"پشتيباني از ميکرو اس دي
پخش MP3
تايمر خاموش و روشن شدن گوشي
تايپ فارسي پيامک بدون نياز به فارسي کردن منو (برعکس نوکيا 105)
آنتن دهي قابل قبول","فقط يه تصوير و زنگ پيش فرض داره
صداي زنگش خيييييييييلي بده
صداي شخص اون ور خط از ته چاه مياد انگار
تو تايپ فارسي، نقطه هاي کلماتي مثل پ و ب، زير خطوط صفحه گم هستن!
صفحه کليدش خيلي سفته","اگه می تونید، یه کم رو این پول بذارین و نوکیا 105 اصلی بگیرین. در کل، اینم به عنوان انتخاب دوران ورشکستگی و ناچاری (خودم و میگم؛ به کسی بر نخوره) خوبه، ولی با هیچ منطقی باور نمی کنم که به عنوان گوشی دوم، ارزش خرید داشته باشه.
به امید اینکه دیجی کالا، تنوع گوشی های ارزان قیمتش رو بیشتر کنه تا مشتری ها حق انتخاب بیشتری داشته باشن.",10,2,3,1,1,1,2,1
