positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"قبلا نظرم رو درباره ی این گوشی نوشتم که واقعا عالی هست در این رنج قیمت و تقریبا میشه گفت نظیر نداره.
اما چیزی که یادم اومد اینه که در قسمت دوربینش "" دارای دریچه‌ی دیافراگم f/2.2 "" این مشخصه نوشته.. اما مثلا در J7 اندازه اش 1.9 هست و یا در برخی دوربین های سونی 2 هست!!!
یعنی این گوشی با قیمت پایین، دوربینش بهتر هست از گوشی های گرونتره!!!!
چون مگا پیکسل فقط مربوط به سایز عکس هست اما کیفیت عکس مربوط به دریچه ی دیافراگم میشه که هر قدر بزرگتر باشه ، کیفیت عکس شیشه تر و آینه تر میشه..
باور کنین که کیفیت عکس این گوشی برابری میکنه با کیفیت عکس گوشی های بسیار گرون تر!!!
حتی خودم فیلم هم باهاش گرفتم با اندازه 720 اچ دی ، کیفیتش بسیار بسیار عالی بود. حقیقتا انگار دارم فیلم سینمایی نگاه میکنم!!!!",3,1,5,5,5,5,5,5
"4G`.اندرويد 6.قيمت مناسب","کوچک بودنش","عالی حتما خریداری کنید.
ممنون از دیحی کالا.",4,1,5,5,5,5,5,5
"همه چيزش",هيچي,"خودم از دیجی کالا گرفتم
شکر خدا بی نظیره
یعنی در این قیمت حقیقتا چنین گوشیی یافت نمیشه
خودم دنبال گوشی 4 اینچی بودم. خیلی تحقیق کردم و به این نتیجه رسیدم. الان که خریدم می بینم که واقعا تحقیقم نتیجه داشت.

تردید نداشته باشین..",5,0,5,5,5,5,5,5
"اندرويد شش","هيچي نداره در اين رنج قيمت","دوستان پیشنهاد میکنم بخرید",3,4,5,5,5,5,5,5
"اين گوشي تورنج قيمتيش خيلي عاليه و اينکه فورجيم هس اونومتمايزميکنه",,"این گوشی تورنج قیمتیش خیلی عالیه و اینکه فورجیم هس اونومتمایزمیکنه",4,2,3,3,3,3,3,3
,,"من به عنوان گوشی دوم استفاده میکنم زیاد از اینترنتش استفاده نمیکنم اما باطریش حدود 3 تا 4 روز به راحتی کار میکنه تاچ و صفحه خوبه اصلا کند نیست البته من برنامه زیادی روش نریختم اما کوچکترین لگ یا تاخیری نداره صفحه از زاویه بغل واضح نیست که چه بهتر! دکمه های پایین چراغ نداره که اصلا مهم نیست مکان یابی خیلی خوب و سریع بود 4g هم که هست و عالی به عنوان گوشی دوم اصلا شک نکنید خوبه به عنوان گوشی اصلی اگه دوربین براتون مهم نیست واقعا به اندازه پولی که میدین ارزش داره",8,2,5,5,5,5,5,5
"4 جي","کيفيت تصوير","من دو روزه تحویل گرفتم تو میان رده ها بهترینه",5,3,5,5,5,5,5,5
"پشتيباني از نسل چهارم تلفن همراه","صفحه ي نمايش کوچک","به نظر من گوشی های کمتر از 5 اینچ، خیلی توی دست کوچیک به نظر می رسند و چون سامسونگ در این رده قیمتی، محصول 5 اینچ نداره (زیر 5 اینچ) خرید این اندازه گوشی ها رو پیشنهاد نمیکنم. الان هم پشیمونم...",1,12,2,2,3,3,2,1
بهترين,,"این گوشی را من یک هفته است که خرید ام از همه نظر عالیه و بازی هارا مثل آب خوردن اجرا میکنه بهتون پیشنهاد میکنم",10,5,3,5,4,4,3,5
"اندرويد6
سرعت
زيبايي
رم يک
و..........","هيچي نداره","سلام
اقا میلاد من چندماه هست که این گوشی را دارم خیلی خوب هست چرا داری دروغ میگی کیفیت عکس برداری این گوشی را کلکسی اس7 مقایسه نکن این گوشی در رنج قیمت خود اندروید6 داره رم یک داره فلاش داره زیبا هست برند سامسنوگ هست فورجی هست و... باطریش راحت راحت یک روز نگه میداره ولی اکه کم استفاده کنی تا 3یا4 روز هم شارژ نگه میداره",13,13,5,5,5,5,5,5
"اندرويد شش و رم يک اين گوشي عاليه با اين قيمت","دوربين اين گوشي فوکوس نداره عکس هاتون تارميفته و باطري ضعيفي داره","پیشنهاد میکنم یه گوشی دیگه رو بخرید این گوشی دوربین خیلی خوبی نداره چون فوکوس نداره عکس ها تار میفته و باطری ضعیفی داره ولی رم یک و اندروید شش واسهداین رنج قیمت عالیه کسانی که دوربین استفاده نمیکنن این گوشی واسشون عالیه مشکل باطری رو میشه بعد با یه پاور بانک حل کرد",11,4,3,3,2,3,3,3
"سرعت
کيفيت بدنه و صفحه نمايش
باطري متوسط که يک روز راحت دوام مياره
هربازي رو اجرا ميکنه
اخرين نسخه اندرويد را داره 6","کاش ضد اب بود
قيمت خيلي ارازن هست","دوستان من 3ماه هست که این گ.وشی را خریدم فوق العاده هست
مزایا
1/سرعت باور نکردنی داره
2/حافضه عمرا پر نمیشه یک گیگابایت هست
3/فلاش داره دوربین هم خوبه
4/اخرین نسخه اندروید را داره اونم اندروید6
5/لغزنده نیست جم و جو هست
6/و..

معایب
1/باطری ازصبح تا 12 شب همش باهاش کار میکنم هر روز میزنم شارژ
2/از نظر من هیچ معایبی در این رنج قیمت نداره








برند محبوب من سامسنوگ هست",7,8,5,5,5,5,5,5
"آندرويد نسخه 6 اينترنت 4g قيمت مناسب",,"سلام
من این گوشیو دیروز از دیجیکالا گرفتم
یکی از نقاط قوت دیجیکالا ارسال اجناس خریداری شده است که با کیفیت بالایی به دست شما میرسه، که از این بابت متشکرم
دوستانی که نسبت به این گوشی حس خوبی ندارند باید بگم که سامسونگ در این 2 یا 3 سال با عرضه گوشی های میان رده سری A و سری j تونست به نحوی خودشو دوباره مطرح کنه، من به شخصه هیچ تعصبی نسبت به این برند ندارم
اشتباهی که بعضی از دوستان میکنند این هست که از گوشی که قیمتش پایین هست انتظارات بزرگ دارن
بیایم واقع بین باشیم، سامسونگ در این چند سال اخیر در ساخت گوشی همه جوانب در نظر گرفته که جای تقدیر داره
صفحه نمایش 4اینچ TFT، باتری 1500، شبکه نسل 4، 2 سیم کارت
همه این ها با این قیمت پایین گرد هم اومدن تا شما کارهای روزمره خودتون به راحتی با این گوشی به عنوان گوشی دوم انجام بدید
ببخشید سرتون درد آوردم
موفق باشید",15,1,3,3,2,3,3,3
,,"فقط عالی اندروید 6",6,2,3,5,5,5,3,5
,,"من این گوشی رو دارم...مهمترین ایرادی که داره باطری ضعیفشه. یعنی لازمه که هرشب شارژ بشه و گاها حتی یک روز هم شارژ نگه نمیداره...از خریدش ناراضی نیستم اما میتونم بگم اگه پنجاه یا صد تومن بیشتر هزینه کنید میتونید گوشی خیلی بهتر از این خرید کنید",2,9,3,2,3,2,3,3
"سرعت بالا/ رم بيشتر/سي پي يو 1/5 بسيار قوي/اندوريد6/و...
عمرا هنگ نمکينه/45تا بازي وبرنامه نصب کردم بدون لگ اجرا مکينه و...
باطري قوي داره/هر دو روز ميزنم شارژ/
کيفيت گوشي بسيار بالاست/فلاش داره/ بدنه مثا اس5 هست
سنگين ترين برنامه و بازي هارا اجرا ميکنه بدون لگ/","هيچي تا حالا که دوماه هست خريدم هيچي نديدم نه هنگي /نه ايرادي هيچي
از خريد اين گوشي خيالتون را حت راحت
اين گوشي9بار از دستم افتاده اونم از ارتفاع 1/5 متري به روي کاشي خط هم روش نميفتاد","با سلام
این گوشی تقریبا4ماه هست که سامسنوگ عرضه کرده دو 2.5ماه هست که به ایران امده هست اخه چرا ایرانی ها میگن یکی میگه2سال هست خریدم یکی میگه1 سال و...اخه چرا دارین مردم رو به نسبت به جنس خوب بد بین میکنین اخه چرا من این گوشی رو خریدم راضی هستم تا حالا بعد از نصب45 برنامه و بازی عمرا هنگ نمیکنه برنام هایی از از قبیل دامپر و....راحت روش کار میکنن اخرین نسخه اندروید را داره اندروید 6 که روی گوشی های فقط فقط بالای1 میلیون نصب هست حافضه رم زیاد هست به خاطر اون هنگ نمیکنه سی پی یو قوی داره با تشکر از دیجی کالا",9,11,5,5,5,5,5,5
عالي,,"این گوشی دو ماه اومده تو بازار ایران چهار ماه هم هست از شرکت سامسونگ عرضه شده الکی نظر ندید شاید یه بنده خدا رو حساب نظر شما یه خرید اشتباه کنه.رو رنج این قیمت بهترین خریده",20,5,3,3,3,3,3,3
"اينترنت 4g","باتري صفحه نمايش کوچک بودن صفحه","با سلام من یک مدل از این دستگاه گرفتم و کاملا پشیمونم اصلا گوشی خوبی نیست پول بزارین یک چیز بهتر بخرید",7,10,3,3,3,3,3,3
,,"سلام و درود
به نظر من با پول ابن گوشی خیلی گزینه های مختلف وجود داره که سخت افزارشون یک سروگردن از j1 بالاتره
انتخاب باخودتونه
موفق باشید",15,9,2,4,3,5,3,2
"شيار سيم کار بصورت مجزا از شيار اس دي کارت","دوربين ضعيف
صفحه نمايش ضعيف
پردازنده ضعيف
آنتن دهي ضعيف
باتري با شارژ دهي کم","با این قیمت میتونید گوشی هایی با صفحه نمایش بزرگتر و پردازنده اسنپ دراگون خریداری کنید همینطور دوربین بهتر میتونید داشته باشید",9,13,1,2,3,2,1,2
"قيمت مناسب
دوربين خوب
اندرويد آخرين ورژن","باطري
تاچ نسبتا ضعيف","نقطه ضعف این گوشی باطری شه، یعنی اگه یه کم گوشی باز باشی باید هرشب شارژ کنید. ولی اگه مثل من فقط برای مواقع ضروری با گوشی صحبت می کنید یا میل چک می کنید ، گزینه مناسبی است.",6,6,4,4,4,4,4,3
"دوربين با کيفيت بالا از هر چي بگزري اندرويد رو نميتوني اندرويد 6",باتري,"عالیه به نظرم",6,7,3,5,5,5,5,5
,,"سلام.به نظر من به جای اینگوشی گوشیsmart art liteگزینه خوبیه.البته سامسونگ همیشه گوشی های خوبی ساخته ولی در پایین رده مارک های دیگه بهتر عمل میکنن",12,10,3,0,0,0,0,0
