positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"دوربين با کيفيت
آندرويد نوقا
اختصاصي گوگل","ضد آب نبودن","هرکسی برای خرید گوشی معیارهایی داره و برای من سرعت و عملکرد و سهولت استفاده و همچنین کیفیت دوربین مهمه که در این گوشی موجود و البته بخاطر کارم ضد آب بودن و مقاومت هم برام مهم بود که در این گوشی موجود نیست. البته درسته که کمی غیرمعقوله که گوشی چند میلیون تومانی را در محیط کارگاه استفاده کنی ولی پول میدی که در هر شرایطی استفاده کنی!",0,0,1,1,0,0,1,1
"طراحي
دوربين
دستيار هوشمند گوگل
سخت افزار قدرتمند",قيمت,"این گوشی به علت خام بودن اندروید هیچوقت دچار lag زدن یا کندی نمیشه...هر ماه توسط خود گوگل سیستم عاملش آپدیت میشه و از نظر نرم افزار و سخت افزار عالیه
مشکل فقط در مورد وجودش در بازار ایرانه....آیا دیجیکالا بالاخره به صبر ما پایان میده و میاره این گوشیرو؟",0,0,4,5,5,5,5,5
"سخت افزار قدرتمند
صفحه نمايش عالي
کيفيت ساخت بالا","قيمت بالا","این گوشی مطمئنا بهترین گوشی موجود هست که همه قابلیت هارو در کنار اندروید خالص داره! واقعا هیچ ایرادی نمیشه از این گوشی گرفت!",6,0,3,5,5,5,4,5
"همه چيزش خوبه",,"خیلی ازش خوشم اومده",3,3,5,4,4,5,3,5
,,"در حال حاضر هیچ امیدی برای ورود قانونی به بازار ایران وجود نداره. مشخص نیست دیجی کالا از چه منبعی قصد وارد کردن داره. در حال حاضر تنها از 3 طریق قابل تهیه است
Verizon store
Play Store
Best buy
که هیچ کدام در ایران شعبه ندارد.",8,0,5,5,5,5,5,5
,,"گوگل گفته برنامه ای برای توزیعش تو ایران نداره الکی برنامه ریزی نکنید اونا که توییتر دارن ببینن",10,7,3,3,3,3,3,3
"سخت افزار قوي
طراحي زيبا
دوربين خوب
پشتيباني نرم افزاري گوگل","باتريش ميتونست کمي بيشتر باشه","من بعد از الجی جی 2 دیگه پرچمداری نخریدم . دلایل خاص خودم هم داشتم. هیچ وقت با صفحه نمایش سامسونگ ارتباط برقرار نکردم (رنگاش همیشه مصنوعیه ) . با سیستم عامل اپل راحت نیستم برای من که برنامه نویس جاوا هستم اندروید بیشتر نیازه تا IOS . چند وقت بود تصمیم گرفته بودم که Xperia Z5 Premium رو بخرم تا اینکه دو روز پیش گوگل این گوشی رو معرفی کرد.
درسته قیمتش بالاست ولی یه چیزی رو که من واسم مهمه اعتماد به شرکت گوگله . گوگل واقعا آینده ی دنیای نرم افزاره و مطمئنم همونطور که گوشی های نکسوس همیشه خوب بودن این گوشی هم خوب از آب درمیاد .
ببینید من اصلا نمیگم اپل بده . بنده خودم مک ایر دارم واقعا بهترین لپتاپه (برای کسی که گیم نمیخواد البته) . یا تبلت ایر پد 2 رو اگه با بقیه مقایسه کنید واقعا یه سرو گردن بالاتره . ولی متاسفانه در زمینه گوشی من از ایفون 6 به بعد دیگه نتونستم باهاش ارتباط برقرار کنم . (ایفون سون که به نظر شخص خودم یه فاجعه ست ) .
به هر حال تصمیم گرفتم این گوشی رو بخرم از نقاط ضعفش شاید فقط اگه باتریش 3000 میلی امپری بود بهتر میشد . البته هنوز نمیدونیم این اندروید نوقا 7.1 چقدر در زمینه مصرف باتری بهینه داره عمل میکنه . شاید وقتی اومد توی بازار همه رو شگفت زده کنه . در مورد ضد آب بودن هم که گوگل رسما اعلام کرد این گوشی ضد آب و غباره . در مورد ضخامت هم حقیقتش برای من خیلی نازکی گوشی مهم نیست .
به هر حال هرکسی یه انتظاراتی از گوشیش داره و روی کاغذ گوگل پیکسل تمام انتظارات منو برآورده میکنه حالا باید منتظر شیم بیاد ایران تا نقد دیجی و بقیه سایت هارو بخونیم.",5,5,3,5,5,5,5,4
,,"احتیاج به توضیح نداره، فقط امیدوارم زود وارد ایران بشه همین، مثل تبلت پیکسل آرزو به دل نمونیم!",8,3,5,5,5,5,5,5
,,"بسیار قدرتمند
به احتمال بالا با اپل برابری و شایدم بهتر از اونه هم",12,3,4,5,5,5,3,5
"طراحى خلاقانه
اندرويد نوقا
اسنپدراگون 821
شارژ سريع 7 ساعت کار با 15 دقيقه شارژ
پشتيبانى آنلاين 24 ساعته","ضد آب نبودن
نداشتن بدنه مقاوم
ارتباط هاى زياد با سيستم کلود و مصرف زياد اينترنت به صورت اجبارى
عدم دسترسى به تعويض باترى
عدم توجه به کيفيت دوربين سلفى","اى کاش یه گوشى بیاد با همین مشخصات ضد آب و داراى بدنه مقاوم بود مثل اینکه قرار نیست همه خوبیا تو یه گوشى جمع بشه",7,23,5,5,4,5,4,4
,,"آینده گوشی هوشمند برای گوگل هست نه اپل، چراکه گوگل بستر فناوری (موتور جستجو، مدل تحلیل داده، هوش مصنوعی و...) داره نه فقط ابزار،
مطمئن هستم از خریدش لذت می برید و براتون تکراری نمیشه، چراکه تا سه سال بروز هستید،
فقط کاش
اولا ساخت رو به آچ. تی.سی نمیداد تا ارزانتر تمام میشد،
ثانیا کاش باطری مدل 5 اینچی 3000 میلی آمپر بود و 5.5 اینچی 4000 میلی آمپر بود،
نهایتا اینکه کاش دوربین پشتش رو برای سلفی به کار می بردن و دوربین اصلیش قوی تر بود، درسته تو بنچ مارک نمره بالایی آورده ولی قول میدهم در عمل از نکسوس هوآوی و از اچ.تی.سی 10 خیلی متمایز تر نباشه،
با این حال متمایزترین گوشی بازاره و حتماً قصد خریدش رو دارم و پیشنهاد هم میکنم...",11,8,4,4,4,5,3,5
"بهتر از سامسونگ",ندارد,"سلام به نظر میاد گوشی خوبیه حداقل از سامسونگ بهتره",11,6,4,5,5,5,3,5
"طراحي ساده در عين حال زيبا","ضد آب نبودن به طور کامل","سلام و عرض ادب خدمت دوستان، از نظر بنده گوگل با تغییرات و دگرگونی در تیم مدیریتی خود تغییرات خوبی داشته ، موبایل جدید گوگل میتونه یک موبایل کاملا ایده آل در سطح تکنولوژی فعلی باشه در واقع گوگل با ترکیب استاندارد های اپل و یکسری ایده های مثبت خودش تونسته تو طراحی شاید بهتر از اپل عمل کنه ،و همچنین تونست با تغییرات جدید در ساختار بیرونی اندروید اونو از یکنواختی و دربیاره و ساده تر و جذاب تر جلوه بده ،بازهم الگو گرفتن از الگوریتم های موفق بنیادی اپل در طراحی ای او اسه در واقع میشه گفت این گوشی همزاد اندرویدی آیفون هفته که باید دید تو بازار کدوم موفق تره البته از ساخت این گوشی و ایجاد و راه اندازی خط تولید اختصاصی ،گوگل برنامه های زیادی برای بازار اسمارت فون های رده بالا و همچنین به چالش کشیدن اپل داره، و قطع به یقین این گوشی بهترین در دنیای اندرویده ، و تنها رقیب آیفون البته تا این لحضه.پیروز و موفق باشید.",6,5,5,4,4,5,5,3
,,"گوشی فوق العاده ایه ، هروقت بیاد و قیمتش تو ایران به حد معقولی برسه میخرمش.",6,2,5,5,5,5,5,5
"زيبايي قدرت سيستم عامل",,"موبایلی پرقدرت و دوست داشتنی",8,3,3,5,5,5,5,4
"همه موارد",ندارد,"حتما گوشی خوبیه چون واقعا گوگل روش وقت گذاشته و تمرکز زیادی براش صرف کرده مطمئا این گوشی با امکانات و مشخصات مناسبی که داره اون هم از شرکت های بزرگی مثل گوگل و اچ تی سی بعید نیست که جز بهترین گوشی ها در میان پرچمداران شرکتای دیگه باشه.گوگل چون خیلی روی پیکسل کار کرده مانور زیادی روش داره و به نظر میرسد که واقعا گوشی خوبیه اونم با فناوری و نوآوری و خلاقیت های شرکت گوگل",7,3,5,5,5,5,5,5
