positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"طراحي زيبا","ظعيف بودن کابل شارژ","سخت افزاری قوی داره و میشه گفت از هیچ لحاظ کم نداره",0,1,5,5,5,3,3,5
"طراحي زيبا
قدرت سخت افزاري فوق العاده
سادگي استفاده
سيستم عامل کم نقص","باتري نسيتا ضعيف","با سلام خدمت دوستان عزیز
من می خواستم تجربه این دو هفته استفاده از این گوشی به اشتراک بزارم تا شاید بتونه به انتخاب بهتر دوستان کمک کنه .
من بعد از 6 سال استفاده از انواع گوشی های اندرویدی (سونی - اچ تی سی - ال جی و......) تصمیم گرفتم که یک با هم ایفون رو امتحان کنم به همین دلیل حدود دوهفته پیش ایفون 6 اس خریم . او اینکه از نظر ظاهر بسیار زیبا و خوش دست هست مخصوصا رنگ ( رُز گلد ) کیفیت صفحه نمایش بسیار خوب ورنگ ها به صورت واقعی نه اشباء نمایش داده می شن روشنایی صفحه خوب و در زیر نو خورشید تقریبا تمام جزئیات صفحه خواناست کیفیت صدای مکالمه در سطح قابل قبولی هست وهمچنین کیفیت بلند گوی گوشی خوبه در رابطه با سیستم عامل گوشی باید اینطور بگم که با در نظر نگرفتن سیاست های شرکت اپل مبنی بر رعایت قانون کپی رایت و اجازه ندادن به کاربر برای دسترسی به تنظیمات سیستمی باید گفت که سیستم عامل بسیا کم نقص هست در مقایسه با اندروید بسیار کم حجم تر - روان تر - ساده تر ودر عین حال جذاب تر هست.
در قسمت سخت افزاری باید بی اغراق بگم که آیفون 6 اس قدرتمند ترین گوشی که تا به حال دیدم ازهر لحاظ از گوشی های دیگه برتره به راحتی سنگین ترین نرم افزار ها و بازیها رو اجرا می کنه من نسخه ی 128 گیگا بیتی این گوشی رو گرفتم و از لحاظ حافظه هیچ مشکلی ندارم در همون هفته اول حدود 30 گیگ بازی و نرم افزار و فیلم و آهنگ روی این گوشی ریختم بدون این که ذره ای تغییر در سرعت و قدرت گوشی اعمال بشه مثل روز اول سریع اسمی نمونه ای بازی های روی گوشی که همه گی از لحاظ قدرت گرافیکی و پردازشی از سنگین ترین های دنیا هستم :
fifa 16 -WE Immortal-Need For Speed - CSR 2- Asphalt 8 - Real Racing 3 - SBK 16- و چندین بازی و ده ها نرم افزار دیگه .
شارژ دهی گوشی در حد قابل قبولی هست البته اگه باتری قوی تری داشت خیلی خیلی بهتر بود . قدرت اتصال به وای فا ی خوب وهمین طور LTE دستگاه خیلی قدرت مند عمل میکنه که من در محله خودمون یعنی نازی آباد تونستم با سیم کارت ایرانسل تا سرعت ( 6مگابایت برثانیه یا 50 مگابیت ) بدست بیارم که سرعت قابل توجی هست .
عمل کرد سنسور اثر انگشت از هر نظر خوبه و نمیشه ایرادی بهش گرفت .
و در آخر باید بگم که از نظر من 6 اس قوی ترین گوشی بازاره و اگر از لحاظ بوجه مشکلی ندارید در خریدش شک نکید .",1,1,5,5,5,5,4,4
"همه چي",هيچي,"با سلام به همه
راستش من فقط دو مدل از اپل رو داشتم 4 و 4s و واقعا مدتی که داشتم راضی بودم و بعدا به دلایلی نشد ارتقا بدم
ولی الان شدیدا دنبال سیکس اس هستم.شاید سون هم گوشی خوبی باشه ولی سیکس اس یه شاهکاره.
در جواب اونایی که میگن اپل واسه کلاسه و پول مارک میگیره باید بگم حرفشون درسته ولی اگه یه مدت با یه محصول از اپل کار بکنن احتمالا نظرشون عوض بشه چون اپل در عین سنگین بودن بسیار ساده و روانه.
از دیجی کالا هم خواهشمندم نسخه 6s 128 و6s 64 رو موجود کن چون خرید اپل یه مقدار از بازار سخت شده.ممنون",1,1,4,5,3,4,3,4
"[""طراحي زيبا.روان بود و...""]","[""باطري نسبتا ضعيف""]","سلام.من بین این و گلکسیs7موندم لطفا راهنمایی کنید ممنون میشم",0,2,4,5,5,5,5,3
,,"واقعا گوشی خوبیه. به راحتی 4-5 سال براتون کار میکنه. من 4s دارم و اخرین اپدیت آی او اس رو هم نصب کردم و بدون هیچ مشکلی کار میکنه. یکی از بهترین ویژگی های اپل اینه که اگر از محصولاتش استفاده کنی تا وقتی که ازش استفاده کنی تحت حمایت هستی. اما برند های دیگه یا اصلا آپدیت ارائه نمیدن یا اگر بدن تا یک مرحله این کار انجام میشه. اپ استور هم که همه برنامه ها رو ارائه میده البته به نه به فراوانی اندروید.
در کل 6 اس عالی و خوش دسته",2,0,5,5,5,5,5,5
"باتري
پردازش
کيفيت صفحه نمايش و دوربين",,"من دو هفته هست که این گوشی رو گرفتم.
در واقع بعد از پنج سال کار با اندروید،در کار کردن با ای او اس تازه واردم ولی به نظر من این گوشی ارزش خرید رو داره و نسبت به اندروید خیلی کامل تر و سریع تر هستش.
فرق اندروید با ای او اس تو ظاهر اینه که اندروید حاشیه و امکانات جانبی بیشتری داره ولی ای او اس امکاناتی که داره در عین سادگی بسیار کامل هست و کوچکترین هنگ هم نداره",3,1,4,5,5,5,5,5
,,"فقط اپل ، حرف نداره",4,3,3,5,5,5,5,5
"[""زيبايي،کارايي،فوق روان بودن،کيفيت مناسب،قابليت3D""]","[""نديدم تاحالا""]","سلام.امروز میخواستم تحقیق هایی من در عرض یک سال جمع اوری کرده رو براتون بنویسم.
اول اونایی که در مورد ایفون بد میگن یا پولشون نمیرسه یا خودشون سامسونگ دارند وتاحالا از دور هم ندیدن محصولات اپل رو .
من بیشترگوشی های سامسونگ رو امتحان کردم.تا دو ماه پیش هم s7داشتم.میتونم بگم به شدت بیخوده.نوت5 یک ماه دوربین خراب شد.
و میتونم بگم بهترین گوشی تا به اینجا امتحان کردم ایفون6sبوده بدون هیچ شکی.
در ضمن چیزی تا اومدن ایفون7 نمونده میتونید اون هم خریداری کنید.
یاعلی",10,13,3,5,5,5,5,4
"[""طراحي زيبا و لبه هاي گرد"",""حسگراثرانگشت گرد‌ و بزرگ که بهتر عمل ميکند"",""رابط کاربري بسيار زيبا . روان و راحت و ساده"",""کيفيت عالي صدا در حين تماس""]","[""محدود بودن در دانلود فيلم و اهنگ و بازي هاي مود شده"",""صفحه نمايش رزولوشن پايين و فناوري قديمي iPS"",""سرعت شارژ شدن باتري و ضرفيت پايين باتري"",""نسبت LCD به صفحه"",""حافظه پايه 16 گيگابايتي ک اصلا با ان راحت نيستيد""]","ایفون یا سامسونگ اخر نفهمیدین ک کدوم بهتره؟؟
خیلیا میگن ک ایفون کلاس داره و ماله بچه پولاداراست و اینا...این حرف و حدیثا از کجا اومده من نمیدونم ولی زیاد جدی نگیرین بالاخره...مام ترشی نخوریم ی چیزیمون میشه هههه..بگذریم...خیلیا میگن ک اقا چرا قیمت ایفون پایین نمیاد و گرون میمونه و سامسونگ همون دو سه ماه اول میاد پایین و حالا شیش ماه هم یهو ی گلکسی اس7اج میاد پایین که البته واضحه چرا خوب چون اپل ن نمایندگی رسمی داره و نه گارانتی معیین ب خاطر همین قیمتش خیلی تغییر نمیکنه و نهایت بخواد قیمتش کم شه 400 تومنه این البته قبل این ک سری جدید بیاد چون طبیعیه گوشی جدید ک میاد تو بازار همه چششون دنبال اونه و قدیمی ترا از مد میوفتن یا حالا هر چی
اقا ما اپل بگیریم ک قیمتش تکون نمیخوره یا 10 سال صبر کنیم شاید سامسونگ اصلا گوشیاش مجانی شه چون با این وضعیت ک گوشی های سامسونگ دارن باید هم این اتفاق بیوفته هههه...خوب از بحث قیمت و این چیزا بگذریم باید بریم سر اصل مطلب..اصل مطلب حالا کجا هست...اگه از دید ی ادمی ک از تکنولوژی و این چیزا سر در نمیاره باید بگیم ک طراحیش ک فقط باهاش کلاس بیاد و اصلا براش مهم نیست این گوشیی ک دستشه مشخصات فنیش چیه اگه ازش هم بپرسی میگه اره فلان مارکه و اینقد قیمته و خیلی خوبه ینی این خیلی خوبه رو صدرصد همه میگن خیلی راضیم ازش و اینا هههه .....حالا اگه بخوای اصل مطلبو از ادم تکنولوژی فن و همه چی دون بپرسی خوب صدرصد باید بگه CPU حالا اینم بحثش خیلی فلسفیه و اینا بزار بگم برات...مثلا سامسونگ اگرینوس 8890 استفاده میکنه با کورتکس A53 ولی اپل A9 خوب شاید بگین این کجا و اون کجا همه تو نگاه اول میگن اقا سامسونگ .... تا اینا ک فعلا سامسونگ قوی تره حالا میریم سر مرحله دوم ینی رم دستگاه...سامسونگ از رم 4 گیگ استفاده میکنه با فناوری LPDDR4 اپل هم از 2 گیگ رم عادی استفاده میکنه تا اینا هم باز سامسونگ جلوتره...تا اینا این چنتا چیز مهم ترین قطعات ی گوشی بودن ترتیب بقیش ب میل خودتونه ولی من الان سراغ باتری میرم چون همه قطعات ب گوشی در آن واحد باتری میخوان و باتری میخورن...سامسونگ ی باتری 3600 میلی امپری داره و با تکنولوژی نسل دوم شارژ ک تو 95 دقیقه مدل اس 7 اج و اس 7 هم 90 دقیقه از 0 تا 100 وایرلس شارژر هم داره ک اگه از من بپرسی چیز جالبیه ولی من ک اصلا تا حالا ازش استفاده نکردم چون تو شارژ سخت میشه ازش استفاده کرد و خیلی دردسر سازه ولی ب قول بعضیا کلاس داره و قشنگه حالا ایفون 6اس از باتری1715 امپری استفاده میکنه ک سرعت شارژش نسل یکه ک زیاد خوب نیست و برنده باتری ب نظر من سامسونگه....مرحله بعد صفحه نمایشه ک سامسونگ از نمایشگرایی ک اسمشو OLED گزاشته استفاده میکنه ک رنگای طبیعی و خوش رنگی بهتون تحویل میده و وقتی ادم نگاه میکنه لذت واقعی میبره کیفیت صفحش هم 1440در2560 پیکسله ک صدرصد لازمه ی باتری به اون بزرگیه ایفون چیه....صفحه نمایش iPS ک حالا نمیدونم چرا ایفون قفلی زده رو این و وووللل کن هم نیست و میگن تو ایفون 7 از LCD استفاده میکنن حالا ببینیم چی میشه ک کلا صفحه نمایش شاید اولش بگین اقا این پیه خوب نیست ولی انصافا ی دقت رنگ خاصی داره و ی روشنایی ب خصوص داره ک چرا اینجوریه نمیدونم ولی ی چیز بدی ک داره کیفیتش پایینه و تراکم پیکسلیش 750 در 1334 حالا نمیگن اقا چرا اومدی این رزولوشنو زدی خوب چرا نکردی HD بزنی میشه 720 در 1280 ینی 78900 تا پیکسل چ تاثیری توی دید میزاره شاید بگین زیاده ولی اصلا اصلا اصلا فرقی ب حالش نمیکنه والا منم دلیلشو نمیدونم هر چی هست ب خود اپل ربط داره منم اصلا پیشو نگرفتم ک چرا...منم رو صفحه نمایش قضاوت نمیکنم چون خودمم توش موندم ک کدوم این یا اون...حالا جدا از اینا بریم سراغ حافظه اپل با حافظه پایه 16 گیگابایتی شروع میشه...اخه چرا 16...16 گیگ زخمی ب دل اون طرف نمیزنه کلا سر جمع 5 گیگ سر رابط کاربری میره 200 گیگ سر اپلیکیشن های جانبی خود مخصوص دستگاه میره اگه هم هیچی روش نصب‌نکنی ک عمرا بشه میتونی سر جمع 2500 تا عکس باهاش بگیری یا نیم ساعت فیلم برداری 4K ما ایرانیا هم ک ماشالا هزار ماشالا ی مهمونی میریم 400 تا سلفی و 200 تا هم دست جمعی از همه زاویه ها میگیریم ههههه ...اگه هم بخوای مدل پایه 2 یا 3 با حافظه های 64 و 128 بگیری باید 400 تا 600 تومن پول بیشتر بدی ک فک نکنم بیارزه باید برین سارغ سامسونگ ک پایه 32 گیگ و پایه دوم 64‌گیگ شاید بگین کمه ولی بهتون بگم ک حافظه حانبی تا 200 گیگ میکشه که الان تو بازار بهترین مارک sandisc کلاس USD 3 با سرعت خوندن نوشتن 30 تا 45 مگابایت بر ثانیه رو داره هم برای مدل 200 گیگ و 128 گیگ هم اونم با قابلیت تعویض حالا شما ب من بگو ایفون از نظر حافظه جانبی بهتره یا سامسونگ.... الان خیلیا ک نه 99.9 درصد میگن این همه حافظه میخوایم چ کار واس من ک مهمه خیلی خیلی مهمه حالا نظر دوستان هم حائز اهمیته...برای یکی مهمه برای یکی نه ولی من بهتون میگم ک سامسونگ بهتره البته از نظر حافظه ایی...بریم سراغ رابط کاربری اپل ک همه میشناسن ی رابط کاربری مخصوص خودشو داره ios ک خیلی هم خوب روون عالی و شیک ساده راحت و سریعه ..خیلی تعریف کردم نه؟؟هههه....سامسونگ هم رابط کاربری TouchWiz مخصوص خودشو داره ک اصلش هم اندرویده....تایزن هم داره ک بحث اصلی ما نیست اون جداست کلا ....من با این ک سامسونگ پسندم ولی انصافا هیچی‌مثل ios نمیشه قشنگه ولی ی بدی داره .... اونم محدودیت های خاصشه....اولش اهنگه خیلیا ک ن هممون این روزا اهنگ گوش میدیم حالا بگی اقا چجوری اهنگ دانلود کنیم از اینونز یا موزیک اهنگو پخش کنیم میگن میخوای چ کار فلان برنامه رو نصب کن اونجا هم دانلود میکنی هم گوش میدی...از ایتونز هم ک بخوای گوش کنی‌ اکثرا پولیه....شما اگه توی ایفون ی اپلیکیشن دانلود و پلی نصب کنی اگه ازش خارج بشی و از صفحه UI هم پاکش کنی اهنگ متوقف میشه و این ی بدیه ب نظرم....خیلیا هم میگن با جیلیبزیک میشه همه کار کرد نمیدونم بلوتوث یا وای فای دایرکت نمیشه ب گوشیای آندروید کرد مثلا فیلمی اهنگی یا چیزی بفرستید مثلا میگن زاپیا نصب کنین یا نمیتونی بازیای مود شده یا ب اصطلاح هک شده نصب کنی خوب چ کاریه اصلا نخریم هی بیا اینو نصب کن اونو نصب کن والا!! الان ایفون فن ها عصبی میشن ک چی‌گفتی حالا صبر کنین تازه داره شروع میشه....سامسونگ اندروید نامحدود همین خیلی مختصر میگم ک نا محدودی تو هر چی‌ هر چی‌ هر چی....ولی ی بدی داره این رابط‌ کاربری این ک بگی نگی سنگینه و خیلی پردازش میخواد اولش گفتیم ک سامسونگ از نظر CPU و RAM قوی تره درست ولی با این رابط کاربریش خیلی کند میشه خیلی ینی اپل‌ با اون کم بودن قدرت اصلی سخت افزاری قوی تره و سریع تر...همه اینا هم ب خاطر ی ios سادس همین....میبینین چ ساده.... الان همه سامسونگیا میگن خیلی هم خوب هیچ مشکلی نداره ولی من بهتون میگم ک اپل اینجوری زده جلو....حالا تا اینجا اومدیم بقیه چیزا هم بگیم و و سلام.....خیلی نوشتم سرتون رو درد اوردم اشکال نداره اینطوری اونایی ک بین خرید ای دو تا گوشی موندن میتونن انتخاب خودشونو بکنن چون من ی نقد تمام عیار براشون گزاشتم...دوربین....هر دو عالیه تنها فرقش اینه ک سامسونگ کیفیت تصویر بهتری میده و توی شب هم ب دلیل دیافراگم بازش عالی جواب میده سیستم dual focus یا ب اصطلاح چشم انسان میگن ینی در ان واحد سریع رو سوژه مورد نظر فوکوس میکنه و عالیه تنظیمات دستی هم داره ولی اپل‌ رنگ های دقیق تر و بهتری میده و با نویز کمتر یا اصلا بگیم بدون نویز البته فقط توی روشنایی تو تاریکی نه اصلا تعریفی زیاد خاصی نداره...این رو هم من قضاوت نمیکنم با خودتون ... تودتون برید ببینید ک دومو میخواین کیفیت بهتر یا رنگ ها دقیق تر و عمیق تر....اخرش هم ب طراحی میرسیم ک اون سلیقه ایهه دیگه ولی من از هر دو ب یک اندازه خوشم میاد اس 7 اج ک دیگه خداس توی طراحی... ترکونده انصافا حتما محوش میشین با نگاه اول....حالا بریم مرحله اخر بحث نهایی ک میشه جزئیات...مثلا سامسونگ اس 7 دو لبه خمیده پشتش داره ک خوش دسته و راحت اس7 اج دو لبه خمیده روی صفحه داره ک زیبایی خاصی ب دستگاه میده هر کی هم میگه قشنگ نیست نمیخواد طرف داری کنه چون هیشکی نیست خوشش نیاد...دیگه مثلا ضربان سنج داره ک ضربان قلبو میسنجه دکمه هوم اثر انگشت دو سیم بودن دستگاه ک ب صورت هیبریدی ینی یا دو سیم میندازین یا ی سیم ی حافظه جانبی‌..اونایب‌ک نمیدونن برن سرچ کنن بگردن دقیق تر متوجه میشن...ضد اب هست 1.30 متر ب مدت 30 دقیقه ضد گرد و غبار....اپل هم 3D touch...کیفیت صدای عالی در حین تماس ب علت میکروفون دوم ک نویز اطراف رو میگیره...خوش دست و راحت ب دلیل لبه های گردش...سرعت بالای اثر انگشت برای باز کردن دستگاه که چشم رو هم بزاری باز شده....ضبط صدا با کیفیت عالی...سلفی فلش اسکرین ینی اگه تو جایی باشین ک تاریکه میخواین سلفی بگیرین وقتی ک دکمه عکس رو میزنین صفحه نمایش سفید میشه و ب صورت فلس عمل میکنه...Live Photo ک چی جالب و قشنگیه.....جمع بندی نهایی بگم ک اگه یک گوشی سفت و سخت میخوایین ک باهاش زیاد کار کنین مثلا بازی دانلود فیلم فایل هر چی یا میخواین اعداد و ارقام گوشی بالا باشه من سامسونگ رو پیشنهاد میکنم اگه ی چیز راحت بخواین و براتون عالی کار کنه مثلا بازی یا شبکه های اجتماعی یا کارای سبک و در عین حال شیک اپل‌رو پیشنهاد میکنم ب خاطر باتری کم ضرفیت میکم سبک چون سنگین شارژ میخوره و اگه جایی باشین ک پریز برق نباشه و پاور بانک نداشته باشین کارتون ساختس... کارای سنگین هم جواب میده فقط نیاز ب برق میخواد......زیاد حرف زدم....اگه علظ املایی هم داشتم ببخشین چون خیلی خستم شاید حواسم جمع نباشه و از زیر دستم در بره",12,7,2,3,1,4,5,3
"[""همه چي""]","[""هيچ""]","پریروز سفارش دادم رنگ رزگلدشو امروز بدستم رسید خیلی عالیه هم صفحه نمایش . دوربینش. دوربین سلفی.حسگراثرانگشت.اسلموشن.خیلی عالیه و من اصلا از خریدم ناراضی نیستم اگه میخواین یک گوشی خوب تو این رنج قیمت میخواین این بهترینه.",3,2,3,5,4,5,5,5
