positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"داشتن ios 10","دوربين ضعيف
نداشتن spen
حذف جک هندزفري
قيمت بالا","نداشتن دوربین 16 مگاپیکسل نداشتن صفحه نمایش 5.7 اینچ",2,25,1,3,1,1,3,2
,,"با سلام
یک نظر بدون کوچکترین تعصب:
از نوکیا اومدم به سونی xperia j
بعد اچ تی سی one 8
بعد سامسونگ.s6 edge plus و بعدم نسخه هفت اون
الان iphone 7 plus 128 دارم.
دوستان محدودیت تو داشتن اپ اورجینال و انتقال فایل بصورت ازادانه مشکل ای او اس هست که اینم بخاطر امنیت خوده گوشیه.خیلی از اس 6 راضی بودم واقعا زیبا بود و دوربین معرکه ای داشت.
منتها دوربین این ایفونم حدود بیست درصد بهتره
از لحاظ نرم افزاری به شدت قدرتمنده ایفونم بطوری که بعد از باز کردن ده بازی سنگین کنار هم کوچکترین لگی ندیدم اما در اس 6 بعد از باز کردن حتی سه بازی سنگین لگا شروع میشد.در کل با توجه به قیمتها ارزش خرید سامسونگ سری اس خیلی زیاده.
منتها اگر سیستم قدرتمند تری میخای که اصلا نا امیدت نکنه ایفون هفت پلاس پیشنهاد منه.
اگر هم الان یه گوشی منطقی و مناسب داری بهتره برای ایفون هشت صبر کنی که مطمعنا غوغا خواهد کرد.
یا حق",10,2,5,5,4,1,5,3
"صفحه نمايش 5.5
دوربين هاي جلو وعقب
سيستم عامل
ظرفيت 128
کيفيت ساخت",ندارد,"سلام به دوستان:
من تا به حال گوشی که سیستم عامل ios داشته باشه نداشتم، گوشی قبلی من LG G3 بوده.
در این رابطه که دوستان گفتن صفحه نمایش ها برای بعضی ها شفافیت نداره رو باید بگم که این تفاوت رو من در فروشگاه های مختلف احساس کردم، حتی برای انتخاب قطعی ام به مراکز تعمیرات گوشی های iphone هم سر زدم و از اونها مشکلات عمده ای که این گوشی ها داره رو جویا شدم که پاسخ همه ی آنها این بود که خرابی این گوشیها اغلب به خاطر ضربه خوردن روی صفحه و شکستن صفحه نمایش اون بوده که این رو نمی تونم بگم به خاطر کیفیت پایینش بوده بلکه استفاده بد اون کاربر میتونه باشه چون واقعا کیفیت این گوشی عالیه و در کل میشه گفت گوشی هست که خرابی نداره و پولتون رو دور نمیریزید. در دست گرفتن اون حس خوبی به آدم میده.
حتی تفاوت های قیمت این مدل گوشی رو بدون گارانتی هم جویا شدم که تونستم از یکی از تعمیرات موبایل که حتی خودشم فروش این گوشی رو داشت بفهمم که اطمینانی به خرید بدون گارانتی نیست چون میگفت ممکن هست که این گوشی بصورت دست دوم دست شما برسه یعنی اینکه ممکنه صفحه نمایش یا قطعات دیگرش عوض شده باشه و اون رو بعنوان نو به شما بفروشن!
توصیه من به شما دوستانی که تصمیم به خرید این گوشی دارید اینه که حتما گوشی رو بخرین که نه تنها گارانتی تعویض داشته باشه بلکه خود فروشنده براتون تست و حتی اطمینان از سریال و IMEI بدن.
من شنبه میرم تا یکیشو داشته باشم",8,4,5,5,5,5,5,5
عالي,"تک سيم کارته","گوشی عالیه...یه روز میخرمش",4,1,3,4,5,5,4,5
,,"نظرات متفاوتی هست ، اما به نظر من برای هر کالایی دو ملاک اصلی هست ، تناسب قیمت با کیفیت و کارایی آن و خدمات پس از فروش خوب
این گوشی کیفیت خوبی دارد اما قیمت آن خیلی بالا است و اصلا تناسبی وجود نداره ، همچنین اپل در ایران نمایندگی رسمی ندارد در نتیجه خریداران از یک سری خدمات پس از فروش محروم هستن
برای من جای سواله چطور افراد حاضر هستن چنین قیمت بالایی را برای برندی پرداخت کنن که بهشون احترام نذاشته(احترام یعنی قیمت متناسب +خدمات پس از فروش خوب) تازه تحریمشون هم کرده
کاش اول خودمون برای خودمون ارزش و احترام قائل شویم",23,15,0,3,3,3,3,3
"دوربين
بلندگو",LCD,"سلام من 28 بهمن95 این گوشی یعنی 7 پلاس 128 رو خریداری کردم قبلش اصلا با سری اپل کار نکرده بودم و اصلا اطلاعاتی در موردش نداشتم
اما می تونم بگم چقدر عمرمو سر اندروید نابود کردم
کی گفته نمیشه توش فایل ریخت؟ کی گفته نمیشه توش فیلم ریخت من به شمایی که داری می خونی اطمینان میدم هر فایلی رو می تونی توش بریزی از Word گرفته تا فایل های تصویری هم چون MLV و PDF و... فقط باید بلد باشی چکار کنی
فی امان الله",15,7,3,5,2,4,2,2
"هر چي که فکرش را بکني عاليه","اگه پيدا کردي يه خبر به ما بده ممنون ميشم","عالیه از همه نظر شک نکنید میدونم بعضی ها برای سختی کار کردن باهاش نمیخرن اما فقط یک روز باهاش کار کنی دیگه نمیتونی ازش دل بکنی و برات عادی میشه عین فارسی اگه موافق هستین لایک بکنین با تشکر خدانگهدار",19,4,5,5,5,5,5,5
"همه چيز","قيمت بالا","سلام دوستان باور کنید نظرم از روی تعصبات الکی نیس من از پرچمدارای اندرویدی استفاده کردم و حدود یک ماه این گوشی رو خریدم رنگ جت بلکش که از بقیه رنگا زیبا تر ولی متاسفانه خش پذیری بالایی داره جذابیتش و زیباییش بی نظیر و نسبت به ابعادش وزن سبکی داره اما با استفاده با یک دست کمی مشکله از لحاظ سرعت همتا نداره به جِد میتونم بگم از تمام گوشی ها قوی تر و پر سرعت تر هستش میتونید مقاسیه اش با اس 8رو ببینید من وقتی این گوشی رو خواستم بگیرم دقدقه ای که داشتم این بود که دوستان میگفتن اپ استورش فیلتره و مشکل ساز ولی خودم اپل ایدی براش ساختم و هیچ مشکلی ندارم برای دریافت هر برنامه یا بازی شارژ گوشی نسبتا خوب بالا میره ولی دیر خالی میشه باتری عالیه داره کیفیت صفحه اش کمی پایین تر از تاپ های سامسونگه و برخی برندای دیگس که از امولد استفاده میکنن ولی واقعا راضی کنندس تنها ایرادی که روش میشه گذاشت قیمتشه که اونم برای کسانی که توان خریدشو دارن پیشنهاد میکنم وگرنه میتونید 6اس یا seبگیرید که اون هام عالی هستن یا گوشی های اندرویدی که اوناهم عالی هستن بعضیاشون
با ارزوی توفیق برای همه هموطنان عزیز",7,3,4,5,5,5,5,5
"کيفيت بالاي ساخت
عملکرد عالي","بايد ios رو درک کني","من سه ماهه این گوشی رو دارم. تا حالا فقط پرچم دارهای اندرویید رو داشتم، باید بگم واقعا گوشی خوبیه، لذت میبرم وقتی ازش استفاده میکنم، باید ios رو کاملا بشناسی و توقع خودتو از گوشی بدونی، ساده ترین کارها رو اونقدر خوب انجام میده که ادم لذت میبره،
کلا مقایسه این گوشی با اندروییدی ها درست نیست چون واقعا خیلی پلتفرم متفاوتی داره،
باید بدونی چی میخوای بخری تا پشیمون نشی
من که واقعا راضی ام",6,3,5,5,5,5,5,5
"زيبايي
کارامد و خوشدست
دوربين بي مانند
کيفيت ساخت بسيار بالا",ندارد!,"من تا پیش از اینکه این رو بخرم میشه گفت بهترین گوشی های اندروید رو داشتم و بدلیل اینکه خودم برنامه نویس اندروید هم هَستم، اونرو خیلی تایید میکنم و میکردم
ولی زمانیکه به بحث استفاده شخصی میرسیم! بووووم
آیفون رقیب نداره! از سادگی و کارآمد بودن ios بگیر تا استفاده بهینه و شاهکار سخت افزار و باتری هیولا و دوربین بی مانند!
روی کاغذ از یکسری گوشی ها ناتوان تر هست ولی در استفاده داستان سراسر چیز دیگری هست
این نکته رو هم داشته باشید:
1. سیستم عامل اندروید بر پایه لینوکس هست و با هر سخت افزاری سازگاری خوبی داره، ولی شرکتهایی مثل سامسونگ و هوااوی و... که در سال چندین مدل میدن بیرون، زمان نمیذارن تا اندروید رو برای دستگاه بهینه کنند( به زبان ساده )! همچنین:
2. اپل در سال فقط یک گوشی بیرون میده با دو سایز گوناگون و همین رو میشه نقطه تمرکز اپل روی کار کردن برای بهتر شدن سیستم عامل و بهینه سازی های بیش از پیش دونست!
پس حالا فهمیدیم چرا آیفون 7 پلاس که روی کاغذ از galaxy s8 جا مونده چطور میاد و در استفاده روزمره روی s8 رو کم میکنه

همچنین:
شما یه نگاهی به بازار لپ تاپ بندازید و لپ تاپ های اپل رو با ایسر و یا ایسوس رو بسنجید و ببینید معنی این حرف یعنی چی( زمین تا آسمون)
اینکه میگن اپل فقط کلاس داره اشتباست!
اپل کلاس داره ولی کارامد و ارزشمند هم هست! چه لپتاپ چه گوشییش
پیروز باشید دوستان
مرسی دیجی",16,9,5,5,5,5,5,4
