positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"کيفت دوربين هاي عالي
خوش دست
طراحي زيبا
سريع شارژ ميشه
حسگر اثرانگشت سريع و عالي و گواهينامه ip68 براي ضد اب بودنش","جاي قرارگيري اسپيکر","یه گوشی فوق العاده و خوش دست که منو خیلی راضی کرده خصوصا این رنگ سیاهش
فقط جای قرارگیری اسپیکرش بده",3,0,5,5,5,5,5,5
,,"نسبت به قیمت اصلا ارزش خرید نداره. امکاناتش خیلی پایینه.
این گوشی با هواوی nova plus هم قیمته نسبتا. ولی این کجا و ان کجا. این اصن ب یک ملیون و دویس نمیرزه. واقن نمیرزه. برین یه نگاهی به نووا بندازین بعد بیاین ازخوبیای این کوشی بگین.
در کل این گوشی زیاد چنگی به دل نمیزنه.
شاد باشید.",19,19,3,3,3,3,3,3
,,"● ظاهر شیک و زیبا درعین سادگی
● استفاده از USB Type c که هم استفاده از شارژر رو ساده کرده و هم سرعت سارژ رو بالا برده
● استفاده از نمایشگر OLED با فناوری SUPER AMOLED که هم کیفت رو بالا برده و هم مصرف باتری رو کاهش داده
● باتری قابل قبول (با توجه به میزان مصرف امروزی از گوشی روزی یک بار شارژ کافیه)
● حسگر اثر انگشت با عملکرد خوب ، حسگر اثر انگشت همیشه فعاله و لازم نیست ابتدا صفحه گوشی رو روشن کنید ، به محض تماس انگشت با حسگر ، قفل باز میشه
■ تنها ایرادی که من دیدم دوتا خط پلاستیکی بالای گوشی هست که احتمالا برای آنتن دهی هست که وقتی به وای فای متصلید اگر دستتون روی اونها بره آنتن به شدت افت میکنه و یا باعث قطعو وصل شدن نت میشه که بعصی جاها مشکل سازه..
با تشکر.",7,1,4,4,5,5,5,5
"طراني فوق العاده","کابل تايپ سي پشتيباني ميکنه","این موبایل واقعا عالیه طراحی خیلی عالیه داری شبیه ایفون ساخته شده
دارای حسگر اثر انگشت قوی و همیشه فعاله و بدون فشردن دکمه ی هوگ یا پاور رمز باز میشه
دوربینش خوبه عالی نیست از نظر سخت افزاری خیلی خوبه و صفنه نمایشش خوبه فقط یکم قیمتش نسبت به a3 2016 بالاس چون زیاد تغییراتی نداره
در کل موبایل خوبیه حتما پیشنهاد میکنم",6,1,3,5,4,3,5,5
,باطري,"باطری بسیار ضعیف جوری که بدون هیچ استفاده ای و نصب هیچگونه نرم افزاری و حتی بدون سیم کارت دو روز تو کشوی میزم بود و خاموش شد. لطفا نقد منصفانه بنویسید.",10,10,2,2,2,3,2,2
"سرعت بالاوتيزبدون هنگ کردن کيفيت ساخت عالي خوشدست ساپورتotg","نداشتن نشانگرledوضعيت باطري هم متوسط","باسلام به همگی درکل گوشیه خوبیه فقط اگه حافظه داخلیش32وباتریش2500ورنگ سفیدهم داشت عالی میشد
درضمن otgساپورت میکنه البته باکابل type cیاusb type c",3,2,3,3,3,3,3,3
,,"باتریش رو حالت پاور سیور خیلی خوبه، اثر انگشتش از S7 بهتره چون اگه ص4حه خاموش باشه هم به سرعت باز میشه قفلش اما تو S7 باید صفحه اول روشن بشه بعدش انگشتو بزاری. otg هم با کابل مخصوص usb c میخونه. کیفیت ساختش عالیه و خیلی هم خوشدست و روونه. من یکی دوتا بازی سنگین راجت روش اجرا میکنم. باتریش هم با بهینه سازی های سامسونگ در سیستم عامل خیلی خوبه. دوربین جلوش هم از s6 و note 4 بهتر بود چون کنار هم تست کردم. افکت های خوبی هم تو دوربین داره که عکس رو واضح تر میکنه. گلس هم پیشنهاد میکنم از اینا بگیرید که کل صفحه رو نمیگیره چون لبه ش خمیده س یکم زیر گلس هوا میره. کیبوردش هم عالیه. قابلیت Always on هم کم مصرفه هم اینکه خیلی کاربردیه. در کل راضیم و خریدشو شدیدا پیشنهاد میکنم. راستی اندروید 7 هم تا قبل از نیمه اول سال 2017 میاد (طبق اعلام رسمی سامسونگ). ممنون که خوندید ببخشید که زیاد شد امیدوارم کمکتون کرده باشه.",12,1,5,5,5,5,5,5
"اين گوشي حرف نداره",,"برای گرفتن اس گیرینشات باید تیغه دستتو رو صفحه بکشی",5,3,3,3,4,3,3,3
"ساپورت OTG مقاوم در برابر آب بودن Corning Gorilla Glass هشت هسته 1.6 GHz اثر انگشت هميشه فعال دوربين عقب بسيار خوب دوربين جلو عالي","همزمان امکان استفاده از دو سيم کارت و کارت حافظه وجود ندارد","گوشی خوش ساختی هست . خریدش رو به این علت پیشنهاد می کنم که همه امکانات گوشی به صورت متعادلی در حد بالایی قرار دارند.
در مورد اندازه صفحه نمایش باید خودتون تصمیم بگیرید چون A5 2017 هم گوشی خوبی هست.
البته با خرید یک پورت OTG usb-c میتونید با فلش هم اطلاعات منتقل کنید.",6,2,4,5,4,5,5,4
,,"حافظه داخلی 16 تو سال 2017 و این رنج قیمت از نظر من قابل قبول نیست.
همچنین میتونست باطری 2500 باشه",5,3,3,3,4,3,4,3
,,"با فشار دادن دکمه پاور و دکمه هوم همزمان اسکرین شات میگیره",2,4,3,3,3,3,3,3
,,"در مقایسه با هم رده های خودش تو این رنج قیمت خیلی خوب نیست.",9,3,3,2,0,2,3,1
