positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"من خودم داشتم فروختم امکانات خیلی خوبی داره ولی موقع شارژ مال من زیاد داغ میشد مشکل خاصی برنخورد تا اینکه شنیدم نوت ها داره خطر ساز میشه اون موقع فروختمش چون یه نمونه آسیب دیده شو دیده بودم کاملا از بین رفته بود",3,0,0,0,5,0,3,2
,,"اینا سه چیزین که الان سامسونگ بهشون احتیاج داره . صرف نظر از اینکه چه شکست عجیبی برای سامسونگ رخ داد باید به اینده فکر کرد. از افسوس خوردن و عصبانیتو و اخراج کردن 200 مدیر ارشدو توبیخو و گشتن دنبال مغصرو گناه کار اعلام کردن زمین وزمان,سامسونگ نه تنها اعتبار لبه پرتگاهشو نجات نداده بلکه فرصت جبرانو هم از خودش گرفته الان تو این شرایط برای کسی اهمیتی نداره مغصر کی بوده و چه اتغاقی افتاده مسلما خطای انسانی بوده که به هر دلیلی این فاجعه رو رقم زده.نگاه همه به اینده است این به ذات و فطرت تکامل گرای انسان بر میگرده. چیزی که از گذشته برای سامسونگ باید مهم باشه اینه که دلیل فنی این اتفاق چی بوده حالا هر چی که بوده تو دستگاهای اینده این شرکت دوباره رخ نده و اگر سامسونگ دنبال افراد خاطیه باید اینو بفهمه که ایا عمدی تو کار بوده؟که دوباره عمدی رخ نده .جدا از این دو مورد, از گذشته چیزی دست سامسونگو نمیگیره و سامسونگ باید بیشینه توانشو برای پاک کردن تلخ کامی اتفاقات گذشته رو دستگاه پرچمدار جدیدش بذاره, این دقیقا چیزیه که سامسونگو دوباره مثل ققنوس از خاکستر بلند میکنه.چیزی که نه تنها سامسونگو دوباره به صدر بازار برسونه بلکه باعث تحیر همه بشه (تکنولوژی جدید).و این محقق نمیشه مگه با سه فاکتور مذکور. موفق و پیروز باشید.",4,1,3,3,5,5,3,5
عالي,"هيچ چيزي بدون ضعف نيست","قبلا از اتفاقاتی که برای نوت 7 رخ داد با خودم فکر میکردم سامسونگم فقط میخواد بفروشه از تلویزیون یخچال گرفته تا گوشی و ...
اما بعد از اینکه گفت امنیت کابران ما مهم تره و همچنین ضرر بزرگی رو سر نوت 7 خورد فهمیدم که واقعا برنده
به خودم افتخار میکنم سامسونگیم
بخاطر سامسونگ لایک کن",9,10,5,5,5,5,5,4
,,"حیف شد که توقف تولید شد
یکی از بهترین های سامسونگ بود
امیدوارم سال بعد گلکسی S8 بترکونه !",2,8,5,5,5,5,5,4
,,"مثه همیشه سامسونگ داره تکراری کار میکنه.
10 مدل گوشیه رده بالاشو بزار کنار هم اگه تونستی تشخیص بدی چی به چیه من اسممو عوض میکنم !!!
سخت افزارشم که ماشالا تکراری مثه همیشه
از این کم میکنه میزاره رو اون ٬ از اون کم میکنه میزاره رو این
اگه میتونی مثه هوآوی نوآوری نشون بده و تکراری نباش در طول چند سال
امیدوارم سامسونگ نوآوری بیشتری نشون بده وگرنه هوآوی تا چند سال آینده بازارشو میگیره. مثه وقتی که برای یک هفته انبار سونی خراب شد و سامسونگ نامردی کرد بازارشو گرفت. هوآوی هم جای سامسونگ رو میگیره بدون شک",12,14,0,5,3,2,0,0
,,"گوشی عالی بود حیف شد این بلا سرش آمد.",17,9,5,5,5,5,5,5
"هيچ چيز","همع چي","من یکی از طرفداران پر و پا قرص سامسونگ بودم ولی از موقع ای که سری اس 6 اومد بازار با دو طرف شیشه سامسونگ شروع شد. بدترین طراحی گوشی. الان همه دارن گوشی فلزی میزنن .اون سونی با اون سابقه پنج ساله ساخت گوشی های کاور شیشه، الان داره فلزی میزنه اگه خوب بود سونی ادامه میداد این نوع ساخت رو ادامه میداد. بعد از سال 2014 اصلا از هیچ کدوم از گوشی های سامسونگ خوشم نیومد. من همیشه بعد از نوت 4 که یه ابدیت برای نوت 3 بود
دنبال خرید یه نوت خوب بودم ولی متاسفانه مدل طراحی هاش عوض شد. طراحی مردود شیشه ای مثل یه جاذب اثر انگشت عمل میکرد. واقعا شرم اور بود این طراحی. به جرات میگم اگر صفحه نمایش های با کیفیت سوپر امولد نبود تا الان سامسونگ ورشکست شده بود. این هم از طراحی و سخت افزار نوت 7.
چی بگم خجالت اور. جنس سال پیش رو بیاری یه اسکن چشم اضافه کنی و ضد ابش کنی. بنچ مارک های نا امید کننده برای یک دستگاه اندرویدی. طراحی شیشه ای ، رم پایین. و .....
الحمدلله که اصلا از دور خارج شد. به امید اینکه سامسونگ این طراحی بی ارزش رو عوض کنه و بیشتر رو کیفیت محصولات کار کنه تا سود اوری.",10,12,0,0,0,0,3,0
,,"حیف شد واقعا تولیدش متوقف شد با همه مشکلاتش بازم دوس داشتنی بود و از همه نظر عالی",6,8,5,5,5,5,5,5
عالي,,"خیلی گوشی خوبیه من خودم خریدم عالی مشگل باتری هم تا حالا نداشته",3,31,5,5,5,5,5,5
قلم,"صفحه نمايش آملوييد","سلام
از دیجی کالا و شرکت سامسونگ، بابت هدایایی که به خاطر شرکت در پیش خرید نوت هفت داشتم، تشکر و قدردانی می نمایم.
امیدوارم مشکل باتری و یا به احتمال بیشتر، مدارات داخلی این گوشی حل شود و زودتر به بازار فروش وارد شود.
بنده تعصب خاصی به برند گوشی ها ندارم، ولی سری نوت سامسونگ بهترین قلم جهت یادداشت و کارهای مطالعه را به همراه دارد و علت اصلی که بنده تصمیم به خرید این گوشی داشتم هم همین بود.
البته صفحه نمایش IPS به شرط تراکم پیکسلی برابر برای مطالعه بهتر از Amloed است و اگر نوت هفت با IPS ارائه می شد، خیلی بهتر بود.
گوشی های خیلی خوبی از برندهای گوناگون در بازار هست، منتها اگر به یک قلم خوب نیاز داشته باشیم، آن وقت سامسونگ بدون رقیب است.
باز هم از دیجی به خاطر مشتری مداری سپاس گذارم.",11,15,4,1,5,4,4,3
,,"با سلام، واقعا متاسفم گوشی با این همه امکانات و ظاهری بسیار بسیار زیبا که من به شخصه عاشقشم این بلا سرش بیاد،مشکل باطری هنوز حل نشده در حالی که بعد از فراخوان شرکت سامسونگ و تعویض باطری گوشی های برگشتی باز هم خبر هایی از انفجار گوشی ها با باطری اصلاح شده به گوش میخورد ، این یک فاجعه و ضرر بزرگی برای شرکت سامسونگ هست،واقعا حیف شد،طرفدارای سامسونگ ناامید نشید ،بدرود",15,9,3,1,5,5,5,5
,,"اگر در وب کمی بگردید متوجه میشوید حتی مدل های سالمی که خود سامسونگ وارد بازار. کرد بعضی از انها اتش گرفته اند.اگر عاشق این گوشی هستید دو ماه صبر کنید شاید شاید نسخه ی سالم ترش بیاد . اما بد نیست نگاهی به رقیب اصلی این گوشی یعنی lg v20 بندازید ان گوشی هم سخت افزاری برایر با این گوشی دارد . ضد اب هم هست .نمایشگر دوم دارد که جای قلم را به خوبی پر میکند . بدنه ی خوش ساخت فلزی داره که بسیار با کیفیت . از فلز در این گوشی استفاده شده است که در صنعت هواپیما سازی و کشتی سازی از ان استفاده شده است . دوربین دو گانه و با کیفیت بالا دارد‌. اما اگر هم lg v20. هم نخواستید وایستید تا s8. سامسونگ بیاد موفق باشدی یاعلی",14,16,3,3,3,3,3,3
,,"این گوشی بسیار قوی است و خیلی هم زیبا قلمش هم که محشر است ولی نمی دانم چرا بعضی یک مشکل را خیلی بزرگ می کنند
باتری این گوشی است که می گویند می ترکه به نظر من بهتر بعد از حل شدن مشکل باتری بگوییم که می ترکه چون وقتی خود سامسونگ می گوید که این گوشی مشکل دارد نباید بخرید یا اگر خریدید بدهید تا یک گوشی بدون مشکل به شما تحویل دهند
چون اگر نگه بدارید شاید برای شما هم بترکد انشاءالله سامسونگ این مشکل را درست کنند تا کاربران با رضایت کامل گوشی را خریداری و استفاده کنند
یاعلی.",19,20,5,5,5,5,5,5
"کيفيت صفحه نمايش خوب","تقليد از ساير کمپاني من جمله اپل و نواوري سخت افزاري کم","با سلام خدمت همه من با توجه به اینکه قبلا سامسونگ داشتم سامسونگ یک خاصیتی که داره بعد یکسال به اونور سرعتش کند میشه سامسونگ به درد نمیخوره من یک گوشی جدید چین زده به نام ONEPLUS 3 برید مقایسه اش رو نگاه کنید سرعت اثر انگشتش از ایفون 6S و نوت7 سریعتره سرعت به خدا بگم باور نمیکنید از S7 EDGE و NOTE 7 سریعتر مقایسه اش هم ازایفون 6S در اول برنامه ها سریعتره بعد تو بازی ایفون یکم سریعتره به خدا بگیرید ONEPLUS 3 بهتره به خاطر سامسونگ جیبتون رو خالی نکنید برید نگاه کنید پشیمون نمیشید وچین جدیدا گوشی هاش مقاوم زده مثل قبل نیست خواهش میکنید فقط تحقیق کنید قیمت وان پلاس 3 با رم شیش گیگابایتی با تشکر",15,51,0,1,3,5,1,5
,,"سلام دوستان .مشکل باطری بزودی برطرف میشه، واقعا از همه لحاظ عالی و ازلحاظ ظاهر تکه.حیف که مشکل باطری پیدا کرد که اونم درست میشه",23,17,3,1,5,5,5,5
