positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"عالیه ازنظر من یهو وابستش شدم",3,0,3,5,5,5,5,5
"ارزش خريد بسيار بالا
کارکرد زياد و طول عمر بسيار بالا
رابط کاربري ساده","خدمات پس از فروش","سلام
من این محصول رو مدت هاس دنبالشم ولی دی جی نمیاره چون اگر بیاره نمیتونه خدمات پس از فروشش رو شامل حال این محصول بکنه به خاطر این که این کمپانی هدف اولش کسب بازار چین و هند هستش که هنوز به طور کامل محقق نشده واسه همین فعلا برنامه ای واسه گسترش بازارشون تو کشور های دیگه ندارن در نتیجه خدمات پس از فروش هم در کشور ما حالا حالاها نخواهد داشتو دیجی هم نخواهد آوردش پس دوستانی که طالب این مدل گوشی ها هستن منتظر آوردنش از سمت دی جی نباشن و از جای دیگه خرید کنن و در آخر اضافه کنم نداشتن خدمات پس از فروش باعث اذیت شدنتون نمیشه چون گوشی های بسیار با کیفیتی هستش و اصلا به این زودی ها خراب نمیشه در ضمن پول برند نمیدید.
موفق باشید.",19,2,5,5,5,4,4,4
"iهمه چي تموم","ندارد يا اگه دارد کسي هنوز پيداش نکرده","نمیدونم چرا دی جی کالا با این که هر وقت اراده کنه میتونه بیاره و به کمترین قیمت بده موندم چرا این کار رو نمیکنه",22,2,5,4,4,4,4,4
"کيفيت ساخت
سرعت پردازش بالا
از لحاظ قيمت خيلي با صرفه اس","رم نميخوره (که زياد هم بد نيس اين چون همين باعث افت سرعت در گوشي ميشه)","من وان پلاس وان اش رو دارم خیلی راضی هستم دو سه تا از دوستام هستن که فقط من اینو بفروشم تا اونا از من دست دو شو بخرن. کیفیت خوبی داره. با پردازش بسیار قوی. دوربین انصافا خوبی داره",6,0,5,5,5,5,5,5
"زيبايي
حسگر اثر انگشت
باطري 30000 يلي امپر","خدمات پس از فروش","این گوشی از هر نظر عالیه فقط مشکل کار اینجاست که اول از همه خود گوشی توی بازار پیدا نمیشه و دومم هم اینه که بعد از خرید گوشی حتی برای پیدا کردن باتری هم توی دردسر میفتیم.
دیجی کالا این گوشی رو بیار تو بازار.به سایت دیگه ای اعتماد ندارم که برم از اونها خرید کنم...",8,3,4,5,5,4,5,3
"همه چي","تا الان نديدم","سلام به همه دوستان من این گوشی را تقریبا یک هفته هست که از این فروشگاه اینترنتی دیگر گرفته ام این گوشی واقعا محشره اولش یکم مشکل تو مدیریت رم داشت که با یه اپدیت حل شد این گوشی تو هیچ برنامه ای کم نمیاره و خیلی راحت میتونید بین برنامه ها سوییچ کنید فقط اگه قصد خرید دارید از تجربه ام بگم که بگید نسخه a3003 براتون بیارن فقط این نسخه تو ایران اینترنت 4g رو ساپورت میکنه و شارژشم از سوکت برق کشور ما پشتیبانی میکنه و نیاز ب تبدیل نداره امیدوارم که بتونید هر چه زودتر این گوشیو بگیرید و ازش لذت ببرید اگر سوالی داشتید من در خدمتتون هستم دیجی کالا هم این کالا را نیاورد منو مجبور به خرید از یه سایت دیگر کرد که بیشتر اون به زودی که زده ادمو میسوزونه اگه نمیخوای بیاری خو نذار به زودی یا زمان بده حداقل متشکرم",21,2,5,5,5,5,5,5
"قيمت مناسب در بازار جهاني
کيفيت عالي ساخت
دوربين خيلي خوب
بدنه عالي
صفه نمايش خيلي پور نور","بدون خدمات در ايران
بدون لوازم جانبي در ايران","سلام
بنده هم نسل اول و هم نسل سوم را دارم
از نسل اول 1.5 سال استفاده کردم بدون هیچ ایرادی الان هم نسل سوم از هند خریدم
این گوشی به راحتی با تمام پرچمدار های کمپانی های دیگه رقابت میکنه
خیلی خاصه دست هر کسی هم نیست
آپدیت های منظم گوگل
همه چی خوب
اگه گیر اومد ایران تست کنید روشن شود بخرید",11,1,5,4,5,5,5,3
"همه چي",هيچي,"عالی فوق العاده و قدر تمند همین",4,1,5,4,4,3,3,5
"قيمت مناسب
طراحي زيبا و با کيفيت
دوربين خوب
به روزترين و قويترين سخت افزار با 6 گيگ رم و سرعت فوق العاده بالا و ملکرد مولتي تسکينگ بي نظير","خدمات پس از فروش","چرا موجود نمیشه این گوشی؟ خیلی وقته اومده تو بازار جهانی حرف نداره این گوشی با قیمت پایین به روزترین تکنولوژی رو داره، سریع ترین گوشی اندرویدی تا به امروز همینه و هیچ اشکالی توش نمیبینم فقط خدمات پس از فروش ممکنه مشکلش باشه",16,3,5,5,5,5,5,3
"کيفيت ساخت عالي
قيمت مناسب
به روز رساني سريع و مستمر
کيفيت صفحه نمايش عالي
کليد هوم لمسي و نه فشاري (مانند آيفون)","دوربين کمي بد در شب - در حال بهبود است","سلام
معمولا کسانی که گوشی ای را می خرند بعد برای اینکه به خود بقبولانند که انتخابشان صحیح بوده، به هر صورت از گوشی پشتیبانی می کنند. در حالیکه چه خوب چه بد بهرحال انتخاب است و هیچ گوشی ای کامل کامل نیست. کسانی که این صفحه نقد و بررسی را می خوانند به دنبال کسب اطلاعات برای خرید احتمالی گوشی هستند. بنابراین خوب است که بی هیچ تعصبی تجربیات خود را در اختیار دیگران قرار دهیم.
من در چین زندگی می کنم و گوشی را از همینجا خریدم. اولین نگرانی من نداشتن گوگل پلی و گوگل اپ بود ( که در گوشی های بازار چین به صورت پیش فرض نصب نمی شوند ) که این نگرانی با مشورت با تیم پشتیبانی وان پلاس اینجا رفع شد چون دو رام رسمی برای گوشی وجود دارد یکی H2Os (مخصوص چین) و دیگری Oxygen Os (بین المللی) است و به راحتی می شود هر کدام را که مایل باشد نصب کنید.
در خصوص این گوشی به نظر بنده با توجه به قیمت مناسب اش میتوانم از کیفیت ساخت واقعا عالی ، طراحی مناسب ( گوشی از جلو شبیه ایفون و از پشت شبیه HTC است )، باتری با اتصال دایم به وای فای یا دیتا تا 5 ساعت SOT ، سیستم عامل بسیار روان و 98 درصد شبیه اندروید خام ( که توسط وان پلاس ویژگی هایی که دوپلورها به رام ها اضافه میکنند تا رام ویژگیهای بیشتری داشته باشه، به آن اضافه شده اند )، کیفیت صفحه عالی ( میتوانید color balance را دستی به دلخواه عوض کنید )، داشتن تم تاریک برای منو ستینگز و جاهای دیگه و تعویض رنک دکمه ها ، شارژ سریع توسط شارژر Dash که حرارت را در خود نگه میدارد و گوشی حین شارژ و استفاده گوشی داغ نمی شود ( این گوشی با شارژرهای معمول دیگر هم شارژ می شود به شرطی که کانکتور سر آنها USB C باشد )، صدای شفاف و زیبا از اسپیکر، کلید هوم لمسی مانند آیفون که نیاز به فشار ندارد، دوربین خوب ولی نه عالی، پشتیبانی دایم وان پلاس و ارایه بروز رسانی مداوم ( انجمن بین المللی خود وان پلاس ) و ..... نام ببرم
البته این گوشی فاقد ضعف هم نیست. دوربین در شب و تاریکی خوب عمل نمیکند و وان پلاس گفته در حال کار کردن به روی آن است و امروز هم نسخه Community رام را داده بیرون که گفته یکی از بهبود هایش دوربین است ولی من امتحان نکردم. دوربین مثل خیلی گوشی های دیگر بیرون زده است که من براش یک قابل فوق العاده گرفتم که هم شیکی گوشی خراب نشه هم محافظ باشه
دوستی می گفت این گوشی طول عمر خوبی ندارد که البته من از کاربران دیگر ( بین المللی ) چنین شکایتی نشنیدم و به نظر من تمیز ماندن یا سالم ماندن هر چیزی بسته به نوع نگهداری ما دارد )
ضمنا برای این گوش رام سایانوژن هم هست که بسیار بسیار روان است و پر از ویژگی های جذاب ولی دوربین خیلی بد
اینها واقعیاتی بود که من آنها را تجربه کردم و امیدوارم کمکی به دوستان باشد.",37,3,5,5,4,4,5,5
"قيمت بسيار عالي نسبت به امکانات
رم 6 گيگابايتي و دوربين عالي نسبت به قيمت","عمر مفيد اين تلفن بسيار کم است
دوربين مي توانست بهتر تر باشد
فقط با شارژر DASH شارژ ميشود","درسته که تلفن بسیار قدرتمند هست ولی بنا به تجربه ای که از وان پلاس 1و2 داشتم عمر مفیدشان بسیار کم است خصوصا وان پلاس2(وان پلاس وان حدود 1.2 سال و وان پلاس 6 ماه) خریداری شده از سایت وان پلاس
(این تلفن را به هیچ عنوان توصیه نمی کنم)",4,23,5,0,5,4,5,5
,,"بعضی از دوستان میگن که antutu ملاک برتری نیست و میشه نرم افزار رو گول زد و از این حرفا، بعضی ها هم میگن که سخت افزارش کیفیت نداره.
در جواب دوستان دسته اول: درسته antutu ملاک نیست ولی الان هر پرچمداری که میخوادمعرفی شه قبلش همه از امتیاز و رنکینگ ان تو antutu صحبت میکنن
در جواب دوستان دسته دوم: که میگن کیفیت سخت افزارش پایینه، عرض کنم خدمتتون که سی پی یوش مثل اکثر پرچمدارها اسنپدراگون 820 هست، لنز دوربین هم سونی و باقی ماجرا.
در کل باید مثل من گوشی رو تو دست بگیری و باهاش یه مدت کار کنید تا بعد بفهمید با پول کمتری که نسبت به بقیه پرچمدارها هزینه کردیدچه چیز شاخی نصیبتون شد.
کلام آخر: مطمئن باشید دیجی چیزی رو بدون حساب و کتاب نمیاره.موفق باشید.",18,2,5,5,5,5,5,5
