positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"همه چي عالي
طراحي شيک
دوربين فوق العاده",ندارد,"با عرض سلام خدمت همه دوستان
باید عرض کنم در مقایسه با قیمتش باید بگم فوق العاده است
بنظرم طراحیش معرکه است
دوستان من با انواع و اقسام دوربین های حرفه ای عکاسی کار کردم باید بهتون بگم دوربینش واقعا چیزی از دوربین های حرفه ای عکاسی و آتلیه چیزی کم نداره واقعا فوق العاده است مخصوصا اگه مهارتشو داشته باشین و از حالت اتومات درش بیارین و دستی کار کنین باهاش
جای همه دوستان خالی چند روز بعد از خریدش رفته بودیم غار علیصدر بدون فلش و جایی که کمترین نور و داشت بحدی نور کم بود که با چشم عادی هم خیلی چیزا معلوم نبود ولی عکسایی که با این گرفتم بینهایت زیبا و واضح و قشنگ در اومدن
در یک کلام همه چی عالی
برعکس خیلی از دوستان بنده بنظرم باطریشم بد نیست و کافیه",2,0,5,5,5,5,5,5
,,"سلام.دوستان اگه واستون نقد و بررسی ها مهمه برای خرید گوشی نظرات کسایی که خودشون این گوشیو دارن بخونین.
من الان حدود 4ماه هست v10گرفتم برای خریدش حدود 2 ،3 ماه تحقیق کردم واقعا عالیه 1. دوربین فوق العاده هم جلو و هم عقب2.صفحه نمایش دوم بسیار کاربردیه3.تاچ فوق العاده 4. طراحی که واقعا عالیه لازم به گارد نداره5. جنس بدنه واقعا محکمه من خودم از دستم افتاده از فاصله ی زیاد حتی خط هم برنداشته
6.شارژسریع که بسیار خوبه7.هرکس میگه باطریش ضعیفه با این آپدیت جدید واقعا بهتر شده نمیشه دیگه گفت با این اندازه و تراکم بالا ضعیفه
در کل هرکس قصد خرید داره بین سامسنوگ s6 وnote 5 حتی در حد مقایسه هم نیستن",9,1,5,5,5,5,5,5
"سنسور اثر انگشت با عکس‌العمل بسيار سريع و دقيق
شارژ بسيار سريع،0 تا 100 درصد حدود 1:15
عملکرد سريع و دقيق مادون قرمز و ريموت
صداي بسيار رسا و با کيفيت،حس ميکنم اسپيکر خريدم به جاي گوشي
حضور دو دوربين در جلوي گوشي و زاويه باز تصوير",,"من همیشه سونی داشتم،انواع مدل هاشو...هم پرچم داراش رو و هم میانرده هاش...
حدود دو هفته پیش عزم خرید یه z5 پریمیوم رو کردم...ولی نمی دونم چی شد که از v10 خوشم اومد و منتهی الیه سه رو پیش از دیجی کالا خریدمش...
از لحاظ خوشدستی عالیه...بدنه زیبایی رو داره که در دست گرفتنش احساس خوبی رو به آدم میده...دوربین فوق‌العاده‌ای داره...مخصوصا فکوس دستیش عالیه....
وزنش نسبت به اندازه و کیفیت فوق‌العاده بدنش خیلی خوبه...
گوشیه بسیار محکمیه...
دوربین سلفیش هم قابل قبوله و از پرچم دارای دیگه البته غیر از سونی،چیزی کم نداره...
از لحاظ سرعت انجام عملیات های گوشی هم کاملا سریع عمل می کنه...
در کل گوشی خوبیه که از خرید اون پشیمان نخواهید شد..",8,2,5,4,5,4,5,5
"دوربين.استحکام.کيفيت ساخت.ال سي دي دوم...","صفحه نمايش(LCD) عجيب و غريب!","سلام
نزدیک 6 ماهه که دارمش . نزدیک یه سال تو کفش بودم .کلا انتخاب گوشی مثل ازدواج میمونه! سلیقه ایه . هرکی یه انتظاری از گوشی داره(یعنی گوشیه ایده آلش تو ذهنش ) این گوشی گوشیه رویا های منه ! یعنی هر چی که از یه گوشی میخوام تو این هست انگار به سفارش من ال جیزده!
سرتونو درد نیارم .گوشی خیلی شیکه مخصوصا رنگ مشکی و سرمه ایش که پیدا نمیشه .وقتی دستت میگیری احساس نیاز به کاور نمیکنی خودش کاوره .عکسایی که این میتونه بگیره فقط میشه با دوربینای دی اس ال گرفت حرفه ایاش میدونن من چی میگم.ال سی دی دوم خیلی کاربردیه .باطریشم خوبه اونجوریام که میگن بد نیست مثل گوشیای دیگست من نوت 4 هم دارم . اینم که بعضیا به سخت افزاره گوشی گیر میدن حرف حرفه ای نیست 808 تا 3 سال دیگه هم جواب میده .با وجود رم 4 هیچ مشکلی پیش نمیاد . حالا بریم سره مشکلاتی که من با این گوشی دارم !
سیاست ال جی برای انتخاب LCD به جای AMOLED جای خودش که بیشتر برای کمک به دوربینه ولی ای کاش LED میزد مصرف باطریشم کمتره ولی تو نمایش رنگا اغراق میکنه مثل LCD طبیعی نیست . حالا چرا اینو میگم! دو سه تا ایراد داره که امید وارم ماله شما نداشته باشه .یک وجود حاله های آبی مثل پیکسلای سوخته که سوخته نیست یه جور تغیر رنگه من تو AMOLED ها ندیدم البته اگه زیاد دقت کنی متوجه میشی من یه خورده سخت گیرم شاید !.دومیشم وقتی از یه برنامه ای به برنامه یا صفحه دیگه میری جای صفحه قبلی رو بعدیه میمونه شایدم مشکل نرم افزاری چون بیشتر تو تلگرامو بعضی نرم افزارا اینجوری میشه . یه مشکلم مشکل داغ شدنشه که نمیشه مشکل دونست . وجود بدنه فولادی این مضراتم داره گرما رو بیشتر متوجه میشی . بدنه های آلمینیومی و پلاستیکی از نظر استحکام به این نمیرسن ولی سبکترن و گرمارو بهتر منتقل میکنن و شما متوجه گرم شدن گوشی نمیشین .ایراد از گوشی نیست البته وقتی 4g روشنه بیشتر داغ میشه که اینم عمومیت داره .
کلام آخر : این گوشی برای آدمای سخت گیر و مشکل پسند و کارکش گزینه عالی کلا گوشیای ساخت LG خیلی ... کارن .اونم به علت اصل بودن و کیفیت و کلاس بالاشونه .
اگرم مطلبی رو جا گذاشتم که دیگه دیره الان یادم نمیاد ! اگه سوالیم داشتین با کمال میل جواب میدم .
در ضمن من مطلب میزارم ولی نمیزارین تو صفحه اگه مشکلی داره به منم اطلاع بدین چون هدف من کمکه ولا غیر .
با تشکر فراوان از دی جی کالا و دوستان.",16,3,5,5,5,5,5,5
"زيبايي.... دوربينه فوق العاده صفحه نمايش دوم بدنه ي عالي و ضد ضربه","باتري ضعيف. صفحه نمايش کمي بي روح","من دو ماهه این گوشیو خریدم....از این کهLGخریدم اصلا پشیمون نیستم چون شک ندارن بهترین برنده با این خراب کاریایی ک سامسونگ داره میکنه..... اما از اینکه v10خریدم یکم پشیمونم. (یکم)
بهتون پیشنهاد میکنم g5بگیرین اون دگ آخرته گوشیه
البته دوربینهv10وحشتناکه ولی باتریش قابل قبول نیس اندازشم یکم بزرگه
ولی اگه میخاین گوشی بخرین حتماLG بخرین بینg5وv10. بهترهg5بخرین اما اشتبا نکنین سامسونگ و بفگقیه برندارو نخرین
من خودم 3.4 ماه تحقیق کردم بعد گرفتم. بین g5 وv10 مونده بودم اینم میدونستم هرکدومو بگیرم میگم کاش اون یکیو میگرفتم چون کلا ادم اینجوریه گوشی تکراری میشه. ولی v10هم غولیه واس خودش بی انصافی نکنیم گوشی خوبیه دوربینش واقعا ی جزئیاتیو میگیره ک خودتو بکشی با چشم نمیتونی ببینی ولیg5ی چی دگس...
اها راستی یکی از نقطه ضعفای اصلیش ایننه ک صفحش یکم بی روحه البته تو عکس ن مثلا تو بازی و اینا و ب خاطر همین باید نورو زیاد کنی. نورم زیاد کنی باتری ضعیفه زود تموم میشه این بزرگترین چیزیه ک منو اذیت میکنه البته این مشخصه ک. ایفون و سامسونگ کیفیت صفحشون فوق العادس. ولی g5 این مشکلv10 حل شده ب خاطر همین میگم g5 بهتره چون مشکلایی ک توv10 بود توg5 نیست.",6,2,3,3,3,3,3,3
"همه چي","باتري يکم","فوق العادس ..هیچ مشکلیم نداره..نه داغ میکنه ..نه چیز دیگه ای..میخوای بخری بخر دیگه ..هواپیما که نمیخوای بخری ..دوسش داری ....بودجه هم نمیرسه میتونی کار کرده هم بخری ..والا",9,1,5,5,5,5,5,5
"کيفيت ساخت عالي
دوربين واقعا واقعا با کيفيت
صفحه نمايش با کيفيت","آپديت6 از طريق خود گوشي(OTA) برام ميسر نشد.با lg bridge از کامپيوتر اقدام کردم اما حتما آپديت کنيد.قبل آپديت دو مورد شارژ و حسگر اثر انگشت به نقاط ضعف اضافه ميشه.","یک ماهه خریدمش.توصیه می کنم به خرید فقط بجز افرادی ک با ابعاد بزرگ راحت نیستن.بقیه دستشون میگیرن میگن بهم سنگینه اما خودم عادت کردم اما از بقیه گوشی ها ک سنگین تر هس اونم بخاطر قاب مستحکم دورش هس.
به اندروید 6 آپدیت کردم.قبل آپدیت ی روز دووم می اورد اما حالا 1 روز و 30 درصد شارژ.قبل آپدیت حسگر اثر انگشت بعضی مواقع اذیت می کرد اما حالا واقعا واقعا سریع و بدون خطاس.(قبل آپدیت اگه می خواستم نظر بذارم باتری و اثر انگشت رو جز معایب می زدم)
خیلی محکمه(استاندار نظامی داره انگار)امروز خیلی محکم و با شتاب با صفحه نمایش به. زمین خورد خداروشکر چیزیش نشد)
ی حس لوکس بودن خاصی داره طراحیش.از چیزی ک تو تصاویر می بینید باحال تره.بویژه قاب پشتیش ک من خودم تو تصاویر ازش بدم اومد اما از نزدیک ک دیدم فوق العاده بود.",7,0,5,5,5,5,5,5
,,"با سلام من این گوشی رو دستم گرفتم خیلی داغ میکنه نمیدونم راسته یا نه ولی میخوام بخرمش
میگن داغ نمیکنه ولی من دستم گرفتم داغ کرده
الان منتظر دیجی کالا هستم تا جزو پیشنهاد ها بزاره تا بخرمش",3,4,3,3,3,3,3,3
,,"باسلام
در نظر قبلی خودم گفته بودم تنها دلیل نخریدنم بابت این محصول دوسیم نبودنشه.
هرکار میکنم نمیتونم از فکرش بیرون بیام.خلاصه تصمیممو گرفتم و میخوام اینو بخرم.
از دیجی میخوام تا دوباره در پیشنهاد قرارش بده تا بتونم اینو بخرم
با تشکر",10,1,4,5,4,4,5,5
"با کيفيت و قدرتمند","بدوقواره و سنگين","باکیفیت ، سنگین و بدقواره است!
من باهاش کار کردم . . . کیفیتش عالیه . . . دوربینش معرکه ست . . . اما بسیار سنگین و بدقوتره و بزرگه! تازه اونم بدون قاب محافظ و . . .",7,27,2,5,4,1,4,4
,,"من این گوشی رو یک ماه است که خریدم و نسبت به قیمتش عالی است واگر نسخه ی 64 گیگابایتی اش را می آوردند خیلی بهتر می شود این گوشی با s7وg5 هیچ فرقی ندارد از نظر حافظه و رم و تراکم پیکسلس بسیار بالایی دارد",13,6,5,5,5,5,5,5
"طراحي عالي
دوربين بي‌نظير
استحکام
باتري قابل تعويض","نمايشگر ماندگاري تصوير دارد
سخت‌افزار متوسط باعمر کوتاه
گارانتي ناپاسخگو، با عملکرد بد","من این گوشی را اسفند 94 خریداری کردم. پس از چندی متوجه شدم که وقتی یک آیکون مدت زیادی روی تصویر باشد (مثل ساعت، تقویم یا باتری) تصویر روی نمایشگر می‌ماند. اوایل مهر نیز گوشی خاموش شد و روشن نشد. به گارانتی تحویل دادم و مشکل نمایشگر را نیز اعلام کردم. حدود 40 روز طول کشید که گوشی را به من پس بدهند، و وقتی گوشی را پس گرفتم، متوجه شدم که مشکل نمایشگر هنوز پابرجاست. به جز این مسایل! گوشی خوبی است.",5,19,3,2,5,5,5,5
"دوربين فوق العاده.پردازنده قدرتمند.صفحه نمايش عالي و........","دو سيم نبودن محصول.البته نظر شخصيه","با سلام
الجی و سامسونگ همیشه پیشتازان در نواوری بودن و هستن.این گوشی دریایی از امکانات داره.اگه دوسیم بود خیلی وقت پیش اینو میخریدم با اینکه خودم طرفدار سامسونگم.بدنه ی خوش ساختی داره.دوربینش محشره.صفحه نمایشش عالیه.هیچ بازی یا برنامه ای نیست ک بتونه اشک این گوشی رو دربیاره.اصلا اسمش دهن پرکنه.همش میخوام اینو بخرم ولی تنها دلیل نخریدنم دوسیم نبودنشه.خیلی حیف شد.دوستانی ک اینو اگه قصد ب خریدش ذارن اصلا شک نکنن.بگیرین حالشو ببرین
با تشکر",10,1,4,5,4,4,5,5
"دوربين خوب و پر امکانات
دوربين سلفي قوي وايد و زوم
صفحه نمايش خوب
سرعت بالاي لود
بدنه شيک و زيبا",,"به نظر من این بهترین گوشی اندوریدی هست",12,6,5,5,5,5,5,5
