positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"به نظر من شکل ظاهريش
دوربين
قيمت","اندرويد پاييني داره","سلام. به نظر من گوشی زیبایی هستش. دوستانی که ایراد گرفتن از این موضوع این رو هم در نظر بگیرن که خیلی از کمپانی ها خب شکل مخصوص به خودشونو دارن مثلا سونی که کلا تخته یا سامسونگ با لبه های خمیده و قرارگیری محل دوربین و بقیه اجزا در پشت گوشی در یک مکام تا جایی که من اطلاع دارم و خب این هم مدل لنوو هستش.
دوربین هم در این قیمت مناسبه. بنظرم تنها ایرادی که میشه گرفت شاید نسخه اندروید باشه به نظرم اگر بالاتر بود خیلی بهتر میشد. ما توی این رنج قیمت گوشی با اندروید قوی تر از این رو هم داریم.",1,0,3,3,4,4,5,3
"دوربين عالي.سيستم صوت خوب.تاچ عالي.کيفيت تصوير عالي.","دکمه پاور اگر بالا سمت راست و ولوم بالا سمت چپ ميبود بهتربود.","تنها مشکل برای من دکمه پاور است چون بارها در دستم خاموش شده است.اما دوستانی که به ظاهر گوشی ایراد وارد میکنندمگر ظاهر گوشی باید چجوری باشه که بگن زیباست.حتما که نباید همه گوشیها یک فرم داشته باشند.مهم کارکرد گوشی است .",1,2,5,5,4,5,5,3
"حافظه بالا و رام کافي و کيفيت خوب دوربين","شکل ظاهري خوب نداره دوربين صلفي کيفيت چندان خوبي نداره","گوشی خوبه نسبت به قیمت هم حافظه خوبی داره وکیفیت خوب دوربین با این قیمت هیچ گوشی با این حافظه دوربین پیدا نمیشه کرد",2,1,3,3,3,3,2,3
,,"واقعا این شرکت نمیتونه یا نمیخواد چهره زیبا طراحی کنه از محصولش",2,6,3,3,3,3,3,3
,,"عالی
حتما پیشنهاد می‌کنم

این گوشی و برند برای متفاوتهاست",4,2,3,5,5,4,5,5
........,"ظاهر زشت","ظاهر خیلی زشت و بدون طراحی",2,7,3,3,3,3,3,3
"طراحي زيبا و صنعتي و جذاب پشت گوشي",,"از نظر طراحی واقعا متفاوته و جذابه
خصوصا اینکه هم اکنون غالب گوشی ها طراحی های یکسان دارند و این طراحی به نظرم خیلی خوبه.
اکثر گوشی های پرچم دار برند ها را امتحان کردم اما همیشه این مشکل بود که طراحی ها خیلی تکراری شده.
بنظرم میتونه انتخاب خوب و طولانی مدتی باشه برای استفاده و لذت بردن از یک گوشی.",7,2,5,5,5,5,5,5
"دوربين عالي
ظاهر فوق العاده شيک
بدنه لاکچري","نبود لوازم جانبي","تو دست مثل گوشی دو میلیونی میمونه خیلی شیکه فقط گلس براش پیدا نمیشه",7,0,4,4,4,3,5,3
"همه چيز",هيچي,"دیجی باید براش کاور و گلس هم بزاره",5,1,3,3,3,3,3,3
"دوربين و...",اندرويد,"دوستان من این گوشی رو یک ساله خریدم انصافا خوبه دوربین عالی رم خوب همه چیز .تنها ضعفش اندرویدشه که من به لالی پاپ ارتقادادم",7,0,3,3,3,3,3,3
,,"بر خلاف گفته دیجی جون خیلی شیک و خوبه. پشتش خیلی خاص کرده گوشی رو",14,2,5,5,5,5,5,5
"زيبا،شيک،امکانات خوب نسبت به قيمت","نسبت به قيمت نقطه منفي ندارد","نسبت به گوشی هواوی،زد تی ای و آلکاتل به نظرم خیلی بهتره.به خصوص هواوی که اصلا ارزش خریدن نداره.در ضمن بدنه اش خیلی شیک و محکمه",16,13,3,3,3,2,3,2
,,"اتفاقا اولین چیزی که تو این گوشی نظر آدمو جلب میکنه طراحیه زیباشه پس جی 5 قشنگه که مثل صابون میمونه",14,6,5,4,5,5,5,5
,,شیکه,13,4,3,3,3,3,3,3
,,"نسبت به قیمتش خوبه
ولی اولش برای بالا اوردن منوش سخته باید دکمه ی بالا و پایین صدا رو با پاور بگیری 10 ثانیه نگه داری تا بالا بیاد",7,2,4,3,3,1,3,3
,,"دوستان عزیز ظاهر یک گوشی کاملا سلیقه ای هست که من واقعا ازش خوشم میاد پشت گوشی تو عکس بد افتاده اگه گوشیو تو دست بگیرین مطمعنا نظرتون عوض میشه چون کیفیت بدنش واقعا بالاست به غیر از این صفحه اش که بزرگه cpu که قویه 32 گیگم که حافظه داره دوربین قوی داره باتری شم که کاملا مناسب همه اینا !!! واقعا می ارزه تازه من برند لننو خیلی قبول دارم",18,4,4,5,3,4,3,5
,"قيمت بالا
امکانات پايين
طراحي بد","برید گوشی هایی که میگمو ببینید بعد ببینید این ارزش داره یا نه
honor 5x
galaxy j7
j5 2016
huawei g8",9,21,0,3,3,3,3,0
"دوربين وسي پس يو",هيچي,"دوستان من این گوشی رو خریدم واقعا بیسته فقط تنهاخواهشی که از دیجی کالا دارم اینکه کاورشم موجود کنند",10,6,3,3,3,3,3,3
,,"خیلی بد است",7,25,3,3,3,3,3,3
[],[],"طراحی پشت گوشی به نحویه که مطمئن شدم برای استفاده در خلوت و تنهایی تولید شده؛ کسی روش میشه تو جمع این ابول هول رو بگیره بقل گوشش؟
واقعا تباهی ه نه طراحی.
بنظرم رابط کاربریش هم کمی را دست نیست",12,29,3,3,3,3,3,3
,,"طبق اعلام شرکت لنوو این گوشی به اپدیت لالی پاپ مجهز شده پس نگران کیت کت نباشید",10,5,4,3,4,3,3,4
,,"دوست عزیزی که گفتی کارت حافظه نمیخوره پس نوبره!شما گوشیهای دیگه که کارت حافظه میخورن رو یه نگاه بنداز بین 32تا64گیگ رم میخورن و به ندرت تا 128 میره این گوشی خودش 64گیگ رم داره به نظرم شما گوشی رو با لپ تاپ اشتباه گرفتید که توقع حافظه 1ترا ازش دارید!ظاهرشم که سلیقه ای هست من از پشتش خوشم اومد البته ممکنه اگه از نزدیک ببینمش نظرم عوض بشه",31,6,4,4,3,3,4,4
"[""طراحي صفحه تخت و واقعا ساده و شيک فقط از جلو""]","[""کارت حافظه جانبي نميخوره""]","به نظر من گوشی ای که کارت حافظه جانبی رو ساپورت نمیکنه دیگه نوبرشه",6,33,4,3,2,3,2,2
,,"تنها دلیلی که باعث شد بیام و این گوشی رو ببینم به نظرم عکس اولی که دیجی گذاشته بود و از جلو بود قشنگ اومد ولی پشتشو دیدم به نظرم می تونه لقب بد ترین طراحی رو به خودش اختصاص بده واقعا افتضاه بود مخصوصا مخصوصا اون نوار قرمز دور دوربینش",28,25,3,3,3,3,0,3
,,"چقدر طراحیش زشته!
چه زحمتی کشیدن طراحان لنوو آفرین!",30,33,2,3,4,3,0,0
"زيبا،شيک،امکانات خوب نسبت به قيمت","نسبت به قيمت نقطه منفي ندارد","نسبت به گوشی هواوی،زد تی ای و آلکاتل به نظرم خیلی بهتره.به خصوص هواوی که اصلا ارزش خریدن نداره.در ضمن بدنه اش خیلی شیک و محکمه",16,13,3,3,3,2,3,2
,,"اتفاقا اولین چیزی که تو این گوشی نظر آدمو جلب میکنه طراحیه زیباشه پس جی 5 قشنگه که مثل صابون میمونه",14,6,5,4,5,5,5,5
,,شیکه,13,4,3,3,3,3,3,3
