positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"سخت افزار
طراحي بدنه
ضد آب",دوربين,"با وجود اینکه دوربین جلو و عقبش 16 مگاپیکسل هست، اما متاسفانه میشه گفت تنها نقطه ضعف این گوشی دوربینش هست ...
نداشتن لرزشگیر اپتیکال کیفیت و کارایی دوربین رو به شدت پایین آورده
مشکل دیگرش هم دوربین سلفی هست که به صورت اتوماتیک روی نفر اول فوکوس میکنه و افراد پشت سری رو محو یا تار میکنه متاسفانه و هیچ تنظیمی براش وجود نداره ...",5,1,3,5,4,3,5,4
,,"سلام دوستان من قصد خرید این گوشی و دارم یکی از فاکتور هام هم تو این زمینه اسپیکر گوشی و یا اینکه پشت گوشی به راحتی خط و خش میتونه یا نه هست لطفا در موردش حرف بزنید",5,1,3,3,3,3,3,3
"ضد آب بودن
دو سيم کارت هم زمان و شيار کارت حافظه جداگانه
باتري با ظرفيت مناسب
صفحه نمايش با تراکم پيکسلي مناسب
صفحه نمايش هميشه روشن","لرزشکر دوربين ندارد","گوشی خیلی خوبیه .. تو این رنج قیمت بهترین هست",7,2,4,5,4,4,5,4
"شارژسريع ودوربين سلفي","جاي شارژش خيلي خوب ميشد اگر مث بقيه گوشي هاي سامسونگ ميبود","خوبه ولی خوب میبود اگر جای شارژش مث مدل 2016 میبود",0,9,3,3,3,3,3,3
"سخت افزار+صفحه نمايش",دوربين,"به صورت خلاصه این گوشی به لحاظ سخت افزاری بین s6 و s7 قرار داره.یعنی از s6 قویتره و ارزانتره ولی در ازای اون دوربینش از s6 ضعیفتره.
مشکل عمده دوربین هم فاصله زمانی زیاد بین فرمان کاربر و عکسبرداریه که حدود یک ثانیه میشه.تو این فاصله دست شما نباید حرکت بکنه چون دقیقا نمیدانید کی شاتر عمل می کنه.به لحاظ تئوریک دست یک انسان معمولی در زمان بیش از یک شصتم ثانیه حرکت داره و مجموع موارد بالا باعث میشه نتوانید عکسی در حد s6 بگیرید.",6,2,4,5,4,4,5,3
"شباهت ظاهري به s7 و کيفيت بدنه و صفحه نمايش","نداشتن لرزشگير دوربين","من این گوشیو 1 ماه گرفتم و واقعا زیباس پیشنهاد میکنم بخرید . بیشتر کار های ه s7 میکنه این گوشی هم انجام میده",4,2,4,5,4,5,4,4
"باطري عالي.صفحه نمايش با کيفيت.بسيار زيبا و خوش دست","عدم وجود لرزش گير دوربين.","من چند روزی میشه گوشی رو گرفتم.واقعا باطریش عالیه.با وای فای روشن و صفحه نمایش همیشه روشن راحت یک روز و نیم الی دو روز دووم میاره.دوربینش خیلی خوبه و کوچکترین جزئیات رو نشون میده اما عدم وجود لرزشگیر باعث میشه ویدیو ها مقداری لرزش داشته باشن و روان نباشد.
قدرت گرافیک و سی پی یوش هم که خیلی خوبه و فقط یک رده از پرچم دار سال قبل(s7) پایینتره.
اما مهمترین تغییر a5 ضد آب و گرد و غبار بودن هست که با این قیمتی که من خریدم واسه یه گوشی میان رده عالیه...",7,0,5,5,3,5,5,3
"دوربين فوق العاده . صفحه ي معرکه .","تا الان نديدم","الان یه هفته ای میشه خریدمش و بسیار گوشی خوبی هست
گوشی پر توانی هست و برای عاشق های بازی خوبه
از دوربینش هم هرچی گفتم کم گفتم
بهتون پیشنهاد میکنم بخریدش",13,3,5,5,5,5,5,5
"سنسور اثر انگشت کاملا بهتر و اکتيوتر
سرعت شارژ سريعتر
always on display
smart view","عدم وجود لرزش گير دوربين اصلي","گوشی قبلیم مدل 2016 این مدل بود . دقیق بعد از یکسال با نسل جدید معاوضه کردم . سرعت شارژ شدنش عالیه . یک کلام بگم که با فول شارژ شده رو با 4G از صبح تا شب باتری جواب میده یعنی حدود 5 ساعت صفحه روشن . با وای فای حدود 9 ساعت صفحه روشن یا همان وب گردی و اینترنت . دوربینش شبها جالب نیست باید نسبت به عکاسی شب بیشتر دقت کرد . در ضمن دوستان 16 مگاپیکسل واقعی یا غیر واقعی معنی نداره که . این عکس های با دقت 16",4,3,3,5,4,5,4,3
,,"مدل های 2016 از نظر طراحی انصافا یه سر و گردن بهتره",12,17,3,3,3,3,3,3
"صفحه نمايش باتري عاليه شارژ سريع ضد آب بودن پردازنده ي قوي و....","کيفيت نسبتا بد هر دو دوربين","تنها مشکلی که این گوشی داره کیفیت بد دوربینش هست .واقعا در تعجبم که چرا سامسونگ برای دوربین این گوشی لرزشگیر نذاشته در حالی که مدل 2016 این قابلیت رو داشت.
دوربین در روز عالیه اما کیفیت بدش در شب معلوم میشه که خیلی ضعیفه.
در کل اگه میتونید با دوربینش کنار بیاید بهتون پیشنهاد میکنم این گوشی رو بخرین و گرنه برید سراغ یه گوشی دیگه مثل S6",13,6,3,5,4,4,3,5
"همه چي","لرزشگير نداشتن","فقط لرزشگیر نداشتن بقیه چیزاش عالیه
باید سعی کنید دستتون نلرزه همین",10,1,3,5,5,5,5,5
"ضد آب و گرد و غبار . ظرافت و زيبايي(خصوصا رنگ مشکي). روان و سريع در اجراي بازي و برنامه ها . صفحه نمايش فوق العاده و چشم نواز . حسگر اترانگشت سريع","حذف لرزش گير دوربين که در نسل قبل بود!","از نظر من که گوشی عالی هست و در این قیمت از خیلی گوشی های دیگه یه سر و گردن بالاتره و باتری با فناوری شارژ سریع توی تقریبا یک ساعت از 28 درصد به 100 درصد رسید که عالیه و دوربین هم در عکس برداری خوبه ولی فیلم برداری یکم برام نا امید کننده بود! توی این یک هفته استفاده هنگی و لگ خاصی ندیدم از و فقط از رابط کاربری روان و چشم نوازش لذت بردم! کیبردش هم که حرف نداره! صفحشم که دیگه خودتون بهتر میدونید که سوپر امولد یعنی چی! و در اخر بگم که ضد اب و گرد و غبار بونش و صفحه نمایش همیشه روشنش خیلی باکلاسش کرده",8,1,5,5,5,5,5,5
"کيفيت ساخت
صفحه نمايش
باتري عالي","دوربينهاي ضعيف..سلفي هم سطح يا نفر نزديک فقط فوکوس داره بقيه مات
جذب اثر انگشت","واقعا نمیفهمم چرا دوربین لرزش گیر نداره. به نظرم لرزش گیر و میزاشت ضد اب و نمیزاشت مثل مدل 2016
دوربینش اصلا من و راضی نکرد. البته این تقص بیشتر تو نور مصنوعی و شب مشخصه",11,6,3,3,3,3,3,3
"تکنولوژي هميشه روشن صفحه نمايش عالي سرعت بالاي اثر انگشت تاچ حساس برد بالاي وايفاي otg جايگاه مموري مجزا از سيم ها حس خوبي ميده :)","فعلا نديدم","اولا ممنون از کاربرایی ک با گذاشتن تجربیاتشون باعث شدن دیشب این گوشیرو بخرم.
من بسیار زیاد روی چراغ نوتیفیکیشن حساس بودم و دو دل شده بودم اما وقتی فناوری همیشه روشن این گوشیرو دیدم واقعا شکه شدم و منو هلاک خودش کرد.
طبیعتا هر گوشیه نویی روونه لذا بنده بعد از دو سه ماه تجربیات خودم رو از کار باهاش میذارم واستون
تا الان ولی همه چیش عالیی بوده",3,2,3,3,3,3,3,3
"خوش دست
زيبا
مقاوم
شارژسريع","قيمت زياد","شیک عالی خوش دست...واقعا لذت بردم",3,1,3,5,4,5,5,4
"بدنه محکم
ضد آب بودن
کيفيت صفحه
سخت افزار قوي","دوربين
سنگين و ضخيم","تنها ایراد گوشی از نظر من کیفیت پایین رزولوشن تصویر و تعداد پیکسل دوربین گوشی است که با توجه به 16 مگا پیکسل بودن آن انتظار من رو برآورده نکرد . من گوشی سونی 12 مگا پیکسل داشتم کیفیتش از این بالاتر بود ، در کل سامسونگ رو دوربین نتونسته مانور بده نسبت به سونی یا اچ تی سی یا اپل",3,5,3,4,4,4,3,4
"اندازه مناسب گوشي
شارژدهي خوب باتري و شارژ شدن سريع
دوربين باکيفيت
آنتن دهي و کيفيت خوب مکالمه
فينگرپرينت سريع و عالي (هميشه فعال)","نبود چراغ اعلان پيام و تماس","گوشی بسیار خوبیه. صفحه نمایش کیفیت خیلی خوبی داره. از همه لحاظ کامله...
حتما پیشنهاد میکنم",12,3,3,4,4,4,5,3
"اندازه مناسب
کامل بودن سنسورها","جذب اثر انگشت پشت گوشي","صفحه نمایش عالی و با کیفیت",9,1,5,5,5,5,5,5
"همه چي",هيچ,"گوشی بسیار عالی حتما توصیه می کنم تردید نکنید",8,0,4,4,4,5,5,4
"کيفيت مانيتور عالي
گرافيک زيبا و ايکون هاي زيبا و جذاب و منوي خلوت
کيفيت ساخت گوشي عالي و زيبا هست
بدنه زد اب هست
دوربين هم سطح بدنه","نداشتن لرزش گير اپتيکال دوربين","من این گوشی را 8 روز پیش خریدم و بعد از استفاده تجربیات خودم را برای شما به اشتراک میگذارم
کیفیت ساخت بدنه و طراحی گوشی بسیار زیبا هست مخصوصا رنگ مشکی و گوشی از 15 درصد تا 100 در صد در 75 دقیقه شارژ میشود و به راحتی تا 2 روز را جواب میده اگر هم خیلی کم استفاده کنید بیشتر از دو روز میشود گوشی بسیار منوی خلوتی دارد و بسیار ایکون ها زیبا هستند وگوشی بسیار روان هست من کند شدن و هنگی ندیدم
همه چیز گوشی عالی هست فقط دوربین ان در حد پولش خوبه اگر انتظاری در حد s7 و بیشتر دارید این دوربین اتظار شما را براورده نمیکند
کیفیت رنگ و سرعت شاتر و حالت فکوس خودکار خیلی خوب هست ولی چون لرزشگیر اپتیکال ندارد کوچکترین لرزشی موقع عکاسی عکس را خراب میکند
در روز دوربین ان عالی هست ولی در شب بعلت نداشتن لرزشگیر معمولی هست در کل دوربین خوبی داره
امید وارم با تجربیاتم کمک به اتنخاب شما کرده باشم
فقط یک تجربه گوشیهایی بخرید که رو جعبه ان کنار بارکد عبارت
DESIGNED &ENGINEERED BYSAMSUNG MANUFACTURED IN CHINA
اینا اصلی هستن",15,2,3,3,3,3,3,3
"سخت افزار عالي و روان
دوربين جلو عاليي
دوربين پشت (در روز) بي نظير
شارژدهي بسيار مناسب
رابط کاربري جديد تر و بهينه تر و صفحه نمايش فوق العاده با کيفيت","عدم وجود لرزشگر اپتيکال و کيفيت نه چندان جالب عکس ها در شب","در کل گوشی عالی ،با کیفیت و بی نظیریه شاید یک سری ایرادات جزئی داشته باشه که تو همه گوشیا طبیعه از خریدش به هیچ وجه پشیمون نمیشید",9,1,3,4,4,4,5,4
,,"توصیه میکنم برید بازار و ظاهر این گوشی رو از نزدیک ببینید واقعا قشنگه مخصوصا رنگ مشکی از بقیه جهات هم واقعا خوبه",12,0,5,5,5,5,5,5
"همه چي","دوربينش يکم امکاناتش کمه","گوشی عالی و با کیفیت و با قدرت بالا و باتری عالی


منتظریم آپدیت اندروید 7 براش بیاد",6,0,5,5,5,5,5,5
"کيفيت دوربين
سرعت بالا
رزوليشن عالي
رابط کاربري عالي
زيبايي در عين سادگي","نداشتن لرزش گير دوربين","اونایی که نظر نا مربوط و بیخود میگن مشخصه که حتی این گوشیرو دستشونم نگرفتن . مشخصه که هرکی این گوشی رو خریده راضیه و توجه داشته باشید که شرکت سامسونگ واسه بابام نیست که بخوام ازش حمایت کنم ولی چون این گوشی رو خریدم و عالیه خواستم گول افراد بی سواد رو نخورید",17,3,3,3,3,3,3,3
,,"این گوشی رو من خریدم سرعت بالا آوردن برنامه کیفیت دوربین و صفحه نمایش با کیفیت از نقاط قوت این گوشی هست",5,0,5,5,5,5,5,5
"همه چي",هيچي,"من امروز این گوشی رو گرفتم . تایپ کردن باهاش خیلی حال میده .
دوربینش هم هیچ کم و کسری نداره . فقط دوربین جلوش 16 واقعی نیست ولی کیفیتش از 8 مگا پیکسل بالاتره . ظاهرش که حرف نداره خیلی بیه s7 جوری که اگه کسی ندونه فک میکنه s7 هستش. صفحه نمایشش عالی . اندرویدش هم خوبه و تا اواخر بهار اپدیت هم براش میاد تازه . سرعت گوشی خیلی خوبه خیلی روونه . از شارژ گوشی بگم که تو 53 دقیقه از 31 درصد به 100 درصد رسید . فقط نمیدونم چرا هنذفری رو نمیخونه. ببخشید زیاد شد . ولی در اخر بگم که خیلی گوشی خوبیه . یه سر و گردن از هواوی بهتره . اصن نباید صحبت هواوی رو کرد",6,2,5,4,4,4,5,4
,,"گوشی خوبیه ولی خرابی اینه که سریع ناموجود میشه موجودی موجود کن دیجی کالا",5,0,3,3,3,3,3,3
