positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"فقط خاص باقيش حرفي واسه گفتن نداره","نرم افزار خاص و غير کاربردي براي ايران ديگه وجود کيبورد رو گوشي ي کم نوستالوژيه سخت افزار ضعيف نسبت به گوشي هاي روز قيمت بسيار بالا و فقط مناسب براي کسايي که بخواند گوشيشون تک باشه","این گوشی مال دو سال پیش فکر کنم...الان این شکل و شمایل گوشی نداریم",1,0,3,4,2,2,3,0
"طراحي
کيفيت ساخت","قيمت بالا
سخت افزار ضعيف","با سلام
اولین حرفم اینه که کاش به جای کلمه لاکچری از همون لوکس استفاده کنیم.
سخنم با دوستانی است که میگن بلک بری رو نباید با گوشی دیگه ای مقایسه کرد
اگر قبول دارید که بلک بری هم جزو اسمارت فون هاست،پس میتوان مقایسه کرد؛همانند ماشین ها.مثلا نیسان ایکس تریل با حجم موتور 2400 را چرا نمیشه با نیسان جوک 1600 مقایسه کرد؟!!
توی این قیاس اختلاف معنا داری توی حجم موتوره ولی قدرت موتور ایکس تریل 171 اسب بخاره ولی جوک 190 اسب بخاره
جوک اسپرت و لوکسه ولی ایکس تریل بزرگ و ساده
پس هم میشه بلک بری رو مقایسه کرد و هم لوکس بودن دلیل بر صحه گذاشتن روی نقاط ضعف این اسمارت فون نیست",1,1,3,4,2,1,5,2
"امنيت بالا","عدم کارکرد سرويس هاي بلک بري در ايران
محدوديت اپليکيشن ها
عدم امکان دسترسي به اپ از ايران","برای من که سالها از گوشی بلک بری استفاده میکردم بعضی از تعریفهای دوستان از این گوشی ها عجیب است!!
گوشی بسیار خوبی است ولی در ایران فقط لاکچری حساب میشود و قابلیت دیگری ندارد. بسیاری از ویژگیهای این گوشی واقعا در ایران کارایی ندارد.
اگر خارج از ایران زندگی میکنید و امنیت برایتان مهم است بلک بری تنها گزینه است.",2,0,2,4,2,2,4,2
,,"این گوشی در برابر سامسونگ و برندهای دیگه ظاهر خیلی زشتی داره و قابل قیاس نیست و ارزش این همه پول نداره",1,1,0,3,2,2,0,1
,,"خیلی خوشحال شدم وقتی نظرات رو خوندم مخصوصا نظرات مخالف این گوشی رو چون به هر حال باید یه فرقی بین کسانی که میدونن بلک بری داشتن یعنی چی و اونایی که فقط منتظرن آپل یه مدل بزنه از رو دست هم دیگه برن زود بخرن و خٓزش کنن",2,0,5,5,3,4,5,3
,,"جامعه هدف خاص ، طراحی اصیل و جسارت رو به وضوح میشه دید",9,7,5,3,1,2,5,5
,,"یه گوشی خاص و برند شکیل و لاکچری فوق محشر",14,17,5,5,5,5,5,5
"يکي از قوت ها مثلا گوشي پاسپورت سيلور يکي از بهترين دوربين ها رو‌داره...فوق العادست.","يکم سي پي يوش داغ مي‌کنه.","سلام لطفا آدمهای خاص و لاکچری پسند در موردش نظر بدن...هر وقت تونستیم از امکاناته فوق العادش استفاده کنیم میفهمیم ها یعنی چی!من این گوشی خاص رو دارم و بهش می‌بالم.بهتره به جا نظرانه تخریبی ،از حرفه ای بودنش بگیم...",10,21,3,3,3,3,3,3
,,"خب بلک بری رو هرکسی دوست نداره چون بیشتر موبایل پز دادنه
تازه افراد زیادی این مارک و سیستم عامل رو ندارن و کمی سخت می شه
درست مثل سیستم عامل لینوکسه",12,21,1,5,3,2,4,3
,,"پردازنده ی به شدت ضعیفه اسنپ دراگون از سری اس 4 ... خیلی ضعیفه ... این پردازنده مال 5 سال پیشه حداقل... اگه دنبال خاص بودن هستین بخرینش...",17,17,1,5,2,3,2,4
