positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"صدا ، دوربين و...",,"سلام من این گوشی را از اپن باکس دیجی کالا خریدم به نسبت هزینه ای که پرداخت کردم (البته در اپن باکس) بسیار راضیم .",1,0,4,4,3,3,3,3
"اسپيکرها کيفيت پخش عالي دارند.
کيفيت تصوير مطلوب است.
طول شارژ باطري خوب است.
سرعت دستگاه مطلوب است.","تاچ افتضاح!-تاچ دستگاه قطعا ايراد دارد
کيفيت جک اتصال هندزفيري افتضاح!
قاطي کردن در پخش آلارم ها!
پريدن آنتن ها در حالت دوسيم کارت!","کاش قبل از خرید نقد دوستان در مورد مشکلات تاچ این دستگاه رو خونده بودم. دقیقا تمام مشکلاتی که در مورد تاچ این دستگاه و گیج زدنش در اجرای دستورات اشاره شده، درسته... اگر می دونستم قطعا نمی خریدم. اصلا ایراد دارده تاچ این دستگاه. قسمت شورت کاتی که بالای صفحات اندروید هست باید چندین بار از ناحیه های مختلف به سمت پایین بکشید تا بالاخره به تنظیمات نور و وای فای و اینا دسترسی پیدا کنید. کیفیت جک اتصال هندزفیری افتضاح است و از روز اول با تکان دادن فیش قطعی دارد. این مدل هم علی رغم 2016 بودنش عین تمام لنووهای دیگه وقتی دو سیم کارت استفاده کنید مدام آنتن یکی از سیم هاتون می پره!",4,0,2,2,2,2,4,2
"[""بلندگو""]","[""همه چيزش""]","سلام . من اصلا این گوشی رو پیشنهاد میکنم شما میتوانید باهمین پول honor 5x بخریدکه عالیه.
من خودم همین گوشیرو 3ماهه دارم و راضیم.",3,9,2,1,2,1,0,1
"طراحي زيبا
پشتيباني و‌خدمات پس از فروش
قيمت مناسب",,"گوشی فوق العادست و به همه پیشنهاد میکنم تاچش .مخصوصا صداش",6,4,5,5,4,5,5,5
"همه چي فقط","فقط تازه معرفي شده و نام لنوو تو گوشي سازي کمرنگه","سلام دوستان.
این کوش واین مارک خیلی خوب هست اینو براساس تجربه استفاده از محصولات لنوو میگم
من هواوی هم دارم اون موقعی که هوآوی گوشیاش اومد ایران
مردم خیلیاشون نمیدونستن هوآوی چیه همه میگفتن بدرد نمی خوره الان مثلا طرفدارشن شرکت هوآوی رتبه سوم بعد اپل و سامسونگ
رو داره یادتون نره هوآوی رتبه هشتم تو گوشی داشت از کجا به
کجا رسیده لنوو هم همینطور چون به تازگی گوشی های اسمارت کیفیت دار میسازه مردم تجربه ای ندارن یه چیزی میگن برای خودشون بعضی شرکت ها پول مارکشونو میگیرن
ولی هرچه قدر پول بدی آش میخوری و بعضی وقتها پول کمی بابت گوشی میدی و ممکنه خیلی بیشتر از اینا کارکنه",3,10,5,5,5,5,5,5
"اپديت اندروييد7",,"تنها مزیت این گوشی این است که لنوواعلام کرده این گوشی روبه اندرویید7به روزرسانی خواهد کرد",7,2,5,2,2,3,1,3
"گوشيه خيلي خوبيه نسبت به قيمتش","نداشتن گلس و کاور و ... در بازار","سلام من این گوشی یکی از دوستان برام خرید گوشیه خوبیه صدای فوق العاده بلندی داره خوش دسته دوربین خوبی داره فقط دوربین جلوش فاقد فلش هست که خودش یه نقص هستش همه جا نوشته شده تاچ ضعیفی داره من که 10 روزه دارم استفاده میکنم ضعفی در مورد تاچ ندیدم شایدتو گیم های حرفه ای خودشو نشون بده که من گیمر نیستم ولی تو کار روزمره مثل تایپ و وب گردی و اینستا و تلگرام و بعضی گیمهای ساده من مشکلی در مورد تاچ ندیدم
ولی ایرادی که داره من نمیتونم گلس برا صفحه نمایشش پیدا کنم کاش دی جی کالا تجهیزات جانبی مثل گلس و کاورشو موجود کنه البته همراه گوشی یه محافظ صفحه نمایش و کاور قشنگی موجود هست ولی بالاخره محافظش خراب میشه کاش دی جی کالا این مورد رو همو موجود کنه ولی در کل گوشی خوبیه من راضی بودم ازش
مرسی دی جی جون به فکر موجود شدن تجهیزات جانبی این گوشی باش",5,5,3,4,3,4,5,4
[],[],"من تو این رنج قیمت اصلا این گوشی رو پیشنهاد نمیکنم با همین قیمت می تونید honor 5x که خیلی قدرتمند و قوی هست بخرید",15,2,2,2,1,0,4,1
"[""اسپيکر دالبي ""]","[""تاچ فوق العاده ضعيف آنتن دهي ضععععيف پردازشگر ضعيف \nنا هماهنگي بين قطعات ""]","اصلا گوشی خوبی نیست فقط قیافه داره واقعا خوب نیس به نظرم تو این رنج قیمت هوآوی بی نظیره
من اس سون ادج گرفتم دارم حال میکنم پی ناین هوآوی هم داشتم واقعا هوآوی و سامسونگ فوق العاده ان مخصوصا هوآوی",12,13,1,1,0,1,4,0
"سخت افزار قدرتمند
کيفيت صداي خوب","نداشتن لرزشگير خوب
تاچ خيلي بد (اصلا روان نيست)
باتري کم
کم بودن حداکثري رم (تا 32 )","همین ابتدا خیلی راحت بگم که تاچ این گوشی مشکل داره و اصلا روان نیست ، شاید دو یا سه بار باید روی ان ضربه بزنید ویا فشار بیاورید . دسته که از لحاظ تراکم صفحه ی فول اچ دی داره اما چه فایده.",8,8,4,1,4,3,4,3
