positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"زيبايي ، خوش دست بودن ، ضخامت کم و سبک بودن ، کيفيت خوب صفحه و دوربين و باتري","نديدم هنوز","من تازه این گوشی به دستم رسید خیلی بهتر از اونچه که فک میکردم بود من که خیلی راضی هستم کیفیت صفحه و دوربین هم خوبه و مطابق اونچه که من میخوام هست به نظرم دوربینش خوبه و انچنان که بعضی دوستان گفتن بد نیس باتوجه به کیفیت بالای باتری من فک میکردم رزولوشن صفحه پایین باید باشه که اینطوری نبود و بسیار عالی هست و نسبت به گوشی های هم رده فک کنم انتخاب خوبیه",0,0,5,5,4,4,4,4
"گرافيک cpu اندرويد 6.0.1","نداره بخدا","فوق العاده برا همه چی مخصوصا کارای گرافیکی",1,0,3,5,5,5,5,5
"باطري ساپورت کردنotg نداشتن هنگ و لگ","روشنايي صفحه نمايش متوسط بلندگو با صداي متوسط","بعد از 6ماه کار کردن میتونم بگم گوشیه خوبیه....باطری عالی.....روشنایی صفحه نمایش متوسط.....بلند گو متوسط ... عیب دیگری نداره",0,0,3,3,4,4,4,4
"باطري قوي ، خوشگل",هيچ,"بررسی من در مورد این گوشی با توجه به قیمت نسبت به بقیه برندها معقولانه میباشد",2,0,3,5,5,5,5,5
"شارژسريع هنگ نمي کنه قيمتش مناسبه",,"گوشی عالیه من ک ازش راضیم قیمتش خوبه من 4ماهه دارمش ازش خیلی راضیم پیشنهادمیکنم بخرید . این گوشی عالیه",4,0,3,5,3,3,5,5
"باتري عالي همراه با استفاده مدام از اينترنت خط گوشي 1روز نگه ميداره
زيبايي ظاهريش که به قيمتش نميخوره","زير نور آفتاب صفحه به خوبي ديده نميشود همين بنظرم مشکلش","4ماه این گوشی ایکس پاور الجی را دارم اوایل با کار کردن مداوم باتریش تاروز خالی نمیشد الانم شده 1روزه کامل من استفاده زیاد میکنم ازش و همش وصلم به اینترنت",2,1,4,4,3,3,3,4
"قبلا ذکر شده همه چيز","رابط کاربري","خداییش از ما که تابخال هنگ حتی یکبارم نداشته با اینکه 24 ساعت تو نتم و برنامه زیاد دارم، اما لطفا این کارهارو بکنین احتمال زیاد درست میشه من به دونفر دیگه گفتم انجام دادن میگن دیگه گوشیمون هنگ نمیکنه اول اینکه اطلاعاتتون رو که میخاین بریزین رو یه سیستم دوم گوشی رو ریست کنین که به حالت کارخونه برگرده سوم اینکه هر برنامه ای خواستین از پلی استور گوشی دانلود کنین که میدونین حتما قبل از کار با پلی استور باید جیمیلتون رو فعال کرده باشین نیاز نیست من بگم دبگه چهارم اینکه برنامه کلین مستر رو دانلود کنین تا فایل های اضافی و کش برنامه هارو خود برنامه واستون وقتی نیاز باشه پاک میکنه پنجم هر 4 روز یکبار گوشی رو خاموش روشن کنین حجم خیلی زیادی از فضای گوشی آزاد میشه و اینکار واسه کلییه گوشی هاست حتی سایت اپل نوشته هر هفته گوشی رو خاموش روشن کنین چند مرتبه امیدوارم کمکی کرده باشم
اگر دوستان با شکلک های اس ام اس مثل من مشکل دارن برنامه mood sms رو از پلی استور دانلود کنن یاحق",4,0,4,3,3,2,3,4
"باطري فست شارژ زيبايي","صفحه نمايش","گوشی خوبی هست نسبت به قیمتش باطریش یک غول به تمام معناست خوش دست و زیبا هست فقط کیفت صفحه نمایشش پایینه به جای پاور بانک هم میشه ازش استفاده کرد اوتی جی هم ساپورت میکنه",2,1,5,5,3,5,5,3
باتري,"همزمان از سيم کارت دو و کارت حافظه نميشه استفاده کرد","گوشیه خوبیه
اسمش با خودشه میان رده",8,1,3,3,3,3,4,4
,"هنگ زياد
کيفيت پايين عکس
آنتن دهي ضعيف","این گوشی رو برای روز زن از همینجا خریدم. بماند که با تاخیر دستم رسید...
متاسفانه من گول حرفای کاربرا رو خوردم. این گوشی بغیر از باتریش هیچی نداره. با اینکه چندتا نرم افزار ساده روش نصب کردیم مرتب هنگ میکنه. آنتن دهی بسیار بد و عکس ها ماسکه و مصنوعیه.
خانمم چندسال هواوی g600 داشت که کلی برنامه روش نصب بود ولی یکبار هم هنگ نکرده بود فقط چون 4g ساپورت نمیکرد این گوشی رو براش گرفتم. اما الان کلی شرمنده اش شدم. کاش k10 گرفته بودم. اگه با مابه التفاوتش یک پاور بانک می خریدم بازهم سود کرده بودم.",5,27,3,3,3,3,3,3
