positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"خیلی گوشی خوبیه فقط کاش رنگ مشکی هم داشت",0,0,4,5,5,5,5,5
باطري,"قيمت خيلي بالا نسبت ب","من این گوشی رو ندارم
خواستم بگم، عجب باطری داره لامصب
توو جی اسم آرنا خوندم، عالی بود",0,1,3,4,3,3,3,1
"صفحه نمايش
درگاه usb typ
ضد آب و گردوغبار","قيمت بالا نصبت به کيفيت
دوربين ظعيف
لبه هاي بزرگ","دوستان گول دوربین 16 مگاپیکسلیش رو نخورید کیفیتش خیلی بده ...",1,2,0,3,3,4,2,1
"صفحه نمايش بزرگ
استفاده همزمان از دوسيم کارت بعلاوه کارت حافظه","کيفيت دوربين خيلي پايين
وزن زياد","ظاهر گوشی بخصوص رنگ گلد زیباست. ابعاد بزرگ صفحه نمایش برای جستجو در نت و دیدن عکس و فیلم خیلی خوبه. بااینکه ابعاد گوشی بزرگ هست اما خیلی راحت باهاش میشه کرد و خوش دسته. و اینکه همزمان میشه از دوسیم کارت استفاده کرد و کارت حافظه جانبی هم داشت.
اما من از خریدم پشیمون شدم چون دوربین خوبی نداره و 16 مگاپیکسلی که در مشخصات هست در حد 5مگاپیکسل هم نیست. بخصوص در نور کم. عکسا تاریک و ناواضح هستن. و اینکه لرزشگر هم نداره.
چند سال سامسونگ اس4 داشتم دوربینش 12مگاپیکسل و خیلی خوب بود. انتظارم از 16 خیلی بیشتر بود.",1,4,2,4,3,3,3,2
خيلي,"تقريبا هيچ!","من از برند های مختلف بخصوص پرچمدارای سونی و ال جی و هواوی و اچ تی سی گوشی داشتم،الانم A7 2017 دارم
واقعا از همه جهت راضیم
از خریدمم پشیمون نیستم و بعد از استفاده از گوشی اصلا دلم نسوخت که بگم ارزشش رو نداشت،همه امکاناتی که میخوام داره و اگه زمان به عقب بیاد بازم همین گوشی رو میخرم
دوستان هی میگن ارزش خرید نداره!
با این امکانات فول و صفحه 5.7 اینچی امولد که واقعا چشمنوازه و اولویت من بود چه گوشی رو مثال میتونید بیارید؟؟؟ هر گوشی بگید من یه نقص درش پیدا می کنم
از باتری خالی کردنای ال جی به این گوشی رسیدم که واقعا باتری 3600 میلی آمپریش عالیه
من که گوشی همش تو دستمه و از 4g و wifi استفاده می کنم آخرای شب هنوز 35 درصد از شارژم مونده.
اسپیکرش اونقدرم که میگن ضعیف نیست،کیفیت و بیس مناسبی داره و جاهای شلوغ صداش شنیده میشه،صدای هندزفری عالیه.
دوربین نمیگم خوب نیست،لرزش گیر نداره باید با تمرکز عکس بگیرین،قول میدم باهاش عکس های با کیفیتی ثبت کنید،
برنامه های رابط کاربری سامسونگ عالین به نسبت بقیه به غیر از آیفون
ریزه کاری های نرم افزاری سامسونگ در پوسته رابط کاربری اضافه کرده که باعث راحتی و دسترسی سریعتر کاربر به تمام قسمت های گوشی میشه
و میشه اتصال و یکپارچگی نرم افزاری رو در رابط کاربری سامسونگ دید
اپلیکیشن های کاربردی خوبی مثل پوشه امن و برنامه سلامتی
کیفیت مکالمه عالیه
سنسور اثر انگشتش عالیه
از یو اس بی تایپ سی استفاده کرده که استاندارد روزه و اینکه جک هدفون هم حذف نکرده!
32 گیگ حافظه داخلی شما رو نصب تعداد زیاد بازی و برنامه بی نیاز می کنه
پردازنده ساخت سامسونگ که خودش امتیازه
حذف کردن نوار برگشت و خانه و منو از روی صفحه نمایش که باعث میشد مقداری فضا اشغال بشه و انتقال اون به دکمه های سخت افزاری
فیلتر نور آبی برای بهتر مطالعه کردن
دو سیم همزمان فعال همراه با مموری جدا
تنظیم و کم و زیاد کردن نور چراغ قوه گوشی که شاید برای بعضی ها جالب باشه
رادیو و انواع سنسور ها
nfc هم داره
قابلیت ضد آب و محافظ ضد خش عالی
این همه امکانات به نظرتون نمی ارزه؟؟؟
اینا تجربیات من از این گوشی بود
اگه دنبال یه گوشی میگردین که در همه زمینه ها نیازتونو بر طرف کنه من این گوشی رو پیشنهاد میدم.",5,1,5,5,5,5,4,5
"زيبايي
خوشدست بودن
اندرويد بالا","با اين نقاط قوت فکر نکنم ضعف داشته باشه","سلام .من این گوشی رو از یه سایتی خریدم به قیمت یک میلیون و سیصد و سی تومان. نمی دونم چرا اینجا اینقدر گرونه. در کل من که خیلی راضیم",3,1,2,5,5,5,5,5
,,"ارزش خرید نداره نسبت به قیمتش",4,4,3,4,4,5,5,4
"همه چيز","واقعا نديدم","من آیفون 6اس پلاس هم داشتم 1.5 سال و در مقایسه با اون گوشی عرض کنم واقعا راضی هستم و پیشنهاد میکنم گوشی بسیار با ارزش و کارامدی هست از هر لحاظ",4,0,4,5,4,4,5,4
"طراحي خوب","نداشتن لرزش گير دوربين","باوجود اینکه از دوربینش خیلی شنیده بودم ولی الان میبینم اصلا جالب نیست
از خریدش واقعا پشیمونم...",2,4,1,5,3,3,3,5
"بدنه محکم و طراحي زيبا ، سرعت پردازش بالا ،دوربين فوق العاده . رم و حافظه کاربردي ، رزوليشن مناسب با نوجه به اندازه صفحه","قيمت نزديک به s7، نداشتن لرزش گير اپتيکال ، خداييش عيب ديگه اي نميتونم روش بذارم","نزدیک یک ماهه A7 2017رو دارم کیفیت تصویر 1080*1920در ابعاد 5/7اینچ عالی و خیره کنندس . رنگ ها اشباع و خیره کننده به خاطر فناوری امولد و صفحات نوری . فقط تنها موردی که مکدرم میکنه قیمتشه . تو این رنج انتخاب های وسوسه کننده زیادی هست .
کیفیت بدنه عالیه مثل همون چیزی که در سریAانتظار میره . من رنگ مشکیش رو خریدم . به سختی پیدا کروم ولی از دیدنش سیر نمیشم . دمشون گرم .با اینکه اندروید 6 هست ولی منو ستینگ و بقیه تنظیمات و تم ها مربوط به اندروید 7 . برای مثال وقتی s7ر و اپدیت میکنید برای 7 تازه شبیه منو A7میشه که این جالبه . قابایت همیشه روشن و ساعت و تاریخ در پس زمینه استند بای دستگاه فوق العادس مثل s7. با رنگ های گلد و خاکستریش خیلی حال نکردم . ضد اب و گرد و غباره .که این یه گام بزرگ تو سری A هست . یه نکته جالب دیگه که کشف کردم اینه که علاوه بر تعویض تم های مختلف که در گوشی موجودی و عکس های پس زمینه به دلخواه میتونین شکل ایکون ها رو عوض کنین که به نظرم جالب بود.
.در مجموع امتیاز 4 از نظر من مناسبه .",2,2,4,4,4,4,5,5
