positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"اگر پول ندارید اپل بخرید و گوشی همه چی تمام میخواهید این بهترین گزینه است",1,0,5,5,5,5,5,5
"قابليت کوانتيوم(تبديل موبايل به PC)
استفاده از آخرين نسخه سيستم عامل ويندوز","استفاده از بدنه پلاستيک","از قدیم گفتند به دیگران و رقبا بنگرید و یاد بگیرید ، سالها بود کمپانی سامسونگ در مقابل استفاده از فلز مقاومت می کرد و با از دست رفتن بازار خود فهمید لجاجت بیش از این معنا ندارد بنابراین پروژه صفر خود را تعریف کرد و s6 را خلق نمود شاید مایکروسافت هم نیاز است که این را تجربه کند تجربه ای که شاید برای سهامداران این شرکت بسیار گران تمام شود
و البته اصلا بعید نیست به زودی شاهد یک پروزه صفر دیگر این بار در این سوی کره خاکی باشیم مخصوصا که مدتها از آخرین باری که مایکروسافت تحفه ای از جنس موبایل به دنیای فناوری ارائه کرده می گذرد پس حالا که از عرضه آخرین محصول این کمپانی مدتها گذشته اندکی صبر برای چشم به راهی یک زره پوش شیک و مدرن امری منطقی خواهد بود که امیدواریم این کمپانی دوست داران خود را ناامید نکند",1,0,3,4,4,5,2,4
"صفحه نمايش
دوربين
دبل ناک
کليد فيزيکي شاتر
باتري","نبود چراغ اعلان
نبود otg","بالاخره خریدم پک پلمپ یه شرکت اماراتی البته از بازار تهران با قیمت عالی چون دیجی نداشت و تونستم از اخرین قیمت دیجی ارزونتر بخرم الان سه روزه دارم بهش ور میرم و میتونم چشم بسته با منو فارسی راهنمایتون کنم اول شارزر که سیمش مستقیم بهش وصله و سیم ضخیمی هم هست که کمک میکنه که گوشی سری شارز بشه و این فوق العاده است البته توی جعبه یه کابل یو اس بی تیپ سی هم هست برای انتقال اطلاعات یا استفاده از چاور بانک برای شارز گوشی تو جعبه یه هندزفری هم بود مدل بدون هندز فری ارزون تر بوددر ضمن پلمپ هم نبود گوشی رو که روشن میکنی زبان رو سوال میکنه بعد کشور رو که من فارسی و ایران رو انتخاب کردم و مشکلی نداشتم تا خواستم از فروشگاه خود گوشی برنامه دانلود کنم که دانلود نمیکرد بعد کشور رو تغییر دادم به ایالات متحده که درست شد به همین راحتی تو فروشگاه هم برنامه های متنوعی هست که تو ویندوز خیلی روون و سریع اجرا میشه همراه بانک پاسارگاد هم هست تمام پیام رسان ها مثل اینستا و...صفحه نمایش حرف نداره کیو اچ دی میدونید چیه دیگه دوربین با لنز کارل زایس و بیست مگاپیکسل رو این صفحه نمایش چه شود سنسور نور محیط عالیه و خیلی دقیق و ظریف و پله ای نیست صفحه نمایش همیشه روشن که البته بعد از اپدیت جدید که دیروز نصب کردم موقعشارز کردن تئ صفحه قفل نماد باتری نشون داده نمیشه که قبلش میومد و همینطور وقتی رو سایلنت یا ویبره میزاری تو صفحه بیدار نمایش داده نمیشه اما بقیه اعلان ها نمایش داده میشه حسگر عنبیه خیلی چرته و اصلا روش حساب نکنی خیلی سعی کردم اما هگز موفق به را اندازیش نشدم از معدود گوشی ها یا سیستم عاملهاییه که تاریخ پیش فرض شمسی برای گوشی داره و برنامه اب و هوای دقیق مایکروسافت من این برنامه ها رو نصب کردم قران مفاتیح اپارات لغتنامه دهخدا فیسبوک فستدیک دانلود اینستا ایران دارو ایران گیت تی وی ایران پلاک تقویم جلالی اوقات شرعی همره بانک پاسارگاد قانون رساله ده مرجع شیرایت تفسیر المیزان تلگرام زاپیا اوه...............خسته شدم",5,0,4,4,3,4,4,3
,,"به نظر من ویندوز 10 خیلی کار رو راحت کرد، چون استفاده ازش در هر سیستمی یکسان شده.
گوشی های مایکروسافت امتحانشون رو پس دادن (مخصوصا با ویندوز 10) و الآن راحت میشه بهشون اعتماد کرد.",4,0,5,4,4,5,4,4
"دوربين، سيستم عامل ويندوز، ظاهر زيبا، سينک با پي سي","مگه داره","این گوشی عالیه. دوربین، باتری، امکانات عالی. من قبل ازین یه لومیا 535 داشتم که یه مقدار مشکل سخت افزاری داشت و دوربینش هم جالب نبود. البته نسبت به قیمتش خیلی خوب بود. ولی 950 واقعا هیچ ایرادی نداره واقعا راضیم.
فقط دیجی لطفا زودتر موجود کن خواهرم هم میخواد بخره",9,0,3,4,5,5,5,5
"[""امنيت اطلاعات فوق العاده(يکم تحقيق کنيد در حد اپل و حتي بيشتره )"",""دوربين فوق العاده و حرفه اي "",""سخت افزار قوي "",""رابط کاربري قوي و سريع با قابليت شخصي سازي "",""ساپورت مايکروسافت از قبيل وان درايو و افيس 360که 1 سال لايسنس رايگان براي اين گوشي داره که براي اونايي که لازم دارن افيس رو از قيمت گوشي کم مي کنه ""]","[""داغ شدن گوشي که با آپديت شدن نرم افزار رفع ميشه بايد منتظر آپديت موند ""]","این گوشی یه گوشی فوق العاده اس که با نظرات الکی کسایی که حتی از نزدیک هم ندیده اش داره از محبوبیت اش .کم میشه .
یکی از نقاط قوت دیگه اش که بالا جا نشد بگم اینه که این سیستم عامل مث اندروید نیس که اگه یه گوشی قدیمی اندروید 2.3یا 2.2 و یا حتی 4داشته باشی دیگه نتونی آپدیت اش کنی این برند برای میان رده ترین گوشی های خودش آپدیت Win10ارایه کرد و این عمل تنها به خاطر سیستم عامل سریع مایکروسافت هس که بازی های سنگینی مثل آسفالت 8 رو می تونی بدون لگ و هنگی روی یه گوشی 400هزار تومنی میان رده با رم 512 انجام دهید و این اثبات می کنه که این سخت افزار برای این گوشی زیاده مصرف کم منابع در این گوشی باعث شارژ دهی بیشتر میشه .
در مورد قیمت این گوشی هم باید بگم اوایل توی حباب بوده و الان حباب اش ترکیده و قیمت پایین اومده .",11,2,3,5,5,5,4,4
,"[""کار با ويندوز براي کساني که قبلا سنس 7 يا تاچ ويز کار مي کردند کمي سخت ""]","من این گوشی رو به شما پیشنهاد میکنم
با عرض سلام احترام این گوشی از هر نظر عالیه کسانی که می خواهید اپل بخرید من خرید این گوشی به شما پیشنهاد میکنم زیرا مایکروسافت شرکتی را که ویندوز را به وجود اورده را می خواهید با اپل مقایسه کنید البته با پولی که می خواهید این گوشی را بخرید می توانید galaxy s6 را بخرید galaxy s6 هم گوشیه فوق العاده ای است اما lumia 950 هم فوق العاده هست",8,1,5,5,5,3,3,5
"سرعت بالا مخصوصا تو اجراي بازي هاي HD
اکوسيستمي که هيچوقت برا استفاده کننده تکراري نميشه
خوش دست
دوربين بدون رقيب
قابليت کوآنتينيوم و حسگر عنبيه÷","هيچ چيز","متاسفانه اونطور که شایسته ی این گوشی بود ازش استقبال نشد که نشد . نمیدونم بخاطر قیمت گرونش بود یا بی خبری مردم از ویندوز فون یا نظرات بعضی از دوستان که تا حالا یک بارم با ویندوز فون کار نکرده بودن یا نبودن بازی کلش اف کلنز برای گوشی که شده دلیل اصلی نخریدن ویندوز فون .
بهرحال از این بگذریم پس از تجربه ی کار با مدل های لومیا فقط تو یک جمله میتونم این برند رو توصیف کنم : فراتر از گوشی .
متاسفانه یه مورد دیگه هم وجود داره . سنسور عنبیه که این روزا غوغا به پا کرده حتی هنوز بعد از ده ماه معرفی این گوشی به بازار تو مشخصاتش ذکر نشده ....
در کل این گوشی یه شاهکار پنهان بود که ازش هیچ استقبالی نشد و همین هم باعث شد مایکروسافت بکشه کنار .
اگه پول کافی برای خریدش دارید شک نکنید بخریدش سرعت فوق العادش هیچوقت شما رو پشیمون نمیکنه مخصوصا برای اونایی که اهل بازی تو گوشی هستن هزار تا بازی همزمان اجرا کنی آخ نمیگه ...
ممنون که خوندید ...",5,1,5,5,5,5,5,5
,,"به نطر من مردم عادی از گوشی های ویندوز فون استفاده نمیکنن
کسانی که از ویندوز فون استفاده میکنن از نطر من نابغه محسوب میشن
و باید آنهارو از دیگران متمایز کرد
نطرات منفی در رابطه با این گوشی به دلیل نداشتن اطلاعات کافی و کار نکردن با این گوشی است
این نظر منم فقط لومیا بازها درک میکنن
با تشکر",32,5,5,4,5,5,4,5
"دوربين 20 مگاپيکسل واقعي
امکانات و قابليت هاي نرم افزاري فراوان
صفحه ي عالي","گران بودن","فقط می تونم بگم این محصول صرفا برای قابلیت های نرم افزاری و دوربین و صفحه ی عالی طراحی و ساخته شده و خریدن اون برای افرادی که از وضعیت مالی خوبی برخوردارند توصیه نمی شود",6,3,0,5,5,3,3,0
