positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"خوشدستي.باطري معولي.سرعت خوب.حسگر روشن شدن صحفه با دو ضربه","بزرگترينش نداشتن سنسور مجاورت-نداشتن چراغ اعلان-ساپورت نکردن otg-نداشتن نور کليداي اصلي پايين ولي آينه اي","کلا گوشیه خوبیه..نسبت به همرده هاش.ولی همین که حسگر مجاورت نداره ی کم اذیت میکنه واسه قطع تماس.چراغه اعلان هم نداره البته شاید نرم افزاری باشه اگه آپدیت بشه درست شه.کلیدایه پایین نور ندارن.ولی آینه ای هستن زیاد مشکلی ندارن. باطریشم معمولیه.یک روز نگه میداره.فلش ال ای دیه دوربین دو تا داره و نورش عالیه.همردهاش معمولا ندارن دیگه خودتون میدونید.من فقط مشکلم همین حسگر مجاورت. بقیش خوبه نسبت به قیمتش راضی ام یا حق. محسن مصباحی",0,0,4,4,4,5,4,3
,,"طراحی عالی و باتری 6000 میلی اتمی و دوربین 30 مگاپیکسلی و اندروید7 و محافظه صفحه گوریلا گلس6 و تراکم پیکسلی700 خیلی عالیه",3,28,5,5,5,5,5,5
"پنلips-باتري عالي-دوربين مناسب-سلفي قابل فبول-فوق العاده محکم",رم,"یک گوشی هوشمند مناسب کارهای روزمره.",7,1,5,5,5,5,5,5
,,"گوشی خوبی نیست عالی وبسیار مقاوم‌ و دقیق طراحی شده",2,8,5,5,5,5,5,4
,,"سلام
من چهارساله که این گوشی رو دارم و واقعا گوشی به این مقاومی ندیده بودم که تا حالا هم هیچ مشکل سخت افزاری نداشته
خلاصه اگه تو این رنج قیمت دنبال گوشی میگردید که حالا حالا براتون کار کنه این گوشی بهترین انتخابه.",6,3,5,4,3,5,3,3
"صفحه نمايش مناسب 4 هسته اي بودن سخت افزار مناسب ظاهر زيبا","رم پايين نداشتن چراغ اعلان باتري نسبتا ضعيف","گوشی خوبی من 7 ماهه دارمش فقط گاهی اوقات یکم هنگ داره که البته خیلی زود رفع میشه که اونم واسه رم پایین ولی نسبت به قیمتش خوبه اکثر بازیا رو آگه رم پرسرعت و کلاس 10 باشه راحت باز میکنه من که راضی ازش",5,0,4,4,4,4,4,3
"[""قدرت سخت افزار خوبه ولي رم کم باعث بلا استفاده شدن قدرتش شده""]","[""رم بسيار کم ، تاچ بسيار ضعيف""]","دوستانی که قصد خرید این گوشی رو دارند بگم پدرم دو ماه پیش یکی از این گوشی خرید البته بدون مشورت البته قیمتش زیاد نیست خوش بختانه، لمس بسیار ضعیف بقول یکی از دوستان لمس لغتیه دوستانی که معنیشو نمیدونن منظور از لغتی یعنی باید بهش لگد زد تا کار کنه .",5,2,0,0,0,0,2,0
"[""دوربين خوب \n"",""صفحه نمايش خوب"",""باطري خوب تا يک روز جواب ميده"",""مقرون به سرفه"",""ظاهر خوب""]","[""هنگ زياد"",""بعضي اوقات خود به خود خاموش ميشه""]","باسلام خدمت دوستان خوبم
من حدودا یکساله که این گوشیرو خریدم واقعا نسبت به پولی که میدید امکانات خوبی داره
دوربین خوب اما در نورکم نه
صفحه نمایش خوبی داره تاچش هم قویه تقریبا
اما برای بازی های سنگین نباید انتظار زیادی ازش داشته باشین
ولی بازیهای معمولی (تا 30مگابایت) راحت جواب میده
درکل گوشیه خیلی خوبیه در خریدش شک نکنید .",8,8,4,3,3,4,4,4
"[""نسبت به قيمت همه چيز تمام""]","[""نسبت به قيمت با نقاط ضعف هاي کاملا جزئي""]","من این گوشی رو پیشنهاد میکنم...
نسبت به قیمتش کارایی خوبی داره ،همینطور اینکه چهار هسته ای هستش این مدل رو متمایز میکنه.
اما دیجی کالا برای پردازندش یه چیزی رو اشتباه نوشته...
پردازنده این مدل 1.3 هستش نه 1.2،البته من اینرو از اپ cpu_z که رو گوشیم نصب کردم میگم...",5,3,5,5,3,5,5,3
"[""بيش تر امکانات و تجهيزاتش(نسبت به قيمت)""]","[""چيز خاصي نداره""]","گوشی عالیه،سخت‌افزاری‌ معرکس و رابط کاربری خوبی هم داره
بیشتر چیز هاش خوبه و بدرد بخوره ولی انتظار یک گوشی چهارصد هزار تومانی و ... را ازش نداشته باشین ، برا استفاده روزمره و کسایی که تازه به گوشی های هوشمند علاقه پیدا کردن خوبه
تقریبا یک ساله که دارمش و از همه نظر مثل سخت افزاری ،نرم افزاری،رابط کاربری زیبا،دوربین،حافظه و... همه چیزهایی که یک گوشی هوشمند باید داشته باشه وادمو راضی کنه داره(نسبت به قیمت) البته اگه پول بیشتری دارین از خریدش منصرف بشید و دنبال گوشی های رده بالاتر از این مثل وای 6 ، هواوی 4C و.... که از این گوشی قیمت بالا تری دارن برین
اگه پول کمی برا گوشی میخواهید خرج کنید و یا برا استفاده معمولی گوشی میخواهید در این رنج قیمت این وای360 بهترین گزینه هستش",8,4,5,4,5,5,5,5
"قيمت مناسب دوربين 5 وجلو2 cpu 4 هسته اي باتري خوب","رم 512 ندشتن فوکوس اتوماتيک","توی این رده قیمت بهترین گوشی است",7,3,5,4,1,5,3,1
"[""روشن شدن صفحه با دو بار ضربه روي صفحه لمس و فلش قوي در شب ""]","[""با توجه به قيمت ضعف آنچناني ندارد""]","یک ماه هست این گوشی رو گرفتم گوشی خوبیه از هر لحاظی امتحانش کردم خوب جواب داده در مورد باطری هم باری بار اول بعد از تمام شدن باطری اولیه کارخانه ایی گوشی رو حتما خاموش کنید و پنج ساعت کامل بذارید تو شارژ من این کار رو انجام دادم الان با استفاده روزی سه ساعت از اینترنت دو روز باطری نگه میداره تا شش ساعت استفاده مکرر از اینترنت باطریش جواب میده تو حالت ساندبای هم باطری گوشی مصرفی نمیشه تو اجرای بازی سنگین هم خوب جواب میده فقط باید sd cardرو کلاس ده باشه که خوب جواب بده.",7,2,5,4,5,5,5,4
"همه چي","خيلي کم داره","من این گوشیرو چند وقتی هس خریدم خیلی ازش راضیم هنگ نمیکنه تازه اگه درس توی شارژ باشه تا یه روز کامل رو جواب میده بازی هایی مثل کلش اف کلنزم خیلی خوب بالا میاره",4,1,5,4,5,4,4,5
"[""cpuچهار هسته اي""]","[""باطري گوشي""]","گوشی عالیه نسبت به قیمتش خیلی خوبه اینا هم که میگن خوب نیست خوب نمی تونن نگه دارن عالیه توصیه میکنم بخرین",3,1,5,5,5,5,5,5
"[""👆""]","[""👇""]","نسبت به قیمتش عالیه مخصوصا چهار هسته ای بودنش",2,1,5,4,5,3,3,4
"[""قيمت مناسب و ال سي دي بزرگ نسبت به قيمتش .زيبايي ظاهري مخصوصا رنگ سفيدش.باطري قوي ""]","[""تاچ ضعيف و اينکه چندتا برنامه ي کاربردي که نصب کني خيلي کند عمل ميکنه هرچند وقت يه بارهم بايد برگردونم به تنظيمات کارخانه.صداشم کمه""]","من این گوشی رو از بازار خریدم .ازلحاظ ظاهری رنگ سفیدش خیلی شیکه ولی من یک روز بعد از خریدش اولا که شارژرش سوخت خود به خود مجبورشدم دوباره بخرم وقتیم تو شارژه تاچش افتضاح میشه .برنامه ی کاربردی مثل لانچرهم که نصب کنم هنگ میکنه .صداشم خیلی ضعیفه.من الان 7 ماهه خریدم پشیمونم میخام عوضش کنم.",0,12,3,1,1,1,5,3
"[""قيمت""]","[""هيچي""]","دیجی جان قیمتش یه خورده بالاس",6,3,5,4,5,5,3,3
,,"سلام
بی زحمت پیشنهاد ویژه و رنگ مشکی..
ممنون",5,1,3,3,3,3,3,3
,,"ممنون از توجحتون به کامنتهایی که دوستان ثبت می کنند . ولی خواهش داشتم که تنوع رنگ محصولات رو هم بالا ببرید که قدرت انتخاب رنگ داشته باشن . مثلا من خیلی وقته در انتظار رنگ مشکی هستم ولی الانم که موجود شده سفیده",1,1,4,3,4,4,4,3
[],[],"دیجی جون زود بیارش زود زود زود با همون قیمت تخفیفی فقط زود که میخام بخرمش",3,1,3,3,3,3,3,3
"[""نسبت به قيمت ""]",[],"موجود کنید پیشنهاد شگفت انگیز",5,1,5,4,5,5,3,3
,,"لطفا موجود و در پیشنهاد ویژه قرار دهید !!!",4,1,4,3,4,4,4,3
"[""همچي""]","[""کم""]","با عرض سلام خدمت دوستان عزیز دیجیکالایی........
این گوشی برای بازی کردن همه مناسبه و جواب میده بازی هایی که من رو این گوشی امتحان کردم عبارتند از: modern combat3.4+اسفالت نیترو+fifa14+کشتی کج ww2k
البته نکته ایی که در اجرای صحیح این بازی ها باید دقت کنید اینکه که (رمتون کلاس 10با سرعت بالا باشه)اولش گوشی من تو لود باز یا مشکل داشت اما رممو عوض کردم درست شد....... ممنون چشم های قشنگتونو برای خوندن نظرم گذاشتید.",10,2,5,4,4,5,4,4
,,"باتوجه به قیمتش خوبه نکته مثبتش اینه 4 هسته ایه اگه اهل بازی نیستید در حد وب گردی و چت 2 الا سه ساعت گوشی خوبیه باطریش ضعیفه و انتظار زیادی از دوربینش نبیاد داشته باشید در حد نوکیا قدیمیه به عنوان یک گوشی برا کارا روز مره با توجه به قیمتش گوشی خوبیه",2,5,3,3,3,3,3,3
"بر خلاف توضيحاتکه نوشته دوربين را نميتوان در مواقع ضروري با کليدي فراخوان نمود.بايد بگم که در تنظيمات ميشود با دوبار فشار کليد کم کردن صدا دوربين را آماده به کار نمود","سه دکمه لمسي پايين گوشي که براي منو برگشت ميباشد داراي چراغ نميباشد و در تاريکي سخت ميتوان از آنها استفاده نمود","کمی مشکل در پردازش سریع دارد.
مقداری دیر و با مکث برنامه ها و منو ها و هر چیزی که لمس میکنیم باز میشوند و ....
دوربین کیفیت 5 مگا پیکسلی گوشی های قدیمی در حد نوکیا و سونی اریکسون را ندارد.رزولوشن پایین است
ال سی دی و کیفیتش خوب.
همچنین صدای اسپیکر بد نیست و قابل قبول است
در کل برای افرادی که قبلاً گوشی ساده داشتند و با برنامه ها و بازی زیاد سر و کار ندارند چیز عالی ای است.",1,5,5,4,3,4,5,3
,,"سلام,لطفا شگفت انگیزش کنید.",6,0,3,3,3,3,3,3
,,"تو رنج قیمت خیلی خوبه.دیجی من 3ماهه پول جمع کردم بخرم.نیمه شعبان تخفیف بزار بخرم..لطفا",11,0,5,4,5,4,5,4
,,"دیجی جان لطفا بذارید شگفت انگیز مشتری بشیم.یکم قیمتش بالاست.
مرسی",8,0,3,3,3,3,3,3
"[""زياد""]","[""کم""]","برای چی نظر الکی میدین امتیاز گوشی رو میاری پایین،مردم و منصرف نکنید خیلی عالیه تو این قیمت",18,0,5,4,4,5,4,4
"[""هيچي""]","[""همش""]","برای یکی از فامیلامون گرفته بودیم :
1. ال سی دیش مشکل داشت
2.بلوتوثش کار نمیکرد
3.وای فایش کار نمی کرد
بردن گارانتی ازشون تحویل گرفت یه y6 بهش داد",1,12,0,0,0,0,0,0
,,"شگفت انگیز کن تورو خدا تا بخریم",4,1,3,3,3,3,3,3
"[""سخت افزار مناسب""]",,"گوشی خوبیه",6,1,5,5,5,5,5,5
"فلش دوتايي
خوش ساخت
صفحه نمايش خوب البته نسبت به قيمت
دوربين جلو
اندرويد کيت کت - پردازنده چهار هسته اي","وزن زياد
دوربين متوسط رو به خوب
پشتيباني از دو لمس","یک هفته هست دارمش مشکل خاصی نداشتم که بخوام بگم نسبت به پولی که میدید و باتوجه به هم رده ها و اونایی که قیمتشون تو این سایت هم از این گوشی بالا تره خیلی مناسبه نوکیا 108 نصف قیمت این گوشیه خب 100 دیگه بذار یه گوشی در حد روز بگیر البته دید خودم بود که گفتم
صفحه لمسی برای اونایی که پرچم دار استفاده کردن خوب نیست ولی برای من که مناسب بود
اونایی که برای بازی میخوان بهتره برن سمت گوشی های رده متوسط به بالا",8,1,3,3,2,3,3,1
"[""3g\nرابط کاربري ايموشن\nباطري بدک نيست""]","[""يه مقدار سنگين به نظر ميرسه\nصفحه نمايش \nهنگي داره\n\n""]","گوشیه نسبتا خوبیه",7,0,4,3,3,3,3,4
,,"نسبت به قیمت خوبه",4,0,5,3,4,4,3,3
,,"با عرض سلام خدمت سروران گرامی
دوستان من 1سال هست که استفاده میکنم عالیییی هستش",8,0,0,0,0,0,0,0
"[""قيمت پايين و سخت افزار گول زننده""]","[""هنگه کلا""]","پیشنهاد میکنم کمی بیشتر هزینه کنید و مدل های ارزان قیمت الجی را تهیه کنید .من خرید کردم. حتی داخل نرم افزار تلگرام هم هنگ میکنه تاحدی که گوشیو ریست میکنه. عکس ها رو هم تو تلگرام دانلود نمیکنه علیرغم اینکه هم حافظه داخلی و هم حافظه خارجی مقدار زیادی خالیست. کلا یه چیزایی هست که آدم رو‌مجبور میکنه آدم تصمیم بگیره بندازش دور .
خوبه که نظرات همه رو بخونین برا خرید .
هنگیه این گوشی زیاده .فکر میکنم علتش هم رم پایینه اونه",2,11,2,2,2,1,3,0
,,"گوشی خوبیه. سی پی یو قوی چهار هسته ای. صفحه ips. فقط بنظرم صفحش خیلی کوچیکه. اگه همین امکانات رو با صفحه 5 اینچ می زد حتما می خریدمش. متأسفانه y600 که 5 اینچ هست صفحش ips نیست. y625 که ips داره هم به لحاظ قیمت خیلی با این گوشی فاصله داره و خریدش بجای این گوشی بصرفه نیست.",4,10,5,5,5,5,2,5
[],[],"نسبت به قیمتش خوبه عامو",10,1,3,3,3,3,3,3
,,"تورو خدا بزا شگفت انگیز
میخوام بخرمش ممنون میشم دیجی جون
بزااااااار تورو خدا",20,1,5,5,4,3,4,3
"قيمت مناسب، امکانات کافي، امکان نصب نرم افزار در کارت حافظه جانبي","رم کم ، لمس نه چندان قوي ، دوربين نسبتا ضعيف","من این گوشی رو برای دو نفر از آشناهام گرفتم از نکات مثبتش میشه به قیمت مناسب با توجه به امکانات، صفحه نمایش مناسب ، وزن و اندازه مناسب، خوش دستی، نسل سه اینترنت، دوربین جلو نسبتا خوب و امکان نصب نرم افزار در کارت حافظه جانبی اشاره کرد.
در بخش نکات منفی میشه به لمس نه چندان خوب و همچنین مشکلی که من در یکی از گوشیها مشاهده کردم اینه که هنگام تماس اسامی که در گوشی به زبان فارسی ذخیره شده باشه رو برعکس نشون میده مثلا احمد رو دمحا نشون میده.",7,1,4,4,3,3,4,3
"[""4 هسته بودنش""]","[""نبود کليد براي سه دکمه اصلي""]","اقا از من به شما نصیحت بخرید مفته من که راضیم حالا خود دانی !!!!",6,0,5,5,5,5,5,5
,,"قیمت معقول نیست لطفا لطفا شگفت انگیز کنید",7,5,3,3,3,3,3,3
,"دو لمس همزمان","شگفت انگیز= خرید",10,0,4,3,4,4,3,3
