positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"استفاده از راديو بدون هندزفري
باتري با دوام فوق العاده که يک هفته به يک هفته نياز به شارژ دارد حتي با اسنفاده زياد
سرعت بالاي گوشي نسبت ديگر گوشي هاي هم رده
استفاده از اينترنت
تراکم پيکسلي خوب صفحه نمايش","صداي پيش فرض پيام کوتاه رو نميشه تغيير داد","سلام دوستان این گوشی خیلی خوبه 5 ماه هست که گرفتم از دیجی کالا من خودم گوشی های ساده زیادی رو استفاده کردم که باید اعتراف کنم این بهترین گوشی ساده ای هست که با قیمت زیر 100 هزار تومان تولید شده و پیشنهاد میکنم که حتما اگر یک گوشی ساده خوب می خواید بدون شک این رو امتحان کنید",0,1,5,4,5,5,4,4
,,"من که از خریدش پشیمون شدم چون اندازه فونت برام خیلی مهم بود و در عین تعجب این قابلیت ساده رو هم نداشت.
حتی انتقال شماره از سیم کارت به گوشی هم ظاهرا نداره.
خدا پدر نوکیاهای قدیمی رو بیامرزه تو منوش کلی امکانات داشت اما این ZTE خیلی داغونه.
در یک کلام نخرید.
و دیجی کالا هم از مرجوع کردنش امتناع کرد !!!",3,1,3,3,3,3,3,3
"امکانات خوب نسبت به قيمت","مقاوم نبودن در برابر ضربه","حقیقتش اینه که این سبک گوشی ها در درجه اول باید مقاوم باشند،یعنی اگه از دستت افتاد چیزی نشه،متاسفانه یک روز بعد از استفاده از دستم افتاد و نصف صفحه نمایش از بین رفت!!!! به همین سادگی
اما انصافاً سایر امکاناتش نصبت به قیمتش خوب بود ولی حیف که با یه ضربه کوچیک فاتحه اش خونده شد!!!!!",3,1,3,3,3,3,3,3
"باطري فوق‌العاده قوي
سبک و خوش دست
منوي ساده
راديو قوي و گيرنده بدون آنتن
شارژ سريع و شارژر اصلي","نمايشگر متوسط
فونت فارسي استفاده شده بدردنخور","با سلام
گوشی خوبیه باطریش در روز پنجم با دو سیمکارت همزمان هنوز 100 درصد بود
در یک کلام باطری تمام نمیشود.
تنها ایرادی که میشه گرفت صفحه نمایش ضعیف و فونت فارسی استفاده شده است که حروف رو خوب نشون نمیده.
نتیجه؛ گوشی ساده و خوبی و برای کسانی که دنبال باطری با طول عمر بالا میگردن بهترین گزینه است.
من از خریدم راضیم.",4,1,5,2,5,5,4,4
"باتريش خيلييييييي قوي هست حدود 1 ماه يکبار بايد شارژش کني!!","هيچ مشکلي نداره نسبت به قيمتش عالي هست","حتما پیشنهاد میکنم",2,2,5,5,5,5,5,5
"صداي مکالمه خوب
زبان فارسي","حافظه داخلي ندارد!!!
نسبت به گوشي هاي هم رده ارتفاع زيادي دارد که باعث بد فرمي آن شده
هندزفري ندارد","اهنگ های پیامک داغونی داره...
در کل راضی کننده است",3,2,3,3,3,3,2,3
"باتري فوق العاده قوي آنتن دهي خيلي خوب کليد هاي مناسب و جزيره اي","متناسب قيمت به هيچ عنوان ضعفي ندارد","واقعا باطریش بیش از حد خوبه . 3 خط داره باطری . 10 روزه خریدم هنوز همون 3 خط هست و کم نشده. فکر کنم یک ماه شایدم بیشتر دوام بیاره.
آنتن دهی خوب - هوواوی هم دارم . خیلی این گوشی بهتر آنتن میده.
خیلی راضی هستم. خوش دست هم هست",2,1,5,5,3,5,3,3
,,"من تقریبا دو هفته هست که این گوشی و رو خریدم برای کار تو کارگاه...تو این دو هفته یه بار شارژ کردم....دقیقا یه هفته شارژ اولیه اش دوام آورد",4,1,3,2,3,2,1,1
"باتري قوي
درگاه شارژ Micro usb","دکمه هاش صدا ميدن
حرف ه رو متصل نمي نويسه","حافظه تعداد مخاطباش 200 تاس. امکاناتش خیلی خوبه. اما گوشی بادوامی به نظر نمیاد.",5,4,5,3,5,4,4,2
"باتري خوب
انتن خوب
راديو بدون هندزفري","اهنگ alarm فقط پيش فرض دارد","شارژرش میکرو هست سوزنی نیست
همه امکانات رو داره بلوتوس اینترنت رادیو فلاش قوی اگر جاوا هم اجرا میکرد فوق العاده بود",6,1,5,4,4,4,4,4
"باتري
فلاش",,"عجب باتری گذاشتن واسش با این سخت افزار و باتری باید یه ماه یه بار شارژ بشه",9,1,4,2,1,5,3,1
"باطري قوي.پخش راديو بدون هندزفري","شارژر قديمي سوزني.حافظه کم","در کل گوشی جالب و به صرفه واقتصادی و باکیفیتی به نظر میرسه.شرکت zteتوانسته در این مدت رشد قابل توجهی را در بازار ایران داشته باشه واین رشد مستلزم کیفیت در عین قیمت مناسب محصولاتش به چشم میخورد.قبلا سه تا گوشی ساده زد تی ای را از دیحی کالا خریداری کردم واز انها راضی هم بوده ام ولی چیز جالب توجه این گوشی باطری1700امپری است که دارد.این امپر برای یک گوشی ساده خیلی زیاد وجزء مزیتی بالا محسوب میشود.والان هم قصد خریدش را دارم.",3,2,3,4,3,5,3,2
