positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"finger print
صفحه نمايش عالي
سرعت بالا",دوربين,"با دو روز تجربه استفاده ضعف چشمگیری ندیدم ازش من مشکل تاچ هم ندارم با اینکه بعضیا اینجا نظر دیگه ای داشتن ظاهر زیبایی داره دوربینشم در حد معمولیه از دوربین سلفیشم انتظار بیشتری داشتم ولی در کل نسبت به قیمت عالیه یک محافظ صفحه با یک کاور هم تو جعبه اش موجوده",1,0,5,4,4,4,4,3
,,"من رنگ نقره ای این گوشی رو حدود یک ماهی میشه خریدم.البته پشت گوشی نقره ایه و جلوش سفید رنگه.
تاچ گوشی . دوربین حسگر انگشت عالیه
صئای گوشی چنگی به دل نمیزنه
در کل با این قیمت پیشنهاد مکنم بخیرید",2,0,5,4,5,4,4,5
,,"نسبت به قیمت و امکانات موجود این گوشی، ارزش خرید دارد",3,1,4,4,4,4,3,3
"حسگر اثر انگشت عالي و دقيق
کيفيت صفحه خوب
سخت افزار و نرم افزار به روز","با توجه به قيمت هيچي","من این گوشیو تازه خریدم واقعا گوشیه خوبیه تقریبا همه امکانات یه گوشیه مدل بالا و گرون قیمت رو داره . اگه اندروید نوقا هم براش بیاد واقعا یه گزینه خیلی عالی میشه.تقریبا تو این رنج قیمتی بی رقیبه",4,1,3,4,3,5,4,4
"حسگر اثر انگشت
پردازنده قدرتمند
اندرويد 7
کيفيت بالاي دوربين",ندارد!,"گوشی بسیار روان است کیفیت دوربین عالیست حسگر اثر انگشت دقیق و سریع است با یک بار شارژ تا 3 روز کار های عادی جواب می دهد اندروید 7 هم براش به صورت ازمایشی اومده و تا چند وقت دیگه نسخه نهایی منتشر میشه و برای پشتیبانی از دوسیم کارت بصورت همزمان و کارت حافظه راه هایی وجود دارد که میتوانید سرچ کنید در اخر پیشنهاد میکنم حتما بخرید پشیمون نمیشید.",5,2,5,4,5,4,4,4
"همه چي",هيچي,"من دوسه روزه برای بابام گرفتم عالیه مخصوصا شارژدهی و صفحه نمایشو حسگر اثر انگشتش...",5,2,5,5,5,5,5,5
"طراحي زيبا
کيفت ساخت خوب
تاچ فوق العاده
بدون هنگي و روان بودن
کيفيت بسيار خوب صفحه نمايش","کيفيت دوربين","در این بازه قیمتی، بهترین انتخاب است.",6,2,5,4,5,5,5,4
"ظاهر وزن و خوش دستي صحفه نمايش عالي سرعت خوب","نداشتنotg همينطورNfc","درکل گوشی عالیه",4,1,3,5,2,5,5,2
"همه چيش",نداره,"تو این رنج قیمت باورنکردنیه!!!! فقط میتونم بگم عاااالیه",9,3,5,5,5,5,5,5
"سرعت زياد وعالي cpu
نصب نرم افزار هاي متعدد ومتنوع وامکانات فراوان آن
مصرف باتري قابل قبول
کيفيت خوب دوربين جلو
مديريت حافظه خوبي دارد","صفحه نمايش نه چندان عالي يعني نوع LCD آن عالي نيست IPS درجه 2
دوربين عقب متوسط و وضوح کافي ندارد و رنگ هاي آن طبيعي نيست
براي دور گوشي از فريم ها پلاستيکي استفاده شده است فقط قاب پشتي فلزي است
استفاده مشترک از کارت حافظه و سيم کارت
لوازم جانبي آن هزينه به بازار نيامده است","من این گوشی را بعد از کلی تحقیق بررسی بعد از 4 سال استفاده از گوشی سونی با گارانتی رسمی هوآوی و استعلام گارانتی آن از نمایندگی و اصالت گوشی خریدم . ولی بعضی مشخصات آن با آنچه که در سایت ها معرفی شده است فرق می کند . پردازنده این گوشی 8 هسته ای است که بالا ترین فرکانس آن 1.7 گیگا هرتز است نه 2.1 RAM آن در عمل 1.75 است که همیشه نصف بیشتر آن درگیر نرم افزار های سیستمی پیش فرض است. میزان حافظه در دسترس آن 10.41 گیگ است و بقیه توسط برنامه های پیش فرض اشغال شده است . این گوشی قابلیت خواندن OTG و سنسور ژیسکوپ و NFC ندارد . دوربین آن شاید در کاغذ 13 مگا پیکسل باشد ولی معیار های دیگر ی هم هست که نشان میدهد دوربین چندان عالی ندارد نسبت به سامسونگ وسونی ودر مورد صفحه نمایش هم همین طور است . مصرف باتر ی آن خوب وقابل قبول است .نسبت به قیمت آن ارزش خرید دارد شگرد هوآوی این است که با طراحی خوب و فریبنده ظاهر گوشی و نرم افزار های نصب شده زیاد ومتنوعی که عملا کاربرد زیادی ندارند و مشخصات معرفی شده گوشی که عملا این طور نیست خریداران را مجذوب می کند، ازدیگر ضعف های این گوشی که بالا اشاره نشده ضربه پذیری زیاد آن و کیفیت ضعیف بدنه آن است . مشخص نیست که عمر مفید آن چقدر باشد ؟",10,17,3,1,5,3,2,4
