positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"تو ی کلام عالیه خیلی محکمه ی عمر کار میکنه",2,0,4,4,4,5,4,3
,,"گوشی خوبیه من یک هفته ست خریدم با توجه به نظرات انتظار داشتم صفحه نمایش افتضاحی داشته باشه ولی واقعا خوبه همچنین تاچش هم مشکلی نداره در کل گوشی بدی نیست با این قیمت 4g خیلی خوبه",1,0,4,4,4,4,4,3
"کار کردن آسان
سيستم نرم افزاري قدرتمند
بدنه مقاوم
کيفيت صفحه
تاچ قدرتمند","دوربين ضعيف
نداشتن هندزفري","گوشی از لحاظ بدنه مقاوم و از لحاظ نرم افزاری بروز و از لحاظ کیفیت دوربین متوسط رو به پایین و از نظر راحتی بسیار بالا داشتن تاچ قدرتمند و...",4,0,5,4,4,4,4,4
"قيمت به صرفه
کيفيت خيلي خوب نصبت به قيمت
خوش دست بودن البته بدون گلس و قاب ژله اي
امکان 4G
سخت افزار خوب نصبت به قيمت","نداره فعلا تا هالا هم خراب نشده جنس بدنش هم خيلي قوي هست تا هالا پنج بار از توجيب سوراخم که داشتم ميدو ييدم افتاد ولي فقط بدنش خطو خش افتاد ويه زره هم ضرب ديد","به نصبت به قیمتش خیلی عالی هست این اولین گوشی هست که من دارم وازش خیلی راضی هستم",2,1,5,5,4,5,5,5
,,"نزدیک 6 ماه پیش توی فروش ویژه خریدم
واقعا ازش راضیم",4,0,3,3,3,3,3,3
,,"دقیقا باـy3II قیمتش یکیه ولی طبق مشخصات و تجربه شخصی،این گوشی بهتره،،اندرویدشم فکر نکنم اپدیت نشه،",7,0,4,3,3,2,3,1
"اندرويد
کوچک و اندازه
قيمت خوب",باتري,"این گوشیو پدرم خریده فقط میتونم بگم عالیه",4,0,4,4,3,3,4,4
"پشتيباني از 4G","تاچ ضعيف","من این گوشی رو 6 ماه پیش خریدم. بعد یک هفته وسط صفحه لکه مشکی ایجاد شد. بردم گارانتی گفت چیزی نیست! تاچش به صفحش چسبیده داغ میکنیم جدا میشه! بعد دو روز رفتم تحویل گرفتم. دیدم قسمت بالای تاچش از کار افتاده. دوباره بردم گفتن تاچش خراب شده ، باید سفارش قطعه بدیم طول میکشه. نهایتا بعد یک هفته گوشی رو دادن. که پایین صفحه هی شل میشد ول میکرد چسبش باید فشار میدادی تا تاچ رو بگیره! در کل با این گوشی 6 ماه ساختم که الان مجدد تاچش مرخص شده. گارانتی بسیار ضعیف و بد ال جی و برخورد بد پرسنل اون گارانتی (مگه گوشی چندی خریدی!) برام درسی شد که دیگه ال جی نخرم. قبل این گوشیم LG L90 بود که اون خوب کار کرد. به هر حال توصیه در این رنج گوشی ال جی نخرید.",17,6,1,1,4,4,3,3
,,"باسلام خدمت دوستان بنده یک گوشی لنوو دارم با رام512 و حافظه 2گیگ که 512مگابایت رام کمکی واسش گرفتم و با پارتیشن بندی یک رم16گیگ اصلا حافظه کم نمیارم هرچقدر برنامه بخوام میتونم نصب کنم و همینطور با یسری برنامه ها از آخرین حد کرنل یا cpuگوشیم دارم بهره میبرم منظورم اینه دوستانی ک میگن این گوشی فقط ب درد تلگرام میخوره اگه یذره از اپلیکیشن ها سردربیارید میتونید به همین گوشی کاری کنید که با گوشی های خیلی سطح بالا رقابت کنه",2,8,5,3,5,5,5,3
,,"نسبت به قیمتش واقعا می ارزه",4,2,5,3,4,4,4,3
"ارزش خريد بالا نسبت به قيمت
طراحي عالي نسبت به قيمت
کيفيت قابل قبول تمام قطعات
صفحه ips
سخت افزار مناسب و سريع با اين قيمت","تاچش کمي ضعيفه که البته من اونو با گوشي اصليم LG v20 مقايسه کردم ولي در کل بد نيست يعني مشکل ساز نيست
صفحه ips آن از بالا اصلا ديد ندارد
دوربين در محيط خانه تاريکه
شبکه LTE از نوع Cat4","نسبت به قیمت فعلا فوق العادس . سرعتش عالیه. فقط کیفیت صفحه نمایشش چندان جالب نیست ولی خوب خیلی بدم نیست.
نسبت به پولی که میدین واقعا خوبه.",6,3,5,4,2,3,4,3
"اينترنت 4جي
کيفيت ساخت الجي نسبت به قيمت بالاست","تاچ بسيار ضعيف
کيفيت صفحه جالب نيست","در کل به قیمتش میارزه و حالا حالا ها واستون کار میکنه از کیفیت اینترنتش رضایت کامل دارم ولی به عنوان گوشی اول پیشنهاد نمیکنم من بیشتر برا شیر کردن اینترنت و خط رزروم استفاده میکنم ولی اگر بخوام بعنوان گوشی اولم استفاده کنم حتما انتخاب دیگه ای میکنم چون تاچ این گوشی واقعا رو اعصابه",1,3,3,3,2,1,1,1
4G,,"چند ماهه که این گوشی رو برای پدرم خریدیم
به درد کسایی می خوره که استفاده عادی از گوشیشون دارن مثلا فوقش میخوان خبر بخونن و تلگرام
در صورت این طور استفاده هم تا یه روز کاری شارژش جواب میده به شرط اینکه مدام رو حالت 4G نباشه سیم کارتاش
اگر بگذارید روی gsm only شارژش خوب جواب میده برای استفاده های اینطوری",2,2,3,3,3,3,3,2
"سبک بودن
کيفيت ساخت خوب (ساخت کره)
امکانات خوب به نسبت قيمتش (4g)",باتري,"من از این گوشی 2 تا خریدم برای پدر و مادرم.

گوشی روان و خوبیه. برای استفاده معمولی خیلی خوبه. فقط باتریش یکم زود خالی میشه دیگه خیلی کم استفادش کنی تا 24 ساعت خالی میشه. اگر باتریش قویتر بود عالی بود به نظرم با این قیمت.",0,3,3,3,5,4,4,2
"رابط ساده کاربري
قيمت مناسب
سرعت بالا
اندرويد 6
شبکه فورجي","حافظه پايين
نسبت به قيمت ايراد چنداني ندارد","این گوشی رو کادو به یکی از دوستان هدیه دادم.با توجه به اینکه این فرد تا به حال از گوشی هوشمند استفاده نکرده بود ، به لحاظ سادگی کارکرد و سرعت بالا خیلی راحت تونست ازش استفاده کنه.نقاط قوتش رو در بالا اشاره کردم.و به نظر من گوشی خوبی بخصوص برای افراد مبتدی که نیاز چندانی به حافظه بالا ندارند، است.نسبت به قیمتش عالی پیشنهاد میکنم",2,2,3,3,3,5,3,3
