positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"سنسور اثر انگشت
سه گيگ رم
فلزي","صفحه نمايش
دوربين سلفي نسبتا ضعيف","من سه روزه این گوشی رو گرفتم و خیلی راضیم
صفحه نمایشش خیلی هم ضعیف نیست و خوبه
درضمن مصرف باطری این صفحه کمتره
دوربین سلفیش یه کم ضعیفه
تنها مشکلش نبود گلس و گارده
قیافش اصلا به گوشی یه میلیونی نمیخوره
عالیه
اصلا بین اینو j7 2016 و a5 2016 شک نکنید
اینو بخرید",0,1,5,5,5,5,4,5
,,"دوستانی که از صفحه نمایش این گوشی ایراد میگیرن میتونن به سراغ galaxy c5 برن تقریبا با جی 7 پرایم یکیه صفحه نمایشش امولد و دوربینشم 16 است البته نمیدونم قیمتش او این رنج هست یا نه",0,0,5,5,5,5,5,3
,,"صفحه نمایش این گوشی از نوع LPS است که فناوری نزدیک به IPS دارد و مختص سامسونگ می باشد. از نظر زاویه دید و طبیعی بودن رنگ ها دقیقا همانند IPS است. من ده روزه که با این گوشی کار میکنم کیفیت صفحه نمایشش عالیه. از خریدم راضیم در خریدش شک نکنید. با جستجو در اینترنت میتونید اطلاعات بیشتری در مورد فناوری LPS کسب کنید.",4,2,5,5,4,5,4,5
,,"با سلام و احترام؛
من در خصوص خرید گوشی تو رنج 1 تا 1/200 خیلی تحقیق کردم بین این گوشی و A5 2016 aشک داشتم کدوم رو بگیرم با بررسی و دیدن LIVE گوشی تو نمایندگی سامسونگ بجز تفاوت صفحه نمایش چیزی خاصی در A5 2016 ندیدم و مشخصات نرم افزاری و سخت افزاری و بدنه این گوشی خیلی بالاتره و صفحه نمایش هم کاذب نیست همه چی رو بصورت واقعی نشون میده.
3 روز این گوشی رو خریدم و خیلی راضیم از خریدش تو این رنج واقعا عالیه بخرید و شک نکنید نسبت به j7 2016 و a5 2016 خیلی بالاتره. موفق باشید",4,4,5,5,3,5,5,3
,,"در کل گوشی خوبیه خدایی",8,1,2,5,5,5,5,4
,,"یعنی واقعا کشته مرده ی سامسونگم با این طراحی کاملا تقلیدی . این گوشیو کناره اچ تی سی وان a9 بزارین هیچ تفاوتی ندارن یعنی فقط تنها کاری که سامسونگ انجام داده اضافه کردنه کلید های بازگشت و خانه به پایینه گوشی بوده . قیمتم که ماشالا با این سخت افزار نسبتا میان رده خیلی بالاس . یه چرخی تو گوشیای دیگه بزنین با این قیمت میتونین اسمارت فون بهتری بخرین از برند های بهتر البته",9,19,4,2,3,4,1,1
هيچ,"همه چيز","صفحه نمایش از نوع TFTهست که از ips هم پایینتره",4,12,3,3,3,3,3,3
"دوربين اصلي و سلفي عاليه
سرعته خوب
باطري عالييي
حسگر اثر انگشت
LED Notification",اسپيکر,"درود بر همگی
من این گوشیو تقریبا 5 روزه خریدمش اونم گلدش رو که خییییییلی خوشگله و پشتش تقریبا شبیه آیفونه و فلزی هم هست و واقعا هم ازش راضی هستم،تو ایران تا اونجایی که من میدونم فقط رم 16 داره.
کیفیت دوربینشو واقعا دوست دارم خیلی عالیه.
حسگر اثر انگشتشم خیلی خوبه تعجب میکنم چرا یکسریا بدشو میگن.
کیفیت صفحه رو خیلیارو دیدم که شکایت میکنن ازش ولی واقعا عالیه.
فقط اسپیکرش بنظرم یکم ضعیف میاد ولی نه جوری که دل آدمو بزنه.
من فقط2تا مشکل داره گوشیم،اول اینکه احساس میکنم یکم تاچش قطع و وصلی داره و اینکه آنتنش تو خونه یکی 2تاس و بیرون 4تا.
اینا تجربیات من بودن از این گوشی،احتمالا هم اشکال فقط از گوشی منه و قصد ندارم دلتونو چرک کنم،ولی در کل محشره و نسبت به قیمتش حتما پیشنهاد میکنم بخرین و لذت ببرین ازش.",8,1,5,5,5,5,5,5
,"زاويه ديد","خدایی نمی ارزه. این پول میشه سونی زد3 پلاس یا الجی جی4 بدون گارانتی خرید. یا اچ تی سی وان A9 یا نکسوس 5x خرید.",3,8,0,0,0,0,0,0
,,"اگه پنل صفحه نمایشش سوپر امولد بود حتما میگرفتم ولی حیف که TFT هسش و عین سوپرامولد وضوح نداره",3,5,5,5,5,5,5,5
