positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
4G,,"حدود یک ساله که این گوشی رو خریدم به نسبت قیمتش خیلی خوبه ولی باید بلد باشید و باهاش کنار بیایید
فونت فارسی پیشفرض گوشی افتضاح بود ولی من یه فونت خوب نصب کردم تو اکثر جاها مثل تلگرام و اس ام اس و... درست شد ولی تو evernote و instapaper و بعضی اپ های دیگه عوض نمیشه با این حال اینکه تو اکثر اپ ها بهتر میشه خوبه و راضی کنندس اگر شما هم با فونت فارسی خودش مشکل دارید فونتش رو عوض کنین (چون دیجیکالا به عنوان تبلیغ درنظر میگیره از نظرم این قسمت رو حذف کردم که دقیقا چه فونتی بگیرید و...)
در مورد صفحه نمایش برای کار کردن تو بیرون مناسبه - البته با زدن تیک outdoor (نور ماکزیمم)
ولی اگر شما دنبال گوشی ای میگردید که باهاش خبر و متن طولانی و وقت گذرونی تو تلگرام به مدت طولانی انجام بدید صفحه نمایشش به نظرم چشمتون رو اذیت میکنه هرچند تو استفاده معمولی انصافا خوبه و رنگ ها رو هم خوب نشون میده
در مورد سخت افزار من تا حالا اصلا بازی سنگین روش نصب نکردم ولی برای کارهای روزانه مثل تلگرام و ایمیل و یادآور و یادداشت و کارهای معمولی عالیه
اگر روش یه کارت حافظه کلاس 10 هم بندازید برای دانلود هم عالی میشه چون حافظه داخلی خیلی کمی داره (2گیگ در دسترس) که با نصب نرم افزار خیلیش پر میشه
اما اگر کارت حافظه داشته باشید میتونید نرم افزار هایی که قابلیت انتقال به SD Card رو دارن رو به SD Card انتقال بدید.
فقط حتما کلاس 10 بخرید که سرعتش بالا باشه و اذیتتون نکنه (از خود دیجیکالا میتونید بخرید)
البته تو اندروید کیت کت برنامه های غیر سیستمی دسترسی مستقیم به همه جای کارت حافظه ندارند ولی به پوشه خودشون تو پوشه اندروید دسترسی دارن
برای دانلود ADM عالیه و برای تورنت هم نرم افزار خود بیت تورنت درمورد مطلب قبلی که گفتم (دسترسی به کارت حافظه) الان مثال میزنم چندتا برنامه رو برای اینکه بتوانید با این گوشی دانلود کنید حتما باید از نرم افزار هایی استفاده کنید که بشه پوشه ای که توش فایل ها رو میریزم تغییر داد مثلا ADM و...
ولی چون نرم افزار ها دسترسی مستقیم به کارت حافظه ندارند باید پوشه خاصی رو بهشون بدید که بهش دسترسی داشته باشن.
مثلا برای ADM اینه : extsdcard/android/data/com.dv.adm
یا برای بیت تورنت : extsdcard/android/data/com.bittorrent.client
حواستون باشه که وقتی این پوشه ها رو میدید به نرم افزار ها اگر خود اون نرم افزار رو پاک کنید این پوشه ها هم پاک میشه مثلا اگر ADM رو پاک کنید پوشه اش که تو بالا اسم و آدرسش رو دادم هم پاک میشه پس حواستان باشه قبل از این کارها با فایل منیجر خود گوشی فایل های دانلودیتونو انتقال بدید به یه پوشه دیگه تو SD Card بیرون از پوشه android
فایل منیجر خود گوشی واقعا خوبه و حتی میشه توش میانبر به یه سری پوشه تعیین کرد که کار رو خیلی راحت میکنه و چون مال خود گوشیه به کل SD Card دسترسی داره
در مورد رم کمش (768 مگابایت) باید بگم که اگر نرم افزار گرینیفای (greenify) نصب کنید واقعا مشکل کلی حل میشه و گوشی کلی روون میشه
چرا؟ چون شما نرم افزار هایی که نیاز نیست همیشه فعال باشن رو تیک میزنید و اون فورس استوپشون میکنه و به طور کامل بسته میشن الان من شاید 40-50 تا نرم افزار مختلف نصب کردم، ولی به لطف اون گوشیم خیلی هنگ نمیکنه باتریش هم با استفاده معمولی یک روز کاری دووم میاره البته گرینیفای اینجا هم مفیده و چون برنامه های اضافی رو میبنده شارژ گوشی هم بیخودی واسه اون نرم افزارها مصرف نمیشه
حالت LTE only نداره توی تنظیماتش ولی معمولا حتی با دو آنتن هم میمونه رو LTE (اگر LTE باشه تو منطقه تون)
توصیه میکنم موقعی که از اینترنتش نمیخواید استفاده کنید بگذارید رو gsm only که هم شارژ کمتر مصرف کنه و هم آنتن بهتری بده ولی اگر این کار رو کردید باید حواستون باشه موقعی که میخواهید اینترنت استفاده کنید بگذارید رو حالت اتوماتیک
موقع دانلود 4G شارژش زیاد مصرف میشه که طبیعیه
بلندگوی گوشی هم انصافا بد نیست و صدای زنگش رو تو بیرون میشه شنید در هر صورت به عنوان یه گوشی خوبه نه چیز دیگه ای!
موفق باشید
یا علی",1,0,4,3,3,3,3,2
"[""صفحه نمايش"",""باتري"",""دوربين""]","[""حافظه داخلي گوشي""]","این گوشی رو حدود 10 ماه پیش گرفتم واسه مامان گلم...گوشی خوب و جالبیه و خوش دسته.صفحه نمایش خوبی داره دوربینش هم نسبت به قیمتش چیزی کم نذاشته...فقط یکم حافظش اذیت میکنه و واسه کسایی مثل جوان ترها که بیشتر اطلاعات دارن و براشون مهمه جالب نیست...باتریش هم خوبه و زود شارژ میشه و من تا الان مشکلی ندیدم.نسبتا مقاوم هم هست و یه ضربه کم مشکلی براش پیش نمیاد و محکمه.در کل گوشیه خیلی خوبیه نسبت به قیمتش به نظرم اگه به روز بودن براتون مهمه ولی امکانات نه میتونه گزینه خوبی باشه",0,0,4,4,3,5,4,3
"[""مقاومت بدنه بسيار بسيار بالا صفحه خيلي خوب و شفاف""]","[""هنگي خيلي زياد""]","من نزدیک 9 ماهه این گوشی رو دارم صفحه خوب و شفافی داره و خیلی مقاوم در برابر ضربه فقط هنگی خیلی زیادی داره طوری که روزی چندبار باید روشن خاموشش کنم
دوربین خوبی داره نسبت به قیمت
از نظر نگهداری شارژ هم خوبه و زود شارژ میشه واسه حافظه هم power clean نصب شه به حافظه یکمی کمک میکنه
رنگ سبزآبیش رو دارم که خیلی شیکه مخصوصا برای خانوما هرکی دیده از رنگش بدش نیومده فک نکنید خیلی جیغ یا بد رنگه رنگ شیکی داره
تو این رنج قیمت گوشی های اسمارت خیلی فوق العادن من یک سال داشتم و اصلا پشیمونی نداشتم
نقد و بررسی تو 9 ماه گذشته",4,3,3,2,3,2,3,3
"4Gو 64بيت","باتري ضعيف","گوشی خوبی است ولی باتریش خیلی زود خالی می شود البته من زیاد مصرف می کنم",2,0,5,5,5,3,4,5
"نمايشگر
کيفيت ساخت
دوربين هاي خوب
پردازنده64 بيتي","کيفيت ساخت","از دیجی کالا رنگ سرمه ای شو خریدم چون سیاهش ناموجود بود دوماه است خریدم تنها یک بار ری استارت کردم چون تاچش کلا از کار افتاده بود.
رمش 768 مگابایته فقط چندتا کمک برنامه و تلگرام نصب کردم و هنوز پر نشده.
دوربین سلفیش 2 هست اما کار 5 مگاپیکسل رو انجام میده.
هردو روز یک بار توی شارژ میزنم برای من گوشیه خوبیه با پولی که دادم...
تنها ایرادش اینه قابش بد باز میشه",2,1,5,4,5,5,5,4
"[""قيمت کم طرح زيبا کارايي عالي""]","[""حافظه داخلي کم""]","9ماهه استفاده اش می کنم تا به حال دو سه بار هنگ کرده اونم به خاطر حافظه اشه چون فقط 2 گیگ حافظه داخلی داره ولی هیچ بازی نبوده که تیک بزنه حتی مورتال کومبات x هم توش بازی کردم با گارد و ... خلاصه عالیه از دست ندین گوشیو",1,1,5,4,4,4,3,4
"[""همه چي""]","[""بعضي موقع ها تو بازي لگ ميزنه ""]","این گوشی عالیه من شش ماهه دارم ولی میخواید مثله این گوشی با اندروید و حافضه بالاتر بخرید برید galaxy j1 mini رو بخرید واقعا عالیه",1,1,4,5,4,4,3,4
"[""ارزش خريد نسبت به قيمت""]","[""باتري و cpu ضعيف""]","سلام من 5 ماه این گوشی رو دارم نسبت به قیمتش عالی اگه بخوای تو این رنج قیمت گوشی بخرید j1 بهترین گوشیه طراحی ظاهریش خوبه ولی قاب پشتیش چندان جلوه ای نداره خوب کار می کنه و سر سخته سنگین ترین برنامه ها رو باز می کنه ولی تنها مشکلی که داره باتری وcpu اون هستش خیلی زود خالی می کنه و خیلی هم داغ می کنه مخصوصا وقتی کلش بازی می کنی.همین مشکل باعث شده من تصمیم گرفتم عوضش کنم.",1,1,5,2,3,3,2,2
"صفحه نمايش بسيار عالي
دوربين هاي معقول و به نسبت قيمت عالي
خوشدست","قيمت صفحه نمايش 200 هزار تومنه به علت AmoLed بودن خراب شد ديگه نميصرفه درستش کنم البته شکست","گوشی خوبیه تا 1000000 تومن فقط این می ارزه یه 8 ماهی داشتم به عنوان گوشی دوم معرکه بود تا پسرم صفحه رو شکست و ارزش تعمیر نداره چون بیش از دوسوم قیمت گوشی هست گوشی دوم معرکه ای هست بخرین پشیمون نمیشین نه لگ داشت نه ری استارت",1,1,5,4,4,5,4,3
"قيمت مناسب
دوربين سلفي خوب
باتري","دوربين اصلي ضعيف
cpu ضعيف
هنگ بالا با وجود استفاده کم","من این گوشی رو برای یکی از آشنا ها که می خواست فقط سیمکارت بندازه و زنک بزنه و اس ام اس بده خریدم ، گوشی بدی نیست قیمتش خوبه ، اما با وجود استفاده کم زیاد هنگ می کنه و اصلا پاسخ گوی نیازهای معمولی(تلگرام،بازی،وبگردی و ...) نیست",3,4,4,3,1,3,3,2
