positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"دوربين
اجراي راحت برنامه ها با داشتن 2 گيگ رم","دکمه هاي کناري، کم و زياد کردن صدا، قفل شدن صفحه","تجربه بعد از 5 ماه استفاده
اوایل خرید این قدر حساس بود که من تا حالا ندیده بودم
این قدر دکمه های کناریش حساس بود که فقط افی بود یه کوچولو لمس بشه تا واکنش بده، انگار لمسی بود
اما
الان باید جون بکنی تا صدا کم و زیاد بشه یا صفحه قفل بشه
منطقی هست با داشتن 2گیگ رم، میتونه برنامه های روزمره رو بدون اذیت کردن باز کنه.
دوربینشم به نظر من با توجه به قیمتش خوبه
الان هم می خوام برم گارانتی ، نتیجه رو بعدا میگم.",0,0,3,2,3,3,3,3
"دوربين سلفي","ذخيره شارژ باطري","من خیلی وقته این گوشی رو دارم چون نمیخواستم زیاد هزینه کنم و به دلیل اینکه مودم این شرکت رو هم داشتم و اینکه اوایل ورود این برند به عرصه ی تلفن همراه بود اطمینان کردم و به هیچ وجه پشیمان نیستم،دوست عزیز اگه رویایی فکر نمیکنی این گوشی انتخاب مناسبیه ولی اگر به نظر بنده میتونی تا هشتصد هزار تومان هزینه کنی این گوشی رو نخر ولی اگر زیر این مبلغه حتما همین گوشی رو بگیر،من با گوشی بازی نمیکنم ولی در حالت عادی تا حالا هنگ نکرده و یک نکته مطمئنا چون اول راهه قطعاتش کمه فعلا پس اگر انسان منظمی هستی این گوشی رو بگیر.تمام",0,1,5,2,3,4,3,2
"دوربين
باطري
تاچ عالي",هيچي,"سلام.من این رو از بیرون خریدم.عالیه عالین",0,1,3,4,4,5,3,4
"همه چي","پيدا نشدن لوازم جانبي","سلام.واقعا گوشی خوبی هستش از هر لحاظ تو این قیمت نصبت به برندایه دیگه شک نکنید",0,1,3,3,3,3,3,3
"اينترنت 4gبراي هر دو سيم ،اصلا هنگ نداشته،حافظه داخلي مورد قبول،اجراي اکثر برنامه هايش قابل نصب،قطب نماو....","اسپيکر ضعيف،دوربين نسبت به گوشي سوني کمي ضعيفه ولي نسبت به سامسونگ خوبه","تجربه 6ماهه استفاده از گوشی نقاط قوت:اصلا هنگ نداره ،اجرای برنامه هایش قابل نصب وسی پی یو قوی،صفحه نمایش مورد قبول با سایز مناسب وخوش دست،باطری با شارژ مناسب،4gاینترنت بسیار قوی ،داشتن قطب نما و...نقاط ضعف: اسپیکر ضعیف با صدای کم",1,2,3,3,3,3,3,3
"رم مناسب.باطري با ظرفيت مناسب.دو سيم 4g","ساپورت لوازم جانبي","با توجه به قیمتش سخت افزاره خوبی داره.مشکلاتی هم که بعضی از دوستان فرمودند هیچ کدوم رو من باهاش نداشتم.در مجموع خوبه",0,1,3,5,3,3,3,3
"قيمت سخت افزار دوربين با کيفيت صفحه تاچ عالي طراحي زيباي گوشي","هيچ مشکلي نداره","سلام
دوستان من الان نزدیک به یک ماه میشه که این گوشی رو خریدم و تا اینجا خیلی راضی بودم از این گوشی...این گوشی با توجه به قیمتی که داره خیلی امکانات زیادی هم داره.اول می خواستم بخرم شک داشتم ولی الان کاملا نظرم عوض شده...به کسایی که شک دارن هم می خوام اطمینان بدم که عالیه این گوشی.
امید وارم که دیجی کالا تایید کنه پ بزاره نظرمو تا شما هم متوجه بشید.",0,2,5,5,4,5,5,5
,"همه چي","خیلی گوشی خشک و هنگی. پیشنهاد نمی کنم",1,1,3,3,3,3,3,3
ارزون,"باگ نرم افزاري
کيفيت ساخت پايين
نبود لوازم جانبي
هر چي که فک کنين","سلام
این چندمین باره که میام اینجا و نظر میزارم .
من که گول تبلیغات قرعه کشی این گوشی رو خوردم و خریدمش.
ولی اگه کسی خواست گوشی بخره حتما و حتما و حتما به برندش اهمیت زیادی بده .
چون با وجود این همه مشکلات که واسه من پیش اومده کاری نمیتونم بکنم.
ولی اگه گوشی رو از برند معروفی میخریدم با وجود اینکه قیمتش بیشتره ولی ارزش بالایی هم داره.
چون اگه چیزیشون خراب بشه اعم از مشکل نرم افزاری و سخت افزاری هم فایل های گوشی به راحتی پیدا میشه و هم سخت افزار شون تو بازار هست و تعمیرکارا هم میتونن کاری کنن.
امیدوارم که این نظرو دیگه تأیید کنن . خدا شاهده توش دروغی نگفتم.",39,3,5,4,4,5,4,3
,,"شک دارم گوشی خوبی باشه",5,2,3,2,3,3,3,3
,,"دوستان اصلا نمیشه از نظرات فهمید این گوشی خوبه یا نه ، باید خودتون باهاش کار کنین",6,4,3,2,3,3,3,3
"من نقطه قوتي نديدم","تماما ضعف","با سلام من دوباره تاکید میکنم دوستان قول قیمت این گوشی رو نخورن.
من یه 2ماهی این گوشی رو داشتم. اصلا خوب نبود. بعضی وقتا هم ریستارت میکرد خود به خود.
بهتره یه گوشی شناخته شده بخرید تو رنج این قیمت واقعا گوشی های خوبی تو بازار هست. ال جی و سامسونگ و هوآوی",14,2,5,4,3,1,3,3
"نسبت به قيمت ارزش خريد داره","موقع زنگ خوردن بعصي مواقع صفحه نمايش روشن نميشه که بتوني پاسخ بدي","چند روزه که برچسب صفحه نمایش که توکارتنش بود استفاده کرده بودم خراب شده وکنده شده هرجاهم میرم پیدا نمیکنم وتو بازار نیست از این بابت خیلی بد
اگه لوازم هم بزارین عالیه",6,5,3,3,3,3,3,3
"سرعت قدرت سخت افزاري باتري خوب","فعلا نقطه ضعفي توش نديدم","من این گوشیو خریدم کیفیت بالایی داره ram2gسرعت بالایی بهش داده مطمئنم گرون میشه چون می‍‍‌ارزه",3,6,5,5,4,5,5,2
,,"این گوشی باگ نرم افزاری زیادی به صورت پیش فرض داره درست،اما مشکل تغییر 4جی به شبکه های دیگه نداره از نظر آنتن دهی عالیه(مگه اینکه تو پوشش نباشی)،دوستان عزیز کسایی ک مشکل دارن میتونن فایل اپدیت شو(ترجین آخریش) از سایت نفوس بگیرن و اپدیت کنن(ترجیحن با قند شکن ک نسخه اروپا رو بگیره،زبان فارسی پشتیبانی میکنه)روشش هم تو سایتش هست.تنها مشکل من با اپ های پیشفرض تلفن و پیام رسان اونه ک من خودم جدا نصب کردم",5,9,3,3,3,3,3,3
