positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"سرعت پردازش بالا بدون کوچک ترين لگ در اجراي سنگين ترين بازي ها
کيفيت دوربين خوب
عمر و نگهداري بالاي باتري (يک روز کامل با روشن بودن واي فاي و استفاده از شبکه هاي اجتماعي ) (هر 20 دقيقه بازي آسفالت 8 = 5% مصرف باتري )
به صرفه ترين موبايل در اين رنج قيمت
باوجود اپديت شدن به اندرويد 6 هيچ افت سرعتي نداشته برخلاف برخي موبايل ها که با ارتقا نسخه اندرويد مصرف باتري بيشتر ميشه يا داغ ميکنه موبايل","تقريبا فقط لوازم جانبي سامسونگ و اپل را همه ي مغازه ها دارند","به خاطر صفحه ی اچ دی و نوع پردازشگری که در گوشی استفاده شده مصرف باتری خیلی کاهش پیدا کرده.در اجرای بازی و برنامه ها کوچکترین لگ و افت کیفیت وجود نداره،بازی های mortal kombat,asphalt,bully,..... با بالاترین کیفیت اجرا شدن.کیفیت عکاسیش تو روز و نور کافی عالیه ولی شب با تنظیم دستی و تغیر دادن ایزو و سرعت شاتر عکس بهتری رو نسبت به حالت اتوماتیک میشه گرفت.
فقط دو تا نقطه ضعف داره: 1- نصب نشدن برنامه روی مموری کارت هست که برای اندروید 6 حتما باید روت بشه گوشی تا بشه نصب کرد
2-تنوع لوازم جانبی مثل اپل و سامسونگ نداره",1,0,5,4,5,4,3,3
"همه چيزش عاليه...","ديرشارژ کردن باطري که ميشه در حالت پرواز سريعتر شارژش کرد..","من قبلا گوشی سامسونگ j7 داشتم خوب بود اما جدیدا این مدل ایسوس رو ا
.دیجی خریدم که راضی هستم یعنی در ختم کلام عالیه...ازدیجی کالا هم تشکر که سرعت عملشون عالیه",1,1,3,3,3,3,3,3
,,"من خریدم راضیم پدرم دراومد تا محافظ صفحه پیدا کنم بندازم قابش پیدا نکردم",0,0,3,3,3,3,3,3
"همه چيزش خوبه...","دير شارژ شدن باطري","گوشی بسیارخوب و باکیفیت در حد سامسونگ j7 فقط این گوشی ارزانتره وبا گوشی سامسونگ و الجی برابری میکنه....
از بروبچه های تایوان تشکرودمشون گرم..
بروبچه های دیجی هم تشکربابت سرعت عمل که دارن",0,0,3,3,3,3,3,3
"دوربين....سخت افزار....بدنه","فارسي نبودن کامل منو","گوشی خوبیه...ولی وقتی آپدیت میشه یکم بازی در میاره...otg نمایش میده ولی کپی نمیشه کرد از گوشی به فلش...در کل گوشی خوبیه...چند بارم از دستم افتاد ولی چیزی نشد...صداش حتما باید آهنگ کیفیت 320 باشه تا خوب پخشه...خودم رنگ مشکی دارم ولی طلاییش بهتره....",1,2,4,4,5,3,3,4
"باطري متوسط به بالا با توجه به پردازنده و اندازه صفحه نمايش
سهولت استفاده و محيط کاربري زيبا
دوربين با امکانات قابل قبول
امکانات قابل قبول با توجه به قيمت مناسب","طولاني بودن زمان شارژ باطري
تا حدودي کم بودن لوازم جانبي در بازار","گوشی زیبا و اقتصادی با توجه به رنج قیمتی با امکانات کامل.
بعد از تجربه استفاده از گوشی های ال جی و سامسونگ با توجه به روی کردم به این برند اصلا از انتخاب خودم ناراضی نیستم و با این قیمت بهترین انتخاب رو کردم .",3,0,3,4,5,4,4,4
"دوربين سلفي
قدرت بالاي پردازنده
قابليت OTG
باطري قابل قبول","کمبود لوازم جانبي","اصلا در یک کلام فوق العاده اس. بنظرم نخریدنش اشتباهه 😐",5,1,4,4,5,5,3,5
,"مشکلات پس از آپديت شدن به آخرين ورژن آندرويد : مشکل پروکسي ميتي سوئيچ در زمان صحبت کردن با گوشي مشکل on شدن با دابل تاچ","مشکلات پس از آپدیت شدن به آخرین ورژن آندروید : مشکل پروکسی میتی سوئیچ در زمان صحبت کردن با گوشی
مشکل on شدن با دابل تاچ",0,6,3,3,3,3,3,3
"کيفيت ساخت عالي
کيفيت دوربين و تاچ عالي
طراحي زيبا و باکلاس
قابليت بروزرساني","نداشتن بک لايت براي کليدهاي پايين صفحه","با سلام
من این گوشی رو هفته پیش از دیجی کالا بر اساس نیازهای خودم و با توجه به پیشنهادات کاربرانی که تجربشو داشتن سفارش دادم دیروز دستم رسید گذاشتم شارژ کامل شد و بعد از اون مداوم دارم ازش استفاده میکنم واقعا عالیه همه انتظاراتی که من میخواستم رو برآورده کرده و به نظر من خیلی از سامسونگ و سونی که تجربشونو داشتم بهتره. تنها نقطه ضعف کوچکی که داره نداشتن بک لایت برای کلیدی پایین صفحه هست که یه خورده کار باهاش تو شب مشکل میکنه که زیاد مهم نیست یه کم بگذره بهش عادت میکنیم
اندرویدشم 5 بود که همون اول آپدیت کردم به اندروید 6 ارتقا داده شد
امکانات نرم افزاری زیادی هم داره که نیاز به نرم افزارهای جانبی رو برطرف میکنه از جمله قفل برای نرم افزارها، انتخاب انواع تم برای گوشی، صفحه کلید عالی و ....
اهل بازی نیستم و برای بازی تست نکردم
از دیروزم دائم دارم ازش استفاده میکنم،نت گردی،نصب نرم افزار های متعدد، هنوز الان کارم این متن رو می‌نویسم شارژش به 45 درصد رسیده",1,1,5,5,5,5,5,5
,,"در این محدوده قیمتی بهتر از این گوشی به لحاظ قدرت سخت افزاری وجود نداره اگه به قدرت گوشی بیش از دیگر جنبه هاش اهمیت میدین بخرین.",1,1,3,3,4,3,3,2
"زيبايي ظاهري
دوربين با قابليت هاي متنوع و جالب
برنامه هاي پيش فرض مفيد
کيفيت مکالمه خوب
تصوير خوب در مقايسه با گوشي هاي هم رده","زير نور بيرون خوانايي کمي کم است","روی ظاهر گوشی و برنامه ها کار شده واز این لحاظ کمی گوشیه خاص و متفاوتیه که دست گرفتنش احساس خوبی داره
کیفیت اسپیکرش خوبه
دوربینش تو نور زیاد خوبه ولی تو نور کم معمولیه
اگر هنگام فیلمبرداری پرش دیدید ANTI FLICKER رو روی 50 بزارید
برنامه های رابط کاربریش هم زیاده که میشه جدا جدا آپدیت کرد",0,1,5,4,4,4,5,3
"دوربين
صفحه نمايش
کيفيت صدا
رابط کاربري
سرعت",ندارد,"با سلام این گوشی فوق العاده هست باطری عالی داره بعضیا گفتن دیر شارژ میشه اما من با کم کردن نور صفحه و قطع کردن اینترنت (وای فای یا دیتا) گوشی رو متصل کردم دیدم نوشته 1:50 دقیقه عالیه واقعا",4,0,5,5,5,5,5,5
