positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"دوربين اصلي و سلفي با کيفيت
کيفيت صداي فوق العاده و کم نظير
کيفيت صفحه نمايش عالي
امنيت بالا و شانس نفوذپذيري پائين در برابر هکرها
سبک و باريک","طراحي بدون هيچگونه نوآوري + نوع بافت پشت گوشي (که چندان حس خوشايندي نميده)
باتري متوسط (ميتونست بهتر باشه)
فقدان حسگر اثر انگشت (مخصوصاَ بادر نظر گرفتن رويکرد بلک بري در توجه به مقوله امنيت)","در مورد امنیت لازم میدونم بگم علی رغم تشابهات زیاد بین گوشی هایی اندرویدی، تفاوت هایی نیز وجود داره که باعث شده ادعا بشه این گوشی امن ترین اندروید دنیا رو به ارمغان آورده. یه مثال ساده بخوام بگم اگه همه گوشی های اندرویدی کاملاً یکسان بودن اونوقت گوشی های BlackBerry و HTC روت کردنشون سخت تر از سایر گوشی ها نباید میبود. ضمناً ارائه ی سریع پچ های امنیتی و بروزرسانی های منظم رو میشه مرتبط با بحث امنیت بدونین. در ضمن این گوشی قابلیت رکورد ویدئو با 60 فریم رو هم داره که در مشخصات ذکر نشده. بجز ویژگی های عنوان شده در بالا، سخت افزار گوشی هم مناسب بوده و شما پول اضافی برای برند پرداخت نمیکنین.",4,0,5,5,5,5,3,3
,,"مثل بلک بری های قبل ، خیلی خاص و لوکس نیست .
امنیت اطلاعات ، بارزترین مزیت این گوشی محسوب میشه .
بعد از یکسال استفاده ، در کل اگه به بلک بری علاقمند باشین ، گوشی خوبیه .
وقتی بلک بری رو انتخاب کردین ، خیلی خیلی براتون سخت میشه که بعداً بتونین گزینه دیگه ای رو انتخاب کنین .",3,4,3,5,3,3,3,3
,,"من این گوشی رو 3 ماهه خریدم. اون موقع دیجی هنوز نزاشته بود.
گوشی خیلی سبک و ظاهر خوبی داره
اسپیکراش استریو و صداش عالیه
لنز دوربین ضد خش و با 13 عقب و 8 جلو بهترین عکسا رو توی روشنایی روز بهتون میده اما توی نور کمتر متوسط به پایینه
حافظه داخلیش نسبتا کمه و حتما لازم میشه واسش میموری بگیرید
باتری 2600 اگه از دیتای سیمکارتتون استفاده نکنید یه روز راحت جوابگوی کاراتون هست
سیستم عامل اندرویدش هر چند وقت یه بار واسش اپدیت میاد اما هنوز اندروید 7 نشده. هر بار که اپدیتاش میاد یه سری نواقص درست میشه اما یه سری دیگه اضافه میشه ؛مثلا اپدیت اخری موقع ضبط فیلم اگه بخواید فیلم رو متوقف کنید هنگ میکنه !
کیبوردش که برای من خیلی مهمه چیز عالی و با کلاسیه اما یه مشکل داره اونم اینه که زبانو عوض کنی یه کم سریع نیست و مثل کیبورد خای دیگه حالت میانبر نداره و یه کم توو ذوق میزنه.
اگر تحقیق کرده باشید امن تربن اندروید جهان دستتونه هرچند فک کنید امنیت لازم نیست اما بعدا به اهمیتش پی میبرید.
در کل یه میان رده خوبه و تقریبا هم قیمت رقیبای خودشه
مثلا میتونید یه مارک دیگه با حسگر انگشت با این قیمت بگیرید اما دیگه بلک بری دستتون نیست. واسه من کاربردی نداشت واسه همین بلک بری رو ترجیح دادم.
مطمن باشید این گوشیو دست کسی نمیبینید.
اولین گوشی بلک بری هم هست که رووش نوشته ساخت چین اما مطمن باشید همون بلک بری قبلیه",5,5,4,5,3,4,5,4
,,"در یک کلام فوق العاده نخری ضرر کردی",4,4,3,3,3,3,3,3
,,"جای این برین xa ultra رو بخرین خیلی بهتره تو این قیمت",3,5,3,3,3,3,3,3
,,"اصلا خوب نیست....
بدرد نخور
الان دارم باش تایپ میکنم
برید دنبال یه گوشیه خوب
با این قیمت بهتر از این گیرتون میاد
مگه این که بخواین پز بلک بریو بدین....",4,9,3,3,3,3,3,3
,,"هنوز به دستم نرسیده ولی از ظاهرش خوشم اومد
اومیدوارم خوب باشه!",4,4,3,3,3,3,3,3
"امنيت بالا
قدرت پردازش
کيفيت نسبت به قيمت","براي آپديت برنامه ها نيازمند اينترنت","این موبایل نسبت به قیمت متعادلش ، از کیفیت ، امنیت و زیبایی خوبی برخورداره و میتونه به بهترین روش از اطلاعات حفاظت کنه .",8,11,3,4,3,2,4,4
,,"ظاهر این گوشی کپیست .
تفاوت اندروید با اندروید در چیست ، اندرویدی با امنیت مضاعف . هر برنامه ای رو تو ی یک ورژن مشابه اندروید بشود نصب کرد در سایر نسخه های مشابه هم می شود نصب کرد.
بحث اصلی امنیت اندروید با گوگل هست .
قیمتش زیاده ، اما گوشی ای زیبایست هم این و هم الکاتل چون مثل هم هستند .",7,12,1,3,1,4,1,1
"بلک‌بري هميشه کامل بوده و هست.",هيچ.,"امنیت کامل ودراین گوشی تجربه کنید دوستان بلک‌بری چندتا برنامه سیستمی امنیتی وبراش‌ گزاشته این گوشی واسه کسایی که خودشونو خاص میدونند.",14,7,3,3,3,3,3,3
