positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
,,"چند روز پیش از جیبم افتاد و یه جاش رفت تو اما هیچ چیش نشد و خیلی راحت دارم ازش استفاده میکنم با این که کاور نداشتم وقتی افتاده بود ولی گلس داشتم
اگه حتما حتما همین که گوشی رو گرفتید براش گلس بندازید
اگه گلس خود گوشی نبود هم اشکال نداره،واسه یه گوشی دیگه رو بخرید چون اگه بیوفته ضد حال میخورید در حد المپیک
گلس های مشابه برای این گوشی زیاده همین طور کاورش
قبلا هم نظر داده بودم در مورد گوشی همه چیش فوق العادس نسبت به قیمتش
حتی فرا تر از قیمتشه فقط تاچش بعد گلس انداختن ضعیف میشه
بعضی اوقاتم لگ میده اما اگه پاور رو بزنید و دوباره روشن بشه صفحه نمایش همه چی حله
گفته بودم هندفری خیلی بده و فکر میکردم گوشیم مشکل داره که خوب جا نمیوفته فیش هندفریم اما الان تصحیح میکنم چون خودم خوب تا آخر نمینداختم فیششو اما در کل هندفریش خیلی چرته باید یکی دیگه بخرید
گفته بودم داغ نمیکنه اما الان داغ میکنه گاهی اوقات دمای گوشی به 43 درجه هم میرسه که با برنامه هایی باید اینو پایین بیارید،خلاصه همیشه داغ مال من البته همیشه گوشی دستمه و پشتش از جنس آلومینیومه که رسانای گرمه هم هست و باعث میشه فکر کنیم گوشی مشکل داره
اما کلام آخر
آقا گوشی رو بخرید به خدا تو این قیمت گوشی به این خوشگلی خوش دستی سبکی دوربین عالی و کلی چیزای خوب دیگه نمیتونید پیدا کنید
بازم ممنون از دیجی کالا که اینقدر سریع و به موقع گوشی رو به دستم رسوند حتی پولو دم در پرداخت کردم
اگه میخوای از این سایت بخری اصلا شک نکن،اگه گوشیت مشکل داشت تا هفت روز فرصت داری برگردونی گوشی رو که این دیگه فوق العادس",0,0,5,4,5,5,5,2
"دوربين پشتي خوب
قيمت مناسب
ظاهر بسيار زيبا
بدنه فلزي
سبکي","صداي اسپيکر
نور صفحه نمايش
باطري
اندرويد 5
لوازم جانبي (بک کاور و گلس)","گوشی بسیار زیباست، اولین چیزی که به چشم میاد بدنه فلزی و سبک بودن گوشی هست. نور صفحه نمایش بسیار کمه حتی با وجود سنسور نور تو روز یکم کار کردن زیر آفتاب اذیت میکنه و بدون گلس بشدت اثر انگشت رو جذب میکنه. سی پی یو و رم جواب کار ها رو میده. خیلی فوق العاده نیست ولی کم هم نمیاره. گرافیکشم خوبه. دوربینش میشه گفت 13 واقعیه. توی نور عکسای خیلی خوبی میگیره. اندرویدش 5 هست که میشد اینم مث مدلهای دیگه حداقل 6 باشه. باطری هم یکم ضعیفه. میشه گفت هر روز برای کسایی که میخوان دائماً تو برنامه ها بگردن نیاز به شارژ داره ولی با دیتای 4g امتحان نکردم بیشتر از Wifi استفاده کردم. صدای اسپیکرم خیلی قوی نیست و کیفیتش هم عالی عالی نیست. تو چند جا خوندم که میشه با برنامه های کمکی صداش رو بهتر کرد. وسایل جانبیش به سختی پیدا میشه مخصوصا برای مایی که شهرستان هستیم. قیمتش به نسبت هم رده هاش بسیار مناسبه شما با این پول نمی تونین یه گوشی 4G که دوربین 13 و رم 2 داشته باشه پیدا کنین.",0,0,4,4,3,3,5,2
"خوش دست
زيبا
سبک
سريع
کيفيت صفحه خوب","باطري ضعيف","گوشیه خوبیه نسبت به قیمتش. فقط و فقط مشکلی که داره باطریش ضعیفه و در حالت عادی به زور دو روز نگه میداره. استفاده زیاد باید دائم به شارز باشه",0,0,3,5,5,5,5,5
"ظاهر و قيافه ي فوق العاده
سخت افزار خوب و عالي
بدون هنگ و کوچکترين لگ بعد از 3 ماه استفاده","صداي داغون ، يني داغونا له له
ميکروفون داغون ، يني خسته
دوربين متوسط","با این پول هیچ چیز بهتری نمیتونید بگیردی .",0,0,5,3,5,5,5,3
"سيستم عامل بي نقص و روان
دو سيم کارت بودن
دارا بودن تمام سنسورها
ماندگاري شارژ باتري خوب
قيمت بي نظير","دوربين جلو در حد يک شوخي","من با پیشنهاد ویژه خریدم
به نسبت قیمت فکر نکنم بشه گوشی بهتر از این خرید
آسفالت 8 و فیفا 2017 رو بدون هیچ لگی بازی می کنم",1,1,5,4,4,5,5,2
"زيبايي ظاهري (قطر کم، قاب فلزي و طراحي شبيه به آيفون6)
سهولت در استفاده
دوربين مناسب براي اين رنج قيمت
پردازنده و رم مناسب اين رنج قيمت
سبک بودن!","نبود لوازم جانبي","سلام...
قبل از خرید، تمام نظرات رو خونده بودم و در سایت های دیگه هم بررسی هایی دیده بودم.
دیروز این گوشی به دستم رسید.
واقعا اینطور که در نظرات گفته شد، زیباست و سبک ترین گوشی ای هست که داشتم.
من گوشی لومیا 930 دارم که دوربینش بسیار قوی تره... گوشی ZTE Blade V6 دوربینی داره که واقعا تو نور مناسب روز نسبت به قیمتش عالی عکس میگیره. ولی در نور کم بدون فلش، ضعیف عمل میکنه.
چند بازی و برنامه معمولی نصب کردم و با اجرای همشون همزمان، هیچ لگی مشاهده نکردم.
درمورد باطری، زیاد با لومیا 930 فرق نداره و بنظرم اونقدر که دوستان گفتن، ضعیف نیست... به هرحال 2200 بخاطر قطر کم هم هست.
این گوشی خیلی به آیفون شبیهه و اصلا شبیه گوشی های طرح وضعیف نیست. خیلی با کیفیت ساخته شده.
درمورد صدا، من خودم زیاد از هنذفری استفاده میکنم و با صدای آهنگ ها در برنامه Play Music مشکلی نداشتم.
نصب سیم کارت هم اصلا سخت نیست، روی قاب مشکی ای که سیم کارت ها داخلش قرار میگیرن، تصویرشون هست که باید از چه جهتی داخل قاب نصب شن.
لانچر گوشی خیلی سبک و روان هست.
بنظرم فضای ذخیره سازی که فقط 10 گیگ در اخیتار میذاره، یه مقدار کمه.
.
در کل این گوشی، با این ظاهر ،این سیستم، دوربین و قیمت، خیلی به صرفه هست و اگه کسی داره تا این رنج هزینه میکنه، صددرصد پیشنهاد میکنم اینو بگیره چون چندماهه دنبال یه گوشی تو این رنج برای مادرم بودم و خیلی تحقیق کردم که به این رسیدم...",0,1,5,5,4,5,5,4
"سخت افزار قوي ( cpu , ram , hard )
طراحيه عالي و وزن کم
مقاومت بسيار بالا
تاچ بسيار قوي
آنتن دهي و واي فاي عالي","دوربينهاي ضعيف
صفحه نمايش معمولي
باتري ضعيف
اسپيکر ضعيف","نقاط قوت و ضعف پس از 10 روز استفاده",0,0,4,5,3,4,5,3
"کيفيت تصوير خوب
قابليت Hotspot
طراحي بسيار خوب
اتصال با TV از طريق Wifi
حافظه داخلي مناسب","دوربين جلو ضعيف
نداشتن OTG","این گوشی رو در آخرین ثانیه های شگفت انگیز خریدم ، واقعا به نسبت قیمتش عالیه ، اگر OTG داشت که معرکه بود . شرکت ZTE جایزه مقرون به صرفه ترین گوشی سال 2015 رو برای این گوشی در روسیه دریافت کرده . کیفیت دوربین اصلی در این رده قابل قبوله و قابلیت عکاسی پانوراما و عکاسی چند وجهی و ...هم داره ، به نظر من شارژدهیش مناسب چون گوشیهای دو سیم کارته مصرف بیشتری دارن مخصوصا وقتی از اینترنت سیم ها هم استفاده بشه . البته من از یه سیم فقط برا اینترنت استفاده میکنم و زمانی که به اینترنت نیاز ندارم کلا اون سیم را از داخل تنظیمات غیر فعال میکنم که کمتر شارژ ببره . گارانتی این گوشی هم که یاس هستش که یکی از بهترین هاست البته زمان کار گارانتیش مال حدود 8 ماه پیش بود که وقتی با شرکت یاس تماس گرفتم گفت که گارانتی از زمان فاکتور دیجیکالا تا 18 ماه بعدش محاسبه میشه پس حتما فاکتور دریافت کنید . کلا از خریدم خیلی راضی هستم ، ممنون از دیجیکالا",0,0,5,4,4,4,4,3
"خوش دست و راحته حافظه عالي","باتريش زود خالي ميکنه","از همه نظر گوشی خوب و خوش دستیه ایرادش فقط اینه زود شارژش خالی میشه اگر زیاد با گوشی کار میکنید توصیه نمیکنم",1,0,2,5,3,5,5,3
,,"همه چیزش عالیه
طراحی ظاهریش و مخصوصا کیفیت ساختش خیلی بالاست
کی میگه دوربینش ضعیفه؟!!!!!!!!!!!!!
خودت یه عکس مشترک با گوشی سامسونگ A5 گرفتم یعنی عمرا سامسونگ به گردشم نمیرسه تو عکاسی

جسارت نباشه
ما ایرانی ها فقط دنبال برند هستیم . اگه بجای ZTE پشت این گوشی عکس یه سیب گاز زده بود واسش حاضر بودیم چشم بسته پول بدهیم و تو بازار نایاب میشد . . . .",1,5,5,5,5,5,5,5
