positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
قيمت,,"چند ماه قبل برای مادرم y5IIگرفتم،و دیروز برای پدرم y3II.
وای پنج دوربین بهتر، صفحه نمایش اچ دی و بزرگتری داره
در کل چون پدرم دنبال گوشی کوچکتری بود این مدلو گرفتم
پیشنهاد من گوشی وای پنجه،ک علاوه بر مزیت های بالا داخله جعبه کاور با کیفیت تری نسبت ب وای سه داره و کیفیت قاب خوده گوشی نیز بهتره(قاب پشته وای سه سره)
کلید های بازگشت و...وای سه زیره ال سیدیه ک باعث میشه کل 4/5 اینچه ال سی دی قابل استفاده باشه،ولی متاسفانه زیرش نوری نداره.
رابط کاربری وای 3 با وای پنجم خیلی فرق نداره ولی من احساس میکنم وای پنج سرعت بهتری داره.
دوربین جلو وای پنج فلش داره وای س نداره.
وای پنج چراغ اعلان نداره،وای س چراغ اعلانش ب نظرم خیلی جالبه(چراغش دوره لنزه دوربینه!)
در کل این گوشی برای یکی مثله پدرم ک خیلی با گوشی سرو کار نداره ب نظرم گزینه ی خوبیه،و ایرادی نداره.",4,0,3,3,3,3,3,3
"کيفيت دوربين و خدمات عالي",ندارد,"این گوشی امروز بدستم رسید یعنی باید بگم خیلی گوشیه خوبیه من حتما به شما پیشنهاد میکنم از خدمات دیجی کالا هم بسیار راضی هستم دیچی کالا ممنون",2,1,5,5,5,5,5,4
"امکانات خوب نسبت به قيمت",ندارد,"اگه یه گوشی ارزون و کار راه اندازه برای خودتون یا پدر مادرتون میخواید حتما پیشنهاد میکنم این گوشی رو تو سبد خریدتون قرار بدید...
در کنار lg k4... جفتشون گوشیای خوبین نسبت به قیمت
جالبه فقط برام که رم این گوشی 2 هست!!
چجوری با این قیمت رمش 2 خدا میدونه
داخل جعبه یه قاب و محافظ صفحه هم هست.
ممنون از دیجی برای ارسال به موقع چون دقیقا وقتی که میخواستم(روز پدر) به دستم رسید",2,2,5,4,4,4,4,4
,,"با سلام خدمت عوامل زحمتکش دیجی کالا
من از این گوشی حدود 1 ماه پیش دوتا خریدم.یکی برا روز مادر و یکی روز پدر و خداروشکر تا الان که خیلی راضی هستند.البته بگم که پدر و مادر من کار سنگینی با گوشی مثل بازی های آنچنانی و..انجام نمیدن و به همین دلیل هم به نظرم این گوشی براشون خیلی ایده آله
من از سال 92 تا الان از دیجی کالا خرید میکنم وخداروشکر خیلی خیلی راضی بودم تا الان
پشتیبانی مناسب و برخورد بسیار عالی دارن که واقعا خیالتون بابت خرید همیشه راحته

با تشکر",7,2,3,2,3,3,3,2
,,"در این قیمت فقط y6pro نسخه 3g کفایت میکنه",0,3,2,2,3,3,3,2
,,"امکاناتش عادیه، البته نسبت به قیمتش
توصیه میکنم حتما یه نگاه به گوشی‌های شرکت imet کنید...",0,2,3,3,3,3,3,3
"4Gساپورت
صداي عالي و شفاف
خوش دست بودن و طراحي زيبا","کيفيت تصوير چونtft
هنذفري نه چندان خوب","سلام
این گوشی رو یک هفته ای میشه که خریدم برای برادرم.قابلیت هایی که داره الحق و والانصاف نسبت به قیمتش خیلی خوبه.ساپورت 4G و صدای خیلی شفافی که داره منو شگفت زده کرد چون اصلا ازش انتظارنداشتم.گوشی روان و خوش دست.دوربین سلفیشم خیلی تمیز عکس میندازه باقابلیت روتوش.هوآوی همیشه ثابت کرده که برای مصرف کننده ارزش و احترام قائل هست و کیفیت رو توی اولویت های اول خودش قرارداده و قیمت هاشم منصفانه ست.برخلاف برند های دیگه که بیشتر از کیفیتشون قیمت گذاری کردن.من حیث المجموع گوشی خوب و کارراه اندازیه،باطریشم1روز راحت جواب میده اگه باهاش بازی نکنین.موفق باشید.",4,6,4,3,4,3,4,4
"4g
android 5.1",ندارد,"باسلام من این جوشی امروز رسید دستم گوشی خوش دست طراحی داخلش ایکون برنامه ها مو با ایفون نمیزنه من وقتی که گوشی میخرم سنگین ترین کارهارو میکنم باهاش اقایون بازی هتی دیتا دار بالای یک گیگ رو هم به راحنی جواب میده من خیلی از گوشی رازی هستم باتری 4ساعت بکوب دوم میاره 2ساعت طول میکشه شارژ شه اصلن هم حس نمی کنید یه گوشی ارزان دستتونه عالی رازی کنندست",5,32,5,4,4,5,3,5
4G.اندرويد5.1حافظه8G,دوربين5سلفي2,"باوجودقیمت مناسب گوشی درهنگام فروش ویژه البته.دارابودن4هسته.4Gاندروید5.1حافظه8وRAM2GBامکاناتی است که ضعیف بودن دوربین این گوشی روپوشش میدهد.",3,1,5,3,4,4,4,3
"باتري سرعت اجراي بازي هاي اچ دي","صفحه نمايش","این گوشی حدود دو سه روزه دستمه
همه چیش خوب بوده
البته دوربین و صفحش همینطور که دیگر دوستان گفتن چنگی بدل نمیزنه
اما یه قابلیت های جدیدی مثل نور دور لنز ، دکمه میانبر سمت چپ گوشی ، رابط کاربری مناسب رو داره که یجورایی زیادم بکار نمیان
ولی برعکس گفته بعضی دوستان باتریش فوقالعاده است تو این سه روزه تمام وقت استفاده کردم و فقط مجبور شدم دو بار شارژش کنم
درکل اجرا و عملکردش مناسبه(همون فنی سالم خودمون)
قیافشم خوبه
اما برای فیلم دیدن چند نفره مناسب نیست",2,1,3,3,3,3,3,3
"ارزش خريدِ بالا نسبت به قيمت و امکانات دوسيمکارته 4G طراحي زيبا و شيک. چراغ اعلان نوتيفيکيشن عالي اندرويد لالي پاپ. باتري قابل قبول خوش دست بودن","زاويه ي ديد صفحه نمايش نسبتا پايين؛ که نسبت به قيمتش قابل نقد نيست. هات اسپات بعد از چند دقيقه از کار ميافتد و بايد يک بار صفحه ي گوشي را روشن نمود.","بدون تعصب عرض کنم : این گوشی برای دوستانی که کیفیت دوربین براشون مهم نیست و مثل من در حد عکس گرفتن از جزوات و کتاب به دوربین و فوکوس روی متن احتیاج دارند و از طرفی به عنوان یک گوشی که نیازهای معمولی روز مره را برآورده کند نیاز دارند، ارزش خرید فوق العاده ای دارد...
البته عرض کنم همراه گوشی، یک محافظ صفحه و کاور ژله ای هم وجود داره که کیفیت آنچنانی ندارند و مجبورید از بیرون گلس و کاور مناسب تهیه کنید.
و البته یک کارت هدیه ی یک گیگ اینترنت نوترینو همراه اول هم دیجی ارسال نموده بود.
اما اگر بودجه تون کم هست؛ این گوشی بهترین انتخاب در رنج قیمت خودش هست شک نکنید
تشکر از دیجی کالا.",5,1,5,4,4,4,4,3
"اندرويد5.1
4جيخوشدست","صفحه نمايش","سلام.من یه ماه پیش از دیجی کالا خریدم.همه چیش خوبه فقط صفحه نمایشش کمی ضعیفه که اونم نسبت به پولی که میدیم باید بسنجیم.ممنونم از دیجی کالا",5,5,3,3,3,3,3,3
"4G
روان بودن
اندرويد 5","دوربين ضعيف
بدنه پلاستيکي","من Samsung S6 دارم خودم این گوشی رو امروز تحویل گرفتم .
گوشی بدی نیست همه چیزش معمولی هست . کیفیت دوربینش خیلی پایین هست خیلی خورد تو ذوق من ، شاید بخاطر اینه که با گوشی خودم مقایسه کردم .
گوشی روان و خوبی هست لگ هم نداره . اما خیلی ازش انتظار نمیشه داشت
نسبت به قیمتش خوبه . یه قاب و محافظ صفحه نمایش داخل کارتن بود که خیلی آدم رو خوشحال میکنه . اما پریز برق معمولی نداره باید خودتون برین بخرین که یه جوری ضد حال بود . بدرد پدر و مادر هایی می خوره که استفاده معمولی دارند.",8,2,2,1,3,3,3,2
"4g
خوش دست
قيمت کم","صفحه نمايش
باطري","گوشی عالی و خوش دستی هست من تو بازار دیدم و از دیجی کالا خریدم سرعت 4g عالیه حال کردم",5,1,5,4,4,5,3,5
"4G
چراغ نوتيفيکشن
اندرويد لالي پاپ
زيبايي و سهولت استفاده","صفحه نمايش متوسط","چن وقته ب دستم رسیده عالیه چراغ نوتیفیکشن داره دور دوربینش ک خیلی قشنگه باتریش خوبه و کیفیت ضفحه نمایشش قابل قبوله.",1,1,5,4,4,4,5,4
,,"ببینید چقدر قیمتشه پس نباید با گوشی های رده بالا مقایسه اش کنید.. با توجه به قیمتش باتوجه به قیمتش بهترینه... اگه میخوایید هزینه زیاد نکنید بهترین گزینه اس",4,2,5,5,5,5,5,5
,,"یک هفته که به دستم رسیده و تا الان ازش راضی هستم . نسبت به هزینه ای که کردم امکانات و کیفیت خوبی داره . فقط صفحه نمایشش از کنار که نگاه میکنم سیاه میشه .
درکل از خریدم راضیم.",2,2,5,3,5,5,4,4
"باطري بسيار خوب
اينترنت 4g","نداشتن otg","با سلام به کاربران دیجی کالا من الان 7 روزه که این گوشی رو خریداری کردم همه چیش عالیه در مورد صحفه نمایش که بعضی ها میگفتن که بالا پایین می کنن سیاه میشه نه اینطوری نیست کیفیتش نسبت به قیمتش بد نیست باطری هم من تمام روز به اینترنت وصل میشم یک تا یک نیم روز دوام داره به کسانی که می خوان این گوشی y3 رو بگیرم میگم حتما بخرید اگه دنبال گوشی که4g داشته باشه میگردین
باتشکر زیاد از دیجی کالا",6,1,5,3,5,3,4,4
,,"گوشی خوبی هست ولی برای شهرستانی ها دیر تحویل میدن جوری که باید 72 ساعت منتظر باشن...
خواهش میکنم دیجی اهتمام بیشتره رو سرعت خدمات رسانی داشته باشه...!",15,10,3,3,3,3,3,3
,,"سلام صفحه نمایش این گوشی از نوع TFT هست که به دلیل چینش پیکسل ها از برخی از زوایا نمیتونید دید داشته باشید که توی محصولات هواوی که با این نوع صفحه نمایش ارائه میشه کاملا مشهوده",6,1,3,3,3,3,3,3
"باتري خوب
صفحه نمايش شيک",هيچي,"سلام دوستان من این گوشیو حدود 4ماه خریدم واقعا عالیه اون دوستی ک گفتن باتریش زود خالی میکنه باید بگم باتری رو باید اب بندی کنی اگ درس نشد کالیبره کنه اصلا دست من هنگ, نکرده روتش کردم 8تا بازی سنگین نصب کردم درحد1گیگ بازم هنگ نکرد دوربینش نسبت یه قیمتش عالیه ظاهرش خیلی شیک نخری ضرر کردی",2,2,5,5,5,5,5,5
"4G
دو فلاش led
خوش دستي و زيبايي","صفحه نمايش .باتري","من 1 ماهه که از دیجی گرفتم.اگه کیفیت صفحه نمایش و باتری براتون مهم نیست ،تو این رنج قیمت خوبه.من فقط به خاطر 4g بودن گرفتم که کارای اینترنتی رو انجام بدم.ولی کیفیت صفحه نمایش و مخصوصا باتری نا امید کنندس.",1,0,3,3,3,3,3,3
"اندرويد5.1 زيبايي قيمت خوب باتري مناسب","کيفيت صفحه پايين","سلام گوشی خوبیه اگه میخواید جوابگو بررسی صفحه اجتماعی روزانه حتما جواب میده اگه بیشتر پول داشتید y5 proبگیرید

ممنون از دجی کالا",1,0,4,4,4,4,5,4
