positive_points,negative_points,text,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"دوربين سلفي جلو فقط","سرتا پاش","یک ماه با این گوشیه کار کردم ده بار هنگ کرد که باید فلش میزدی و کل اطلاعات از دست میرفت،فزستادم گارانتی یه صفر برام فرستادن که بازم متاسفانه وقتی خاموش میشه باید فلش بزنی تا بیاد بالا،متاسفم با این جنسایی که قالب مردم میکنین",1,0,0,0,0,0,3,0
"ال سي دي فوق العاده عالي
دوربين جلو عالي
نازک بودن
سبک بودن گوشي
بدنه زيبا و فلزي","دوربين پشت مثل دوربين جلو فوق العاده نيست، معموليه
نبودن کيف مناسب","سلام دوستان
من 8 ماهی هست این گوشی رو دارم
و بعد استفاده اون برای خانواده هم از دیجی کالا خریدم
نظر برخی دوستان رو میبینم تعجب میکنم
برای من فوق العاده گوشی خوبی بوده و هست
بهنظر من تو این رنج رقیب نداره",0,2,3,5,5,5,5,4
,,"گلس هواوی 4c بهش میخوره",2,0,3,5,4,5,5,5
"بدنه فلزي.شيک.رابط کاربري روان.حافظه و رم بالا.دوربين سلفي عالي.","باطري ضعيف.سايز بزرگ به نسبت 5 اينچ","یک هفته میشه که دارم
باطریش اصلا تعریفی نیست و مجبور شدم یه پاور بانک تهیه کنم که مشکل تا حدی مرتفع شد.
براش اندروید ورژن جدید اومد و ارتقا دادم ولی تا4.4.4.با توجه به خاطرات بد از ارتقا گوشی به اندروید 5 ترسیدم ارتقا بدم و به 4.4.4 اکتفا کردم
آنتن دهیش خوبه.سرعت کار کردن باهاش دلچسبه
ظاهر شیکی داره ولی بزرگه واسه 5اینچ و با یه دست نمیشه باهاش راحت کار کرد.
به صورت نرم افزاری میشه صفحه رو خاموش روشن کرد.برای قفل کردن بهصورت پیش فرض داره ولی برای بازکردن قفل صفحه باید از تنظیمات گزینه ش رو فعال کنی و مثل الجی میشه ولی نه با دوبار ضربه و باید دست رو صفحه بکشی.
صدای اسپیکرش مناسبه و واضحه
کیفیت دوربین سلفی عالی همراه با فلاش و دوربین اصلی قابل قبوله.
حاشیه بالا و پایین صفحه نمایش خیلی زیاده و کلیدای پایین نور پس زمینه ندارن
چراغ نوتیفیکیشن نداره که حیفه
از otg پشتیبانی نمیکنه ولی خیلی مهم نیست و به امنیت سخت افزار و نرم افزار کمک میکنه
قیمتش کمی بالاس ولی کیفیت ساختش قابل قبوله",2,0,3,5,4,5,5,5
"[""بدنه،سبکي،صفحه نمايش Led،دوربين ها،مخصوصا سلفي عالي""]","[""باطري خيلي قوي نيست،چراغ نوتيفيکيشن و شارژ نداره""]","بعد از دوروز استفاده
مزایا:
خیلی منو جذب کرد،اول از همه اینکه براحتی به اندروید5 آپدیت شد
به هیچ عنوان هنگ و لگ نداره
پردازشگر امتحان پس داده اسنپدراگون قوی
حافظه داخلی 32 عالیه برای مخصوصا تلگرام
بدنه زیبا،باریک،محکم و فلزی و در عین حال بسیار سبک
صفحه نمایش سوپر امولد عالی
دوربینهای خوب و راضی کننده مخصوصا دوربین سلفی
ایرادات:
باطری نه چندان راضی کننده،ولی با حالت روشن نت سیکارت تقریبا تا شب دوون میاره
نداشتن چراغ نشانگر شارژ و نوتیفیکیشن
در کل نسبت به پولی که میدی مخصوصا برای کسایی که می خوان گوشیشون خیلی خاص باشه،عالیه و کمتر میشه دست کسی دید
باتشکر",2,0,4,4,3,4,4,3
"[""دوربين سلفي ..... سبک و خوش دست ..... کيفيت فوق العاده تصوير .... آپديت به اندرويد 5 ..... ""]","[""ندارههههه""]","سلام دوستان من بعد دو ماه تحقیق بالاخره خریدم الانم با همین گوشی نظر میذاره واقعا عالیه کیفیت تصویر عالی داره و دوربین فوق العاده .... من از تبریز خریدم از پاساژ سهند و لب تاب فروشی کلا آکبندشو بهم داد من هر چی گوشب خریده بودم از گوشی فروشیا همش باز شده بود که اینم یکی از کلاهبرداری های گوشی فروشیا هس ..... من فوق العاده راضیم فوووووق العاده",0,0,5,5,5,5,5,5
[],[],"خیلی عالیه بهتون پیشنهاد میکنم",4,0,5,5,5,5,3,5
[],[],"خیلی عالیه",5,0,5,5,5,5,3,5
"طراحي زيبا
دوربين خوب
صفحه نمايش نسبتا خوب","يکي يکي اعضاش بعد دو ماه از کار مي افته!","اولش گوشی خوبی بود ولی دقیقا بعد از 1 ماه و 15 روز خاموش شد دیگه روشن نشد ولکام میداد ولی بالا نمیومد! بردمش گارانتی سازگار دمشون گرم عوضش کردن حدودا 1 ماه و 15 روز بعد هم دوباره همون مشکل براش ایجاد شد! وقتی رفته بودم گارانتی خیلی ها هم همین مشکل رو داشتن!
به نظر من گول قیمتش رو نخورید یه گوشی سامسونگ بخرید بهتر از اینه !
من خیلی خیلی پشیمون شدم که خریدمش!
الان هم یه SE گرفتم خیلی هم راضیم!
امید وارم کمکتون کرده باشم!",5,5,2,0,4,4,4,3
"[""ظرافت.سبکي.زيبايي.سخت افزار مناسب.""]","[""دوربين پشت کيفيت متوسط.عدم موجودي تنوع در لوازم جانبي در بازار ""]","گوشی خوبی هست با توجه به قیمت الانش.اگه میخواین پول برند ندین عالیه تو رنج خودش.",5,2,3,3,3,3,3,3
,,"جون هرکی دوست داری شگفت انگیزش کن من بابام برام نمیخره تورو خدا",5,2,3,3,3,3,3,3
[],[],"لطفا رنگ سیاه اگه موجوده رو بیارین،،یه پیشنهاد ویژه هم بزارین",1,1,3,4,4,3,3,3
"[""کيفيت تصوير \n\nظاهري شيک و فوق العاده \n\n""]",[],"دیجی جون شگف انگیزش کن خواهش میکنم تو شهر ما خیلی کم پیدامیشه از این گوشی ازت خواهش میکنم هم شگفت انگیزش کن هم گارد و گلس براش بذار ممنونم",4,1,5,5,4,4,5,4
"[""حافظه بالا"",""طراحي منحصر بفرد "",""دوربين سلفي عالي"",""قيمت مناسب""]","[""باطري نسبتا ضعيف""]","گوشی فوق العاده عالی و با امکانات توپ ظاهر و طراحیشم حرف نداره دیجی جون لطفا شگفت انگیزش کن من و دوستم میخواییم دوتا بخریم",6,1,4,4,4,4,5,5
عالي,"باطري ضعيف...","رنگ مشکیش رو موجود کنید",3,1,4,5,4,4,5,4
عالي,"ضعف باتري...حافظه خارجي","لطفا رنگ مشکیشو موجود کنید",3,1,4,5,4,4,5,4
,,"دیجی جون مرشسی که موجودش کردی
و من بد قول شدم که پولم ته کشید نشد بخرمش
شگفت انگیزش کن تا بتونم بخرمش
مرسی",3,2,3,5,5,5,5,4
