positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت",نوآوری,"کیفیت ساخت","امکانات و قابلیت ها","سهولت استفاده","طراحی و ظاهر"
"قيمت
کيفيت و قدرت سخت افزاري
ارزش خريد","صفحه نمايش","با سلام
من الان حدود یک ماهه هاین گوشی رو از دیجی کالا خریدم
واقعا گوشی خوب و خوش دستیه
فقط یه مشکل که باهاش دارم اینه که گاه به گاه هنگ میکنه
صفجه آبی میاره و ریست میشه
نمیدونم این مشکل باید بفرستم گارانتی یا چی",1,1,4,2,3,3,5,3
"ظاهر زيبا
داشتن فلاش دوربين
ارزش خريد بالا","کيفيت ساخت بدنه
صفحه نمايش
دوربين","کیفیت صفحه نمایش در حد ips نیست: رنگها سرد و کمی غیر طبیعی هست و زاویه دید صفحه نمایش از بالا و پایین خوب نیست. مخصوصا اگر از زاویه بالا به صفحه نگاه کنید رنگ ها نگاتیو می شوند! اما با توجه به قیمت قابل تحمل هست.
دوربین هم با وجود اینکه 5 مگاپیکسل هست ولی وقتی عکس ها را در اندازه 100% ببینید وضوح بسیار پایینی دارند (شاید در حد 2 مگاپیکسل). رنگ ها هم آبرنگی هستند و نویز حتی در عکاسی در نور زیاد هم دیده می شود
فقط دو نکته خوب دوربین اینه که فلاش داره و اینکه دوربین در فاصله ی خیلی نزدیک به سوژه هم میتونه فوکوس کنه و بنابراین میشه باهاش عکس ماکرو گرفت
ولی به نظر من بزرگترین اشکال گوشی کیفیت ساخت بدنه هست. میشه گفت طراحی بدنه چشم نواز هست ولی دست نواز نیست
شکاف دور لبه ی گوشی کمی تیزی دارد که وقتی برای اولین بار گوشی را در دست می گیرید کمی توی ذوق می زند. در حدی که من به همین خاطر تصمیم گرفتم واسش قاب ژله ای بگیرم
باز کرد درب پشت گوشی هم کمی دشواره و خیلی چفت هست و چون کیفیت پلاستیک پایین هست اگر موقع باز کردن دقت نکنید و زیاد بهش فشار وارد کنید ممکنه لبه ی درب گوشی خورده بشه و ساییده بشه.
به هر حال با وجود قیمت پایین این گوشی من خرید این گوشی رو پیشنهاد میکنم چون در مجموع امکانات بهتری رو نسبت به رقبای دیگه مثل سامسونگ در این محدوده قیمت ارایه میده",5,0,4,2,3,2,4,3
,,"شما تو این قیمت یه گوشی پیدا کن که فناوری GPS روسی رو داشته باشه هم قطب نما بعدش عملکرد سنسور های گوشی های ایسوس حتی نسبت به سامسونگ هم بیشتره . تست کردم که میگما.",6,1,5,5,5,1,5,5
"وزن کم
امکانات زياد دوربين
پردازنده نسبتا خوب
باتري ليتيم پليمري","صفحه نمايش ضعيف
ظرفيت پايين باتري","من یک ماه که این گوشیو از دیجی کالا گرفتم دوربینش قوی نیست ولی نسبت به قیمتش خوبه ,صفحه نمایش خیلی ضعیفه رنگ ها زنده نیستند و باید گوشی رو رو به پایین کج کرد تا رنگ ها پررنگ تر بشن! و گاهی هم قسمت پایینی صفحه نمایش نورش کم و زیاد میشه ولی منوی جالبی داره و حالت های عکاسی جالبی داره کیف و قاب و گلس هم تو شهرستان واسش میشه گفت پیدا نمیشه! انتن دهی خیلی خوبی هم داره",4,0,5,5,4,5,5,4
"سخت افزار متوسط وبرنامه هاي از پيش طراحي شده روي دستگاه قرار دارد","دوربين،صفحه نمايش،صفحه کليد،اسپيکر ضعيف،وصل شدن خيلي دير به واي فاي","گوشی بسیار خوش دست وزیبایی ولی صفحه کلیدش خیلی ریزه ونمیتوان با آن به راحتی تایپ کرد",1,1,1,2,3,4,5,2
"امکانات نرم افزاري
تاچ روان
دوربين خوب
به صرفه بودن","نمايشگر ميتونست تراکم پيکسلي بيشتري داشته باشه
نبود هنزفري در جعبه","امروز به دستم رسید،از دیجیکالا خریدم اونم رنگ قرمزش رو،خیلی شیکه اصلا بهش نمیاد گوشی ارزون قیمتی باشه شک نکنید به دلتون میشینه برای کسی که انتظار زیادی از گوشی همراهش نداره عالیه و تو خریدش شک نکنید،منکه عیبی توش نمیبینم",12,3,5,3,4,4,4,3
,,"واى فاى گوشى به شدت ضعیفه طورى که هر دفعه باید واى فاى رو خاموش روشن کنید چند بار تا مودمتونو پیدا کنه و وصل شه وقتیم وصله تا قفل اسکرینو باز نکى نوتیفیکیشنا نمیاد برات کیفیت تصویر و صفحه هم اصلا خوب نیست",7,13,1,2,2,3,3,1
"خوش دست و زيبا","دوربين ضعيف","سلام، من حدود 2ماه پیش این گوشی رو برا پدرم گرفتم امروزم برای مادرم سفارش دادم، دوربینش کیفیتش واقعا پایینه در حد 2، اما هیچ هنگ و اذیتی نداره، باطریشم خوبه، به نظرم تو این رنج قیمت انتخاب خوبی میتونه باشه",4,1,5,4,4,5,5,4
"امکانات خوب نسبت به مدلهاي هم قيمت
دوبار لمس براي روشن شدن صفحه که راحته و دکمه پاورش خراب نميشه ولي هميشه عمل نميکنه
چراغ نوتيفيکيشن
احتمال زياد در آپديت به مارشمالو با توجه به سابقه ايسوس","لگ زياد در برنامه ها و مخصوصا بازيها مثل subway surf که قابل درکه با توجه به مشخصاتش
ماندن اثر انگشت در پشت گوشي که مال من مشکيه، پاک هم نميشه!
صداي اسپيکر بي کيفيت و کم و همچنين خروجي هدفون بيکيفيت
عدم پخش کدک x265 به صورت پيشفرض که با mxplayer روي HW+ ميشه تا 720p پخش کرد
کليد برگشت در سمت چپ که براي استفاده با دست راست که من عادت کردم خيلي مشکله","زاویه دید و کنتراست بسیار ضعیف که عجیبه با توجه به اینکه ادعا شده صفحه IPS هست! ولی دقیقا مثل گوشی دوستمه که اون TN هست! و همچنین بسیار کم رنگ و بی روحه صفحه. کیفیتش عین لپتاپهای TN یک میلیونیه. پس اگه کیفیت صفحه براتون مهمه مثل من، نگیرید که پشیمون میشید.",8,3,4,4,4,4,3,0
"طراحي زيبا
سخت افزار مناسب
قيمت مناسب و گارانتي",,"این گوشی رو برای کسی هدیه گرفتم. خیلی خوشدست و زیباست. بنظرم قبل از نقد این گوشی باید قیمت رو کاملا در نظر داشت چرا که با این قیمت حتی یه هواوی هم با این مشخصات گیر نمیاد. برای کسایی که استفاده ی آنچنانی از گوشی ندارن بسیار مناسبه اما نباید انتظار زیادی ازش داشت. امکانت گوشی قابل توجهه و به محض روشن کردنش هم به آپدیت 50 مگابایتی براش میاد. خوشبختانه نسبت به تبلت های ایسوس، برنامه های از پیش نصب شده کمترن و رم کمتری رو اشغال می کنن، بعضیشون هم میشه پاک کرد. نکته ی منفی گوشی بنظرم صفخه نمایشش هست که بنظر میاد TFT باشه تا IPS.
در مجموع تو این بازه ی قیمت واقعا مناسبه و نمیشه ازش خرده گرفت. ممنون از دیجی کالا",7,7,5,3,4,3,3,2
,,"در این رنج قیمتی خرید بسیار عاقلانه ای هست مخصوصا بعنوان گوشی دوم، چون زیبا است و برای کسانی که به برند اهمیت میدن، برند قابل قبولی داره. باتری اش هم خوبه انصافا.
ولی اگر بعنوان گوشی اصلی قصد خرید دارید میتونید با هزینه کمی بیشتر انتخابهای بسیار بهتری داشته باشید بخصوص دو ایتم پشتیبانی از شبکه 4G و دوربین.",6,3,3,5,3,3,4,3
"رام1 پردازنده خوب شخصي سازي جذاب طراحي زيبا",دوربين,"این گوشی خیلی فوق العادست به نسبت گوشی های 200 تا300 واقعا خوبه از لحاظ شخصی سازی به شدت رضایت کنندست بدون هیچ هنگ کردنی دوربین متاسفانه خوب نیست ولی به نسبت گوشی های تو این رده قیمتی با کیفیت محسوب میشه اگه دوربین‌براتون مهم نیست حتما بگیرید پشیمون نمیشید...یاعلی",9,2,3,5,5,5,5,5
"قيمت پايين
برند معتبر",,"دیروز این گوشی رو از دیجی کالا برای استفاده بعنوان گوشی دومم خریدم به نسبت هزینه ای که میکنید بنظر من ارزش بالایی داره یه گوشی جمع و جور و خوشگله آندروید 5 با آپشنهای زیاد باطریش هم خوبه بنظرم از دیروز تا حالا 12 ساعت باطریش از 100% رسیده به 60% با استفاده معمولی 3-4 ساعتش هم به وای فای وصل بوده درکل از دوربین و صفحه نمایش و باطری و ... اگه به اندازه قیمتش توقع داشته باشیم از سرش هم زیاده یعنی خوبه و هیچوقت نباید با یه گوشی پرچمدار که چند برابر قیمت اینه مقایسه بشه .",8,0,5,5,4,4,4,5
